eng_Latn,tam_Taml
"The children live with their mother and their grandfather.
","பிள்ளைகள் எனது அம்மாவிடமும் மாமியிடமும் வாழ்கின்றனர்.
"
"The grandfather did not immediately answer the question.
","அந்தக் கேள்விக்கு அந்த முதியவர் உடனடியாகப் பதில் சொல்லவில்லை.
"
"The grandfather was crying.
","அழுது அரற்றிக் கொண்டிருந்தார் அந்த மூதாட்டி.
"
"The grandfather works.
","வேலை செய்கிறது அண்ணா.
"
"The helmet was in my grandfather's house.
","அந்த புலித்தோல் என் பெரியப்பாவின் வீட்டில்தான் இருந்தது.
"
"The mother, uncle and grandfather of a 10-year-old girl have been charged with sexual battery involving the girl.
","பத்து வயதான சிறுமியொருவரை பாலியல் ரீதியாக துஸ்பிரயோகம் செய்ததாக குற்றம் சுமத்தி குறித்த நபரை, சிறுமியின் தந்தையும், ஊர் மக்களும் இணைந்து தாக்கியுள்ளனர்.
"
"The old man is my grandfather.
","அந்த மூதாட்டி என் பெரியதாயார்.
"
"The other guy is my wife's grandfather.
","இன்னொருவர் என் அக்காவின் கணவர் மதன்.
"
"The university was established in 1929 by Ramasamy's grandfather Rajah Sir Annamalai Chettiar of Chettinad.
","செட்டிநாட்டு வேந்தர் ராஜா சர் அண்ணாமலைச் செட்டியாரால் 1929-ஆம் ஆண்டு தொடங்கப்பட்டது அண்ணாமலை பல்கலைக் கழகம்.
"
"Then my husband's grandfather died.
","அப்போ தான் என் அக்காவின் கணவர் இறந்துட்டார்.
"
"Then my wife's grandfather died.
","அப்போ தான் என் அக்காவின் கணவர் இறந்துட்டார்.
"
"There is a grandfather clause in the bill to exempt some public workers, including teachers, from the ban as long as they hold the same job.
","மசோதாவில் ஒரு கிராண்ட்பாதர் பிரிவு உள்ளது, அது ஆசிரியர்கள் உட்பட சில பொது ஊழியர்களுக்கு, அவர்கள் அதே வேலையை வைத்திருக்கும் வரை தடையுத்தரவு விலக்கு அளிக்கிறது.
"
"There's nothing to grandfather.
","அப்பாவிற்கு ஒன்றும் ஆகாது.
"
"There's two grandfathers!
","இருவர் தாதை!
"
"They are both grandfathers.
","இருவரும் தாதாக்கள்.
"
"They came from my grandfather's home.
","அவர்கள் என் மாமாவின் தம்பி வீட்டில் இருந்துவந்தன.
"
"They came from my grandfather's house.
","அவர்கள் என் மாமாவின் தம்பி வீட்டில் இருந்துவந்தன.
"
"They're now grandfathers.
","அவர்களோ இப்போது அண்ணா அபிமானிகள்.
"
"This house was built by my grandfather and my father.
","அந்த வீடு என் தந்தை என் அம்மாவிற்கும் எனக்குமாக ஆசையாசையாகக் கட்டியது.
"
"This is her grandfather's home.
","அவளின் அண்ணாவின் வீடுதான்.
"
"This is someone's grandfather.
","இது ஒருவனின் தாத்தே ஆகும்.
"
"To my grandfather.
",". என் அண்ணாவுக்கு.
"
"Today I am going to write about my grandfather.
","இன்று நான் எழுதப்போவது ஒரு மாமியைப் பற்றி.
"
"Today, he became a grandfather.
","இன்று அது அண்ணாநகராக உருவெடுத்துவிட்டது.
"
"We have lived here since the time of our great grandfathers.
","எங்க மூதாதையர் காலத்திலிருந்து நாங்க இங்கேதான் இருக்கோம்.
"
"We have lots of my grandfather's books in the house.
","என் மூத்த மாமாவின் வீட்டில் நிறைய புத்தகங்கள் இருக்கின்றன.
"
"What if it's a grandfather?
","இந்த ஓர் அப்பன் போனால் என்ன?
"
"What is Prince William's grandfather's name?
","இளவரசர் வில்லியமின் மகனின் பெயர் என்ன?
"
"What relation am I to my father's brother's son's grandfather's daughter?
","என் தாயின் மூத்த சகோதரியின் மகளின் மகன் எனக்கு என்ன உறவு?
"
"When I was twelve, my grandfather died.
","பண்ணுணாங்க. எனக்கு, 12 வயது இருக்கும்போது, மூத்த அண்ணன் இறந்துவிட்டார்.
"
"When teachers, fathers, sons, grandfathers, maternal uncles, fathers-in-law, grandsons and all relatives are ready to give up their lives & properties and are standing before me, then why should I wish to kill them, though I may survive?
","அனைத்து ஆசான்கள்; தந்தையர்; பிள்ளைகள்;பாட்டணார்கள் 'மைத்துனர்கள்;மாமன்மார்கள்; பேரன்மார்கள் சகோதரர்கள் மற்றும் அனைத்து உறவிணர்களும் தமது உயிரையும் உடமைகளையும் இழக்க சித்தமானவர்களாய் என்முன்னே நிற்கும்போது; ஒருவேலை அவர்கள் என்னை கொல்வதாகவே இருந்தாலும் ஏன் நான் அவர்களை கொல்லவேண்டும் ?
"
"Where's my grandfather now?
","'என் அண்ணா இப்போது எங்கே இருக்கிறார்?
"
"Why do you want to talk to my grandfather?
","ஏன் ஆத்தா நான் தாத்தன் கிட்ட பேசட்டுமா?
"
"Wife's grandfather died 30 years ago.
","மன்னர்மன்னனின் மனைவி 30 ஆண்டுகளுக்கு முன்பே காலமாகி விட்டார்.
"
"Yeah, I saw my grandfather.
","கொண்டிருந்தான். நான் என் மாமாவையே பார்த்தேன்.
"
"You wasn't just a grandfather to me you was my dad.
","இளங் அப்பா நீங்கள் எனக்குத் தந்தை மட்டுமல்ல. தாயுமானவர்.
"
"You were a wonderful man that I am honored to call my grandfather.
","நீங்கள் உண்மையிலேயே ஒரு அற்புதமான மனிதர், என் தந்தையை அழைப்பதில் பெருமைப்படுகிறேன்.
"
"You were my grandfather's best friend.
","தாங்கள் என் பெரிய தந்தையின் ஆப்த நண்பர் என்று சொன் னீர்கள்.
"
"You're my grandfather?
","நீ என் அத்தானா?
"
"You're the most caring and lovable grandfather on the whole planet.
","முழு கிரகத்திலும் நீங்கள் மிகவும் அக்கறையுள்ள மற்றும் அன்பான தந்தை.
"
"Your elderly grandfather.
","வயதான உங்கள் மாமனார்,
"
"Your father and grandfather were lost in the sea of books.
","உன் பாட்டனும் தகப்பனும் புத்தகங்களின் காட்டில் தொலைந்தவர்கள்.
"
"Your grandfather had been gone over a year.
","உங்க அப்பா போய் ஒரு வருஷத்துக்கும் மேல ஆச்சு.
"
"Your grandfather's garden is beautiful.
","உங்கள் தங்கையின் தோட்டம் மிகுந்த அழகு.
"
"a son asked about his grandfather.
","ஒரு மூதாட்டி தனது மகனிடம் கேட்டார்.
"
"general Husband of 38 wives, father of 89 children and grandfather of 33 grand children; head of world's largest family is no more
","38 மனைவி, 89 பிள்ளை, உலகின் மிகப்பெரிய குடும்பத்தின் தலைவர் காலமானார்
"
"grandfather hasn't come yet.
","அண்ணா இன்னும் வரவில்லை.
"
"grandfather in 1941.
","முதலில் அப்பாத்துரையார் 1941 இல்
"
"grandfather of Kim Jong-un, the current leader of North Korea.
","வட கொரியாவின் தற்போதைய தலைவர் கிம் ஜாங் அன்னின் வம
"
"grandfather was a policeman..
","தந்தை ஒரு காவல்காரன. . .
"
"grandfather, great-grandfather, and friend.
","ஒரு மாமா, ஒரு பெரியண்ணா, ஒரு நண்பர்.
"
"her grandfather's home.
","அவளின் அண்ணாவின் வீடுதான்.
"
"my grandfather was here.
","பஃ என் அண்ணா இங்கே இருந்தார்.
"
"suddenly his grandfather died one day.
","என் அப்பா ஒருநாள் திடீரென்று இறந்துவிட்டார்.
"
"to kill my grandfather.
","அண்ணாவைக் கொலை செய்துவிட்டுப் போவதற்காக.
"
"And he’s not my grandfather.
","அவர் என் அப்பா இல்லை.
"
"Are you a mother, father, grandmother or grandfather?
","அப்பா, அம்மா, மாமனார், மாமியார் என்று உங்கள் வீட்டில் பெரியவர்கள் இருக்கிறார்களா. . ?
"
"I am the father, mother, grandfather and sustainer of this universe.
","இந்த அகிலத்தின் தந்தையும் தாயும் காப்பவனும் பாட்டனாரும் நானே.
"
"She said that she likes her grandfather very much.
","அப்பா அம்மாவை தான் மிகவும் நேசிப்பதாகக் கூறினாள்.
"
"Beloved father, husband, grandfather, great-grandfather and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"Beloved husband, father, father-inlaw, grandfather, brother, brotherin-law, uncle and friend.
","அன்பு அப்பா, அம்மா, அண்ணா, தம்பி, அண்ணிமார், சித்தப்பாமார், மாமன்மார், அன்ரிமார், மைத்துனிமார் மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"A dearly loved husband, father, grandfather, brother, uncle and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"Both of her parents were grandfather physicians.
","அவருடைய அம்மா - அப்பா இரண்டு பேருமே டாக்டர்கள் .
"
"Both my grandfathers are dead.
","என் மாமனார், மாமியார் ரெண்டு பேருமே இறந்துட்டாங்க.
"
"The police is interrogating the child’s uncle and grandfather.
","மாமனார், மாமியார் ஆகியோரை போலீசார் தேடி வருகின்றனர்.
"
"And her mother and grandfather.
","கூடவே அவன் தங்கையும், அம்மாவும்.
"
"“And how did you know my grandfather?
","‘‘உனக்கு என்ன தெரியும் என் பாட்டியைப் பற்றி?
"
"And when I eat it I always think about my grandfather.
","எப்போது வடை உண்ண நேர்ந்தாலும் நான் என் பெரியப்பாவை நினைத்துக்கொள்வது வழக்கம்.
"
"Beloved husband, father, brother, uncle, grandfather and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"Our parents, sister-brother, uncles-aunts, grandfather, grandmother all are our relatives.
","மாமா, அத்தை, சித்தி, சித்தப்பா, பெரியம்மா, பெரியப்பா, அவர்கள் குழந்தைகள் என்று எல்லோரும் ஒன்றாக வாழ்ந்த வீடு எங்கள் வீடு.
"
"After his mother’s death, his grandfather Abdul- Muttalib assumed guardianship of him.
","பெற்றோரை இழந்த பின் அவர்களின் தந்தை வழி பாட்டனார் அப்துல் முத்தலிப் என்பார் தமது பொறுப்பில் அவர்களை எடுத்து வளர்த்து வந்தார்.
"
"My grandfather was a contractor.
","எனது தகப்பனார் ஒப்பந்தகாரராகப் பணிபுரிந்து வந்தார்.
"
"My grandfather travelled to the US many times.
","என்‌ தகப்பனார்‌ இங்லொக்து அமெரிக்கா தேசங்களுக்கும்‌ போய்வந்திருக்கிழுர்‌.
"
"My grandfather, my father. . .
","என்னுடைய தகப்பனாரோட தகப்பனார்,. . .
"
"A loving and caring husband, father, grandfather, great grandfather, and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"Currently I’m staying at my grandfather’s place.
","எனது மாமனார் வீட்டில்தான் தற்போது அடைக்கலம்புகுந்துள்ளேன்.
"
"“My grandfather, uncle and aunt live in Chennai.
","‘’சென்னையிலுள்ள என் அக்காள் மகன் வீட்டில்தான் தங்கியிருக்கிறேன்.
"
"But I am your grandfather.
","ஆனால் என் மருகன் நீ.
"
"A dearly beloved father, father-in-law, grandfather, brother, brother-in-law, uncle and friend to many.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"Maternal grandfather, uncle arrested
","பாட்டி கொலை பேரன் கைது
"
"“My grandfather inspired me to do so.
","“என்னுடைய மாமனார்தான் இவ்வாறு நடந்துகொள்ள அறிவுறுத்தினார்.
"
"It was this grandfather of mine who told me the story.
","இந்தக்கதையை எனக்குச் சொன்னவர் எனது பெரியப்பா.
"
"My grandfather was watching him.
","அப்பா அவனையே பார்த்துக்கொண்டிருந்தார்.
"
"“My grandfather was a skilled sculptor and my father who is a Tamil scholar and teacher, is a poet.
","``என் அம்மா தமிழாசிரியர், கணித ஆசிரியரான அப்பாவும் தமிழ்க் கவிஞர்தான்.
"
"Beloved father, grandfather, great grandfather, son, brother, uncle, nephew, and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"A loving dad, grandfather and husband.
","பாசமான அப்பா, அன்பான கணவர்.
"
"But I know your grandfather.
","ஆனால் உங்கள் தந்தை எவரென்று அறிவேன்.
"
"But, have you ever heard of grandfather rocks?
","ஆனால், பாறைப்புற்றுகள் பற்றிக் கேள்விப்பட்டிருக்கிறீர்களா?
"
"“My grandfather and his grandfather were friends.
","''என் தம்பி ராஜாவும் குமாரும் நண்பர்கள்.
"
"At the age of 12 he started taking photos with the camera that once was his grandfather’s.
","அப்பா கொடுத்த கேமராவைக் கொண்டு 12 வயதில் சினிமா எடுத்தார்.
"
"I live with my sisters, parents and my grandfather.
","நான் என்னுடன் என் பெற்றோர் தங்கை பிள்ளைகள் எல்லாம் சேர்த்தே வாழ்ந்துகொண்டு வருகிறோம்.
"
"As have my father and grandfather.
","என் அப்பாவும் தங்கையும் கூட அப்படித்தான்.
"
"""I’m named after my father and my grandfather.
","''எனக்கு அம்மா, அப்பா வைத்த பெயர் நம்மாழ்வார்.
"
"A grandfather, he is married and has three children.
","கல்யாணமாகி, மூன்று குழந்தைகளுக்கு அப்பா.
"
"And later on my grandfather did marry again.
","இதையடுத்து என் தந்தை மறுமணம் செய்து கொணடார்.
"
"At the age of 15 John’s grandfather passed away.
","இவரது 15வது வயதில் தந்தையை இழந்தார்.
"
"A beloved father, grandfather, brother, uncle, friend and teammate.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"But I trusted my grandfather.
","ஆனால் தன் அப்பா மேல் நம்பிக்கை வைத்து எடுத்தார்.
"
