eng_Latn,tam_Taml
"Perhaps he or she really wants to see a more satisfactory job to begin with or hold off till after his or her uncle receives wedded the following year.
","ஒருவேளை அவர் முதலில் ஒரு நல்ல வேலையைப் பெற விரும்புகிறார் அல்லது அடுத்த ஆண்டு தனது உறவினர் திருமணம் செய்து கொள்ளும் வரை காத்திருக்க வேண்டும்.
"
"Please don't separate us, uncle.
","எங்களை பிரிச்சிடாதீங்க ஆத்தா.
"
"Please don't tell uncle that I came here.
","நான் இங்க வந்துட்டு போனத முத்தக்கா கிட்ட சொல்லிடாதீங்க.
"
"Police have arrested the girl's uncle and his friend involved in this conspiracy.
","இவ்வாறான செயலில் ஈடுபட்ட காதலன் மற்றும் அவரது நண்பனை உடுகம பொலிஸார் கைது செய்துள்ளனர்.
"
"Police in India have reopened the case of a 10-year-old girl after forensic tests revealed that her baby's DNA samples did not match those of her uncle who is charged with raping her.
","10 வயது சிறுமியை பாலியல் வல்லுறவுக்கு உட்படுத்தியதாக குற்றஞ்சாட்டப்பட்டுள்ளவரின் டிஎன்ஏ மாதிரிகள், அந்த சிறுமி பெற்றெடுத்துள்ள குழந்தையின் டிஎன்ஏ மாதிரிகளுடன் பொருந்தவில்லை என்று வந்துள்ள தடவியல் சோதனைக்கு பின்னர், இது தொடர்பான வழக்கை இந்திய போலீஸார் மீண்டும் விசாரிக்க தொடங்கியுள்ளனர்.
"
"Police in India have reopened the case of a 10-year-outdated woman after forensic assessments revealed that her baby's DNA samples did not match these of her uncle who's charged with raping her.
","10 வயது சிறுமியை பாலியல் வல்லுறவுக்கு உட்படுத்தியதாக குற்றஞ்சாட்டப்பட்டுள்ளவரின் டிஎன்ஏ மாதிரிகள், அந்த சிறுமி பெற்றெடுத்துள்ள குழந்தையின் டிஎன்ஏ மாதிரிகளுடன் பொருந்தவில்லை என்று வந்துள்ள தடவியல் சோதனைக்கு பின்னர், இது தொடர்பான வழக்கை இந்திய போலீஸார் மீண்டும் விசாரிக்க தொடங்கியுள்ளனர்.
"
"Putana, also referred to as Poothani (the killer of infants) was sent by baby Krishna's evil uncle, Kamsa, to kill him.
","""""""குழந்தைகளின் கொலையாளியான"""" பூதனை (பூதனா எனவும் அழைக்கப்படுகிறார்), குழந்தைக் கிருஷ்ணனைக் கொல்ல, கிருஷ்ணரின் தீய தாய் மாமனான கம்சன் என்பவனால் அனுப்பப்படுகிறார்.""
"
"Ranil Wickramasinghe started politics under the guidance of his uncle J.R Jayawardena.
","இலங்கை அரசியலுக்கு அவரது மாமனார் ஜே ஆர் ஜயவர்தனேயால் அறிமுகம் செய்யப் பட்டவர் ரணில் விக்கிரமசிங்க.
"
"She ain't got no uncle.
","அவளுக்கு மாமனார் கிடையாது.
"
"She could not believe her uncle.
","இதை அவரது மாமியரால் நம்பவே முடியவில்லை.
"
"She doesn't have an uncle.
","அவளுக்கு மாமனார் கிடையாது.
"
"She had been renting an apartment with a friend in the Defense area of Lahore where she was discovered dead by her uncle next to her phone.
","அது இருந்தது தகவல் மஹ்ரா லாகூரின் பாதுகாப்பு பகுதியில் ஒரு நண்பருடன் ஒரு குடியிருப்பை வாடகைக்கு எடுத்துக்கொண்டிருந்தார், அங்கு அவரது தொலைபேசியின் அருகில் இறந்து கிடந்தார்.
"
"She is my third cousin's wife's uncle's neighbours daughter.
","இவர் என் தகப்பனாருடைய சம்மந்தியின் மூன்றாவது மகளுடைய கணவருக்கு மாமியார் ஆவார்.
"
"She liked her uncle.
","அவளுக்கு அந்த மாமியைப் பிடித்திருந்தது.
"
"She lives with her uncle.
","தனது மாமியாருடன் வசித்து வருகிறார்.
"
"She loved her uncle.
","அவளுக்கு அந்த மாமியைப் பிடித்திருந்தது.
"
"She wanted to play with her uncle.
","மாமனாருடன் சேர்ந்து நடிக்க வேண்டும் என்று அவர் விரும்பினார்.
"
"She was living with her uncle.
","அவள் தன் மாமியாருடன் தங்கி இருந்த்தாள்.
"
"She's my uncle's daughter.
","எனது அண்ணியின் மகள் அவள்.
"
"Singh said his uncle, the manager of the Houston, Texas, basketball team, was leading the demonstrations there.
","டெக்சாஸின் ஹூஸ்டனில் ஒரு கூடைப்பந்து அணியின் மேலாளரான தனது மகன் அங்கு போராட்டங்களுக்கு தலைமை தாங்குவதாக சிங் கூறினார்.
"
"So much like his uncle!
","அவரது மாமனாரைப் போல!
"
"Such an uncle.
","அப்படி ஒரு மாமனிதர்.
"
"Take your time to explore the world to uncle deeper into the narrative.
","கதைகளில் ஆழமாக ஆழமாக தோற்ற உலகத்தை ஆராய உங்கள் நேரத்தை எடுத்துக்கொள்ளுங்கள்.
"
"Tell your uncle to buy it.
","உன் புருஷனை வாங்கிக் கொடுக்கச் சொல்லு.
"
"Thank you for sharing your uncle's experience.
","உங்கள் மாமவின் அனுபவத்தை பகிர்ந்து கொண்டமைக்கு மிக்க நன்றி .
"
"Thanks for introducing this book uncle.
","நன்றி மாமி, புத்தக அறிமுகத்திற்கு.
"
"That's my great uncle.
","என் அருமை மாமனார் தான்.
"
"That's something my uncle said to me.
","இது எனது மாமனார் எனக்குச் சொன்ன சம்பவம்.
"
"That's something my uncle told me.
","இது எனது மாமனார் எனக்குச் சொன்ன சம்பவம்.
"
"That's what my uncle said too.
","எங்க மாமனாரும் இதை தான் சொன்னார்.
"
"That's what my uncle told me.
","இது எனது மாமனார் எனக்குச் சொன்ன சம்பவம்.
"
"The Solomon R. Guggenheim Museum, often referred to as The Guggenheim, is an art museum located at 1071 Fifth Avenue on uncle clams casino corner of East 89th Street in the Upper East Side neighborhood of Casinp, New York City.
","சொலமன் ஆர். குகென்கெயிம் அருங்காட்சியகம் என்பது நியூயார்க் நகரத்தில் மான்கட்டனின் மேல் கிழக்குப் பக்கப் பகுதியில் உள்ள 1071 ஐந்தாம் அவெனியூவை கிழக்கு 89 ஆவது தெரு சந்திக்கும் மூலையில் அமைந்துள்ள ஒரு ஓவிய அருங்காட்சியகம் ஆகும்.
"
"The actor, for the first time, is sharing the screen with his uncle Anil Kapoor.
","அவர் தற்போது, பாலிவுட் நடிகரும் அவரது தந்தையுமான அனில் கபூருடன் முதன் முறையாக இணைந்து நடிக்க இருக்கிறார்.
"
"The children are now living with their uncle and his wife.
","தற்போது அந்த குழந்தைகள் அவர்கள் தந்தை மற்றும் அவரது இரண்டாவது மனைவியுடன் வசிக்கின்றனர்.
"
"The cops are looking for her parents and uncle.
","மாமனார், மாமியார் ஆகியோரை போலீசார் தேடி வருகின்றனர்.
"
"The eldest uncle.
","மூத்தவள் மாமனார்.
"
"The girl's uncle has been arrested.
","சிறுமியின் மாமன் கைது.
"
"The mother, uncle and grandfather of a 10-year-old girl have been charged with sexual battery involving the girl.
","பத்து வயதான சிறுமியொருவரை பாலியல் ரீதியாக துஸ்பிரயோகம் செய்ததாக குற்றம் சுமத்தி குறித்த நபரை, சிறுமியின் தந்தையும், ஊர் மக்களும் இணைந்து தாக்கியுள்ளனர்.
"
"The nuptials of their uncle, Prince Harry, to Meghan Markle in May 2018!
","Home செய்திகள் Feature Post இளவரசர் ஹாரி- மேகன் மார்க்லே திருமணம் 2018 மே இல்!
"
"The other one is my uncle's.
","இன்னொருவர் என் மாமனாரைப் பெற்றவர்.
"
"The reason for that was her uncle.
","இதெல்லாவற்றுக்கும் காரணம் அவள் மாமனார் தான்.
"
"The uncle consents.
","மாமனார் ஒப்புதல் அளிக்கிறார்.
"
"The uncle had an idea at the time.
","அந்த நேரத்தில் அண்ணிக்கு ஓரு யோசனை வந்தது.
"
"The uncle is now dead.
","இப்போது அந்த மாமி செத்துப்போய்விட்டா.
"
"The uncle of Ravana.
","இராவணனின் மருமகன்.
"
"The uncle of an 11-year-old girl found suffering serious injuries at a house in Wolverhampton has been charged with her murder, police said.
","பிரித்தானியாவின் Wolverhampton பகுதியில் இருக்கும் வீடு ஒன்றில் 11 வயது சிறுமி ஒருவரை மர்மநபர் குத்தியதால், அவர் காயங்களுடன் உயிருக்கு போராடிக் கொண்டிருப்பதாக பொலிசாருக்கு தெரிவிக்கப்பட்டுள்ளது.
"
"The uncle's voice trailed off.
","அந்த மாமியின் குரல் தழு தழுத்தது .
"
"Their uncle Gopal died in 2011.
","இவரது தாத்தா கோபாலன் 1998ல் காலமானார்.
"
"There is NO uncle.
","அங்கே மாமனார் இல்லை.
"
"There is no father, mother, uncle or cousin.
","அங்கு குடும்பம், தாய், தந்தை, அண்ணன் என்ற பேச்சுக்கே இடமில்லை.
"
"There is no uncle.
","அங்கே மாமனார் இல்லை.
"
"There was no uncle.
","அங்கே மாமனார் இல்லை.
"
"There's no uncle.
","மாமனார் இல்லை.
"
"This is made possible through the help of his uncle and wife.
","தன் மாமியார் மற்றும் கணவரின் ஆதரவால் தான் இதை சுலபமாக செய்ய முடிகிறது என்கிறார்.
"
"This is my uncle, Suresh.
",""""""" இது என் தம்பி சுரேஷ்.""
"
"Two of my uncles are engineers.
","அண்ணாக்கள் இருவரும் engineers .
"
"Variar married his uncle's daughter Amirtha Lakshmi when he was 19 years old.
","* வாரியார் தனது 19 -வது வயதில் தாய் மாமன் மகள் அமிர்த லட்சுமியைத் திருமணம் செய்துகொண்டார் .
"
"Vijayakumar as Gayathri's uncle & ex-police officer
","விஜயகுமார் - காயத்ரியின் மாமனார் மற்றும் ஓய்வுபெற்ற பொலிஸ் அதிகாரி
"
"Vijayakumar as Gayathri's uncle and ex-police officer
","விஜயகுமார் - காயத்ரியின் மாமனார் மற்றும் ஓய்வுபெற்ற பொலிஸ் அதிகாரி
"
"We are all husbands, fathers and uncles.
","நாம் எல்லோருக்கும் தாய்,தந்தை,அண்ணன் .
"
"We call them the uncles.
","அவர்களைத்தான் மாமனிதர்கள் நாம் அழைக்கின்றோம்.
"
"We have lost an uncle.
","ஒரு மாமனிதரை இழந்தோம்.
"
"We went to our uncle's home.
","அண்ணியின் வீடு சென்றோம்.
"
"We've lost an uncle.
","ஒரு மாமனிதரை இழந்தோம்.
"
"Well, he's my uncle too!
","அவர் எனக்கும் மாமன் தான்!
"
"What was Spiderman's uncle's real name?
","ஸ்பைடர் மேனின் நிஜப் பெயர் என்ன?
"
"What's the deal with your uncle?
","உன் மாமனார் என்ன பன்றாரு?
"
"What's your uncle got?
","உன் மாமனார் என்ன பன்றாரு?
"
"When I read that, it reminded me of my uncle.
","இதைப்படிக்கும்போது எனக்கு என் மாமனார் நினைவு வந்தது.
"
"When Muhammad (s.a.w) was about 12 years old, he accompanied his uncle Abu Talib on a trade journey to Syria.
","முஹம்மத் (ஸல்) அவர்கள் பதின்மூன்று வயதுச் சிறுவனாக இருந்த போது, முனைப்புள்ள வர்த்தகரான அபூதாலிப் வியாபாரத்தின் பொருட்டு சிரியாவுக்குச் செல்லப்புறப்பட்டார்.
"
"When he was 19 years old, he married his uncle's daughter Amirtha Lakshmi.
","தமது 19 ஆம் வயதில் தாய் மாமன் மகளான அமிர்தலட்சுமி அம்மையாரை மணந்தார்.
"
"When my uncle died.
","என் மாமனார் இறந்த சமயம்.
"
"When teachers, fathers, sons, grandfathers, maternal uncles, fathers-in-law, grandsons and all relatives are ready to give up their lives & properties and are standing before me, then why should I wish to kill them, though I may survive?
","அனைத்து ஆசான்கள்; தந்தையர்; பிள்ளைகள்;பாட்டணார்கள் 'மைத்துனர்கள்;மாமன்மார்கள்; பேரன்மார்கள் சகோதரர்கள் மற்றும் அனைத்து உறவிணர்களும் தமது உயிரையும் உடமைகளையும் இழக்க சித்தமானவர்களாய் என்முன்னே நிற்கும்போது; ஒருவேலை அவர்கள் என்னை கொல்வதாகவே இருந்தாலும் ஏன் நான் அவர்களை கொல்லவேண்டும் ?
"
"When the Pandavas claimed their legitimate share of their paternal kingdom from their uncle Dhritarashtra and his sons, the Kauravas, they were given the Khandava Forest in the south of the Kuru kingdom.
","பாண்டவர்கள் தங்கள் உரிமையை திருதராஷ்டிரரிடமும் அவரது மகன்களான கௌரவர்களிடமும் கேட்டபோது, குரு நிலத்தின் தென்பகுதியில் இருந்த காண்டவ வனம் அவர்களுக்கு வழங்கப்பட்டது.
"
"Where were you for so long, uncle?
","இவ்வளவு நாள் எங்கே இருந்தீங்க தாத்தா!
"
"Who's your monkey's uncle?
","அவரு யாரு மச்சி உன் மாமனாரா?
"
"Yes, my uncle had been.
","ஆமாம், எங்கள் மாமனார் இருந்தார்கள்.
"
"Yes, that's our uncle.
","ஆமாம், எங்கள் மாமனார் இருந்தார்கள்.
"
"You do know my uncle, don't you?
","உனக்கு என் மாமி மரகதத்தை தெரியும் தானே?
"
"You see, that's my uncle.
","அதோ வருகிறார் பாருங்கள் அவர் தான் என் மாமனார்.
"
"You should be an uncle.
","நீ ஒரு மாமன்னாக இருக்க வேண்டியவன்.
"
"You're the uncle to my kids.
","என் பிள்ளைகளுக்கு நீங்கதான் மூதாதையர்.
"
"Your sister Mary had a baby this morning I haven't found out whether it's a boy or a girl, so I don't know if you are an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning I haven't found out yet whether it's a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning I haven't found out yet whether its a a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning I haven't found out yet whether its a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out if it's a boy or a girl so I don't know if you are an auntie or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out if it's a boy or a girl so I don't know whether you are an auntie or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out if it's a boy or a girl, so I don't know whether you are an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out if it's a boy or a girl, so I don't know whether you are an auntie or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out if it's a boy or a girl, so I don't know whether you're an auntie or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out whether it's a boy or a girl, so I don't know if you are an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning, but I haven't found out if it's a boy or a girl so I don't know whether you are an auntie or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby, this morning I haven't found out yet whether it's a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your uncle and my dad work in the same office.
","உங்க அப்பா, எங்க அண்ணன் ஒரே இடத்தில் வேலை பார்க்குறாங்க.
"
"Your uncle is dead.
","உனது மாமனார் இறந்துவிட்டார்.
"
"Your uncle is the same as your dad.
","உங்கள் மாமனார் உங்களுக்குத் தந்தை போன்றவர் ஆவார்.
"
"Your uncle works in this company.
","உங்க அப்பா இந்த கம்பெனில வேலை பார்த்தவர்.
"
"all uncles.
",". எல்லாம் uncle கள்.
"
"also murdered his uncle.
","மாமனாரையும் வெட்டி கொன்றார்.
"
"an uncle who is 101 years old.
","101 ஆண்டுகள் வாழ்ந்த மாமனிதர்.
"
"an uncle, a brother.
","ஒரு அக்கா, ஒரு அண்ணன்.
"
"he's my uncle ..
","அவர் என் அண்ணண். . .
"
"he's my uncle too!
","அவர் எனக்கும் மாமன் தான்!
"
"his uncle had come to see him then.
","அப்போது அவரை பார்க்க வந்திருந்தார் அவருடைய அண்ணன்.
"
"his uncle.)
","அவர்களின் மாமனார் ஆவார்)
"
"his uncles.)
","அவர்களின் மாமனார் ஆவார்)
"
"house of maternal uncle.
","மிதிலை மாமனார் வீடு.
"
"maternal uncle's house.
","மிதிலை மாமனார் வீடு.
"
"my two uncles.
",". என் இரண்டு தம்பிகள்.
"
"my uncle had done.
","என் மாமனார் செய்திருப்பார்.
"
"my uncle passed away a year.
","என் மாமனார் இறந்து ஒரு வருடம் முடிந்துவிட்டது.
"
"my uncle said.
","என் மாமனார் சொல்கிறார்.
"
"the truth, uncle.
","உண்மை தான் uncle.
"
"they were uncles.
","அவர்கள் மாமனிதர்கள் ஆயிற்றே.
"
"three uncles.
","மூன்று அண்ணன்.
"
"uncle dad after that.
","அதன் பிறகு மாமனார்.
"
"uncle is dead.
","மாமனார் இறந்து விட்டார்.
"
"uncle on this case.
","இந்த விஷயத்தில் மாமனார்.
"
"you're telling me you're not my uncle.
","நீ என் ஆள் இல்லவே இல்லை எனக் கூறணும்.
"
"your uncle doesn't have a husband.
","மாமிக்கு கணவர் கிடையாது.
"
"your uncle was dead.
","உனது மாமனார் இறந்துவிட்டார்.
"
"{10:1} After Abimelech, a leader rose up in Israel, Tola, the son of Puah, the paternal uncle of Abimelech, a man of Issachar, who lived in Shamir on mount Ephraim.
","10:1 அபிமெலேக்கு பிறகு, ஒரு தலைவர் இஸ்ரேலில் வரை உயர்ந்தது, தோலா, Puah மகன், அபிமெலேக்கு ஆகியோரின் தந்தையின் சகோதரராவார், இசக்கார் ஒரு மனிதன், எப்பிராயீமின் மலைகளிலும் மீது ஷமீர் வாழ்ந்த.
"
"Nirav Modi and his uncle Mehul Choksi are under probe by both the Central Bureau of Investigation (CBI) and the ED.
","அமலாக்கத்துறை மற்றும் மத்திய புலனாய்வுத் துறையினரால் தேடப்பட்டு வருபவர்கள் நீரவ் மோடி மற்றும் அவருடைய தாய்மாமன் மொகுல் சோக்‌ஷி ஆவார்கள்.
"
"""What happened uncle?
","‘என்ன ஆயிற்று அண்ணா?
"
"The agencies, CBI and Enforcement Directorate, are probing Modi and his uncle and jeweler Nirav Choksi for the fraud.
","இந்த மோசடி தொடர்பாக நிரவ் மோடி, அவரது உறவினர் மெகுல் சோக்‌ஷி ஆகியோர் மீது சி. பி. ஐ. மற்றும் அமலாக்கத்துறை அதிகாரிகள் வழக்குப்பதிவு செய்து விசாரணை நடத்தி வருகின்றனர்.
"
"The girl's uncle and brother have been arrested, police said.
","குறித்த சம்பவம் தொடர்பில் சிறுமியின் தந்தை மற்றும் தந்தையின் சகோதரி கைது செய்யப்பட்டுள்ளதாக தெரிவிக்கப்படுகின்றது.
"
"It’s the same uncle.
","அதேதான் சகோ.
"
"An uncle was a physician.
","ஒரு ஊர்ல ஒரு வைத்தியர் இருந்தார்.
"
"The mother, father, brother and uncle of the woman have been arrested.
","குறித்த குழந்தையின் தாய், பாட்டி, தாத்தா மற்றும் தரகர் பெண் ஆகியோரே இவ்வாறு கைது செய்யப்பட்டுள்ளனர்.
"
"And a brother and three uncles.
","ஒரு தங்கை மூன்று அண்ணன்கள்.
"
"""Yes, uncle.
","“ஆம், மூத்தவரே.
"
"“Are you my uncle, or my brother?
","“உனக்குத் தம்பி வேண்டுமா, அல்லது தங்கை வேண்டுமா?
"
"“You know who my uncle is?
","(என் கணவரின் தாயார்) “உம்மு அபீஸர்உ’ எத்தகையவர் தெரியுமா?
"
"and the name of the wife of Saul [is] Ahinoam, daughter of Ahimaaz; and the name of the head of his host [is] Abner son of Ner, uncle of Saul;
","சவுலுடைய மனைவியின் பேர் அகினோவாம், அவள் அகிமாசின் குமாரத்தி; அவனுடைய சேனாபதியின்பேர் அப்னேர், அவன் சவுலுடைய சிறிய தகப்பனாகிய நேரின் குமாரன்.
"
"But his uncle refused to see him.
","ஆனால் தம்போத்பவன் அவளைப்பார்க்க மறுத்துவிட்டான்.
"
"Athamanand’s uncle, an “influential man”, happened to be an important client of New Republic Bank, the sponsors of that series.
","ஆத்மானந்தின் `பெரிய புள்ளி’ உறவினர் ஒருவர், அந்தத் தொடரின் ஸ்பான்சரான நியூ ரிபப்ளிக் வங்கியின் முக்கிய வாடிக்கையாளரில் ஒருவராக இருந்திருக்கிறார்.
"
"An uncle and his wife were there.
","ஒரு வேடனும் அவன் மனைவியும் அங்கே நின்றனர்.
"
"Isn’t she the wife of his uncle, and not his aunt, ie., his father’s sister?
","அம்பாவிற்கு தம்பியோ, இல்லை அம்மாவின்‌ தங்கை சித்தியின்‌ கணவரா?
"
"The first FIR named Nirav Modi, his wife Ami Modi, brother Nishal Modi, uncle Mehul Choksi and the two bank officials.
","முதல் எப்ஐஆரில் நீரவ் மோடி அவர் மனைவி அமி, சகோதரர் நிஷால், உறவுக்காரர் மேகுல் சோக்சி உள்ளிட்ட பலர் பெயர்கள் சேர்க்கப்பட்டன.
"
"Akhilesh Yadav sacks 4 ministers, including uncle Shivpal, from UP cabinet
","உத்தரப் பிரதேச அமைச்சரவையில் ஷிவ்பால் யாதவ் உட்பட 4 அமைச்சர்களை முதல்வர் அகிலேஷ் யாதவ் நீக்கினார்.
"
"A dearly loved husband, father, grandfather, brother, uncle and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"After that, it was my father, then my uncle.
","பிறகு அத்தை, அதன் பிறகுதான் தாத்தா பாட்டிகூட.
"
"He was twenty-three years of age when his uncle died.
","துரைச்சிங்கம்‌ இறக்கும்‌ பொழுது இவருக்கு வயது இரு பத்தொன்று.
"
"“I have been calling my uncle.
","``நான் எங்க பாபு முறையா கூப்பிட்டேன்.
"
"The police is interrogating the child’s uncle and grandfather.
","மாமனார், மாமியார் ஆகியோரை போலீசார் தேடி வருகின்றனர்.
"
"My father, mother, uncle, aunt, my elder sister.
","அப்பா, அம்மா, அக்கா, அண்ணன், தம்பி, தங்கச்சினு கூட்டுக்குடும்பமா வளர்ந்தவ நான்.
"
"And his aunts and uncles were there.
","அங்கே அவள் சித்தி மற்றும் பசங்கள் இருந்தார்கள்.
"
"Nice story uncle.
","… அருமையான கதை அண்ணா.
"
"My father, mother, uncle, aunt, my elder sister.
","அம்மா, அப்பா, தாத்தா, பாட்டி, அக்காள், அத்தான்.
"
"I even went to my uncle’s house.
","அப்போது அண்ணன் வீட்டுக்கும் சென்றேன்.
"
"Hi uncle, how are you?
","வணக்கம் அய்யா, எப்புடி இருக்கீங்க?
"
"Besides the images of temple deities, Nag Devta and Lord Shiva, there are images of Lord Ganesha, Goddess Parvati and that of Bhishma Pitamah, the uncle of the Pandavas as well.
","இந்த ஆலயத்தின் மூலக் கடவுளான சிவபெருமான் மற்றும் நாக தேவதை தவிர, விநாயகர், பார்வதி தேவி, பாண்டவர்களின் உறவினர் பீஷ்மர் ஆகியோரின் சிலைகளும் இந்த ஆலயத்தில் உண்டு.
"
"Dads, moms, aunts, uncles, grandparents, brothers, and sisters were lost.
","தங்கள் தகப்பன், தாய், அண்ணன், தம்பி, அக்கா, தங்கைகளை விட்டு விட்டு வந்திருக்கின்றார்கள்.
"
"But I didn't like my uncle.
","ஆனா, என் பசங்களுக்குப் பிடிக்கலை.
"
"They include the boy’s uncle.
","இவர்களுள், சிறுவனது மாமன்மாரும் இருக்கிறார்கள்.
"
"Whatay uncle!
","என்ன மருமகனே!
"
"An uncle is a doctor, and an aunt is a nurse.
","அக்கா சித்த மருத்துவர், தம்பி அலோபதி மருத்துவர்.
"
"Beloved husband, father, brother, uncle, grandfather and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"He is the uncle!
","அவர் தாம் புத்தர்!
"
"There are uncles, aunts and in-laws of siblings.
","உடன்பிறந்த அண்ணன்- தம்பிகள், அக்காள்-தங்கைகள் இருப்பார்கள்.
"
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
","இந்த வழக்கில் நிரவ் மோடியின் உறவினரான மெகுல் சோக்சி மீதும் வழக்கு பதிவு செய்யப்பட்டு உள்ளது.
"
"But in the end his uncle died.
","ஆனால் இறுதியில் இவர் இறந்துவிட்டார்.
"
"“My uncle died of cardiac arrest.
","``என் தாத்தா, மாரடைப்பு வந்து இறந்துபோயிட்டார்.
"
"A family has moms & dads, grandpas, crazy uncles, and kids.
","தாத்தா, பாட்டி, அப்பா, அம்மா, குழந்தைகள் என பலரும் அடங்கியதுதான் ஒரு குடும்பம்.
"
"And then my uncle died.
","அப்புறம், எங்க பாட்டியும் இறந்துட்டாங்க.
"
"A family member is defined as being a parent, guardian, sibling, spouse, grandparent, child, aunt, uncle, niece, nephew or first cousin.
","குடும்ப உறுப்பினர் ஒரு பெற்றோர், மாமியார், குழந்தை, மனைவி, சகோதரர், பேரப்பிள்ளை, தாத்தா பாட்டி அல்லது பதிவு செய்யப்பட்ட உள்நாட்டுப் பங்காளியாக சட்டத்தில் வரையறுக்கப்படுகிறார்.
"
"“I am his uncle.
","“நான் அவர் மைந்தன்.
"
"Vinay Rajkumar, the elder son of Raghavendra Rajkumar, conducted the rituals as per the family's traditions for his uncle's final journey.
","இடிகா சமூக வழக்கப்படி புனித் ராஜ்குமார் உடலுக்கு, அவரது மூத்த சகோதரர் ராகவேந்திராவின் மகன் வினய் ராஜ்குமார் இறுதிச் சடங்குகளை செய்தார்.
"
"And our moms, dads, grandparents, siblings, cousins, aunts and uncles.
","அப்பா, அம்மா, மகன், மகள், சகோதரன், சகோதிரி மற்றும் வயோதியர்கள் போன்றவர்களும் நம்முள் அடங்குவர்.
"
"Following this, the child’s uncle filed a complaint with the police over the incident.
","இதனை தொடர்ந்து சம்பவம் தொடர்பாக மாணவனின் தந்தை சீர்காழி போலீஸ் நிலையத்தில் புகார் செய்தார்.
"
"“My grandfather, uncle and aunt live in Chennai.
","‘’சென்னையிலுள்ள என் அக்காள் மகன் வீட்டில்தான் தங்கியிருக்கிறேன்.
"
"Diamond merchant Nirav Modi and his maternal uncle and business partner Mehul Choksi are accused in the multi-crore Punjab National Bank (PNB) fraud case.
","பிரபல வைர வியாபாரி நிரவ் மோடியும், அவரது உறவினர் மெகுல் சோக்சியும், மும்பையில் உள்ள பஞ்சாப் நேஷனல் வங்கி கிளையில் ரூ.
"
