eng_Latn,tam_Taml
"I want you to know that I have always loved being your cousin.
","உங்கள் உறவினராக இருப்பதை நான் எப்போதும் நேசிக்கிறேன் என்பதை நீங்கள் தெரிந்து கொள்ள விரும்புகிறேன்.
"
"I want you to know that I have constantly liked being your cousin.
","உங்கள் உறவினராக இருப்பதை நான் எப்போதும் நேசிக்கிறேன் என்பதை நீங்கள் தெரிந்து கொள்ள விரும்புகிறேன்.
"
"I was raised in a large family with many cousins.
","நான் நிறைய உடன்பிறப்புகளுடன் ஒரு பெரிய குடும்பத்தில் வளர்ந்தேன்.
"
"I went over to Ireland for my cousin's wedding.
","நான் என் அத்தை மகன் திருமணத்திற்கு அயர்லாந்திற்கு சென்றேன்.
"
"I went there to meet my cousins.
","உறவினர்களையும் பார்ப்பதற்கே அங்கே சென்றேன்.
"
"I will never forget my cousin.
","நான் எப்போது என் மாமாவை மறக்கமாட்டேன்.
"
"I will play this game with my little cousins.
","இந்த விளையாட்டை நான் என் சின்னப் பேரனுடன் விளையாடுவேன்.
"
"I'm a 1st cousin by marriage!
","கல்யாணத்தில் மாப்பிள்ளைத் தோழனே நான்தான்!
"
"I'm honored to have such an amazing cousin as you.
","உங்களைப் போன்ற ஒரு அற்புதமான உறவினர் கிடைத்ததற்கு நான் பெருமைப்படுகிறேன்.
"
"I'm not saying this because he's my cousin.
","என் மாமனார் அவர் என்பதால் நான் இப்படிச் சொல்லவில்லை.
"
"I'm off to my cousin's wedding today!
","இன்று என் தங்கையின் திருமணத் தோழியாக வந்து இறங்குகிறாள்!
"
"I'm proud to be your cousin too.
","நானும் உங்கள் ஊர்தான் என்பதில் பெருமை அடைகிறேன்.
"
"I'm talking to my cousin!
","நான் பேசுறது என் மாமனை பத்தி!
"
"I'm with my cousin.
","நான் எண்ணன் அண்ணியுடன் இருக்கிறேன்.
"
"I'm your 3rd cousin.
","உங்களது மூன்றாம் வீட்டுக்காரன் நான்.
"
"I'm your older cousin.
","நான் உங்களுடைய மூத்த அண்ணன்.
"
"I'm your third cousin.
","உங்களது மூன்றாம் வீட்டுக்காரன் நான்.
"
"I've got three cousins.
","எனக்கு 3 பிரதர்ஸ்.
"
"If one doesn't have his own sister, Raksha Bandhan can be celebrated with a cousin or anyone who is like sisters.
","ஒருவருக்கு சொந்த சகோதரி இல்லையென்றால், ரக்ஷா பந்தனை ஒரு உறவினர் அல்லது சகோதரிகளைப் போன்ற எவருடனும் கொண்டாடலாம்.
"
"If one doesn't have his own sister, Rakshabandhan can be celebrated with a cousin or anyone who is like a sister.
","ஒருவருக்கு சொந்த சகோதரி இல்லையென்றால், ரக்ஷா பந்தனை ஒரு உறவினர் அல்லது சகோதரிகளைப் போன்ற எவருடனும் கொண்டாடலாம்.
"
"In 1859, he married his second cousin, Fidelia M. Rowe.
","1859: டீட் தனது இரண்டாவது உறவினரான ஃபிடெலியா எம். ரோவை மணந்தார்.
"
"In 1897, the first modern edition of the encyclopaedia by the Black's cousins appeared in England.
","1897 ல், கலைக்களஞ்சியத்தின் முதல் நவீன பதிப்பானது, பிளாக் அவர்களின் உறவினர்களால் இங்கிலாந்தில் தோற்றமளிக்கப்பட்டது.
"
"In 1897, the first modern edition of the encyclopedia of the cousins Black appeared in England.
","1897 ல், கலைக்களஞ்சியத்தின் முதல் நவீன பதிப்பானது, பிளாக் அவர்களின் உறவினர்களால் இங்கிலாந்தில் தோற்றமளிக்கப்பட்டது.
"
"In 1934, Talal married his first cousin Zein al-Sharaf Talal who bore him four sons and two daughters:
","1934 ஆம் ஆண்டில், தலால் தனது உறவினரான ஜெய்ன் அல்-ஷரஃப் தலாலை மணந்தார், அவருக்கு நான்கு மகன்கள் மற்றும் இரண்டு மகள்கள் பிறந்தனர்:
"
"In 2013, the same Chacha's son, Preeti's 36-year-old cousin, died despite attempting treatment in Hajipur town in adjoining Vaishali district.
","2013ம் ஆண்டில் அதே சித்தப்பாவின் 36 வயது மகன், ஹஜிப்பூர் டவினில் சிகிச்சைக்கு முயற்சித்து பலனின்றி இறந்து போனார்.
"
"In 2013, the same chacha ' s son, Preeti's 36-year-old cousin, died despite attempting treatment in Hajipur town in adjoining Vaishali district.
","2013ம் ஆண்டில் அதே சித்தப்பாவின் 36 வயது மகன், ஹஜிப்பூர் டவினில் சிகிச்சைக்கு முயற்சித்து பலனின்றி இறந்து போனார்.
"
"In 351, Constantius II elevates his cousin Gallus to Caesar, and puts him in charge of the Eastern part of the Roman Empire.
","351ல் இரண்டாம் கான்ஸ்டன்டீனசு தனது உடன்பிறவா சகோதரன் கால்லசுக்கு சீசர் பட்டம் அளித்து உரோமைப் பேரரசின் கிழக்குப் பகுதிக்குப் பொறுப்புக் கொடுத்தான்.
"
"In a letter, dated July 31, 1697, Jacques Sennacques asks his cousin Pierre Le Pers, a French merchant in The Hague, for a certified copy of a death notice for Daniel Le Pers.
","ஜாக் சென்னாக்ஸ் (Jacques Sennacques) என்பவர் ஜூலை 31, 1697 அன்று, ஹேக் நகரில் வாழ்ந்த தனது உறவினரான பிரெஞ்சு வணிகர் 'பியர் லு பெர்ஸ்' (Pierre Le Pers) என்பவரிடம் 'டேனியல் லு பெர்ஸ்' என்பவரின் மரணச் சான்றிதழை அனுப்பி வைக்குமாறு அனுப்பிய செய்தி உள்ள கடிதம், உலக வரலாற்றில் முதன்முறையாக, பிரிக்கப்படாமல் படிக்கப்பட்டுள்ளது.
"
"In a way she's sort of a cousin.
","ஒரு வழியில் அவளுக்கு அண்ணன் முறை.
"
"In accordance with the Punjab and Haryana High Courts, Marriage between first cousins is illegal.
","முதல் உறவினர்களுக்கிடையில் திருமணம் சட்டவிரோதமானது என்று பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் தெரிவித்துள்ளது.
"
"In early December, Abdul got into a taxi with his cousins and drove for 16 hours to reach Ksan, where the mine is located.
","டிசம்பர் மாத ஆரம்பத்தில், தனது ஒன்றுவிட்ட சகோதரர்களை காரில் அழைத்துக் கொண்டு 16 மணி நேரம் பயணம் செய்து, இந்தச் சுரங்கம் அமைந்துள்ள க்சான் பகுதியை அடைந்திருக்கிறார் அப்துல்.
"
"In one case, two sisters were killed by their cousins for allegedly being out with boys.
","ஒரு வழக்கில், இரண்டு சகோதரிகள் சிறுவர்களுடன் வெளியே இருந்ததாகக் கூறி அவர்களது உறவினர்களால் கொல்லப்பட்டனர்.
"
"In the early stages of her own pregnancy, Mary went to the hill country of Judah to assist her cousin Saint Elizabeth, who is also with child.
","தனது சொந்த கர்ப்ப ஆரம்ப கட்டங்களில், மேரி தனது உறவினர் செயிண்ட் எலிசபெத் உதவ யூதா மலைநாட்டில் சென்றார், யார் குழந்தை உள்ளது.
"
"In the evening, I went to my cousin house.
","மதிய வேளையில் அண்ணியின் வீட்டிற்கு சென்றேன்.
"
"In the year 1992, Santiago's cousin Natalia, daughter of Jorge Solari got married to three-time Champions League winner, Fernando Redondo (pictured below).
","சாம்பியோவின் உறவினர் நடாலியா, ஆண்டு ஒன்றில், ஜார்ஜ் சோலாரி மகள் மூன்று முறை சாம்பியன்ஸ் லீக் வெற்றியாளரை மணந்தார், பெர்னாண்டோ ரெடோண்டோ (கீழே படத்தில்).
"
"In the year 1992, Santiago's cousin Natalia, daughter of Jorge Solari got married to three-time Champions League winner,Fernando Redondo (pictured below).
","சாம்பியோவின் உறவினர் நடாலியா, ஆண்டு ஒன்றில், ஜார்ஜ் சோலாரி மகள் மூன்று முறை சாம்பியன்ஸ் லீக் வெற்றியாளரை மணந்தார், பெர்னாண்டோ ரெடோண்டோ (கீழே படத்தில்).
"
"In the year 2017, Junaid, his brother and two cousins were attacked on a Mathura-bound train.
","ஜூன் 2017ல் மதுராவுக்கு சென்று கொண்டிருந்த ரயிலில் ஜூனைத், அவரின் சகோதரன் மற்றும் இரு உறவினர்கள் தாக்கப்பட்டனர்.
"
"In this story I am going to tell how I had sex with my cousin sister.
","இந்த கதையில் நான் எப்படியெல்லாம் அண்ணன் மனைவியுடன் ஜாலியாக செக்ஸ் வைத்துக் கொண்டேன் என்று கூறுகிறேன்.
"
"Isabella I of Castile and Ferdinand II of Aragon - the famous Ferdinand and Isabella of Spain - were second cousins, both descended from John I of Castile and Eleanor of Aragon.
","ஸ்பெயினின் புகழ்பெற்ற பெர்டினாண்ட் மற்றும் இசபெல்லா என்பவர்களின் அராபனாவின் இசபெல்லா I மற்றும் ஃபெர்டினாண்ட் II ஆகியோர் இரண்டாம் சகோதரர்களாக இருந்தனர், இவர்கள் இருவரும் ஆரானின் காஸ்டிலுக்கும் எலியனருக்கும் வந்தனர்.
"
"Islam does not advocate cousin marriage, although it is allowed.
","இஸ்லாம் விவாகரத்தை அனுமதித் தாலும் அதை ஊக்கப்படுத்தவில்லை.
"
"It contains a request from Jacques Sennacques, dated July 31, 1697, to his cousin Pierre Le Pers, a French merchant in The Hague, for a certified copy of a death notice of one Daniel Le Pers.
","ஜாக் சென்னாக்ஸ் (Jacques Sennacques) என்பவர் ஜூலை 31, 1697 அன்று, ஹேக் நகரில் வாழ்ந்த தனது உறவினரான பிரெஞ்சு வணிகர் 'பியர் லு பெர்ஸ்' (Pierre Le Pers) என்பவரிடம் 'டேனியல் லு பெர்ஸ்' என்பவரின் மரணச் சான்றிதழை அனுப்பி வைக்குமாறு அனுப்பிய செய்தி உள்ள கடிதம், உலக வரலாற்றில் முதன்முறையாக, பிரிக்கப்படாமல் படிக்கப்பட்டுள்ளது.
"
"It got to the point where I had to write out a list of my close family (all my uncles, aunties, cousins) and it went to around 120 people.
","இது எனது நெருங்கிய குடும்பத்தின் பட்டியலை (என் மாமாக்கள், மாமிகள், உறவினர்கள்) எழுத வேண்டிய இடத்திற்கு வந்துவிட்டது, அது சுமார் 120 பேருக்கு சென்றது.
"
"It happened at my cousin's house.
","இந்த சம்பவம் என் மாமனார் வீட்டில் நடந்தது.
"
"It is entirely possible that the SARS-CoV-2 virus is more vulnerable to regular sunlight than its older cousin, and not just UVC.
","SARS-CoV-2 வைரஸ் அதன் பழைய உறவினரை விட வழக்கமான சூரிய ஒளியால் பாதிக்கப்படக்கூடியது என்பது முற்றிலும் சாத்தியம், மற்றும் UVC மட்டுமல்ல.
"
"It revolves around the relentless hatred and vengeance among cousins, which finally leads to the greatest battle of the Kurukshetra.
","இதில் உறவினர்களிடையே இடைவிடாத தோன்றும் வெறுப்பையும் பழிவாங்குதலையும் சுற்றி உருவான காவியம், இது இறுதியாக குருக்ஷேத்திரத்தின் மிகப்பெரிய போருக்கு வழிவகுக்கிறது.
"
"It said William and Harry's cousin, Peter Phillips, would walk between the princes as they escort the coffin to St. George's Chapel at Windsor Castle.
","வில்லியம் மற்றும் ஹாரியின் உறவினர் பீட்டர் பிலிப்ஸ், இளவரசர்களுக்கு இடையில் சவப்பெட்டியை புனிதத்திற்கு அழைத்துச் செல்லும்போது அரண்மனைக்கு இடையில் நடப்பார்கள் என்று அரண்மனை வெளிப்படுத்தியது.
"
"It was at that time that my cousin came over.
","அந்தச் சமயத்தில்தான் என் மாமனார் வந்தார்.
"
"It's her cousin Mary.
","இவரதுமனைவி மேரி.
"
"It's not the case for Corona's cousins SARS and MARS.
","கொரோனாவின் உறவினர்களான SARS மற்றும் MARS க்கு இது பொருந்தாது.
"
"Jack Grealish (left) as a kid, with his cousin Sean Mills and Paul Merson (center).
","ஒரு குழந்தையாக ஜாக் கிரேலிஷ் (இடது), அவரது உறவினர் சீன் மில்ஸ் மற்றும் பால் மெர்சன் (மையம்)
"
"Jack Grealish (left) as a kid, with his cousin Sean Mills and Paul Merson (centre).
","ஒரு குழந்தையாக ஜாக் கிரேலிஷ் (இடது), அவரது உறவினர் சீன் மில்ஸ் மற்றும் பால் மெர்சன் (மையம்)
"
"Jaganmohan Reddy's uncle and cousin also figure in the list of candidates announced by the party for parliamentary elections in Seemandhra or residuary state of Andhra Pradesh.
","சீமாந்திரா அல்லது எஞ்சிய ஆந்திரப்பிரதேச மாநிலத்தில் நடக்கும் மக்களவைத் தேர்தலில் போட்டியிடும் அறிவிக்கப்பட்ட கட்சி வேட்பாளர்கள் பட்டியலில் ஜெகன்மோகன் ரெட்டியின் உறவினர்களும் உள்ளனர்.
"
"Jerry Lee Lewis marries his 13-year-old cousin.
","ஜெர்ரி லீ லூயிஸ் அவரது 13 வயது கசின் திருமணம்
"
"Jerry Lee Lewis marries his 13-year-old cousin...
","ஜெர்ரி லீ லூயிஸ் அவரது 13 வயது கசின் திருமணம்
"
"Jerry Lee Lewis: married 13-year-old cousin
","ஜெர்ரி லீ லூயிஸ் அவரது 13 வயது கசின் திருமணம்
"
"John Tomlin, 25, has been charged with grievous bodily harm with intent of Resham and her cousin Jameel Muhktar, 37, who remains seriously injured.
","ரெஷாம் மற்றும் அவருடைய உறவினர் 37 வயதான ஜமீல் முக்தார் இருவரை உடலளவில் காயப்படுத்தும் நோக்கத்தோடு செயல்பட்டதாக 25 வயதான ஜான் தாம்லின் குற்றஞ்சாட்டப்பட்டுள்ளார்.
"
"July 10 - Four days after the death of her cousin King Edward VI of England, Lady Jane Grey is proclaimed Queen of England - a position she holds for the next nine days.
","சூலை 10 - இங்கிலாந்தின் ஆறாம் எட்வர்டு மன்னர் இறந்து நான்கு நாட்களின் பின்னர் மன்னரின் ஒன்றுவிட்ட சகோதரி ஜேன் கிரே இங்கிலாந்தின் அரசியாக அறிவிக்கப்பட்டார்.
"
"Known as 2019-nCov, the coronavirus is a cousin of SARS, which caused the deaths of almost 800 people 17 years ago.
","'2019-nCoV' என அடையாளப்படுத்தப்பட்டுள்ள அந்த 'கொரோனா வைரஸ்', 17 ஆண்டுகளுக்குமுன் கிட்டத்தட்ட 800 பேரின் உயிரைப் பறித்த 'சார்ஸ்' கிருமியை ஒத்திருப்பதாகச் சொல்லப்படுகிறது.
"
"Known popularly as the 'oxygen man', the 32-year-old sold his cherished SUV last June to fund the initiative after his friend's pregnant cousin died in a rickshaw while trying to get admitted to a hospital.
","""""""ஆக்ஸிஜன் மனிதன்"""" என்று பிரபலமாக அறியப்பட்ட 32 வயதான தனது நண்பரின் கர்ப்பிணி உறவினர் ஒரு ரிக்ஷாவில் மருத்துவமனையில் அனுமதிக்க முயன்றபோது இந்த முயற்சியை நிதியளிப்பதற்காக கடந்த ஜூன் மாதம் தனது நேசத்துக்குரிய எஸ்யூவியை விற்றார்.""
"
"Li Yuan was the cousin of the first Sui emperor and gained power during a period of mass rebellion after emerging from the northwest to beat other contenders for the throne.
","லி யுவான் முதல் சூய் பேரரசரின் உறவினர் மற்றும் சிம்மாசனத்திற்காக மற்ற போட்டியாளர்களை வெல்ல வடமேற்கிலிருந்து தோன்றிய பின்னர் வெகுஜன கிளர்ச்சியின் போது அதிகாரத்தைப் பெற்றார்.
"
"Life changes a little for him when he realizes that one of his cousins has become a rapper.
","அவரது உறவினர்களில் ஒருவர் ராப்பராக மாறிவிட்டார் என்பதை உணரும்போது வாழ்க்கை அவருக்கு கொஞ்சம் மாறுகிறது.
"
"Like her father and her aunt, she does not bear a title and is only usually seen in public at official events or playing with her royal cousins at the Gatcombe Park horse trials.
","அவரது தந்தை மற்றும் அவரது அத்தை போலவே, அவர் ஒரு தலைப்பைத் தாங்கவில்லை, பொதுவாக உத்தியோகபூர்வ நிகழ்வுகளில் மட்டுமே பொதுவில் காணப்படுவார் அல்லது கேட்கோம்ப் பார்க் குதிரை சோதனைகளில் தனது அரச உறவினர்களுடன் விளையாடுவார்.
"
"Little Dream frequently appears in family snapshots with her young Kardashian cousins; Kim's four children, North, seven, Saint, five, Chicago, three, and one-year-old Psalm; Kourtney's kids, Mason, 11, Penelope, eight, and six-year-old Reign; Khloe Kardashian's daughter, two-year-old True, and, of course, little Stormi.
","லிட்டில் ட்ரீம் தனது இளம் கர்தாஷியன் உறவினர்களுடன் குடும்ப ஸ்னாப்ஷாட்களில் அடிக்கடி தோன்றும்; கிம்மின் நான்கு குழந்தைகள், வடக்கு, ஏழு, செயிண்ட், ஐந்து, சிகாகோ, மூன்று, மற்றும் ஒரு வயது சங்கீதம்; கோர்ட்னியின் குழந்தைகள், மேசன், 11, பெனிலோப், எட்டு, மற்றும் ஆறு வயது ஆட்சி; க்ளோ கர்தாஷியனின் மகள், இரண்டு வயது உண்மை, மற்றும், நிச்சயமாக, சிறிய ஸ்டோர்மி.
"
"Little Lady has been inspired by her to make loom band bracelets in the colours of the Palestinian flag to sell and has her brothers, my cousin and her classmates making them too to sell for £1 each.
","பாலஸ்தீனக் கொடியின் வண்ணங்களில் தறி பேண்ட் வளையல்களை விற்க லிட்டில் லேடி அவளால் ஈர்க்கப்பட்டார் மற்றும் அவளுடைய சகோதரர்களும் உள்ளனர், என் உறவினர் மற்றும் அவளுடைய வகுப்பு தோழர்கள் அவர்களை தலா £ 1 க்கு விற்கச் செய்தனர்.
"
"Man, 24, marries 81-year-old cousin to avoid military service
","இராணுவத்திலிருந்து தப்பிக்க 81 வயது பாட்டியை திருமணம் செய்துகொண்ட 24 வயது இளைஞர்
"
"Many of my cousins are in the military.
","எனது உறவினர்கள் பலரும் இராணுவத்தில் இருக்கின்றார்கள்.
"
"Marriage with cousin is not forbidden in Islam.
","குழந்தைத் திருமணம் இஸ்லாத்தில் தடை செய்யப்பட்ட ஒன்றல்ல.
"
"Married to distant cousin.
","ஒரு தூரத்துச் சொந்தத்தோட கல்யாணம்.
"
"Mary II was Queen of England, Scotland, and Ireland, co-reigning with her husband and first cousin, King William III, from 1689 until her death in 1694.
","இரண்டாம் மேரி என்பவர் இங்கிலாந்து, இசுக்கொட்லாந்து, அயர்லாந்து ஆகியவற்றின் அரசியாக அவரது கணவர் மூன்றாம் வில்லியத்துடன் இணைந்து 1689 முதல் அவரது இறப்பு வரை ஆட்சி செய்தார்.
"
"Maybe its your own mommy's neighbor's son, your best friend's coworker, the cousin's 30th special birthday, your own old school roomie's housewarming party, etc.
","இது உங்கள் அம்மாவின் அண்டை மகன், உங்கள் சிறந்த நண்பரின் சக ஊழியர், உங்கள் உறவினரின் 30 வது பிறந்தநாள் கொண்டாட்டம், உங்கள் பழைய கல்லூரி ரூம்மேட் ஹவுஸ்வாமிங் பார்ட்டி மற்றும் பல.
"
"Maybe they really wants to see a better job initially or wait till after his or her cousin receives joined the coming year.
","ஒருவேளை அவர் முதலில் ஒரு நல்ல வேலையைப் பெற விரும்புகிறார் அல்லது அடுத்த ஆண்டு தனது உறவினர் திருமணம் செய்து கொள்ளும் வரை காத்திருக்க வேண்டும்.
"
"Me and my baby cousin just played on the sand.
","குட்டி அண்ணனும் நானும் மணல் அளைந்து விளையாடிக் கொண்டிருந்தோம்.
"
"Me and my cousin study in the same class.
","நானும் என் நண்பன் குமாரும் ஒரே வகுப்பில் படித்து வந்தோம்.
"
"Meanwhile, her cousin Priyanka Chopra is a renowned actress in India and overseas.
","இதற்கிடையில், அவரது உறவினர் பிரியங்கா சோப்ரா இந்தியாவிலும் வெளிநாட்டிலும் புகழ்பெற்ற நடிகை ஆவார்.
"
"Mia's younger sister was born in June 2018 at the Stroud Maternity Hospital, just a couple of months after her cousin Prince Louis.
","மியாவின் தங்கை ஜூன் 2018 இல் ஸ்ட்ரூட் மகப்பேறு மருத்துவமனையில் பிறந்தார், அவரது உறவினர் இளவரசர் லூயிஸுக்கு சில மாதங்களுக்குப் பிறகு.
"
"Mr Thomas thanked the government for its efforts in ensuring the safety of his cousin.
","இந்த பாதிரியாரின் பாதுகாப்பை உறுதிப்படுத்த எடுத்துகொண்ட அனைத்து முயற்சிகளுக்காகவும் அரசுக்கு தாமஸ் நன்றி கூறியுள்ளார்.
"
"Muhammad Aslam is suspected of murdering his cousins, aged 16 and 18, who were his cousins.
","முகமது அஸ்லம் என்ற அந்த ஆடவர் தமது உறவினப் பெண்களான 18 மற்றும் 16 வயது யுவதிகளை துப்பாக்கியால் சுட்டுக் கொன்றிருப்பதாக சந்தேகிக்கப்படுகிறது.
"
"Muhammad Aslam is suspected of shooting the pair, aged 18 and 16, who were his cousins.
","முகமது அஸ்லம் என்ற அந்த ஆடவர் தமது உறவினப் பெண்களான 18 மற்றும் 16 வயது யுவதிகளை துப்பாக்கியால் சுட்டுக் கொன்றிருப்பதாக சந்தேகிக்கப்படுகிறது.
"
"My aunt and cousin came last night.
","அத்தையும் மாமாவும் வந்தாச்சு இரவி.
"
"My cousin also came with us.
","எங்களுடன் மாமாவும் வந்தார்.
"
"My cousin and I are the same age.
","குமாருக்கும், எனக்கும் ஒரே வயசு.
"
"My cousin attended this school.
","என் மாமா தான் இந்த ஸ்கூல்ல சேர்த்துவிட்டார்.
"
"My cousin currently lives in England.
","தற்போது இருக்கும் சகோதரி இங்கிலாந்தில் வசிக்கின்றார்.
"
"My cousin got married in 2011.
","என் மகளுக்கு 2011ம் ஆண்டில் திருமணம் ஆனது.
"
"My cousin had gone to Singapore.
","என் தங்கச்சி புருஷன் சிங்கப்பூருக்குப் போனவந்தான்.
"
"My cousin has 6 kids.
","என் பெரிய மகனுக்கு 6 பேர் கொழந்தைக .
"
"My cousin house is located here.
","என் ப்ரண்ட் வீடு இங்கே பக்கத்துல தான் இருக்கு.
"
"My cousin in America.
","அமெரிக்காவில் இருக்கும் என் பேத்தியை.
"
"My cousin invited me...
","என் வரதராஜன் என்னை அழைத்தான் . . .
"
"My cousin is about a year and half younger than me.
","என் தங்கை என்னை விட ஒன்னரை வருடம் சிறியவள்.
"
"My cousin is eight years older than me.
","எனது கணவர் என்னைவிட எட்டு வயது மூத்தவர்.
"
"My cousin is in Melbourne.
","என் பெரிய பையன் மெல்பர்னில் இருக்கிறான்.
"
"My cousin is studying in Class 12.
","என் மகன் 12ம் வகுப்பு படிக்கிறான்.
"
"My cousin lives with his wife.
","என் அண்ணன் தன மனைவியுடன் வசிக்கிறான்.
"
"My cousin only lasted 3 months!
","என்னோட பாப்பாவுக்கு 3 மாசம்தான் ஆவுது. . !
"
"My cousin owns her own home.
","எனது மாமனாருக்குச் சொந்தமாக வீட்டுமனை உள்ளது.
"
"My cousin passed away in December.
","என் மாமா பையன் டிசம்பர் மதம் இறந்து போனான்.
"
"My cousin played in that team as well.
","எனது தங்கையும் இந்த அணியிலேயே செயற்பட்டுக் கொண்டிருந்தாள்.
"
"My cousin posted this on YouTube.
","என்னுடைய அண்ணன் அதை இந்த YouTube இல் ஏற்றியிருக்கிறார்
"
"My cousin said to himself.
","அண்ணன் தன்பசியைக் கூறினான்.
"
"My cousin sister is 19 years old.
","எனது சகோதரியின் மகன் 19 வயதான இளைஞன்.
"
"My cousin stayed at night and I came home last night.
","தங்கை வீட்டிலேயே இரவு தங்கிவிட்டு காலை தான் என் வீட்டுக்கு வந்தேன்.
"
"My cousin was born at 27 weeks.
","என் குழந்தை பிறந்து 27நாட்கள்.
"
"My cousin was only 50 years old.
","எனது உறவினர் , 50 வயதுதான் ஆகிறது .
"
"My cousin works as police officer.
","இவரது மாமனார் போலீஸ்காரராக வேலை செய்கிறார்.
"
"My cousin works in New York.
","மருமகன் நியூயார்க்கில் வேலை பார்க்கிறார்.
"
"My cousin works in Uganda.
","என் உறவினர் ஒருவரும் உகாண்டாவில் வேலை செய்கிறார்.
"
"My cousin's going to Germany.
","ஜேர்மனியில் இருக்கும் எனது அண்ணனிடம் செல்ல இருக்கின்றாள்.
"
"My cousin's hand tapped my back.
","மாமாவின் கை என் பின்னந்தலையை அழுத்த.
"
"My cousin's husband is a teacher.
","என் தங்கையின் கணவனார் ஒரு போதகர்.
"
"My cousin, Mohammad Munir al-Tamimi, was murdered on the final day of Eid this yr.
","எனது ஒன்றுவிட்ட சகோதரனான மொஹமட் முனீர் அல்-தமீமி (Mohammad Munir al-Tamimi) இவ்வருடத்தின் பண்டிகைக் காலத்தின் கடைசி நாளில் கொல்லப்பட்டார்.
"
"My cousin, Mohammad Munir al-Tamimi, was murdered on the last day of Eid this year.
","எனது ஒன்றுவிட்ட சகோதரனான மொஹமட் முனீர் அல்-தமீமி (Mohammad Munir al-Tamimi) இவ்வருடத்தின் பண்டிகைக் காலத்தின் கடைசி நாளில் கொல்லப்பட்டார்.
"
"My cousin, Mr.
","என் மருமகன் திரு.
"
"My cousins are in my home town.
","என் அண்ணன் தங்கைகள் என் சொந்த ஊரில் இருக்கின்றனர்.
"
"My daughter is a cousin to you.
","என் மகள் உனக்கு சகொதரி.
"
"My father's cousin and wife were killed in a car accident.
","என் மனைவியின் தங்கை, அவர்களின் தந்தையும் தாயும் ஒரு விபத்தில் இறந்துவிட்டனர்.
"
"My father's cousin bought a new house.
","விற்றுவிட்டு மாமா புது வீடு வாங்கியிருக்கிறார்.
"
"My husband's cousin died this morning.
","சுகவீனமுற்றிருந்த கணவர் இன்று காலை மரணம் அடைந்துள்ளார்.
"
"My husband's cousin stopped talking to her mom.
","என் கணவர், அவர் அம்மா அப்பாவிடம் பேசுவதை நிறுத்திவிட்டார்.
"
"My husbands cousin is one of them.
","என் சித்தியின் கணவரும் அதில் ஒருவர்.
"
"My love to my cousins.
","எனது பேத்திகளுக்கு என் அன்பு.
"
"My loving cousin sister, I'm so glad to have you and you're such a friend whom I'll be loving throughout my entire life!
","என் அன்பான மகளே, உன்னைப் பெற்றதில் நான் மிகவும் மகிழ்ச்சியடைகிறேன், நீங்களும் என் வாழ்நாள் முழுவதும் நான் நேசிக்கும் ஒரு நண்பர்!
"
"My mom and cousin is there.
","என் மாமனார் மற்றும் மாமியார் அங்கே இருக்கிறார்கள்.
"
"My mother goes to my cousin's house on holidays.
","நான் விடுமுறையில் என் அம்மாவின் சித்தி வீடுகளுக்குப் போவேன்.
"
"My mother told me that she was our cousin.
","நம்ம மாமா தான் என என்னிடம் அம்மா என கூறினார்.
"
"My mother's first cousin has a daughter.
","என் அப்பாவின் முதல் மனைவிக்கு ஒரு பெண் உண்டு.
"
"My older cousins aren't in India.
","எனது நாத்தனார்கள் இருவரும் இந்தியாவில் இல்லை.
"
"My spouse's cousin is a teacher.
","என் தங்கையின் கணவனார் ஒரு போதகர்.
"
"My wife's 1st cousin has a daughter.
","என் அப்பாவின் முதல் மனைவிக்கு ஒரு பெண் உண்டு.
"
"My wife's cousin is a teacher.
","என் தங்கையின் கணவனார் ஒரு போதகர்.
"
"NR is often thought of as the most efficient precursor to NAD+, but its cousin molecule NMN is raising eyebrows as the new kid on the block in the field of aging.
","NR பெரும்பாலும் NAD + க்கு மிகவும் திறமையான முன்னோடி என்று கருதப்படுகிறது, ஆனால் அதன் உறவினர் மூலக்கூறு NMN, அடிப்படைகளில் ஒரு மூலப்பொருள் அல்ல என்றாலும், தொகுதியில் புதிய குழந்தையாக புருவங்களை உயர்த்துகிறது.
"
"Nadir Ali, aged 32, of Balsall Heath, Birmingham, was convicted of murder on March 12, 2020, for fatally stabbing his cousin.
","பர்மிங்காமில் உள்ள பால்சால் ஹீத்தைச் சேர்ந்த 32 வயதான நாதிர் அலி, தனது உறவினரை படுகொலை செய்ததற்காக 12 மார்ச் 2020 அன்று கொலை செய்யப்பட்டார்.
"
"Nafeesur Rahman, Ahmed's cousin and also a physician, said he had been present during the autopsy.
","பிரேத பரிசோதனையின்போது உடன் இருந்ததாக, அகமதுவின் உறவினரும், மருத்துவருமான நஃபீசூர் ரஹ்மான் கூறியதாகவும், அதில் தெரிவிக்கப்பட்டுள்ளது.
"
"Next articleI have fallen for my boyfriend's cousin and don't know what to do
","Next articleநான் என் கணவன் நண்பருடன் நெருங்கி பழகுகிறேன் என்ன செய்வது என்னு புரியவில்லை
"
"Oh yeah, my cousin is a 13 year old male.
","மாம்,என் பொண்ணு 13 வயசுல ஏஜ் அட்டென்ட் ஆனா.
"
"Old cousin.
","வயதான மாமனார்.
"
