eng_Latn,pan_Guru
"A father or grandfather?
","ਮੰਮੀ ਜਾਂ ਡੈਡੀ ਜੀ?
"
"Brothers, sisters, sons, grandsons, parents, grandfathers… have been separated.
","ਧੀਆਂ-ਭੈਣਾਂ, ਮਾਂ-ਪਿਉ, ਭੈਣ-ਭਰਾਵਾਂ, ਯਾਰ-ਮਿੱਤਰ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿੱਚ ਤ੍ਰੇੜਾਂ ਪੈ ਚੁੱਕੀਆਂ ਹਨ।
"
"New Delhi: Actress Richa Chadha has paid tribute to Ali Fazal’s grandfather who recently passed away.
","Richa Chadda Ali Fazal: ਅਦਾਕਾਰ ਅਲੀ ਫਜ਼ਲ ਦੀ ਮਾਂ ਦੇ ਦੇਹਾਂਤ ਤੇ ਰਿਚਾ ਚੱਡਾ ਨੇ ਸੋਗ ਜ਼ਾਹਰ ਕੀਤਾ ਹੈ।
"
"Among them was my grandfather.
","ਉਹਨਾਂ ਵਿੱਚ ਮੇਰੇ ਬਾਬੇ ਦੀ ਭੈਣ ਵੀ ਸੀ।
"
"These he kept by his grandfather Guru Har Gobind’s advice as a precautionary measure.
","ਇਹ ਉਹਨਾਂ ਨੇ ਆਪਣੇ ਦਾਦੇ ਗੁਰੂ ਹਰਿ ਗੋਬਿੰਦ ਦੇ ਆਦੇਸ਼ ਅਨੁਸਾਜ਼ ਸਾਵਧਾਨੀ ਦੇ ਉਪਾਅ ਵਜੋਂ ਹੀ ਰੱਖੇ ਸਨ।
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","ਉਨ੍ਹਾਂ ਦਾ ਪਿਤਾ ਕ੍ਰਿਸ਼ਣ ਕੁਮਾਰ ਅਤੇ ਮਾਂ ਪਦਮਾ ਹੈ. ਦਿਨੇਸ਼ ਦਾ ਛੋਟਾ ਭਰਾ ਵੀਨੇਸ਼ ਹੈ।
"
"The high court was hearing a plea by deceased Navreet Singh’s grandfather — Hardeep Singh — claiming that the victim suffered gunshot injuries to his head.
","ਹਾਈਕੋਰਟ ਵੱਲੋਂ ਨਵਰੀਤ ਸਿੰਘ ਦੇ ਦਾਦੇ ਹਰਦੀਪ ਸਿੰਘ ਦੀ ਅਰਜ਼ੀ ‘ਤੇ ਸੁਣਵਾਈ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ ਜਿਸ ‘ਚ ਹਰਦੀਪ ਸਿੰਘ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਨਵਰੀਤ ਦੇ ਸਿਰ ‘ਚ ਗੋਲੀ ਲੱਗੀ ਸੀ।
"
"“My father is a soldier, my uncles are soldiers and my grandfather was a soldier, too.
","ਮੇਰਾ ਪਿਤਾ ਵੀ ਫੌਜੀ ਸੀ ਅਤੇ ਅਸੀਂ ਵੀ ਦੋਵੇਂ ਭਰਾ ਵੀ ਫੌਜੀ ਹਾਂ।
"
"The grandfather gave him the name “Muhammad”, meaning “the praised one.”
","ਉਨ੍ਹਾਂ ਨੇ ਪੋਤੇ ਦਾ ਨਾਂ ""ਮੁਹੰਮਦ"" ਰੱਖਿਆ ਜਿਸ ਦੇ ਅਰਥ ਤਾਰੀਫ਼ ਕਰਨ ਦੇ ਹਨ।
"
"A 60-year-old grandfather was killed in the accident.
","ਇਸ ਹਾਦਸੇ ਵਿਚ 60 ਸਾਲਾ ਬਜ਼ੁਰਗ ਦੀ ਵੀ ਮੌਤ ਹੋ ਗਈ।
"
"The grandfather’s family was five sons and three daugh- ters.
","ਮਾਂਧਾਤਾ ਦੇ ਘਰ ਤਿੰਨ ਪੁੱਤਰ ਅਤੇ ਪੰਜਾਹ ਪੁੱਤਰੀਆਂ ਪੈਂਦਾ ਹੋਈਆਂ।
"
"The third Sikh Guru Amardas was his maternal grandfather.
","ਸਿੱਖ ਕੌਮ ਦੇ ਤੀਜੇ ਗੁਰੂ ਗੁਰੂ ਅਮਰਦਾਸ ਜੀ ਹੋਏ।
"
"Bhiwani-Mahendergarh constituency is currently represented by Haryana cabinet minister Kiran Choudhry's daughter Shruti Choudhry, whose grandfather and former chief minister Bansi Lal was a senior jat leader in the khapland.
","ਭਿਵਾਨੀ-ਮਹਿੰਦਰਗੜ੍ਹ ਤੋਂ ਚੋਣ ਲੜ ਰਹੀ ਸ਼ਰੁਤੀ ਚੌਧਰੀ ਕਾਂਗਰਸ ਵਿਧਾਇਕ ਕਿਰਨ ਚੌਧਰੀ ਦੀ ਧੀ ਹੈ ਅਤੇ ਸਾਬਕਾ ਮੁੱਖ ਮੰਤਰੀ ਬੰਸੀ ਲਾਲ ਦੀ ਪੋਤੀ ਹੈ।
"
"Both her father and grandfather had died when she was young.
","ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਦੋਵਾਂ ਦੀ ਉਸ ਦੇ ਬਚਪਨ ਦੌਰਾਨ ਹੀ ਮੌਤ ਹੋ ਗਈ ਸੀ।
"
"Because he loves his grandfather a lot.
","ਕਿਉਂਕਿ ਉਸ ਦਾ ਦਾਦੇ ਨਾਲ਼ ਬਹੁਤਾ ਪ੍ਰੇਮ ਸੀ।
"
"Suleyman Shah was the grandfather of Osman I, founder of the Ottoman Empire.
","ਉਹ ਓਸਮਾਨ ਪਹਿਲੇ, ਓਟੋਮਨ ਸਾਮਰਾਜ ਦਾ ਬਾਨੀ, ਦਾ ਚਾਚਾ ਸੀ।
"
"Beloved son, brother, husband, father, grandfather, uncle and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"Randhawa demanded that Majithia and Harsimrat must apologize from the Sikh Panth just as Simranjeet Singh Maan had apologized for the actions of his grandfather Aroor Singh.
","ਰੰਧਾਵਾ ਨੇ ਕਿਹਾ ਕਿ ਬਿਕਰਮ ਤੇ ਹਰਸਿਮਰਤ ਨੂੰ ਨਸੀਹਤ ਦਿੰਦਿਆਂ ਕਿਹਾ ਕਿ ਉਨ੍ਹਾਂ ਨੂੰ ਉਵੇਂ ਮੁਆਫੀ ਮੰਗਣੀ ਚਾਹੀਦੀ ਹੈ ਜਿਵੇਂ ਸਿਮਰਨਜੀਤ ਸਿੰਘ ਮਾਨ ਨੇ ਆਪਣੇ ਦਾਦੇ ਅਰੂੜ ਸਿੰਘ ਦੀ ਸ਼ਮੂਲੀਅਤ ਬਦਲੇ ਮੁਆਫੀ ਮੰਗੀ ਸੀ।
"
"These can be our wives, husbands, moms, dads, grandmothers, grandfathers, but mostly - these are our children.
","ਇਹ ਸਾਡੇ ਪਤਨੀ, ਪਤੀ, ਮਾਤਾ, ਪਿਉ, ਦਾਦੀ ਹੋ ਸਕਦਾ ਹੈ, ਪਰ ਸਭ - ਸਾਡੇ ਬੱਚੇ ਹਨ.
"
"The accused -- Gurpreet Singh and his grandfather Surjit Singh -- have been arrested on charges of murder, rape and other relevant sections of the IPC and the POCSO Act.
","ਪੁਲਿਸ ਨੇ ਇਸ ਮਾਮਲੇ ਵਿੱਚ ਗੁਰਪ੍ਰੀਤ ਸਿੰਘ ਤੇ ਉਸ ਦੇ ਦਾਦੇ ਸੁਰਜੀਤ ਸਿੰਘ ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕਰਕੇ ਉਨ੍ਹਾਂ ਖ਼ਿਲਾਫ਼ ਕਤਲ, ਬਲਾਤਕਾਰ ਤੇ ਪੋਕਸੋ ਐਕਟ ਦੀਆਂ ਵੱਖ-ਵੱਖ ਧਾਰਾਵਾਂ ਤਹਿਤ ਕੇਸ ਦਰਜ ਕੀਤਾ ਹੈ।
"
"He was a traditionist like his grandfather and his uncle on the father’s side.
","ਇਹ ਆਪਣੇ ਪਿਤਾ ਅਤੇ ਭਰਾ ਵਾਂਗ ਇਕ ਤਪਸਵੀ ਅਤੇ ਪ੍ਰਬੁੱਧ ਰਿਸ਼ੀ ਸੀ।
"
"The third Sikh Guru Amardas was his maternal grandfather.
","ਆਪ ਤੀਜੇ ਗੁਰੂ, ਅਮਰਦਾਸ ਦੇ ਦੋਹਤੇ ਸਨ।
"
"In a tweet, Amarinder Singh said, ""Did you, your husband Sukhbir Singh Badal, or his father, Prakash Singh Badal, ever apologise for your great grandfather, Sardar Sunder Singh Majithia’s lavish dinner to Genernal Dyer on the day of the Jallianwala Bagh massacre?
","ਹਰਸਿਮਰਤ ਦੇ ਇਸ ਸ਼ਬਦੀ ਵਾਰ ਦਾ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਨੇ ਟਵਿਟਰ 'ਤੇ ਹੀ ਮੁੜਵਾਂ ਜਵਾਬ ਦਿੰਦਿਆਂ ਲਿਖਿਆ, ""ਕੀ ਤੁਹਾਡੇ ਪਤੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਜਾਂ ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ, ਪ੍ਰਕਾਸ਼ ਸਿੰਘ ਬਾਦਲ ਨੇ ਕਦੇ ਤੁਹਾਡੇ ਪੜਦਾਦੇ ਸੁੰਦਰ ਸਿੰਘ ਮਜੀਠੀਆ ਵੱਲੋਂ ਜਲ੍ਹਿਆਂਵਾਲੇ ਬਾਗ ਕਤਲੇਆਮ ਦੇ ਦਿਨ ਜਰਨਲ ਡਾਇਰ ਨੂੰ ਦਿੱਤੇ ਪ੍ਰੀਤੀ ਭੋਜ ਲਈ ਮਾਫ਼ੀ ਮੰਗੀ ਹੈ?
"
"Science Deep Singh from Chakk Sher Wala lost both his father and grandfather to of drugs, which prompted him to do something positive for the society especially to wean away the youth from the menace of drugs.
","ਚੱਕ ਸ਼ੇਰ ਵਾਲਾ ਦਾ ਸਾਇੰਸ ਦੀਪ ਸਿੰਘ ਨਸ਼ਿਆਂ ਦੇ ਕਾਰਣ ਆਪਣੇ ਪਿਤਾ ਅਤੇ ਦਾਦੇ ਦੋਵਾਂ ਨੂੰ ਗੁਵਾਅ ਚੁੱਕਾ ਹੈ ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਸਮਾਜ ਦੇ ਲਈ ਕੁਝ ਹਾਂ-ਪੱਖੀ ਕਾਰਜ ਕਰਨ ਲਈ ਪ੍ਰੇਰਿਆ।
"
"Chowdiah was his grandfather’s brother.
","ਚੰਦੂ ਦੇ ਚਾਚੇ ਦਾ ਪੁੱਤ ਭਰਾ ਸੀ।
"
"It was improper for him to break with his father and grandfather and to ally himself with the Muhammadans, but he is an incarnation of Prithia and means to establish a sect of hisown.
","ਆਪਣੇ ਪਿਤਾ ਅਤੇ ਦਾਦੇ ਦੇ ਨਾਲ ਤੋੜ-ਵਿਛੋੜਾ ਅਤੇ ਮੁਸਲਮਾਨਾਂ ਨਾਲ ਰਲ ਜਾਣਾ ਉਸ ਲਈ ਉਚਿਤ ਨਹੀਂ ਸੀ ਪਰ ਉਹ ਪ੍ਰਿਥੀਏ ਦਾ ਅਵਤਾਰ ਹੈ ਅਤੇ ਆਪਣੀ ਇੱਕ ਵੱਖਰੀ ਸੰਪੂਦਾ ਚਲਾਉਣੀ ਚਾਹੁੰਦਾ ਹੈ।
"
"The high court was hearing a plea by deceased Navreet Singh’s grandfather — Hardeep Singh — claiming that the victim suffered gunshot injuries to his head.
","ਹਾਈ ਕੋਰਟ ਵੱਲੋਂ ਨਵਰੀਤ ਸਿੰਘ ਦੇ ਦਾਦੇ ਹਰਦੀਪ ਸਿੰਘ ਦੀ ਅਰਜ਼ੀ ’ਤੇ ਸੁਣਵਾਈ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ ਜਿਸ ’ਚ ਹਰਦੀਪ ਸਿੰਘ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਨਵਰੀਤ ਦੇ ਸਿਰ ’ਚ ਗੋਲੀ ਲੱਗੀ ਸੀ।
"
"Both his father and grandfather had been blacksmiths.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"His father’s name is Roop Singh, his grandfather was Bhoop Singh and his great-grandfather’s was Chand Singh.
","ਖੜਗ ਸਿੰਘ ਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਕੁੰਦਨ ਸਿੰਘ ਸੀ ਅਤੇ ਪ੍ਰੇਮ ਸਿੰਘ `ਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਸੁੰਦਰ ਸਿੰਘ ਸੀ।
"
"As a child my grandfather often recited novelist Henry James’ quote, “Three things in human life are important: the first is to be kind; the second is to be kind; and the third is to be kind.”
","""ਲੇਖਕ ਹੈਨਰੀ ਜੇਮਸ ਨੇ ਇੱਕ ਵਾਰ ਕਿਹਾ ਸੀ, """"ਮਨੁੱਖੀ ਜੀਵਨ ਵਿੱਚ ਤਿੰਨ ਗੱਲਾਂ ਮਹੱਤਵਪੂਰਨ ਹਨ: ਪਹਿਲਾ ਹੈ ਕਿ ਉਹ ਦਿਆਲੂ ਹੋਵੇ, ਦੂਜਾ ਹੈ ਦਿਆਲੂ ਹੋਣਾ ਅਤੇ ਤੀਸਰਾ ਪਿਆਰ ਨਾਲ ਹੋਣਾ ਹੈ.""
"
"Arjun Rampal 's maternal grandfather Brigadier Gurudayal Singh designed the first artillery gun for the army after independence.
","ਉਨ੍ਹਾਂ ਦੇ ਨਾਨੇ ਬ੍ਰਿਗੇਡੀਅਰ ਗੁਰਦੇਲ ਸਿੰਘ ਨੇ ਆਜ਼ਾਦੀ ਤੋਂ ਬਾਅਦ ਭਾਰਤੀ ਫੌਜ ਲਈ ਪਹਿਲੀ ਤੋਪਖਾਨੇ ਦੀ ਗਨ ਤਿਆਰ ਕੀਤੀ।
"
"Alex was a beloved husband, father, grandfather, and friend.
","ਐਲਿਸ ਇਕ ਚੰਗਾ ਦੋਸਤ, ਪਤੀ ਅਤੇ ਪਿਤਾ ਸੀ।
"
"A few days later, my grandfather passes away.
","ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ ਮੇਰੇ ਮਿ¤ਤਰ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"Both his grandfather and father were painters.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"Both my father and grandfather have passed away.
","ਪਿਤਾ ਜੀ ਤੇ ਦੋਵਾਂ ਮਾਤਾਵਾਂ ਦੀ ਮੌਤ ਹੋ ਚੁੱਕੀ ਹੈ।
"
"After she died, his grandfather remarried.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਇਨ੍ਹਾਂ ਦੀ ਮਾਤਾ ਵੱਲੋਂ ਦੂਜਾ ਵਿਆਹ ਕਰਵਾ ਲਿਆ ਗਿਆ ਸੀ।
"
"The name of his father was Nonaraja and that of his grandfather was Laularaja.
","ਇਸ ਦੇ ਪਿਤਾ ਦਾ ਨਾਂ ਨੌਨਰਾਜ ਅਤੇ ਦਾਦੇ ਦਾ ਨਾਂ ਲੋਲਰਾਂਜ
"
"Born in a military background, Arjun’s maternal grandfather Brigadier Gurdayal Singh designed the first artillery gun for the Indian army post-independence.
","ਉਨ੍ਹਾਂ ਦੇ ਨਾਨੇ ਬ੍ਰਿਗੇਡੀਅਰ ਗੁਰਦੇਲ ਸਿੰਘ ਨੇ ਆਜ਼ਾਦੀ ਤੋਂ ਬਾਅਦ ਭਾਰਤੀ ਫੌਜ ਲਈ ਪਹਿਲੀ ਤੋਪਖਾਨੇ ਦੀ ਗਨ ਤਿਆਰ ਕੀਤੀ।
"
"Both his father and his grandfather were sculptors.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"Both men are grandfathers.
","ਦੋਵੇਂ ਸੱਸ ਨੂੰਹ ਹਨ।
"
"Guru Arjan Dev Ji was the fifth guru of Sikh after his grandfather Guru Amardas Ji and father Guru Ramdas Ji.
","ਪਿਰਥੀ ਚੰਦੀਏ ਚੌਥੇ ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਤੋਂ ਪਿਛੋਂ ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੀ ਥਾਂ ਪਿਰਥੀ ਚੰਦ ਨੂੰ ਪੰਜਵਾਂ ਗੁਰੂ ਮੰਨ ਕੇ ਚਲਦੇ ਸਨ ।
"
"His father and grandfather had also served in the Indian Army.
","ਉਸ ਦੇ ਬਾਪ ਦਾਦੇ ਵੀ ਨੇਪਾਲ ਸੈਨਾ ਵਿੱਚ ਨੌਕਰੀ ਕਰਦੇ ਸਨ।
"
"The accused — a youth and his grandfather — have been arrested on charges of murder, rape and other relevant sections of the IPC and the Protection of Children from Sexual Offences (POCSO) Act, they further said.
","ਪੁਲਿਸ ਨੇ ਕਿਹਾ ਕਿ ਇਨ੍ਹਾਂ ਦੋਵਾਂ ਮੁਲਜ਼ਮਾਂ ਨੂੰ ਕਤਲ, ਬਲਾਤਕਾਰ ਅਤੇ ਸਬੰਧਤ ਹੋਰਨਾਂ ਧਾਰਾਨਾਵਾਂ ਅਤੇ ਪ੍ਰੋਟੈਕਸ਼ ਆਫ ਚਿਲਡ੍ਰਨ ਫਰਾਮ ਸੈਕਸ਼ੂਅਲ ਆਫੈਂਸ (ਪੀਓਸੀਐੱਸਓ) ਤਹਿਤ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਗਿਆ ਹੈ।
"
"A beloved husband, son, brother, uncle, stepfather, grandfather and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"But I am your grandfather.
","ਪਰ ਮੈ ਤੁਹਾਡਾ ਨਿੰਦਕ ਹਾਂ।
"
"I tried to follow in the footsteps of my grandfather, but football did not really like it either.
","ਮੈਂ ਆਪਣੇ ਦਾਦੇ ਦੇ ਪੈਰਾਂ ਤੇ ਚੱਲਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕੀਤੀ ਪਰ ਫੁੱਟਬਾਲ ਨੇ ਇਸ ਨੂੰ ਸੱਚਮੁਚ ਪਸੰਦ ਨਹੀਂ ਕੀਤਾ.
"
"Both of my grandfathers were professors.
","ਮੇਰੇ ਮਾਤਾ-ਪਿਤਾ ਦੋਵੇਂ ਅਧਿਆਪਕ ਸਨ।
"
"Chokshi recalled that chance propelled his grandfathers to transport from small villages in Gujarat to Mumbai two generations in the past.
","ਚੋਕਸੀ ਨੇ ਯਾਦ ਕੀਤਾ ਕਿ ਮੌਕਿਆਂ ਦੇ ਕਾਰਨ ਦੋ ਪੀੜ੍ਹੀਆਂ ਪਹਿਲਾਂ ਉਹਨਾਂ ਦੇ ਦਾਦਿਆਂ ਨੂੰ ਗੁਜਰਾਤ ਦੇ ਛੋਟੇ ਪਿੰਡਾਂ ਤੋਂ ਮੁੰਬਈ ਜਾਣਾ ਪਿਆ ਸੀ।
"
"Both of my grandfathers did too.
","ਮੇਰੇ ਦੋਨੋਂ ਮਾਪਿਆਂ ਨੇ ਇਵੇਂ ਕੀਤਾ।
"
"Are you a real grandfather?
","ਕੀ ਤੁਸੀਂ ਸੱਚਮੁਚ ਦੀ ਜੰਨਤ ਹੋ?
"
"Both grandfathers were farmers.
","ਉਹ ਦੋਵੇਂ ਕਿਸਾਨ ਸਨ।
"
"Dad was a wonderful, kind Father, Grandfather and Great grandfather.
","ਉਹ ਇਕ ਸ਼ਾਨਦਾਰ ਪਿਤਾ, ਦਿਆਲੂ ਤੇ ਪਿਆਰ ਕਰਨ ਵਾਲੇ ਇਨਸਾਨ ਸਨ।
"
"Iltija, a Special Security Group protectee, said she had sought permission to visit her grandfather’s grave in the Bijbehara area of Anantnag district.
","ਇਲਤਿਜਾ, ਜਿਸ ਨੂੰ ਵਿਸ਼ੇਸ਼ ਸੁਰੱਖਿਆ ਮਿਲੀ ਹੋਈ ਹੈ, ਨੇ ਦੱਸਿਆ ਕਿ ਉਸ ਨੇ ਜ਼ਿਲ੍ਹਾ ਅਨੰਤਨਾਗ ਦੇ ਬਿਜਬਿਹਾੜਾ ਖੇਤਰ ਵਿੱਚ ਬਣੀ ਆਪਣੇ ਨਾਨੇ ਦੀ ਕਬਰ ’ਤੇ ਜਾਣ ਦੀ ਆਗਿਆ ਮੰਗੀ ਸੀ।
"
"At that time, my grandfather died.
","ਉਸੇ ਦੌਰਾਨ ਪਾਪਾ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"Both her father and grandfather were members.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"He was the son of my grandfather’s father’s sister’s daughter.
","ਇਹ ਮੇਰੀ ਮਾਸੀ ਦਾ ਪੁੱਤ ਤੇ ਨੂੰਹ ਸਨ।
"
"“Yes,” his grandfather replied.
","""ਹਾਂ"" ਪਿਤਾ ਜੀ ਦਾ ਉੱਤਰ ਸੀ।
"
"His grandfather was Lionel Duke of Clarence, Third son to the third Edward, King of England.
","ਉਸ ਦਾ ਪਿਤਾ ਰਾਜਾ ਚਾਰਲਸ ਦੂਜੇ ਦਾ ਛੋਟਾ ਭਰਾ ਸੀ, ਜਿਸਨੇ ਇੰਗਲੈਂਡ, ਸਕੌਟਲੈਂਡ ਅਤੇ ਆਇਰਲੈਂਡ ਦੇ ਤਿੰਨ ਰਾਜਾਂ ਤੇ ਸ਼ਾਸਨ ਕੀਤਾ ਸੀ ਅਤੇ ਉਸਦੀ ਮਾਂ ਕਲੇਅਰਡਨ ਦੇ ਪਹਿਲੇ ਅਰਲ, ਲਾਰਡ ਚਾਂਸਲਰ ਐਡਵਰਡ ਹਾਈਡ ਦੀ ਧੀ ਸੀ।
"
"He was living with his grandfather.
","ਬਾਪੂ ਦੇ ਨਾਲ ਰਹਿੰਦਾ ਸੀ।
"
"Both his father and grandfather are retired Army majors.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਅਤੇ ਦੋਵੇਂ ਭਰਾ ਫੌਜ ਵਿਚੋਂ ਸੇਵਾਮੁਕਤ ਹੋ ਚੁੱਕੇ ਹਨ।
"
"Her grandfather, Motilal Nehru, was one of the pioneers of the Indian independence movement.
","ਮੋਤੀ ਲਾਲ ਨਹਿਰੂ ਭਾਰਤੀ ਆਜ਼ਾਦੀ ਅੰਦੋਲਨ ਦੇ ਸ਼ੁਰੂਆਤੀ ਆਗੂਆਂ 'ਚੋਂ ਇੱਕ ਸਨ।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","ਉਹਨਾਂ ਦੇ ਪਿਤਾ ਦਾ ਨਾ ਸ੍ਰ. ਮਹਿੰਦਰ ਸਿੰਘ ਸਰਾਂ ਅਤੇ ਮਾਤਾ ਦਾ ਨਾਂ ਸਰਦਾਰਨੀ ਪਰਤਾਪ ਕੌਰ ਸੀ।
"
"“King, God Most High made your grandfather Nebuchadnezzar a very great and powerful king and gave him great wealth.
","“ਰਾਜਨ, ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੇਰੇ ਪਿਤਾ ਜੀ ਨਬੂਕਦਨੱਸਰ ਨੂੰ ਬਹੁਤ ਮਹਾਨ ਅਤੇ ਸ਼ਕਤੀਸ਼ਾਲੀ ਰਾਜਾ ਬਣਾਇਆ।
"
"But it wasn't my grandfather.
","ਪਰ ਇਹ ਕੰਮ ਮੇਰੇ ਵਸ ਦਾ ਨਹੀਂ ਸੀ ।
"
"That’s my grandfather.
","ਏਹ ਮੇਰੇ ਚਾਚੇ ਜੀ ਹੈਂ।
"
"But I did have a special relationship with my grandfather.
","ਪਰ ਮੇਰਾ ਮੇਰੇ ਬਾਪ ਨਾਲ ਬਹੁਤ ਲਗਾਉ ਸੀ।
"
"Cricketer Jasprit Bumrah's missing grandfather found dead
","ਕ੍ਰਿਕਟਰ ਜਸਪ੍ਰੀਤ ਬੁਮਰਾਹ ਦੇ ਦਾਦੇ ਦੀ ਲਾਸ਼ ਨਹਿਰ ਵਿੱਚੋਂ ਮਿਲੀ
"
"Suri, who retired as the ambassador of India to the UAE last month, narrated the circumstances under which his grandfather wrote the poem.
","ਪਿਛਲੇ ਮਹੀਨੇ ਯੂਏਈ ਵਿਚ ਭਾਰਤ ਦੇ ਰਾਜਦੂਤ ਅਹੁਦੇ ਤੋਂ ਸੇਵਾਮੁਕਤ ਹੋਏ ਸੂਰੀ ਨੇ ਉਨ੍ਹਾਂ ਹਾਲਤਾਂ ਨੂੰ ਬਿਆਨ ਕੀਤਾ ਜਿਨ੍ਹਾਂ ਵਿਚ ਉਨ੍ਹਾਂ ਦੇ ਦਾਦੇ ਨੇ ਇਹ ਕਵਿਤਾ ਲਿਖੀ ਸੀ।
"
"Both her grandfather and her father were drummers.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"He is named after his grandfather Raj Kapoor, whose real name was Ranbir Raj Kapoor.
","ਰਾਜ ਕਪੂਰ ਦਾ ਪੂਰਾ ਨਾਂ ਰਣਬੀਰ ਰਾਜ ਕਪੂਰ ਸੀ।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਬ੍ਰਜਨਾਥ ਤੇ ਮਾਤਾ ਦਾ ਨਾਮ ਭੂਨਾਦੇਵੀ ਸੀ।
"
"Beloved husband, father, grandfather, brother and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"My grandfather is an Indian and my father was English.
","ਮੇਰੇ ਪਿਤਾ ਭਾਰਤੀ ਅਤੇ ਮੇਰੀ ਮਾਂ ਇੰਗਲਿਸ਼ ਸੀ।
"
"And his grandfather was as well.
","ਉਨ੍ਹਾਂ ਦੀ ਦਾਈ ਵੀ ਏਹੋ ਜੀਊਣੀ ਹੀ ਸੀ।
"
"She is fourth in the line of succession for the British throne, after her grandfather, Prince Charles; her father, William; and her brother George.
","ਉਤਰਾਧਿਕਾਰ ਦੇ ਉਤਰਾਧਿਕਾਰ ਵਿੱਚ ਉਹ ਆਪਣੇ ਪਿਤਾ ਪ੍ਰਿੰਸ ਚਾਰਲਸ, ਪ੍ਰਿੰਸ ਵਿਲੀਅਮ ਦੇ ਭਰਾ ਅਤੇ ਜਾਰਜ ਅਤੇ ਚਾਰਲੋਟ ਦੇ ਭਾਣਜੇ ਦੇ ਬਾਅਦ ਕੇਵਲ ਪੰਜਵੇਂ ਸਥਾਨ ਲੈਂਦਾ ਹੈ.
"
"Afterward, we moved to my grandfather’s house.
","ਇਸ ਮਗਰੋਂ ਉਹ ਨੇੜੇ ਰਹਿੰਦੀ ਸਾਡੀ ਮਾਸੀ ਦੇ ਘਰ ਚਲਾ ਗਿਆ।
"
"As a child she was inspired by her grandfathers paintings and her mothers drawings.
","ਛੋਟੀ ਉਮਰ ਤੋਂ ਹੀ ਉਹ ਆਪਣੀ ਮਾਂ ਅਤੇ ਦਾਦੀ ਤੋਂ ਮਧੂਬਨੀ ਚਿੱਤਰਕਾਰੀ ਸਿੱਖੀ।
"
