eng_Latn,mar_Deva
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","यानंतर वृद्धेचे नातू यांनी याप्रकरणी जिल्हापेठ पोलीस ठाण्यात तक्रार दाखल केली होती.
"
"I’ve become a grandmother.
","मी मावशी झाले.
"
"If the father, also, does not take the child, then this right is received by grandmothers, grandfathers and other relatives.
","जर बाप आपल्या मुलाला घेऊन गेले नाही तर दादा, दादा आणि इतर नातेवाईकांनी हा अधिकार प्राप्त केला आहे.
"
"She’s my grandmother’s sister’s daughter-in-law.
","दादांच्या बहिणीचा तो नातू आहे.
"
"He is survived by his wife, one son, one brother, father and grandmother.
","पत्नी, एक मुलगा, एक मुलगी, आई वडील, भाऊ, भावज यच्यासमवेत ते एकत्र राहत होते.
"
"And my grandmother, too.
","आणि माझी दीदी सुद्धा.
"
"After her grandfather died, her grandmother moved in with her parents.
","आईच्या निधनानंतर त्या आपल्या वडिलांसोबत बिठूरला आल्या.
"
"A parturient woman can be assisted by mother-in-law or her own mother, other women, sisters, grandmothers or female neighbors.
","या सुवर्णसंधीचा गरोदर माता, स्तनदा माता समवेत त्यांचे पती, सासुबाई, आई, नणंद, बहिण किंवा इतर नातेवाईकांनाही याचा लाभ घेता येईल.
"
"Both my grandmothers died when I was a child.
","लहानपणीच माझे आईवडील दोघेही वारले.
"
"Ananya shared a set of throwback pictures posing with her younger sister and grandmother -- the mother of actor Chunky Panday.
","अभिनेत्री अनन्या पांडे हिने ‘कुलेस्ट फादर’ म्हणत वडील चंकी पांडेसह थ्रोबॅक फोटो शेअर केले आहेत.
"
"He asked his grandmother for help.
","त्याने सासरच्या मंडळींकडे मदत मागितली.
"
"If your mother, grandmother or aunt had breast cancer, you will be at high risk to get it too.
","तुमची आई, बहीण, वडील किंवा मुलाला स्तनांचा किंवा अंडाशयाचा कर्करोग झाला असेल तर तुम्हाला भविष्यात स्तनांचा कर्करोग होण्याची शक्यता अधिक असते.
"
"His grandmother, then prime minister Indira Gandhi, and his father, former prime minister Rajiv Gandhi, were both assassinated.
","राजीव गांधी यांची आई, माजी पंतप्रधान इंदिरा गांधी यांची त्यांच्या शीख सुरक्षारक्षकांनी गोळ्या झाडून हत्या केली होती.
"
"A grandmother, a grand-daughter and a mother.
","घरात आई, लहान भाऊ आणि एक लहान बहीण.
"
"The Gwalior royal’s grandmother, Vijaya Raje Scindia, was a leader of the Jana Sangh, the BJP’s precursor.
","ग्वाल्हेरच्या राजमाता विजयराजे सिंधिया जनसंघाच्या नेत्या होत्या.
"
"My mother, father and my grandmother were with me.
","माझ्या आई-वडिलांनी तिच्या बरोबरीने माझ्या आईच्या आईला आणि मावशीला सांभाळले होते.
"
"Also neither grandmother or father had one either.
","आईही नव्हती आणि वडीलही नव्ह्ते.
"
"Priyanka Gandhi bears an uncanny resemblance to her grandmother and former Prime Minister Indira Gandhi.
","याआधी पडद्यामागे असलेल्या प्रियांका गांधी यांची तुलना माजी पंतप्रधान इंदिरा गांधी यांच्याशी केली जाते.
"
"As a kid, I spent a lot of time at my grandmother’s house.
","लहानपणी मी माझ्या आईच्या कुशीत जास्तवेळ घालवत असे.
"
"When Rafiq's grandmother (Farrukh Jaffar) pesters him to find a bride for himself, he passes off Miloni's photo as Noorie, his love interest.
","आपल्या दादीच्या (फारुख जाफर) लग्नासाठी चाललेल्या आग्रहावर तोडगा म्हणून रफीक त्याने काढलेला मिलोनीचा फोटो, आपल्याला आवडलेली मुलगी म्हणून दादीला पाठवून देतो.
"
"BJP's Diya Kumari is the second member of Jaipur's erstwhile royal family after her grandmother and charismatic ''Rajmata'' Gayatri Devi to have been elected to the Lok Sabha.
","नवी दिल्ली: जयपूरमधील माजी राजघराण्यातील दुसऱ्या महिला सदस्या भाजपच्या दिया कुमारी या लोकसभा खासदार म्हणून निवडून आल्या आहेत.
"
"Ask your mother or grandmother!!
","आई सासूला बोलावून विचारा !
"
"The girl's mother and grandmother shouted for help.
","मुलीने आरडाओरड करताच मुलचे वडील व मामा मदतीला धावले.
"
"Like her famous grandmother, Tatyana decided to connect her life with journalism.
","आपल्या प्रसिद्ध दाणी प्रमाणेच, तात्यायाने आपल्या जीवनात पत्रकारिता बरोबरच जोडण्याचा निर्णय घेतला.
"
"Ali plays the role of Kapil's grandmother, Dadi, in the Colors' popular comedy show, Comedy Nights With Kapil.
","'कॉमेडी नाइट्स विथ कपिल शो'मध्ये अलीनं साकारलेल्या दादीनं धमाल उडवली होती.
"
"The grandmother informed the girl’s mother.
","त्या मुलीने आईकडे याची माहिती दिली.
"
"A lot older than my grandmother.
","मावशी आईपेक्षां वयानें बरीच मोठी.
"
"Her family consisted of parents, a grandmother and a younger sister.
","तिचे कुटुंब अगदी मध्यमवर्गीय – वडील, आई आणि मोठी बहीण.
"
"Among the dead, a 5-year-old girl and her grandmother.
","मृतांमध्ये एका 5 वर्षांच्या मुलाचा आणि महिलेचा समावेश आहे.
"
"Her mother and grandmother died of cancer.
","तिची आई आणि मोठी बहीण कोरोनामुळे मृत पावल्या.
"
"His grandmother did it.
","आबांनी ती किमया केली.
"
"And what exactly was the nature of her relationship with my grandmother?
","आणि तिचा आत्याबाईंशी नक्की काय संबंध आहे?
"
"But more importantly, her maternal grandmother, two aunts and two cousins had all died of breast or ovarian cancer.
","तिच्या आईची आई, आईच्या दोन बहिणी आणि दोन मावसबहिणी या सर्वाच्या मृत्यूचे कारण स्तनांचा अथवा अंडाशयाचा कर्करोग हेच होते.
"
"At the same time, my grandmother was afflicted with Alzheimer’s.
","सोबतच माझी आई विसराळूपणाचा आजाराने ग्रस्त होती.
"
"And my great grandmother and my mother.
","अगदी माझी आई आणि आज्जी पण.
"
"Emraan Hashmi- The Bollywood actor is the nephew of Mahesh Bhatt and Mukesh Bhatt and the second cousin of Pooja, Rahul, Alia Bhatt on their paternal grandmother’s side.
","इम्रान हाश्मी आणि आलिया भट्ट: बॉलिवूडची अभिनेत्री आणि महेश भट्ट यांची लाडकी कन्या आलिया भट्ट व बॉलीवूड चे धडाकेबाज अभिनेते इम्रान हाश्मी हे दोघे एकमेकांचे चुलत भाऊ बहीण आहे.
"
"If your mother, grandmother or aunt had breast cancer, you will be at high risk to get it too.
","तुमच्या आई, बहीण, वडील किंवा मुलाला स्तनांचा किंवा अंडाशयाचा कर्करोग झाला असेल, तर तुम्हाला भविष्यात स्तनांचा कर्करोग होण्याची शक्यता अधिक असते.
"
"His grandmother passed away shortly after that.
","त्यानंतर काही काळाने त्यांच्या सासूबाईंचं निधन झालं.
"
"He was being taken care of by his parents and grandmother.
","त्यांचे संगोपन त्यांच्या काकांनी आणि आईने केले.
"
"Both their mother and grandmother live with them.
","तो आणि त्याची आई असे दोघेजन निळोण्याला राहत असत.
"
"It is rumored that the Duchess of Cambridge, Keith Middleton, quarreled with her grandmother's wife, William, Queen Elizabeth II.
","हे अफवा आहे की केंब्रिजच्या डचेस, कीथ मिडलटन, तिच्या आईची पत्नी, विल्यम, क्वीन एलिझाबेथ-टू यांच्याशी भांडण झाले.
"
"And what is your grandmother doing?
","आणि जादूबिदू कसली करते गं मावशी?
"
"My grandmother would take us there.
","काका आम्हाला तिथे घेऊन जायचे.
"
"Boney Kapoor, Sanjay Kapoor, Arjun Kapoor, Anil Kapoor, Shanaya Kapoor, Anshula Kapoor, Maheep Kapoor, Jahan Kapoor, Janhvi Kapoor, her grandmother and Sunita Kapoor posed for the adorable family photo.
","अर्जुन कपूर, बोनी कपूर, जान्हवी कपूर, मसाबा गुप्ता, अंशुला कपूर, खुशी कपूर, शनाया कपूर, संदीप मारवाह, संजय कपूर, माहीप कपूर आणि जहान कपूर संपूर्ण कपूर कुटुंबासह जवळच्या नातेवाईंकानी लग्नासाठी हजेली लावली होती.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","वडिल, नातवंडे, बहीण, भाऊ, बहिणीची अपत्ये, भावाची अपत्ये, मुलीची नातवंडे, भावाचा मुलगा, बहिणीचा मुलगा.
"
"Both my grandmother and grandfather were teachers.
","माझे आई आणि वडील दोघही शिक्षक होते.
"
"Once again, happy birthday to my beloved grandmother!
","पुन्हा एकदा, माझ्या प्रिय आजोबाला वाढदिवसाच्या शुभेच्छा!
"
"And then she was there with her mom and with her grandmother.
","त्यानंतर तो आई आणि काकासोबत एकत्र राहत होता.
"
"My grandmother was also a teacher.
","सासूबाईही शिक्षिका होत्या.
"
"But his grandmother had other ideas.
","मात्र त्यांच्या वडिलांच्या मनात काही वेगळेच होते.
"
"The mother and grandmother have been arrested.
","आई आणि लहान भावाला याप्रकरणी अटक करण्यात आली आहे.
"
"The victim’s maternal grandmother filed a case with Jhenigathi Police Station in this connection.
","याप्रकरणी पिडितेच्या आईने हिंजवडी पोलीस ठाण्यात फिर्याद दिली आहे.
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","तसेच पोलिसांनी मुलीचे वडील आणि काका यांना ताब्यात घेतलं असून या प्रकरणाची अधिक चौकशी केली जात आहे.
"
"Her grandmother Sharmila Tagore is a famous veteran actress.
","तर त्याची आई शर्मिला टॅगोर बॉलिवूडमधील प्रसिद्ध अभिनेत्री आहे.
"
"Both his mother and his grandmother were very supportive.
","आईला याचा आणि काकूचा मोठा आधार वाटायचा.
"
"Because both my parents were working, my grandmother raised me since I was little.
","माई आई बाबा दोघंही नोकरी करत असल्यामुळे लहानपणापासूनच माझ्या आईने मला खूप स्वावलंबी बनवलं.
"
"The girl was then residing with her grandmother.
","तेव्हा हा तरूण आपल्या मावशीकडे राहत होता.
"
"A grandmother is very special for every child.
","प्रत्येक मुलीसाठी बाहुली ही खूप खास असते.
"
"Her grandmother was with her.
","तिचे आजोबा तिच्यासोबत आले होते.
"
"Congress leader Rahul Gandhi remembered Indira Gandhi on her birth anniversary as an able prime minister and a beloved grandmother.
","माजी पतंप्रधान इंदिरा गांधींच्या स्मृतीदिनानिमित्त शक्तिस्थळी काँग्रेस नेते राहुल गांधी यांनी अभिवादन केले.
"
"Police said they were two brothers, a sister, their father, and mother, and a grandmother.
","उमदेच्या कुटुंबात आई, वडील, दोन बहिणी आणि भाऊ असल्याचे पोलीस सांगतात.
"
"I’ve become a grandmother.
","मी मावशी झाले आहे.
"
"He had come to the grandmother’s home.
","ती आईवडिलांच्या घरी रहायला आली.
"
"According to the police, the grandmother has confessed to killing the baby.
","पोलिसांनी सांगितले की, अल्पवयीन मुलीने बाळाची हत्या केल्याची कबुली दिली आहे.
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","त्यांचे म्हणणे आहे की त्यांचे वडील दलित आणि आई मुस्लिम होती.
"
"The victim’s maternal grandmother filed a case with Jhenigathi Police Station in this connection.
","याप्रकरणी पीडित मुलीच्या आईने निगडी पोलीस ठाण्यात फिर्याद दिली.
"
"And my grandmother’s name is the same.
","आणि सासरचे आडनाव एकच होते.
"
"But before this her father and grandmother were both dead.
","मात्र त्याआधीच बाप-लेकाचा जागीच मृत्यू झाला होता.
"
"Both her mother and grandmother died young.
","दोन्ही भावंड लहान असतानाच आईचे निधन झाले आहे.
"
"He was being taken care of by his parents and grandmother.
","त्यांचा सांभाळ केला त्यांच्या आजोबांनी आणि काकांनी.
"
"Namrata’s grandmother was a renowned Maharashtrian actress Meenakshi Shirodkar.
","नम्रता मराठी चित्रपटातील प्रसिद्ध अभिनेत्री मिनाक्षी शिरोडकर यांची नात आहे.
"
"In fact, it's not difficult to do this if you know several effective ways, many of which were used by our grandmothers.
","खरं तर, आपण अनेक प्रभावी मार्ग माहित असल्यास हे करणे कठीण नाही, जे अनेक आमच्या grandmothers द्वारे वापरले होते.
"
"Rahul Gandhi's father and grandmother, former Prime Ministers Rajiv Gandhi and Indira Gandhi, were assassinated.
","भारताच्या माजी पंतप्रधान व काँग्रेसच्या नेत्या इंदिरा गांधी तसेच माजी पंतप्रधान राजीव गांधी यांच्या हत्यांमुळे देश हादरला होता.
"
"Yes, and my grandmother's young assistant in the summer will be very useful.
","होय, आणि उन्हाळ्यात माझी पणजीची तरुण सहाय्यक अतिशय उपयुक्त ठरतील.
"
"Priyanka has always been compared to her grandmother, Indira Gandhi.
","प्रियंका गांधी यांची तुलना कायम इंदिरा गांधी यांच्याशी कऱण्यात आलीय, त्या लोकांना जवळच्या वाटतात.
"
"After his mother's death, he lived with his grandmother.
","आईच्या निधनानंतर ती वडिलांसोबत राहत होती.
"
"Seeing this, my grandmother said:
","ते पाहून आबा म्हणाला,
"
"He is survived by his wife, one son, one brother, father and grandmother.
","त्यांच्या पश्चात पत्नी,वडील,एक भाऊ,बहिण असा परिवार आहे.
"
"A grandmother’s story
","भाऊबीजेची कथा
"
"He also spoke disparagingly about Priyanka Gandhi's resemblance with her grandmother and former prime minister Indira Gandhi.
","तसेच, यात त्यांनी काँग्रेस नेत्या प्रियंका गांधी यांची तुलना थेट दिवंगत पंतप्रधान इंदिरा गांधी यांच्याशी केली आहे.
"
"Both my grandmothers died when I was at a young age.
","आईवडील दोघेही मी लहान असतानाच आजारपणामुळे वारले.
"
"""My grandmother was murdered.
","“माझ्या बहिणीची आधी हत्या करण्यात आली.
"
"Based on the mothers suspicions, the police have detained the babys father and paternal grandmother.
","मामाच्या फिर्यादीवरून पोलिसांनी मुलांच्या आई-वडीलांना अटक केली.
"
"Congress leader Rahul Gandhi also paid homage to his grandmother.
","कॉग्रेस नेते राहुल गांधी यांनीही राजीव गांधींना श्रद्धांजली अर्पण केली.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","आई-वडील, बहीण, भाऊ, काका, मामा, आत्या यांच्याबरोबर घालवलेले लहानपणीचे
"
"They can be presented to your beloved grandmother or carried to a kindergarten for a thematic exhibition.
","ते आपल्या प्रिय आजोबासमोर सादर केले जाऊ शकतात किंवा एक विषयावरील प्रदर्शनासाठी बालवाडीतर्फे नेले जाऊ शकते.
"
"Happy mother and grandmother
","मावशी आणि आत्याला शुभेच्छा
"
"Both his mother and grandmother were teachers; his grandfather was a principal.
","त्यांचे वडील मुख्याध्यापक होते, तर आई शाळेत शिक्षक होत्या.
"
"Are you a daughter, a wife, a mother, a grandmother?
","तुमची आई, बहीण, पत्नी, मुलगी या स्त्रियाच आहेत.
"
"And what’s it got to do with my grandmother?
","आणि तिचा आत्याबाईंशी नक्की काय संबंध आहे?
"
"He had taken his mother and grandmother, along with his wife and son for the work.
","आपल्या मुलाला आणि बायकोला आणण्यासाठी आई आणि भावासहित गेले होते.
"
"A victim’s grandmother has also been arrested in this case.
","याप्रकरणी पीडित मुलींच्या मातेलाही ताब्यात घेण्यात आले आहे.
"
"Both my mother and grandmother had been teachers.
","माझे आई आणि वडील दोघही शिक्षक होते.
"
"Her family consisted of parents, a grandmother and a younger sister.
","त्यांच्या कुटुंबात आई-वडील आणि भाऊ-बहीण यांचा समावेश होता.
"
"Also, my mother is a doctor and my grandmother was a nurse.
","आई नर्स होती आणि वडील डॉक्टर.
"
"A grandmother, a mother, and two children.
","घरी नवरा, दोन मुले आणि सासू.
"
"A mother, a father, a grandmother…
","माय, माता, जननी आणि आई
"
"A woman is first a daughter, a sister, a mother and a grandmother.
","स्त्री म्हणजे आई, बहीण, पत्नी, मुलगी असते.
"
"He said the Emergency imposed by the late former Prime Minister Indira Gandhi, his grandmother, was a ""mistake"" and what happened in that period was ""wrong"".
","‘माजी पंतप्रधान इंदिरा गांधी यांनी देशावर लावलेली आणीबाणी , तसेच त्या काळात जे काही घडले ते चूक होते.
"
"Priyanka was accompanied by her brother Siddharth, mother Madhu Chopra and her grandmother at the event.
","यावेळी प्रियंका आणि निक यांच्याबरोबरच प्रियंकाची आई मधु चोप्रा, भाऊ सिद्धार्थदेखील उपस्थित होते.
"
"The child lives with his grandmother.
","हा मुलगा त्याच्या आईसोबत राहतो.
"
"And then, all of a sudden, I heard my grandmother's voice.
","आन् एकाएकीच मला माज्या वळकीचा आवाज आयकू आला.
"
"And then, just a few days later, my grandmother died.
","व नंतर काही दिवसांनी माजी आज्जी पण मरण पावली .
"
"And his grandmother was with him.
","त्याचे मामाही त्याच्याबरोबर होते.
"
"Prince William and Kate Middleton already know about the plans of the crowned grandmother, she personally informed them about this before their trip to India and Bhutan.
","प्रिन्स विल्यम आणि केट मिडलटन यांनी ताज्या दाणीच्या योजनांविषयी आधीच माहिती दिली आहे, त्यांनी भारत व भूतानच्या त्यांच्या प्रवासापूर्वी वैयक्तिकरित्या त्यांना याबद्दल माहिती दिली.
"
"Dad and my grandmother would have been extremely pleased.
","दादाजी आणि दादी खूप खुश होते.
"
"Sharif's daughter Maryam Sharif thanked the Indian PM for gifting a beautiful shawl to her grandmother.
","शरीफ यांची मुलगी मरियम शरीफने ट्विट केले की, भारताच्या पंतप्रधानांनी व्यक्त केलेल्या आभाराबद्दल धन्यवाद.
"
"At that time, her grandmother passed away.
","याच काळात तिची अम्मी गेली.
"
"Their father and grandmother work in the plantation.
","आई-वडील आणि मोठी भावंडे शेतामध्ये मोलमजुरीचे काम करतात.
"
"A 15-year-old girl is said to have committed suicide at Mumbai for being scolded by her grandmother for the use of TikTok Mobile App.
","टिक-टॉक अॅपच्या हट्टापायी एका 15 वर्षीय मुलीनं आत्महत्या केल्याची धक्कादायक घटना मुंबईतील भोईवाडा इथं समोर आली.
"
"Both my grandmothers and my mother are great cooks.
","माझी आई आणि माझी सासू या दोघीही उत्तम स्वयंपाक बनवतात.
"
"But the grandmother?
","पण दादा?
"
"Actress Ananya Pandey posted a picture of her maternal and paternal grandmothers.
","अभिनेत्री अनन्या पांडेने तिच्या लहानपणीचा एक व्हिडीओ शेअर केला आहे.
"
"A couple of years ago, her grandmother died.
","काही वर्षापूर्वीच तिची आई वारली.
"
"A man from Nagpur allegedly killed his girlfriend's brother and grandmother, the police claimed
","नागपुरात पोलिसांच्या मारहाणीत तरुणाचा मृत्यू झाल्याचा नातेवाईकांचा आरोप
"
"And she’s also a grandmother.
","त्यासोबतच ती एक आईदेखील आहे.
"
