eng_Latn,mar_Deva
"All of my family - my husband and children, my mother and father, my brother and sister-in-law, grandparents, aunts, uncles, cousins, nephews, all of them.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"He also attacked his mother and his uncle.
","तसंच तिला आणि तिच्या आईला मारहाण केली.
"
"His uncle is Anil Kapoor.
","त्याचं नाव आहे, अनिल कपूर.
"
"Participants included the mother, father, an aunt, and an uncle.
","मृतांमध्ये आई, वडील, भाऊ, बहीण यांचा समावेश आहे.
"
"And a brother and three uncles.
","शिवाय सावत्र तीन भाऊ व बहीण.
"
"As Spider-Man’s uncle said: “with great power comes great responsibility”.
","मन स्पाइडरमॅन म्हणतो त्याप्रमाणे, “महान सामर्थ्यासोबत येते मोठी जबाबदारी”.
"
"After the police interrogated the accused, he confessed to killing his aunt and uncle.
","पोलिसांनी आरोपीकडे चौकशी केल्यानंतर त्यानेच आपल्या बहिणीचा बलात्कार करुन हत्या केल्याचे कबूल केले.
"
"Raj Kapoor and his uncle Trilok Kapoor were born in the building.
","याच वास्तूत पृथ्वीराज यांचा लहान भाऊ त्रिलोक कपूर आणि पृथ्वीराज यांचे पुत्र राज कपूर यांचा जन्म झाला.
"
"His uncle has suffered injuries in the accident.
","तर त्यांची नात अपघातात जखमी झाली आहे.
"
"After his father’s death, his aunt and uncle helped his mother raise him.
","वडील वारल्यानंतर प्रतीकची आई आणि आजी यांनी मोलकरणीची कामे करून त्याला वाढवले.
"
"Both his father and uncle were musicians.
","त्याचे आई आणि वडील दोघेही गायक आणि अभिनेते होते.
"
"Police has arrested victim’s uncle in this connection.
","या प्रकरणी चुलत्याला सांगवी पोलिसांनी ताब्यात घेतले आहे.
"
"Amit uncle !
","अम~याचा बॅचमेट!
"
"Brother, father and uncle are physicians and his sister is a technologist.
","निताशाचे आई, भाऊ, मावशी डॉक्टर आहेत तर वडील सॉफ्टवेअर इंजिनिअर आहेत.
"
"A grandparent, an aunt and uncle.
","वडील, आजोबा आणि पणजोबा.
"
"His maternal grandfather, Shri Sukhdev Mishra and maternal uncle Chaubey trained him in Kathak.
","श्री सुखदेव महाराज मिश्रा या त्यांच्या वडिलांनी त्यांना कथ्थकची उत्तम तालीम आणि प्रशिक्षण दिले.
"
"""""""Actor Arjun Kapoor will soon be seen sharing screen space for the first time with his uncle Anil Kapoor.""
","या सिनेमात पहिल्यांदाच अनिल कपूर आपला पुतण्या अर्जुन कपूरसोबत दिसणार आहे.
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","मुलीच्या हत्येप्रकरणी आरोपीसह मुलीची आई आणि आणखी एका व्यक्तीला पोलिसांनी अटक केली आहे.
"
"All of my aunts and uncles, all of my cousins, my siblings, my husband, my husband’s parents, his sibling, aunts, uncles and cousins.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","त्यानंतर पारध पोलिसांनी सासू, सासरे आणि पतीच्या विरोधात गुन्हा दाखल करून आरोपींना अटक केली आहे.
"
"The girl lived with his uncle, aunt and grandparents.
","पिडीत मुलगी ही तिचे आई-वडिल, आजी व भाऊ असे एकत्र राहत होते.
"
"Alanna Panday is Ananya Panday’s uncle Chikki Panay’s daughter.
","अलाना ही चंकी पांडेचा भाऊ चिक्की पांडेची मुलगी आहे.
"
"And what did you uncle ultimately do?
","मग शेवटी केलंत काय तुम्ही?
"
"A number of senior party leaders, including her uncle and senior party leader Gopinath Munde and state BJP president Nitin Gadkari, were present on the occasion.
","याप्रसंगी भाजपाचे राष्ट्रीय सरचिटणीस गोपीनाथ मुंडे, प्रदेशाध्यक्ष नितीन गडकरी, उपाध्यक्ष किरीट सोमय्या आदी नेते उपस्थित होते.
"
"And my mom is there, my dad, my aunt, my uncle, my sister.
","त्यात मी, आई, पप्पा, भाऊ, बहीण आणि माझी आजी इतके जण राहतो.
"
"A case has been registered against unidentified persons at Gujarat city police station on the request of the slain child’s uncle.
","याप्रकरणी मृताच्या मुलाच्या तक्रारीवरून अज्ञात आरोपीविरुद्ध गाडगेनगर पोलिसांनी गुन्हा नोंदविला.
"
"A mentor can be a parent, brother, sister, grandparent, uncle, aunt or guardian.
","विश्वस्त म्हणून आई, वडील, भाऊ, बहिण किंवा नातेवाईक, मित्र असू शकतात.
"
"His uncle Mehul Choksi, also accused of cheating Punjab National Bank (PNB), is currently in Antigua.
","पंजाब नॅशनल बँक घोटाळा प्रकरणातील फरार हिरे व्यापारी आरोपी मेहूल चोक्सी सध्या अँटिग्वामध्ये वास्तव्याला असून त्याला त्या देशाचे नागरिकत्व प्राप्त आहे.
"
"Kishan Singh was Shaheed Bhagat Singh’s father and Ajit Singh was his uncle.
","वीर भगत सिंगांच्या वडिलांचे नाव सरदार किशन सिंग आणि आईचे नाव विद्यावती, असे होते.
"
"A family foursome with father, mother, daughter and uncle (mother's brother).
","एखादे आई, वडील, बहीण, भाऊ असे चौकोनी कुटुंब असते.
"
"After hectic confabulations involving Akhilesh Yadav's warring uncle Shivpal Yadav, Mulayam and the Chief Minister, Shivpal tweeted that on the SP supremo's directive, expulsion of Akhilesh and Ramgopal Yadav from SP was being revoked with immediate effect.
","मुलायम आणि अखिलेश यांच्यात वाद, मतभेद मिटले असून अखिलेश आणि रामगोपाल यादव यांचं निलंबन मागे घेण्यात येत असल्याची माहिती शिवपाल यादव यांनी ट्विट करून दिली.
"
"Her father, grandfather, uncle and maternal uncle.
","दादा मोठा, भाऊ छोटा, मम्मी त्यांची आई आणि आण्णा त्यांचे वडील.
"
"After the death of Peshwa Madhav Rao, his younger brother, Narain Rao succeeded him but it was his uncle, Raghunath Rao who wanted to become the Peshwa.
","श्रीमंत माधवराव पेशव्यांचे निधन झाल्यानंतर त्यांचे लहान भाऊ नारायणराव पेशवे झाले, पण त्यांचा खून झाला अन् त्यांचा मुलगा सवाई माधवराव गादीवर आले.
"
"He is the uncle of former Jammu and Kashmir Chief Minister Omar Abdullah. .
","ते माजी मुख्यमंत्री उमर अब्दुल्ला यांचे वडील आहेत.
"
"His father, mother, uncle and sister-in-law also got injured, the police said.
","फातिमाने पोलिसांना दिलेल्या माहितीनुसार आपले आजोबा, आजी, आत्या, व वडिलांनी आईच्या केसाला धरून तिची मारहाण केली.
"
"And so does my uncle.
","तसंच माझी नंदा आत्या.
"
"A family of two children, their parents, an uncle and a grandma.
","दोन लहान भाऊ, बहीण, आई, वडील असा त्यांचा परिवार.
"
"Currently, he lives in the house with his uncle, aunt, parents, and his girlfriend.
","सध्या ती आपले वडिल, सावत्र आई आणि सावत्र भावंडांसह राहते.
"
"A relative includes children, parents, stepchildren, siblings, aunts, uncles, cousins, and in-laws of the participant.
","हे पालक, मुले, दत्तक मुले, पती-पत्नी, भाऊ, बहिणी, आणि आजी आजोबा समावेश यांचा समावेश आहे.
"
"Arjun features in a double role with Anil Kapoor playing his on-screen uncle.
","या सिनेमात अभिनेता अर्जुन कपूर आणि अनिल कपूर दोघांचे डबल रोल आहेत. . मुबारका सिनेमात अनिल कपूर ख-या अर्थानं भाव खाउन जातो.
"
"She had an uncle.
","तिला एक मुळ्या होता.
"
"Among the other accused, Nirav Modi and his uncle Mehul Choksi are the main accused in the PNB loan fraud, who have been charged in nearly half-a-dozen cases.
","दरम्यान, नीरव मोदी आणि मेहुल चोकसी हे साडेतेरा हजार कोटी रुपयांच्या पीएनबी घोटाळ्यातील मुख्य आरोपी आहेत.
"
"Later, her uncle took her to home.
","त्यानंतर मोठ्या भावाने त्याला घरी नेले.
"
"Her father, author Manish Ghatak, was part of the Kallol movement in Bengali writing, while her uncle was filmmaker Ritwik Ghatak.
","त्यांचे वडील मनीष घटक हे बंगाली लेखक, तर भाऊ ऋत्विक घटक हा चित्रपट दिग्दर्शक होता.
"
"Their parents and uncle were also present with them.
","अतुल सोबत त्याचे आई – वडील दोघेही उपस्थित होते.
"
"Bob’s father and his two uncles were doctors.
","त्यांचे वडील व आजोबा हे दोघही डॉक्टर होते.
"
"Akhilesh Yadav's re-election as party chief was announced by his uncle Ram Gopal Yadav at a national convention of the Samajwadi Party.
","समाजवादी पक्षाचे वरिष्ठ नेते राम गोपाल यादव यांनी आग्रा येथे पक्षाच्या राष्ट्रीय कार्यकारिणीच्या बैठकीत एकमताने अखिलेश यांची अध्यक्षपदी निवड झाल्याचे जाहीर केले.
"
"Dad and my uncles took care of everything.
","आजी, आजोबा सर्वांवर लक्ष ठेवून असायचे.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","सुनेच्या तक्रारीवरून सासरा, पती आणि सासूवर पोलिसांनी गुन्हे नोंदविले आहेत.
"
"Along with his uncle Mehul Choksi of Gitanjali Group, Nirav Modi left the country before the CBI formally started investigating the PNB scam.
","पीएनबी घोटाळा उघड होण्यापूर्वीच मेहुल चोक्सी आणि त्याचा भाचा नीरव मोदी हे देश सोडून पळून गेले.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","तेव्हा तुळीज पोलिसांनी पतीसह, सासू, सासरा, नणंद यांच्याविरोधात गुन्हा दाखल केला आहे.
"
"At the time of his birth his grandfather, mother and father, three aunts, an uncle and four siblings all lived in the house.
","लहाणपणी माझे वडील, त्यांचे सख्खे चार भाऊ, तिन बहिणी, त्यांचे दोन चुलत भाऊ त्या वाड्यात राहत असत.
"
"“Come on uncle!
","‘चला ना आजी’!
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","आई-वडील, मुलं, नातवंड सगळे एकत्र आलेत.
"
"All the uncles were there.
","तेथे सारे कोळीबांधव राहत असत.
"
"And my dad and my uncle loved it.
","आई-बाबा आणि मला तो खूप आवडायचा.
"
"The accused is the son of victim's father's paternal uncle.
","आरोपी हा पीडितेचा जन्मदाता बाप आहे.
"
"Sambhaji Patil Nilangekar (BJP), grandson of former chief minister Shivajirao Patil Nilangekar, is pitted against his uncle Ashok Patil Nilangekar (Congress) in Nilanga.
","तर निलंग्यातील माजी मुख्यमंत्री शिवाजीराव पाटील-निलेंगकर यांचे पुत्र अशोक पाटील यांना पुतणे कॅबिनेट मंत्री संभाजी पाटील निलंगेकर यांनी पराभूत केले.
"
"Along with Nirav Modi, his uncle Mehul Chowksi too is accused of defaulting on the bank loans.
","पंजाब नॅशनल बॅंक घोटाळ्यात नीरव मोदी सोबत मेहुल चोकसी वरही आरोप आहेत.
"
"After his father`s untimely death, he continued his music lessons with his uncle, Abdulla Khan and also from Haider Khan.
","वडिलांच्या मृत्यूनंतर लतादीदींनी उस्ताद अमान अली खान ह्यांच्या कडे शास्त्रीय संगीताचे धडे गिरवले तसेच गुलाम हैदर ह्यांनी सुद्धा लतादीदींना सुरुवातीच्या काळात मार्गदर्शन केले.
"
"Nirav Modi is in London jail while his uncle Mehul Choksi is hiding in Antigua.
","नीरव मोदी सध्या लंडनमध्ये असून मेहुल चोक्सी हा ऑण्टिग्वामध्ये आहे.
"
"A womans guardian can be her father, her husband, her brother, uncle or son.
","‘पालक’ पुरुष हा स्त्रीचा नवरा, वडील, भाऊ, मुलगा यापैकी कोणीही असू शकतो.
"
"The film will also star Kareena Kapoor Khan, Ranveer Singh, Vicky Kaushal, Bhumi Pednekar and Janhvi’s uncle, actor Anil Kapoor.
","रणवीरसोबत अभिनेता विकी कौशल देखील या चित्रपटात त्याच्या भावाची भूमिका साकारणार आहे आणि या दोघांसोबत अभिनेत्री करिना कपूर आणि आलिया भट देखील दिसणार आहेत.
"
"A volunteer can be a parent, friend, grandparent, aunt, uncle, and older brother or sister.
","विश्वस्त म्हणून आई, वडील, भाऊ, बहिण किंवा नातेवाईक, मित्र असू शकतात.
"
"One of the accused is the girl’s paternal uncle.
","यातील एक आरोपी मुलीच्या वडीलाचे मित्र आहे.
"
"The faces of my father, grandfather and uncles began flashing before my eyes.
","माझ्या डोळ्यापुढून आई-बाबा, इन्नी यांचे चेहरे तरळून गेले.
"
"10-year-old girl sexually assaulted by her uncle
","10 वर्षांच्या अल्पवयीन मुलीवर वडिलांकडून बलात्कार
"
"“I have six maternal uncles and three aunts.
","”मला सहा बहिणी आहेत, मलाही तीन मुली आहेत.
"
"The woman's father, mother and uncle have been arrested in connection with the killing.
","हीनाच्या मृत्यू प्रकरणी तिचा सासरा, सासू आणि पतीला अटक करण्यात आली.
"
"Following this, victim’s uncle filed a case with the police in this regard.
","' या घटनेनंतर हत्या झालेल्या व्यक्तीच्या भावाने पोलिस ठाण्यात तक्रार दाखल केली.
"
"Pant’s family also has links to the BJP – his uncle, Bhupesh Joshi was a close aide of the late Union parliamentary affairs minister Ananth Kumar.
","पंत यांचे नातेवाईक भुपेश जोशी दिवंगत केंद्रीयमंत्री अनंतकुमार यांच्या निकट होते.
"
"At the age of 7, his uncle died.
","ते 7 वर्षाचे असतांना त्यांच्या वडिलांचे निधन झाले.
"
"An argument ensued between the girl’s father and the uncle.
","त्यावरुन मुलगी आणि वडिलांमध्ये वाद झाला.
"
"Bob is my uncle.
","भाउ म्हणजे माझे आजोबा.
"
"Both his father and uncle are working musicians.
","त्याचे वडील व आजोबा दोघेही गवंडी काम करतात.
"
"“Don’t worry uncle.
","“ आपण मुळीच चिंता करू नका दादा.
"
"Special PMLA court in Mumbai issued non-bailable warrant against absconding diamantaire Nirav Modi and his uncle Mehul Choksi in connection with PNB fraud case.
","पंजाब नॅशनल बँकेत घोटाळा करणारा हिरे व्यापारी नीरव मोदी आणि मेहुल चोक्सी यांच्याविरोधात विशेष PMLA न्यायालयाने अजामीनपात्र अटक वॉरंट जारी केले आहे.
"
"All three of their grandfathers, their father, aunts and uncles served in the US military.
","वडील, आजोबा आणि पणजोबा अशा तिघांनी सैन्यात सेवा केली आहे.
"
"I attribute my success to my parents and uncles.
","त्यामुळे माझ्या यशाचे श्रेय आई-वडील, भाऊ यांना देतो.
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","याप्रकरणी पोलिसांनी हत्या झालेल्या तरुणीच्या आईसह तिच्या भावालाही अटक केली आहे.
"
"Her parents, brother along with an aunt and uncle died in the accident.
","त्यांचे भाऊ, वहिनी आणि पुतण्या एका अपघातात मृत्युमुखी पडले.
"
"Arjun’s uncle Anil Kapoor and Malaika’s son Arhaan Khan were also spotted at the party.
","या पार्टीमध्ये मलायकाचा मुलगा अरहान आणि सोहेल खानचा मुलगा निरवान देखील सहभागी झाला होता.
"
"A husband, son, brother, father, cousin, or uncle disappears.
","कोणी बाप, कोणी आई तर कोणी पती तर कोणी पत्नी, भाऊ, बहीण गमावले आहेत.
"
"I referred to this man as ‘Anu uncle’, he knew my entire family for decades,” she added.
","मी या माणसाला अनू अंकल म्हणायचे, ते माझ्या पूर्ण परिवाराला ओळखायचे.
"
"My uncle was also killed.
","माझ्या भावांचीही हत्या करण्यात आली आहे.
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","आई-वडील, मुले, नातवेड सगळे एकत्र आलेत.
"
"Nirav Modi and his uncle Mehul Choksi are wanted in the PNB scam.
","पीएनबी घोटाळ्याप्रकरणी चोकसी याचा पुतण्या नीरव मोदी याला अटक केली आहे.
"
"Dad and uncle worked at the mill.
","वडिल पीठाच्या गिरणीत काम करत होते.
"
"Her uncle and his two children were killed.
","दीरानेच वहिनी आणि तिच्या दोन्ही मुलांची केली हत्या
"
"A woman’s guardian can be her father, her husband, her brother, uncle or son.
","‘पालक’ पुरुष हा स्त्रीचा नवरा, वडील, भाऊ, मुलगा यापैकी कोणीही असू शकतो.
"
"This included his mother, father, uncle, aunt, nephew and two cousin brothers.
","त्यात तिचे आईवडील, दोन भाऊ, वहिनी, मावशीची मुलगी आणि पुतण्याचा समावेश होता.
"
"While the infant and his uncle died in the accident, the baby’s mother, ambulance driver and assistant sustained grievous injuries.
","पिडीतेची आई, काकू आणि वाहनचालकाचा या अपघातात मृत्यू झाला, तर पिडीत तरूणी आणि तिचा वकील गंभीर जखमी झाला आहे.
"
"Arjun Kapoor took to social media to share a throwback picture of himself with his cousins, Akshay and Mohit Marwah, and uncle Anil Kapoor.
","अर्जून कपूरसोबत चुलत भाऊ मोहित मारवाह आणि अक्षय मारवाहसोबतचे फोटो शेअर केले आहेत.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","लोणी काळभोर पोलिसांनी पती, सासू, सासरे व नणंद यांच्याविरोधात गुन्हा दाखल केला आहे.
"
"According to the police, the 17-year-old girl stayed with her paternal aunt and uncle.
","पोलिसांनुसार, 17 वर्षीय मुलीला बालपणीच तिचे आजी-आजोबा आपल्या घरी घेऊन गेले होते.
"
"Minor girl raped by maternal uncle
","पित्याकडून पोटच्या अल्पवयीन मुलीवर अत्याचार
"
"And from thereafter he is living with his maternal uncles.
","त्यानंतर आपल्या सासरच्या मंंडळींसोबत ती राहते आहे.
"
"""Ajit Pawar's uncle, NCP chief Sharad Pawar called his nephew's move his """"personal decision and not one endorsed by the party.""
","शरद पवार यांनी अजित पवारांचा निर्णय पक्षाचा निर्णय नसून तो त्यांचा वैयक्तिक निर्णय असल्याचे म्हटले होते.
"
"A teenager raped by her maternal uncle
","सावत्र बापानेच केला अल्पवयीन मुलीवर बलात्कार
"
"It could be parents, siblings, uncles, teachers or someone close to the family.
","या कर्मचाऱ्यांत आपली आई, वडील, भाऊ बहीण, नातेवाईक, मित्र कुणीही असू शकते.
"
"Suresh Raina said that his uncle was slaughtered to death
","सुरेश रैनाने सांगितले त्याच्या आत्याच्या मुलाचेही निधन झाले आहे
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","तरुणाच्या छेडछाडीला कंटाळून महाविद्यालयीन युवतीने केलेल्या आत्महत्येप्रकरणी संबंधित तरुणासह त्याच्या आई-वडिलांना पोलिसांनी अटक केली आहे.
"
"“Are you a friend of my uncle?”
","“तु तुषारचा मित्र ना?
"
"After the death of his parents, he is cared for by his uncle.
","आई-वडिलांचे निधनानंतर आजीच त्यांचा सांभाळ करीत होती.
"
"After the victim narrated the incident, her uncle went to the police station to lodge a complaint.
","या घटनेनंतर पीडितेच्या भावाने पोलिसांना माहिती देत तक्रार दाखल केली.
"
"He married his cousin Naheed Nusrat who was his uncle’s daughter.
","नुसरत याने आपली बहीण नाहीद हिच्यासोबत लग्न केलेय.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","चोक्सी आणि नीरव मोदी यांच्यावर पंजाब नॅशनल बँकेची (PNB) काही बँक अधिकाऱ्यांशी संगनमत करून 13,500 कोटी रुपयांची फसवणूक केल्याचा आरोप आहे.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पोलिसांनी पडवळ नगर, थेरगाव इथे राहणारा तिचा पती, सासरा आणि सासू यांच्याविरोधात गुन्हा दाखल केला आहे.
"
"New Delhi: Chirag Paswan, the embittered leader of one of the factions of the Lok Janshakti Party has approached the Delhi high court challenging Lok Sabha Speaker Om Birla’s decision to recognise his uncle Pashupati Kumar Paras as the leader of the party in the House.
","नवी दिल्ली – सभागृहात पशुपती पारस यांना पक्षनेते म्हणून मान्यता देण्याच्या लोकसभेचे अध्यक्ष ओम बिर्ला यांच्या निर्णयाला आव्हान देताना लोजपा नेते चिराग पासवान यांनी दिल्ली उच्च न्यायालयात धाव घेतली होती.
"
"Her uncle said,
","मावशी म्हणाली,
"
"But his uncle was quiet.
",". पण अनिकेत भाऊजी शांत होते .
"
""" The uncle questioned.
",""" असा प्रश्न नातवाने विचारला.
"
"Nirav Modi and his uncle, Mehul Choksi, are accused of cheating state-owned Punjab National Bank of Rs 11,400 crore.
","नीरव मोदी-मेहुल चोक्सीने 11 हजार 400 कोटींचा घोटाळा केल्याचा आरोप आहे.
"
"I attribute my success to my parents and uncles.
","माझ्या यशाचे श्रेय मी आईवडिलांना तसेच त्यांनी माझ्यावर केलेल्या संस्कारांना जाते.
"
"Sharad Pawar’s nephew Ajit Pawar has backstabbed his uncle by joining hands with the BJP and took oath as deputy chief minister of the state.
","शरद पवार यांचे पुतणे अजित पावार यांनी भारतीय जनता पक्षाशी हातमिळवणी करत उपमुख्यमंत्री पदाची शपथ घेतली.
"
"The incident came to light after the victim's uncle found differences in the girl’s behaviour.
","पीडित मुलीच्या आजीला वागण्यात बदल जाणवल्यानतंर ही घटना उघडकीस आली.
"
"Dad, my mother didn t talk to any uncle.
","वडील, आजी कुणीच काही बोललं नाही.
"
"But don’t forget the uncle.
","पण बारकावे काही विसरू नका.
"
"Modi’s PR team has tried very hard to portray him as the genial old uncle with ascetic tastes and habits, profoundly unconcerned about money, power or fame and a living example of simple thinking and high living.
","मोदींच्या जनसंपर्क गटाने त्यांची ‘एक उमद्या स्वभावाची, विरक्त, पैसा, सत्ता, प्रसिद्धी यांचा कणभरही मोह नसणारी, साधी राहणी आणि उच्च विचारसरणी असणारी जेष्ठ व्यक्ती’ अशी छबी तयार करण्यासाठी प्रयत्नांची पराकाष्ठा केलेली आहे.
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","या हत्येप्रकरणी पोलिसांनी मृत मुलीच्या आईसह तिच्या प्रियकराला अटक केली आहे.
"
"Sohail Khan's son Yohan turns eight and his uncle Salman Khan has the coolest birthday wish for him.
","सलमानचा भाऊ सोहेल खानचा मुलगा योहन नुकताच आठ वर्षांचा झाला.
"
"Rawla police have arrested the girl's grandfather Surmukh Singh, father Nanak Singh and her uncle Shrawan Singh in the case.
","पोलिसांनी सावत्र वडील राजू लक्ष्मण सोळसे, सतीश कनगरे आणि पीडित मुलीची आई अशी तिघांविरोधात गुन्हा दाखल केला आहे.
"
"His grandfather was a village pradhan and his grand uncle was a freedom fighter.
","आजोबा स्वातंत्र्यसैनिक, तर वडील गावचे सरपंच.
"
"And what did his uncle do?
","त्याच्या आज्जीचं काय होतं?
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","याप्रकरणी पोलिसांनी सदर महिलेचा पती, दीर आणि सासऱ्याविरोधात गुन्हा दाखल केला असून हे तिन्ही आरोपी फरार आहेत.
"
"Dad killed by uncle?
","आईच्या वडिलांनी केली हत्या?
"
"My uncle died of a heart attack.
","ह्रदयविकाराच्या झटक्याने माझे पप्पा दगावले.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","सुनेच्या तक्रारीवरून सासरा, पती आणि सासूवर पोलिसांनी गुन्हे दाखल करण्यात आले आहेत.
"
"All of my aunts, uncles and cousins were in attendance.
","माझ्या सर्व बहिणी, काकू, आत्या सर्वांना मनमोकळेपणाने भेटले.
"
"The girl did not have parents and was living with her uncle and aunt.
","मुलीला आई नव्हती, तिचा संभाळ तिची मावशी व वडील करीत होते.
"
"The other two accused who have been arrested include the teenager’s paternal uncle and his 19-year-old son.
","यामधील धक्कादायक प्रकार म्हणजे अत्याचार करणाऱ्यांमध्ये अल्पवयीन मुलीच्या चुलत भावाचा देखील समावेश असून दुसरा संशयितांचे वय 19 आहे.
"
"But, her mother, sister and maternal uncle were present.
","मात्र, आई, भाऊ आणि बहीण यांचा मृत्यू झाला.
"
"Khan’s sister is Sirajuddin Haqqani’s mother, and Jalaluddin Haqqani’s sister is married to Khan’s uncle.
","गढी वाॅर्ड याची आई व इम्तियाज खान सरदार खान याचे वडील सरदार खान हे दोघे बहीण-भाऊ आहेत.
"
"Jeweller Nirav Modi and his uncle Mehul Choksi cheated the state-run bank of Rs 11,400 crore with the involvement of a few employees of the bank, PNB has alleged.
","""नीरव मोदी व त्याच्याशी संबंधित कंपन्यांनी ११,४०० कोटी रुपयांचा घोटाळा केल्याची माहिती देणाऱ्या पंजाब नॅशनल बँकेचे व्यवस्थापकीय संचालक सुनील मेहता यांनी बँकेचे काही कर्मचारी या घोटाळ्यात अडकले असल्याची कबुली दिली आहे.
"
"Brother, uncle and friend.
","भाऊ, वहिनी आणि पुतण्या.
"
"Nirav Modi and his uncle Mehul Choksi are the prime accused in the Punjab National Bank scam.
","नीरव मोदी आणि मेहूल चोक्सी पंजाब नॅशनल बँक घोटाळ्यातील प्रमुख आरोपी आहेत.
"
"Thanks alot uncle.
","मटाला खूप धन्यवाद.
"
