eng_Latn,tel_Telu
"I had an uncle who was my best friend.
","అక్కడ ఒకమ్మాయి నాకు బెస్ట్ ఫ్రెండ్ అయింది.
"
"I have a good eye, uncle; I can see a church by day-light.
","నాకు మంచి కంటి, మామ; నేను రోజు కాంతి ద్వారా ఒక చర్చి చూడవచ్చు.
"
"I have a good eye, uncle; I can see a church by day. light.
","నాకు మంచి కంటి, మామ; నేను రోజు కాంతి ద్వారా ఒక చర్చి చూడవచ్చు.
"
"I have a good eye, uncle; I can see a church by daylight.
","నాకు మంచి కంటి, మామ; నేను రోజు కాంతి ద్వారా ఒక చర్చి చూడవచ్చు.
"
"I have a good eye, uncle; I can see a church by daylight. more...
","నాకు మంచి కంటి, మామ; నేను రోజు కాంతి ద్వారా ఒక చర్చి చూడవచ్చు.
"
"I have just become an uncle.
","నేనేదో అప్పుడే ఒక uncle అయిపోయినట్టు.
"
"I just became an uncle.
","నేనేదో అప్పుడే ఒక uncle అయిపోయినట్టు.
"
"I learned everything from her uncle.
","అవన్నీ నేను ఆంటీ నుంచి నేర్చుకున్నాను.
"
"I love for you, uncle.
","లవ్ యు అంకుల్.
"
"I love you my uncle!
","లవ్ యు నాన్న!
"
"I love you my uncle.
","ఐ లవ్ యు అంకుల్.
"
"I love you uncle.
","ఐ లవ్ యూ అంకుల్.
"
"I love you, my uncle.
","ఐ లవ్ యు అంకుల్.
"
"I love you, uncle.
","ఐ లవ్ యు అంకుల్.
"
"I loved you, uncle.
","ఐ లవ్ యు అంకుల్.
"
"I saw him, uncle.
","చూసాను అంకుల్.
"
"I'll tell my uncle..
",". నాన్నకి నేను చెప్తాలే .
"
"I'm the uncle?
","నేను. . ఆంటీ ఉన్నారా?
"
"Iago Aspas upon his arrival in Vigo met a great disappointment as he together with his parents and uncle who accompanied him were told that the football test were only for children born in the year 1986.
","అతని తల్లిదండ్రులు మరియు అతనితో కలిసి వచ్చిన మామలు కలిసి ఫుట్బాల్ టెస్ట్ సంవత్సరంలో కేవలం జన్మించిన పిల్లలకు మాత్రమే అని చెప్పినందున వీగో తన ఆగమనం మీద Iago Aspas గొప్ప ఆశాభంగం కలిగింది.
"
"If a relative (grandfather, father, uncle or brother) has had prostate cancer, it is advised to get checked at 40 years old.
","కుటుంబంలో ఎవరికైనా (తండ్రి, సోదరుడు, కొడుకు) ప్రోస్టేట్ క్యాన్సర్ ఉన్నట్లయితే మిగతా మగవారు 40 సంవత్సరాల వయసునుంచే ప్రోస్టేట్ స్క్రీనింగ్ చేయించుకోవాలి.
"
"If it is large (lots of kids, or grandparents, aunts, uncles), then the child grows with the collective Outlook.
","అది పెద్ద (పిల్లలు, లేదా తాతల, అత్తమామలు, మేనమామలు చాలా) ఉంటే, పిల్లల పెరిగాడు సామూహిక ప్రపంచ దృష్టికోణాన్ని ఉంది.
"
"If the elderly person is a grandparent, aunt, uncle or related to you in any way, show that you love him or her.
","వృద్ధుడు ఒక తాతగారు, అత్త, మామ, లేదా మీకు ఏ విధంగా అయినా సంబంధం కలిగి ఉంటే, మీరు అతనిని లేదా ఆమెను ప్రేమిస్తున్నారని చూపిస్తారు.
"
"If the elderly person is a grandparent, aunt, uncle, or related to you in any way, show that you love him or her.
","వృద్ధుడు ఒక తాతగారు, అత్త, మామ, లేదా మీకు ఏ విధంగా అయినా సంబంధం కలిగి ఉంటే, మీరు అతనిని లేదా ఆమెను ప్రేమిస్తున్నారని చూపిస్తారు.
"
"If you are a second-degree relative (aunt, uncle, niece, nephew, grandparent, grandchild or half-sibling), your risk is 1 in 39.
","మీరు రెండవ-స్థాయి బంధువు (అత్త, మామ, మేనకోడలు, మేనల్లుడు, తాత, మనుమరాలు లేదా సగం-తోబుట్టువులు) అయితే, మీ ప్రమాదం 39 లో 1.
"
"If you are a second-degree relative - aunt, uncle, niece, nephew, grandparent, grandchild, or half-sibling - your risk is 1 in 39.
","మీరు రెండవ-స్థాయి బంధువు అయిన అత్త, మామ, మేనకోడలు, మేనల్లుడు, తాత, మనుమడు లేదా సగం-తోబుట్టువు - మీ ప్రమాదం 39 లో 1.
"
"If you believe what you have just read, then you must feel compelled to send it to every concerned parent or guardian, grandparents, uncles, aunts, whatever and whomever.
","మీరు చదివినదాన్ని మీరు నమ్మితే, మీరు ప్రతి సంబంధిత పేరెంట్ లేదా సంరక్షకుడు, తాత, తల్లిదండ్రులు, అత్తాలు, ఎవరికి మరియు ఎవరికి పంపాలని ఒత్తిడి చెయ్యాలి.
"
"If you believe what you have just read, then you must feel compelled to send to every concerned parent or guardian, grandparents, uncles, aunts, whatever and whomever.
","మీరు చదివినదాన్ని మీరు నమ్మితే, మీరు ప్రతి సంబంధిత పేరెంట్ లేదా సంరక్షకుడు, తాత, తల్లిదండ్రులు, అత్తాలు, ఎవరికి మరియు ఎవరికి పంపాలని ఒత్తిడి చెయ్యాలి.
"
"If you believe what you have just read, then you must feel compelled to share it or send it to every concerned parent or guardian, grandparents, uncles, aunts, whatever and whomever.
","మీరు చదివినదాన్ని మీరు నమ్మితే, మీరు ప్రతి సంబంధిత పేరెంట్ లేదా సంరక్షకుడు, తాత, తల్లిదండ్రులు, అత్తాలు, ఎవరికి మరియు ఎవరికి పంపాలని ఒత్తిడి చెయ్యాలి.
"
"If you really don't want to celebrate Thanksgiving, for whatever reasons, whether it's because you're troubled by the treatment of Native Americans by Europeans, or whether you just can't face the idea of sitting next to your racist uncle again this year, then you do have options.
","మీరు నిజంగా థాంక్స్ గివింగ్ జరుపుకోవాలనుకుంటే, ఏమైనా కారణాల కోసం, ఐరోపావాసులచే నేటివ్ అమెరికన్స్ చికిత్స ద్వారా మీరు కలత చెందుతారు, లేదా ఈ సంవత్సరం మీ జాత్యహంకార మామ పక్కన కూర్చొని ఆలోచనను ఎదుర్కోలేకపోతుందా?
"
"If you want to use DNA to determine ancestry through any of your other six great-grandparents you will need to convince an aunt, uncle, or cousin who descends directly from that ancestor through an all-male or all-female line to provide a DNA sample.
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"If you want to use DNA to determine ancestry through any of your other six great-grandparents you will need to convince an aunt, uncle, or cousin who descends through an all-male or all-female line to provide a DNA sample.
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"If you wish to use DNA in order to establish ancestry through any of your other six great-grandparents, then you will need to convince an aunt, uncle, or cousin who descends directly from that ancestor through an all-male or all-female line to provide a DNA sample.
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"If your health insurance is tax deductible taking a tax write off for health insurance premiums can have a big impact on how much you owe uncle sam.
","మీ ఆరోగ్య భీమా పన్ను తగ్గించదగినది అయినట్లయితే, ఆరోగ్య భీమా ప్రీమియంల కోసం పన్ను రాయితీని తీసుకోవడం అంకుల్ సామ్కి ఎంత రుణపడి ఉంటుంది అనేదాని మీద పెద్ద ప్రభావం చూపుతుంది.
"
"If your health insurance is tax deductible, taking a tax write-off for health insurance premiums can have a big impact on how much you owe uncle sam however, the rules about when health.
","మీ ఆరోగ్య భీమా పన్ను తగ్గించదగినది అయినట్లయితే, ఆరోగ్య భీమా ప్రీమియంల కోసం పన్ను రాయితీని తీసుకోవడం అంకుల్ సామ్కి ఎంత రుణపడి ఉంటుంది అనేదాని మీద పెద్ద ప్రభావం చూపుతుంది.
"
"If your health insurance is tax deductible, taking a tax write-off for health insurance premiums can have a big impact on how much you owe uncle sam.
","మీ ఆరోగ్య భీమా పన్ను తగ్గించదగినది అయినట్లయితే, ఆరోగ్య భీమా ప్రీమియంల కోసం పన్ను రాయితీని తీసుకోవడం అంకుల్ సామ్కి ఎంత రుణపడి ఉంటుంది అనేదాని మీద పెద్ద ప్రభావం చూపుతుంది.
"
"Imran Khan has acted as a child actor in uncle Aamir Khan's films Qayamat Se Qayamat Tak and Jo Jeeta Wohi Sikander.
","ఇమ్రాన్ ఖాన్ కెరీర్ విషయానికి వస్తే, బాలనటుడిగా ఖయామత్ సే ఖయామత్ తక్, జో జీతా వహీ సికందర్ అనే చిత్రాలలో నటించాడు.
"
"In 1296 'Ala al-Din Khalji had murdered his uncle and taken the throne of Delhi.
","ఇక 1296లో అల్లావుద్దీన్ ఖిల్జీ, తన మామని చంపి, రాజ్యవిస్తీర్ణ చేసుకునే నేపథ్యంలో దండయాత్రలు సాగించాడు.
"
"In 1870, the father of the artist died, and he began to take care of his maternal uncle, who also dreams of the glory of a talented artist and is looking for an opportunity to earn money.
","1870 లో, కళాకారుడు యొక్క తండ్రి మరణించాడు, మరియు అతను కూడా కీర్తి, ఒక నైపుణ్యం కళాకారుడు కలలు మరియు సంపాదించడానికి అవకాశం కోసం చూసే తన తల్లి వైపు తన మామ, యొక్క శ్రద్ధ వహించడానికి ప్రారంభమైంది.
"
"In 1880 his family moved to the city of Munich where his father and uncle opened a company.
","1880 లో అతని కుటుంబం మ్యూనిచ్ కు తరలి వెళ్ళింది, అక్కడ అతని తండ్రి ఇంకా అంకుల్ కలసి విధ్యుత్ సాంకేతిక దారం జే. ఐన్ స్టీన్ & సై.
"
"In 1880, the family moved to Munich, where Einstein&apos;s father and his uncle Jakob founded Elektrotechnische Fabrik.
","1880 లో అతని కుటుంబం మ్యూనిచ్ కు తరలి వెళ్ళింది, అక్కడ అతని తండ్రి ఇంకా అంకుల్ కలసి విధ్యుత్ సాంకేతిక దారం జే. ఐన్ స్టీన్ & సై.
"
"In 1880, the family moved to munich, where einstein s father and his uncle jakob founded.
","1880 లో అతని కుటుంబం మ్యూనిచ్ కు తరలి వెళ్ళింది, అక్కడ అతని తండ్రి ఇంకా అంకుల్ కలసి విధ్యుత్ సాంకేతిక దారం జే. ఐన్ స్టీన్ & సై.
"
"In 1880, the family moved to munich, where einstein's father and his uncle jakob founded.
","1880 లో అతని కుటుంబం మ్యూనిచ్ కు తరలి వెళ్ళింది, అక్కడ అతని తండ్రి ఇంకా అంకుల్ కలసి విధ్యుత్ సాంకేతిక దారం జే. ఐన్ స్టీన్ & సై.
"
"In 1920-21, Bradman acted as scorer for the local Bowral team, captained by his uncle George Whatman.
","1920-21లో, బ్రాడ్మాన్ అతని మేనమామ జార్జ్ వాట్మాన్ కెప్టెన్గా వ్యవహరిస్తున్న స్థానిక బౌరాల్ జట్టులో ఒక స్కోరెర్ వలె పేరు గాంచాడు.
"
"In 1967, Goyal began his career as a cashier in his maternal uncle Seth Charan Das Ram Lal's travel agency, East West Agencies, at a starting salary of Rs 300 a month.
","1967లో, నరేష్ తన మేనమామ సేఠ్ చరణ్ దాస్ రాం లాల్ ట్రావెల్ ఏజెన్సీ ఈస్ట్ వెస్ట్ ఏజెన్సీస్ లో క్యాషియర్ గా కెరీర్ ప్రారంభించారు.
"
"In 1980, Eithne joined Clannad, the band composed of her siblings Máire, Pól, and Ciarán and twin uncles Noel and Padraig Duggan.
","1980లో, ఎన్య క్లనాడ్ టో కలసి పనిచేసింది, ఈ బ్యాండ్లో ఆమె తోబుట్టువులు మైర్ (మోయా), పోల్, మరియు సియరన్ మరియు కవల అంకుల్స్ నోయెల్ మరియు పడ్రైగ్ దుగ్గన్ లతో ఏర్పడింది.
"
"In 1980, Enya worked with Clannad, the band composed of her siblings Máire (Moya), Pól, and Ciarán and twin uncles Noel and Padraig Duggan.
","1980లో, ఎన్య క్లనాడ్ టో కలసి పనిచేసింది, ఈ బ్యాండ్లో ఆమె తోబుట్టువులు మైర్ (మోయా), పోల్, మరియు సియరన్ మరియు కవల అంకుల్స్ నోయెల్ మరియు పడ్రైగ్ దుగ్గన్ లతో ఏర్పడింది.
"
"In 1980, Enya worked with Clannad, the band composed of her siblings Máire (Moya), Pól, and Ciarán and twin uncles Noel and Pádraig Duggan.
","1980లో, ఎన్య క్లనాడ్ టో కలసి పనిచేసింది, ఈ బ్యాండ్లో ఆమె తోబుట్టువులు మైర్ (మోయా), పోల్, మరియు సియరన్ మరియు కవల అంకుల్స్ నోయెల్ మరియు పడ్రైగ్ దుగ్గన్ లతో ఏర్పడింది.
"
"In 2002, Andre DiMera (posing as Tony) claimed that his uncle had died from injuries sustained from a car crash in Monte Carlo.
","2002 లో, ఆండ్రీ డిమెరా, తన బంధువు టోనీగా నటిస్తూ, సెంటేకు తిరిగి వచ్చాడు, స్టెఫానో మోంటే కార్లోలో కారు ప్రమాదంలో గాయపడిన గాయాల నుండి మరణించాడు.
"
"In 2014, SHRM proposed a Bereavement Leave Policy allowing up to three days of paid leave for an immediate family member; one day for family members such as brothers-in-law, aunt or uncle; and four hours for a fellow employee.
","2014 లో, ఎస్హెచ్ఆర్ఎం తక్షణ కుటుంబ సభ్యునికి మూడు రోజుల వరకు చెల్లింపు సెలవులను అనుమతించే బిరేవ్మెంట్ లీవ్ పాలసీని ప్రతిపాదించింది; బావమరిది, అత్త లేదా మామ వంటి కుటుంబ సభ్యులకు ఒక రోజు; మరియు తోటి ఉద్యోగికి నాలుగు గంటలు.
"
"In August 2012, Mahindra took on the role of chairman of the board and managing director of the Mahindra Group from his uncle, Keshub Mahindra.
","2012 ఆగస్టులో తన మామ కేశుబ్ మహీంద్రా నుంచి మహీంద్రా గ్రూపు ఛైర్మన్గా బాధ్యతల స్వీకరించారు.
"
"In August 2012, he took on the role of Chairman of the board and Managing Director of the Mahindra Group from his uncle, Keshub Mahindra.
","2012 ఆగస్టులో తన మామ కేశుబ్ మహీంద్రా నుంచి మహీంద్రా గ్రూపు ఛైర్మన్గా బాధ్యతల స్వీకరించారు.
"
"In August 2012, he took on the role of chairman of the board and managing director of the Mahindra Group from his uncle, Keshub Mahindra
","2012 ఆగస్టులో తన మామ కేశుబ్ మహీంద్రా నుంచి మహీంద్రా గ్రూపు ఛైర్మన్గా బాధ్యతల స్వీకరించారు.
"
"In August 2012, he took over the position of the Chairman of the board and Managing Director of the Mahindra group from his uncle Keshub Mahindra.
","2012 ఆగస్టులో తన మామ కేశుబ్ మహీంద్రా నుంచి మహీంద్రా గ్రూపు ఛైర్మన్గా బాధ్యతల స్వీకరించారు.
"
"In May 1942, at the age of 20, NTR married Basava Tarakam, the girl of his maternal uncle.
","1942 మే నెలలో. . 20 ఏళ్ల వయసులో ఎన్టీఆర్కు తన మేనమామ కూతురు బసవతారకంతో వివాహమైంది.
"
"In May 1942, when he was 20, Rama Rao married Basava Tarakam, the daughter of his maternal uncle.
","1942 మే నెలలో అంటే ఎన్టీఆర్ కు 20 ఏళ్ళ వయసు ఉన్నప్పుడు మేనమామ కుమార్తె అయిన బసవ రామతారకాన్నిపెళ్లి చేసుకున్నారు.
"
"In about 1510 he went to the New World with several brothers and an uncle: they soon found work as soldiers in the various expeditions of conquest that originated on Hispaniola, including the brutal conquest of Cuba.
","సుమారు 1510 లో అతను న్యూ వరల్డ్ కు అనేకమంది బ్రదర్స్ మరియు ఒక మామతో కలిసి వెళ్ళాడుః క్యూబా యొక్క క్రూరమైన విజయంతో సహా హిస్పానియోలా నుండి వచ్చిన అనేక దండయాత్రల్లో సైనికులుగా వారు పని చేశారు.
"
"In addition to the connection to Henry VI by her first marriage, Jacquetta also had a connection to Henry's wife, Margaret of Anjou: her sister had married Margaret's uncle.
","హెన్రీ VI కి తన మొదటి వివాహంతో సంబంధం ఉన్న కారణంగా, హెన్రీ భార్య, అంజౌ యొక్క మార్గరెట్కు ఒక సంబంధం ఉందిః ఆమె సోదరి మార్గరెట్ మామను వివాహం చేసుకుంది.
"
"In addition to the fact that now everyone has a tiny miracle, every member of the family also received a new status: the wife became a mother, the husband became a father, the sisters became aunts, the brothers - uncles, the popes - grandparents, moms - grandmothers.
","అన్ని తరువాత, ఆ తప్ప ఇప్పుడు మేము అన్ని ఒక చిన్న అద్భుతం కలిగి, మరియు కూడా ప్రతి కుటుంబం సభ్యుడు ఒక కొత్త స్థితి అందుకున్నాడుః మహిళ ఒక తల్లి, ఒక భర్త మారింది - పినతండ్రులు, తండ్రులు - - grandfathers, తల్లులు - నానమ్మ, అమ్మమ్మల తండ్రి, సోదరీమణులు అత్తమామలు, సోదరులు మారింది.
"
"In addition to the gradual class shifts over time, starting with the great military leader, seven-time consul, and uncle of Julius Caesar (100-44 B.C.), Gaius Marius (157-86 B.C.), men of the proletariat class - far from being excluded from military service - joined the army in large numbers as a way to earn a living.
","కాలక్రమేణా తరగతి క్రమంగా, గొప్ప సైనిక నాయకుడు, 7-సార్లు కాన్సుల్ మరియు జూలియస్ సీజర్ (100-44 BC), గయస్ మారియస్ (157-86 BC), శ్రామికుల తరగతి పురుషులు - దూరంగా సైనిక సేవ నుండి మినహాయించి నుండి - ఒక దేశం సంపాదించడానికి మార్గంగా పెద్ద సంఖ్యలో సైన్యంలో చేరారు.
"
"In another situation, the uncle he was staying with committed suicide because his land was being seized by authorities.
","ఇంకొక పరిస్థితిలో, మామిడి ఆత్మహత్యతో ఉంటున్న కారణంగా, అతని భూములను అధికారులు స్వాధీనం చేసుకున్నారు.
"
"In certain communities, the maternal uncle or maternal grandfather presents the girl with a set of bangles as a symbol of their blessings.
","కొన్ని వర్గాలలో, మాత మామ లేదా తల్లి తరపు తాత అమ్మాయిని ఆశీర్వాదం యొక్క చిహ్నంగా గాజు సమితితో ప్రదర్శిస్తుంది.
"
"In my experience, the use of the term II generally indicates a son who has been named after a family member other than their father, such as a grandfather or an uncle.
","నా అనుభవంలో, II అనే పదాన్ని సాధారణంగా ఒక తాత మినహాయించి, ఒక తండ్రి లేదా మగ వంటి కుటుంబ సభ్యుని పేరు పెట్టబడిన ఒక కుమారుడిని సూచిస్తుంది.
"
"In some of the local languages, the terms were even more precisely defined, with separate words for a father's elder and younger brothers and special terms for uncles on one's mother's and one's father's side, as well as words to distinguish between mother's sisters and uncle's wives, blood uncles and uncles by marriage.
","స్థానిక భాషలలో కొన్ని, నిబంధనలు మరింత ఖచ్చితంగా నిర్వచించబడ్డాయి, తండ్రి యొక్క పెద్ద మరియు యువ సోదరుల కోసం ప్రత్యేక పదాలతో మరియు తల్లి యొక్క సోదరి మరియు ఒకరి తండ్రి వైపు, అలాగే తల్లి సోదరీమణులు మరియు మామల భార్యల మధ్య గుర్తించడానికి పదాలు ప్రత్యేక పదాలు, రక్తం పినతండ్రులు మరియు వివాహం ద్వారా పినతండ్రులు ఉన్నారు.
"
"In the 1950s, buying a car was a family affair that included aunts, uncles, cousins and sometimes neighbors.
","1950 వ దశకంలో, ఒక కారు కొనుగోలు చేయడం అనేది అత్తమామలు, పినతండ్రులు, దాయాదులు మరియు కొన్నిసార్లు పొరుగువారితో కూడిన కుటుంబ వ్యవహారం.
"
"In the film, he will share the screen for the first time with uncle Anil Kapoor.
","ఈ సినిమాలో తొలిసారి తండ్రి అనిల్ కపూర్తో కలిసి స్క్రీన్ను షేర్ చేసుకుంటున్నారు సోనమ్.
"
"In this live-action movie, the eponymous ghost and his three terrible ghost uncles share the stage with Dr. James Harvey (played by Bill Pullman) and his daughter Kat (Christina Ricci).
","ఈ లైవ్-యాక్షన్ చిత్రంలో, పేరులేని దెయ్యం మరియు అతని ముగ్గురు భయానక మేనమామలు డాక్టర్ జేమ్స్ హార్వే (బిల్ పుల్మాన్ పోషించినది) మరియు అతని కుమార్తె కాట్ (క్రిస్టినా రిక్కీ) తో వేదికను పంచుకున్నారు.
"
"In this section, we'll throw more light on Martin Braithwaite's parents and the rest of his family members (his sister, uncles and granddad).
","ఈ విభాగంలో, మేము మార్టిన్ బ్రైత్వైట్ తల్లిదండ్రులు మరియు అతని మిగిలిన కుటుంబ సభ్యులపై (అతని సోదరి, మేనమామలు మరియు మనవడు) మరింత వెలుగునిస్తాము.
"
"In this year, both his wife Hadhrat Khadijahra and his uncle Hadhrat Abu Talib passed away one after the other.
","ఆ సంవత్సరమే భార్య హజ్రత్ ఖదీజా (ర), బాబాయి అబూ తాలిబ్లు మరణిం చారు.
"
"Irrfan uncle is one of the finest actors in our country.
","► మన దేశంలోనే ఉన్న గొప్ప నటుల్లో ఇర్ఫాన్ గారు ఒకరు.
"
"Isn't that right, uncle!
","అదికాదు అంకుల్!
"
"It great to see mum, dad, aunty, uncle, granny.......all playing alongside each other.
","అమ్మా, నాన్న, మావయ్య, వదిన, మావయ్య, తాతయ్య, అమ్మమ్మ. . . వీళ్లందరినీ ఒక్క ఫ్రేములో చూడడం ఎంత బాగుంటుందో.
"
"It is about the story of Krishna and Balaram's visit to Mathura to witness the Dhanu Ceremony organized by their uncle Kansa.
","ఇది వారి (మాతృ) మామ కాన్సా నిర్వహించిన ధను వేడుకకు సాక్ష్యమిచ్చేందుకు కృష్ణ మరియు బలరాం మధుర పర్యటన యొక్క ఎపిసోడ్ గురించి.
"
"It tells the story of Naomi Maho , a troubled teenager sent to the country for the summer to work for her aunt and uncle.
","ఇది నయోమి (మావో) అనే కధకు చెబుతుంది, ఆమె అత్త మరియు మామకు పని చేయడానికి వేసవిలో దేశం కోసం పంపిన ఒక కష్టతరమైన యువకుడు.
"
"It tells the story of Naomi Maho, a troubled teenager sent to the country for the summer to work for her aunt and uncle.
","ఇది నయోమి (మావో) అనే కధకు చెబుతుంది, ఆమె అత్త మరియు మామకు పని చేయడానికి వేసవిలో దేశం కోసం పంపిన ఒక కష్టతరమైన యువకుడు.
"
"It was a time when violence was rampant, denial of liberty, evil everywhere, and his life threatened by his uncle, King Kansa.
","ఇది హింస ప్రబలంగా, స్వేచ్ఛను తిరస్కరించిన, చెడు ప్రతిచోటా, మరియు అతని మామ రాజు కాన్సా చేత అతని ప్రాణాలకు ముప్పు ఉన్న సమయం.
"
"It's a time when persecution was rampant, freedoms were denied, evil was everywhere, and when there was a threat to his life by his uncle King Kansa.
","ఇది హింస ప్రబలంగా ఉన్న సమయం, స్వేచ్ఛలు నిరాకరించబడ్డాయి, ప్రతిచోటా చెడు ఉంది, మరియు అతని మామ కింగ్ కాన్సా అతని ప్రాణానికి ముప్పు ఉంది.
"
"It's great being an uncle.
","అంకుల్ గా ఉన్నందుకు చాలా బాగుంది.
"
"It's not my uncle.
","అంకుల్ నా వాళ్ళ కాదు.
"
"It's so great to be an uncle.
","అంకుల్ గా ఉన్నందుకు చాలా బాగుంది.
"
"Jer32:12 and I gave the deed of purchase to Baruch the son of Neriah, the son of Mahseiah, in the sight of Hanamel my uncle's [son], and in the sight of the witnesses who signed the deed of purchase, before all the Jews who were sitting in the court of the guard.
","32:12 నేను బారూకు వరకు స్వాధీనం దస్తావేజు ఇచ్చింది, నేరీయా కుమారుడైన, Mahseiah కుమారుడు, Hanamel దృష్టికి, నా మామ కుమారుడు, కొనుగోలు పుస్తకంలో రికార్డు చేసిన సాక్షుల దృష్టికి, మరియు అన్ని యూదులు దృష్టికి ఎవరు జైలు కర్ణిక లో సిట్టింగ్.
"
"Jer32:12 and I gave the deed of purchase to Baruch the son of Neriah, the son of Mahseiah, in the sight of Hanamel my uncle's son and in the sight of the witnesses who signed the deed of purchase, before all the Jews who were sitting in the court of the guard.
","32:12 నేను బారూకు వరకు స్వాధీనం దస్తావేజు ఇచ్చింది, నేరీయా కుమారుడైన, Mahseiah కుమారుడు, Hanamel దృష్టికి, నా మామ కుమారుడు, కొనుగోలు పుస్తకంలో రికార్డు చేసిన సాక్షుల దృష్టికి, మరియు అన్ని యూదులు దృష్టికి ఎవరు జైలు కర్ణిక లో సిట్టింగ్.
"
"Jeremiah 32:12 and I delivered the deed of the purchase to Baruch the son of Neriah, the son of Mahseiah, in the presence of Hanamel my uncle 's son, and in the presence of the witnesses who subscribed the deed of the purchase, before all the Jews who sat in the court of the guard.
","32:12 నేను బారూకు వరకు స్వాధీనం దస్తావేజు ఇచ్చింది, నేరీయా కుమారుడైన, Mahseiah కుమారుడు, Hanamel దృష్టికి, నా మామ కుమారుడు, కొనుగోలు పుస్తకంలో రికార్డు చేసిన సాక్షుల దృష్టికి, మరియు అన్ని యూదులు దృష్టికి ఎవరు జైలు కర్ణిక లో సిట్టింగ్.
"
"Jeremiah 32:12 and I delivered the deed of the purchase to Baruch the son of Neriah, the son of Mahseiah, in the presence of Hanamel my uncle's son, and in the presence of the witnesses who subscribed the deed of the purchase, before all the Jews who sat in the court of the guard.
","32:12 నేను బారూకు వరకు స్వాధీనం దస్తావేజు ఇచ్చింది, నేరీయా కుమారుడైన, Mahseiah కుమారుడు, Hanamel దృష్టికి, నా మామ కుమారుడు, కొనుగోలు పుస్తకంలో రికార్డు చేసిన సాక్షుల దృష్టికి, మరియు అన్ని యూదులు దృష్టికి ఎవరు జైలు కర్ణిక లో సిట్టింగ్.
"
"Jeremiah 32:9 So I bought the field from Hanamel, the son of my uncle who was in Anathoth, and weighed out to him the money- seventeen shekels of silver.
","యిర్మియా 32:9 నా తండ్రి తోడబుట్టినవాని కుమారుడైన హనమేలు పొలమును కొని, పదియేడు తులముల వెండి తూచి ఆతనికిచ్చితిని.
"
"Jonathan David's mum's funeral was made on December 14, 2019, with his uncles, aunties, sister, dad and other relatives in attendance.
","జోనాథన్ డేవిడ్ యొక్క మమ్ అంత్యక్రియలు డిసెంబర్ 14, 2019 న తన మేనమామలు, ఆంటీలు, సోదరి, నాన్న మరియు ఇతర బంధువులతో హాజరయ్యారు.
"
"Kate just took off today, a Wednesday, or it's a Thursday to go to San Juan to meet her aunt and uncle who are getting off a cruise ship and spending a couple of hours here because she has the freedom to do that, because of the lifestyle that we've created.
","కేట్ ఈ రోజు, బుధవారం బయలుదేరాడు, లేదా క్రూయిజ్ షిప్ నుండి దిగి, ఇక్కడ కొన్ని గంటలు గడుపుతున్న ఆమె అత్త మరియు మామలను కలవడానికి శాన్ జువాన్ వెళ్ళడానికి గురువారం ఉంది, ఎందుకంటే ఆమెకు అలా చేయటానికి స్వేచ్ఛ ఉంది, ఎందుకంటే మేము సృష్టించిన జీవనశైలి.
"
"Kembo Ekoko moved to Europe when he was six years old and lived in Bondy (France) with his uncle and older sister.
","కెంబో ఎకోకో ఆరేళ్ల వయసులో ఐరోపాకు వెళ్లి తన మామ మరియు అక్కతో కలిసి బాండీ (ఫ్రాన్స్) లో నివసించారు.
"
"Kishore Kumar's character in the film was inspired by the personality of his uncle, Dhananjay Banerjee (a classical singer),[4] and music director Khemchand Prakash.
","ఆ చిత్రంలో కిషోర్ కుమార్ పాత్ర అతని మామ అయిన ధనంజయ్ బెనర్జీ (ఒక సాంప్రదాయక గాయకుడు),[4] మరియు సంగీత దర్శకుడు కేమ్చాండ్ ప్రకాష్ వ్యక్తిత్వాల పై ఆధారపడి ఉంది.
"
"Konstantin, head bandaged from his self-inflicted wound, enters and revives his uncle.
","కాన్స్టాంటైన్, అతని స్వీయ-దెబ్బతిన్న గాయం నుండి కట్టబడిన తల, అతని మామలోకి ప్రవేశిస్తుంది మరియు పునరుద్ధరించింది.
"
"Later that year, he accompanied his uncle Conrad III, King of Germany, on the Second Crusade.
","ఆ సంవత్సరం తరువాత, అతను తన మామ, కాన్రాడ్ III, జర్మనీ రాజు, రెండవ క్రూసేడ్లో చేరాడు.
"
