eng_Latn,tel_Telu
"Shirley Chisholm was born 30 November 1924 in New York but spent seven of her early years growing up in Barbados with her grandmother.
","షిర్లీ చిషోమ్ నవంబరు 30, 1924 న బ్రూక్లిన్, న్యూయార్క్లో జన్మించాడు, ఆమె తన ప్రారంభ జీవితంలో ఎక్కువ కాలం జీవించింది.
"
"Since we are talking about various applications, postcards and other handicrafts that are prepared by children for their mothers, grandmothers and aunts as presents on March 8, it is simply impossible to do without a template for making the main figure of the holiday.
","మార్చి 8 న బహుమతులను, తల్లులు మరియు అత్తలను పిల్లలకు తయారుచేసిన వివిధ అప్లికేషన్లు, పోస్ట్కార్డులు మరియు ఇతర హస్తకళల గురించి మేము మాట్లాడుతున్నాము, ఎందుకంటే సెలవుదినం యొక్క ప్రధాన వ్యక్తిని తయారు చేయడానికి ఒక టెంప్లేట్ లేకుండానే ఇది అసాధ్యం.
"
"Some media reports also claimed that he has to perform rituals following the death of his grandmother.
","అతని నానమ్మ మరణాంతరము అతను పాటించవలసిన కర్మ కాండల కోసమని కూడా కొన్ని పత్రికలు పేర్కొన్నాయి.
"
"Some scholars conclude that Cleopatra's paternal grandmother, mother of Ptolemy XII, was not Cleopatra IV, but was a concubine.
","కొందరు పండితులు క్లియోపాత్రా యొక్క తల్లితండ్రుడు, టోలెమి XII యొక్క తల్లి, క్లియోపాత్రా IV కాదు, కానీ ఒక ఉంపుడుగత్తె.
"
"Someone has to go out early for work, some have health problems, and some moms just want to be more free and have the opportunity to leave the child with grandmothers or a nanny.
","ఎవరో ప్రారంభ పని బయటకు వెళ్ళడానికి ఉంది, ఎవరైనా ఒక ఆరోగ్య సమస్య ఉంది, మరియు కొన్ని తల్లులు కేవలం మరింత ఉచిత ఉండాలి మరియు తాతామామల లేదా ఒక నానీ తో బాల వదిలి చెయ్యగలరు అనుకుంటున్నారా.
"
"Southerners have an affinity for rules, etiquette, and guidelines - and our mothers and grandmothers especially honored the ones regarding fashion and seasonality.
","దక్షిణాదివారికి నియమాలు, మర్యాదలు మరియు మార్గదర్శకాల పట్ల అనుబంధం ఉంది-మరియు మా తల్లులు మరియు నానమ్మలు ముఖ్యంగా ఫ్యాషన్ మరియు కాలానుగుణత గురించి గౌరవించారు.
"
"Spears' paternal grandmother, Emma Jean Spears, committed suicide in 1966 at age 31.
","బ్రిట్నీ స్పియర్స్ నాయనమ్మ ఎమ్మా జీన్ స్పియర్స్ తన 31 ఏళ్ల వయసులో (1966) ఆత్మహత్య చేసుకుని మరణించిందట.
"
"Spears' paternal grandmother, emma jean spears, committed suicide in 1966 at age 31.
","బ్రిట్నీ స్పియర్స్ నాయనమ్మ ఎమ్మా జీన్ స్పియర్స్ తన 31 ఏళ్ల వయసులో (1966) ఆత్మహత్య చేసుకుని మరణించిందట.
"
"Such as an aunt or grandmother, for example.
","ఉదాహరణకు మీ అమ్మ లేదా ఆంటీ లాంటి వాళ్లు.
"
"Talk to the grandmother.
","ఆంటీతో మాట్లాడేరు.
"
"Talk to your grandmother.
","ఆంటీతో మాట్లాడేరు.
"
"Talking about childhood, he grew up in the cooking environment with his paternal grandmother, Maude.
","బాల్యం గురించి మాట్లాడుతూ, అతను తన తల్లితండ్రులు మౌడ్తో కలిసి వంట వాతావరణంలో పెరిగాడు.
"
"Thank you for being a great mother and kind grandmother.
","నువ్వు అద్భుతమైన భార్య మరియు గొప్ప తల్లి అయినందుకు ధన్యవాదాలు.
"
"Thanks for being a wonderful mother and grandmother.
","నువ్వు అద్భుతమైన భార్య మరియు గొప్ప తల్లి అయినందుకు ధన్యవాదాలు.
"
"That was your grandmother's idea.
","ఆదే మీ నాన్నగారి ఆలోచన.
"
"That's why my grandmother and I were very close.
","అందుకేనేమో నేను, మా అమ్మా చాలా సన్నిహితంగా మెలిగేవాళ్ళం .
"
"That's why my grandmother took me on.
","అందుకే మా మామయ్య నన్ను తీసుకెళ్లారు.
"
"The 26-year-old Kashmiri folk singer had flown into the national capital from Srinagar on Thursday, August 8, to buy medicines for his 78-year-old grandmother, who has asthma.
","శ్మీర్కు చెందిన 26 ఏళ్ల ప్రముఖ జానపద గాయకుడు అలీ సఫుద్దీన్ ఆస్తమాతో బాధ పడుతున్న తన 78 ఏళ్ల తల్లికి మందులు కొనుక్కు పోవడానికి శ్రీనగర్ నుంచి గురువారం నాడు ఢిల్లీకి విమానంలో బయల్దేరి వచ్చారు.
"
"The 66 year old grandmother!
","66 ఏళ్ల ముసలి ఆంటీ!
"
"The Women's Healthy Aging Project in Australia completed a study of 183 women ages 57 to 68, 120 of which were grandmothers.
","ఆస్ట్రేలియాలో మహిళల ఆరోగ్యకరమైన వృద్ధాప్యం ప్రాజెక్టులో భాగంగా, 57-68 వయస్సులో 186 మంది ఋతుక్రమం ఆగిపోయిన మహిళలు ఈ అధ్యయనంలో పాల్గొన్నారు, వీరిలో 120 మంది తల్లిదండ్రులు ఉన్నారు.
"
"The author's father and grandmother
","గొప్ప రచయిత యొక్క తల్లి మరియు తండ్రి
"
"The child died at the scene and the grandmother was seriously injured.
","ఈ ప్రమాదంలో బాలుడు మృతి చెందగా, తాత తీవ్రంగా గాయపడ్డాడు.
"
"The children's grandmother called 911.
","దీంతో అప్రమత్తమైన చిన్నారి తల్లి 911కి ఫోన్ చేసింది.
"
"The crash details of this case are very much like the Aztec, New Mexico Crash of 1948 and were sent to Stringfield by Charlette Mann, who had received a confession from her grandmother on her death bed.
","ఈ కేసు యొక్క క్రాష్ వివరాలు చాలా అజ్టెక్, న్యూ మెక్సికో క్రాష్ ఆఫ్ 1948 వంటివి మరియు చార్లెట్ మాన్ ద్వారా స్ట్రింగ్ఫీల్డ్కు పంపబడ్డాయి, ఆమె తన మృతదేహాన్ని ఆమె మరణం మంచం మీద ఒప్పుకోవలసి వచ్చింది.
"
"The crash details of this case are very much like the of 1948 and were sent to Stringfield by Charlette Mann, who had received a confession from her grandmother on her death bed.
","ఈ కేసు యొక్క క్రాష్ వివరాలు చాలా అజ్టెక్, న్యూ మెక్సికో క్రాష్ ఆఫ్ 1948 వంటివి మరియు చార్లెట్ మాన్ ద్వారా స్ట్రింగ్ఫీల్డ్కు పంపబడ్డాయి, ఆమె తన మృతదేహాన్ని ఆమె మరణం మంచం మీద ఒప్పుకోవలసి వచ్చింది.
"
"The exchanged enslaved people were Boy Willie's grandfather (who was only nine years old at the time) and great grandmother (after whom Berniece was named).
","మార్పిడి బానిసలు బాయ్ విల్లీ యొక్క తాత (ఆ సమయంలో కేవలం 9 సంవత్సరాల వయస్సులో ఉన్నవారు) మరియు ముత్తాత (ఎవరికి బెర్నిసీ పేరు పెట్టారు).
"
"The film is about how a 70-year-old grandmother finds herself in the body of a 20-year-old.
","20 ఏళ్ల అమ్మాయి శరీరంలోకి 70 ఏళ్ల వృద్ధురాలు ప్రవేశిస్తే ఎలా ఉంటుంది అనే విలక్షణ కథాంశంతో ఈ చిత్రాన్ని రూపొందిస్తున్నారు.
"
"The girl ran out of the house and went next door to tell her grandmother.
","బాలిక తప్పించుకొని అక్కడి నుంచి ఇంటికి చేరుకొని విషయం తన పెద్దమ్మకు వివరించింది.
"
"The grandmother continued.
","తాత కొనసాగింది.
"
"The grandmother has no rights to that child.
","ఈ బిడ్డపై తల్లికి ఎటువంటి హక్కు ఉండదు.
"
"The grandmother is wise.
","పెద్దమ్మ తెలివైనది.
"
"The grandmother played the role of mother.
","మామ పాత్రను వేలు పోషించారు.
"
"The grandmother said she didn't sleep the whole night.
","అమ్మా నాయన రాత్రంతా నిద్రపోలేదని, తెల్లారాక చెప్పారు.
"
"The grandmother showed up.
","తాతమ్మ కనిపించింది.
"
"The grandmother was crying.
","ఆంటీ ఏడుస్తూ ఉన్నారు.
"
"The grandmothers had gone on ahead.
","తల్లీకూతుళ్ళు ముందుకు వెళ్ళిపోయారు.
"
"The maternal grandmother also lives with them.
","సుహారిక తల్లి మల్లిసాగరిక కూడా వీరితో ఉంటున్నారు.
"
"The mother and grandmother sitting beside me laugh.
","ప్రక్కనే ఉన్న అమ్మ, ఎదురుగా ఉన్న పెద్దాయన నన్ను చూసి నవ్వారు.
"
"The next day was my grandmother's birthday.
","మరుసటి రోజు, తాత యొక్క డే.
"
"The port town is home to his paternal grandmother Mildred Gale (1671-1701) who lived there and was buried in the town's St Nicholas Church.
","ఓడరేవు పట్టణం అతని తల్లితండ్రులకు నిలయం మిల్డ్రెడ్ గేల్ (1671-1701) అక్కడ నివసించిన మరియు పట్టణంలోని సెయింట్ నికోలస్ చర్చిలో ఖననం చేయబడ్డారు.
"
"The post-mortem of eight persons, including the two children and their grandmother Narayan Devi, has been carried out and so far, police have not found any signs of strangulation or scuffle, according to the officer.
","ఇప్పటివరకు ఇద్దరు పిల్లలు, వారి నాయనమ్మ నారాయణ్ దేవి సహా 8 మంది పోస్టుమార్టం పూర్తయిందని, వారి శరీరంపై పెనుగులాట, లేదా గొంతు నులిమి చంపిన గుర్తులేవీ పోలీసులకు కనిపించలేదని ఆ అధికారి చెప్పారు.
"
"The technique of patchwork and schemes were known to our mothers and grandmothers.
","ప్యాచ్వర్క్ మరియు పథకాల టెక్నిక్ మా తల్లులకు మరియు నానమ్మలకి తెలిసింది.
"
"The term Gandhism also encompasses what Gandhi's ideas, words and actions mean to people around the world, and my grandmother how they used them for guidance in building their own future.
","గాంధీజం అనే పదం, ప్రపంచవ్యాప్తంగా ఉన్న ప్రజలకు గాంధీ ఆలోచనలు, మాటలు, చేతలు అర్థం ఏమిటి వారు తమ భవిష్యత్తును నిర్మించుకోవడానికి మార్గదర్శకం కొరకు వాటిని ఎలా ఉపయోగించారో కూడా ఇందులో ఉన్నాయి.
"
"The two grandmothers have still not met.
","ఈ రెండు ఊళ్ల వాళ్లు ఇప్పటికీ కలుసుకోరు.
"
"The village only has grandmothers and old people.
","ఇక్కడి గ్రామంలో కేవలం పెద్దవారు, వృద్ధులుమాత్రమే వుంటారు.
"
"The youngest British grandmother was an unnamed 26-year-old from Rotheram, Yorkshire, whose 12-year-old daughter gave birth in 1999.
","బ్రిటన్ యొక్క అతి పిన్న వయస్కుడు రోథర్హామ్కు చెందిన పేరులేని 26 ఏళ్ల యువతి అని నమ్ముతారు, అతని కుమార్తె 1999 లో 12 సంవత్సరాల వయస్సులో జన్మనిచ్చింది.
"
"The youngest British grandmother was an unnamed 26-year-old from Rotherham, Yorkshire whose 12-year-old daughter gave birth in 1999.
","బ్రిటన్ యొక్క అతి పిన్న వయస్కుడు రోథర్హామ్కు చెందిన పేరులేని 26 ఏళ్ల యువతి అని నమ్ముతారు, అతని కుమార్తె 1999 లో 12 సంవత్సరాల వయస్సులో జన్మనిచ్చింది.
"
"There is no difference between mother and grandmother.
","తన తల్లికీ, అత్తకీ మధ్య పెద్ద తేడా లేదు.
"
"This is a love story, grandmother and grandchild.
","ఓ ప్రేమజంట, అమ్మ, అనాథ బాలల కథ ఇది.
"
"This is my grandmother's bedroom.
","అది అమ్మా నాన్నల మాస్టర్ బెడ్ రూం.
"
"This is why my grandmother and I were so close.
","అందుకేనేమో నేను, మా అమ్మా చాలా సన్నిహితంగా మెలిగేవాళ్ళం .
"
"This morning my grandmother died.
","ఈరోజు ఉదయం మా చెల్లాయి అత్తగారు మరణించారు.
"
"This purification ritual was held to honor our Earth Mother as well as all our blood-lineage mothers and grandmothers, including past and future generations.
","ఈ శుద్ధీకరణ కర్మ మా భూమి తల్లి గౌరవార్థం జరిగింది మరియు గత మరియు భవిష్యత్తు తరాల సహా మా రక్త-వారసత్వం తల్లిలు మరియు నానమ్మ, అన్ని.
"
"This site also has cards for stepmothers, aunts, grandmothers, and adoptive mothers.
","ఈ సైట్ కూడా సవతి తల్లి, అత్తమామలు, నానమ్మ, మరియు పెంపుడు తల్లులు కోసం కార్డులను కలిగి ఉంది.
"
"To look after my mother, father, sister and grandmother.
","తాత, నానమ్మ, అమ్మ, తమ్ముడిని జాగ్రత్తగా చూసుకో డాడీ.
"
"Today is my grandmother's 99th birthday.
","""""""ఈ రోజు నాన్నగారి 99వ జయంతి.""
"
"Traditional methods of treatment are tested for years, they are safe and have no side effects, however, along with medicines and should not refuse from the tips of our grandmothers.
","సంవత్సరాలుగా పరీక్షించి చికిత్స సాంప్రదాయ పద్ధతులు, వారు మందుల తో పాటు, సురక్షితంగా ఉంటాయి మరియు ఏ దుష్ప్రభావాలు కలిగి, కాబట్టి అప్ ఇవ్వాలని లేదు, మరియు మా grandmothers నుండి చిట్కాలు.
"
"We all went, including their grandmother.
","మా అమ్మతో సహా అందరూ బయల్దేరి వెళ్ళి పోయారు.
"
"We think of the 60s as the decade of feminism, but the first feminists were grandmothers by then.
","మేము స్త్రీపురుషుల దశాబ్దంగా 60 లను గురించి ఆలోచించాము, కానీ మొదటి స్త్రీవాదులు అప్పుడు నానమ్మలు.
"
"We went to visit my grandmother last week.
","గత నెల మా పెద్దమ్మ కూతురు దగ్గరకు వెళ్ళాను.
"
"Well, my grandmother lives in Texas.
","మామయ్యః నా మామ టెక్సాస్ లో నివసిస్తుంది.
"
"When I think about my grandmother, so many memories come to mind.
","మా అమ్మగారి గురించి ఆలోచిస్తుంటే ఇంకా ఎన్నో జ్ఞాపకాలు అలలు అలలుగా ఎగిసివస్తాయి.
"
"When I was a child, I was playing in the room, kicking Fusuma and breaking it, I got scolded by my grandmother.
","నేను చిన్నతనంలో, నేను గదిలో ఆడుతున్నాను, ఫుసుమాను తన్నాడు మరియు దానిని విచ్ఛిన్నం చేస్తున్నాను, నేను నానమ్మను తిట్టాను.
"
"When a grandmother requires a person to give her some kind of promise, in reality he needs to prepare himself for the deterioration of the state of affairs.
","గ్రాండ్ ఆమె కొన్ని వాగ్దానం ఇస్తుంది ఒక వ్యక్తి అవసరం చేసినప్పుడు, వాస్తవానికి ఇది పరిస్థితి ఒక హీనస్థితిలో కోసం సిద్ధం అవసరం.
"
"When her grandmother died, she moved back into the house.
","ఆమె అత్త చనిపోవడంతో ఈ నడుమ తిరిగి ఇంటికి వచ్చింది.
"
"When his father sent him to prison, Floyd moved in with his grandmother.
","అతని తండ్రిని జైలుకు పంపినప్పుడు, ఫ్లాయిడ్ తన గ్రాండ్ తల్లితో కలిసి వెళ్ళాడు.
"
"While she was home sick and unable to grandmother, I had to drive home every weekend and some weeknights to help out with household duties and to care for her.
","అతను ఇంటికి అనారోగ్యంతో పనిచేయడం మరియు పని చేయలేకపోయాడు, గృహ విధులు సహాయం మరియు నా చిన్న చెల్లెలు కోసం శ్రమించాలనే ప్రతి వారాంతం మరియు కొన్ని వారం రోజుల పాటు నేను ఇంటికి వెళ్ళాను.
"
"Within this apartment, one piece stood out from the rest of the artistic and historic relics - 19th-century Italian painter Giovanni Boldini's portrait of his muse, Marthe de Florian (the grandmother of the owner).
","అయితే, ఒక భాగం మిగతా కళాత్మక మరియు చారిత్రాత్మక అవశేషాల నుండి బయటపడింది - 19 వ శతాబ్దపు ఇటాలియన్ చిత్రకారుడు గియోవన్నీ బోల్దిని తన మ్యూజ్, మార్తే డి ఫ్లోరియన్ యొక్క చిత్రం.
"
"You've written about your grandmother.
","మీరు మీ నాన్నగారి గురించి రాసారు.
"
"Your grandmother and mother had breast cancer.
","మీ అమ్మకి, పిన్నికి బ్రెస్ట్ క్యాన్సర్లు వచ్చాయి అంటున్నారు.
"
"Your mother or grandmother, for instance.
","ఉదాహరణకు మీ అమ్మ లేదా ఆంటీ లాంటి వాళ్లు.
"
"and grandmother, and he told them what he'd seen.
","మరియు మగ్దలేనే మరియు ఆమె చూసిన దానిని వారికి వివరించెను.
"
"as the guest of her grandmother.
","తాత యొక్క ఒక అతిథి వలె.
"
"family such as your mother or grandmother.
","ఉదాహరణకు మీ అమ్మ లేదా ఆంటీ లాంటి వాళ్లు.
"
"for the grandmother.
","ఆంటీ కోసం.
"
"grandmother and other family members.
","అత్తమామలు మరియు ఇతర కుటుంబ సభ్యులు.
"
"our grandmothers were born.
","మా పెద్దమ్మాయి పుట్టింది.
"
"Mahesh Babu spent most of his childhood in Chennai, under the care of his grandmother.
","మహేష్ బాబు బాల్యమంతా చెన్నై లోనే గడిచింది.
"
"At home there was only grandmother of the girl.
","ఇంట్లో బాలిక ఒక్కతే ఉండేది.
"
"Then his grandmother died.
","ఆ తరువాత తాతమ్మ చచ్చిపోయింది.
"
"I heard bed time stories narrated by my grandmother.
","చిన్నప్పటి నుంచి అమ్మ చెప్పిన బెడ్‌టైమ్‌ స్టోరీస్‌ వింటూ పెరిగింది.
"
"A few days later, the grandmother dies.
","కొన్ని రోజులకు ఆ పెద్దాయన చనిపోయాడు.
"
"Happy mother and grandmother
","హ్యాపీ తల్లి మరియు తండ్రి,
"
"Nakul Kaushik (Ayushmann Khurrana) lives with his parents (Gajraj Rao and Neena Gupta), grandmother (Surekha Sikri) and a younger brother Ghullan (Shardul Rana).
","భార్య ప్రియంవద (నీనా గుప్తా), తల్లి (సురేఖా సిక్రీ), కొడుకులు నకుల్ (ఆయుష్మాన్ ఖురానా), గుల్లర్ (శార్దూల్ రాణా) లతో ఢిల్లీ లోని వో మధ్యతరగతి కుటుంబాలు వుండే చోట వుంటాడు.
"
"A mother to a daughter, a husband to a wife, a friend to her bestie, a grandson to his grandmother.
","స్త్రీ ఒక తల్లికి కూతురు, ఒక శిశువుకు తల్లి, ఒక అన్నకు చెల్లి, ఒక తమ్మునికి అక్క, ఒక పురుషునికి భార్య, ప్రియురాలు, ఒక అత్తకు కోడలు.
"
"Grandfather and grandmother lived with their family, but in a separate wing.
","తాతలు తన కుటుంబంతో కలిసి నివసించారు, కానీ ఒక ప్రత్యేక వింగ్ లో.
"
"At that time, the two children had only grandmother in company at home.
","ఆ సమయంలో ఇంట్లో తండ్రీ కూతుళ్ళు ఇద్దరే ఉన్నారు.
"
"Upon his arrival, he comes to know about his grandmother’s last wish which is to go to Pakistan and visit her ancestral home.
","ఈ క్రమంలో పాకిస్తాన్ లో ఉన్న తమ పూర్వీకుల ఇంటిని సందర్శించాలన్న ఆమె చివరి కోరిక గురించి తెలుసుకుంటాడు.
"
"Angel lives with his mom, dad and his grandmother.
","తన తల్లి, అన్న, వదినలతో కలిసి జీవిస్తుంటాడు.
"
"Bollywood actress Priyanka Chopra is bereaved by the sudden death of her paternal grandmother.
","తండ్రిని కోల్పోయి విచారంలో మునిగిపోయిన బాలీవుడ్ తార ప్రియాంక చోప్రాకు సినీ ప్రముఖులు తమ సంతాపం తెలియజేశారు.
"
"“Our grandmother was also a singer.
","""మా అన్నయ్య కూడా నటుడే.
"
"New Delhi: Congress chief Rahul Gandhi paid tributes to his grandmother and the late PM Indira Gandhi on her death anniversary.
","దిల్లీ: మాజీ ప్రధాని ఇందిరా గాంధీ వర్థంతి సందర్భంగా కాంగ్రెస్‌ నేత రాహుల్ గాంధీ ఆమెను గుర్తుచేసుకున్నారు.
"
"After returning home, the girl narrated the incident to her grandmother, who told her parents about it.
","అనంతరం ఇంటికి చేరుకున్న బాలిక జరిగిన ఉదంతాన్ని తల్లిదండ్రులకు చెప్పింది.
"
"” Sova asked her maternal grandmother.
","” కంగారూగా తల్లిని అడిగాడు శివకుమార.
"
"“Is our grandmother alive?
","‘మా అమ్మ బతికే ఉందా?
"
"""What are you, grandmother!
","""ఏమిటిది మామగారూ!
"
"Our parents, sister-brother, uncles-aunts, grandfather, grandmother all are our relatives.
","అయిన వారంతా, అమ్మా–నాన్నా, అక్కయ్యలు–బావలు, అన్నయ్యలు–ఒదినలు, పిన్నులు–పినతండ్రులు, మేనత్తలు– మేనమామలు.
"
"They live with their elderly grandmother.
","వృద్ధురాలైన వారి నానమ్మతో ఉంటున్నారు.
"
"New Delhi: Congress chief Rahul Gandhi paid tributes to his grandmother and the late PM Indira Gandhi on her death anniversary.
","న్యూఢిల్లీ: భారత మాజీ ప్రధాని ఇందిరా గాంధీ జన్మదిన వార్షికోత్సవం సందర్భంగా ప్రముఖ నేతలు ఆమెను స్మరించుకున్నారు.
"
"His grandmother is undergoing treatment at the hospital.
","అన్న వదినలు ఆసుపత్రిలో చికిత్స పొందుతున్నారు.
"
"Rahul Gandhi as he pays tribute to the former Prime Minister and his grandmother Mrs. Indira Gandhi.
","మాజీ ప్రధాని ఇందిరా గాంధీ శత జయంతి సందర్భంగా రాహుల్ ఆమెకు ఘన నివాళి అర్పించారు.
"
"Among those who died was his grandmother.
","మృతి చెందిన వారిలో అక్కాతమ్ముడు ఉన్నారు.
"
"His younger sister went to their maternal grandmother’s house.
","మహమ్మదు అతని తమ్ముడు, తమ అక్కగారి ఊరికి వెళ్లారు.
"
"The police arrested the woman and her paramour after the girl's paternal grandmother lodged a complaint.
","యువతి, ఆమె తల్లి ఫిర్యాదుతో రంగంలోకి దిగిన పోలీసులు నిందితుడిని అదుపులోకి తీసుకున్నారు.
"
"But his mom, his stepdad, his grandmother and his aunt did not leave.
","కాని తల్లి, తండ్రి, అన్నయ్య, అక్క, చెల్లి ఎవ్వరూ తనని సమర్దించలేదు.
"
"He also spoke disparagingly about Priyanka Gandhi's resemblance with her grandmother and former prime minister Indira Gandhi.
","అంతేకాదు ప్రియాంకను మాజీ ప్రధానమంత్రి ఇందిరా గాంధీతో పోల్చడం నవ్వు తెప్పిస్తోందని వ్యంగ్యంగా వ్యాఖ్యానించారు.
"
"He shot his brother and step-grandfather to death and wounded his grandmother.
","అన్నావదినలను, వదిన సోదరుడిని పాశవికంగా నరికి చంపాడు.
"
"Shashikala played Shah Rukh Khan’s concerned mother in ‘Baadshah’, while she featured as Salman Khan’s grandmother in ‘Mujhse Shaadi Karogi’.
","బాద్ షా సినిమాలో షారూక్ ఖాన్ తల్లిగా ముజ్ సే షాదీ కరోగి మూవీలో సల్మాన్ ఖాన్ నానమ్మగా కనిపించి అలరించారు శశికళ.
"
"A homemaker, wife, mother and grandmother.
","గృహిణి, భార్య మరియు తల్లి.
"
"Both he and his grandmother were taken to a nearby hospital.
","ఇద్దరూ కలిసి ఆవిడను మోసుకుని దగ్గరే వున్న హాస్పిటల్‌కి తీసుకు వెళ్లారు.
"
"A few days later my grandmother died.
","కొన్ని రోజులకు ఆ పెద్దాయన చనిపోయాడు.
"
"A baby, a mother, a brother, a grandmother.
","అక్క, వదిన, అమ్మ, చెల్లెల్లితో పెరిగిన వాడిని.
"
"But she is already a grandmother.
","కానీ ఆమె , ఈ సోదరి సోదరి ఇప్పటికే అత్త ఉంది.
"
"The same applies to the brothers of grandfathers and grandmothers.
","ఇదే నూతిం అన్న తమ్ముళ్ళు, అక్క చెల్లెళ్ళకూ వర్తిస్తుంది.
"
