eng_text,tgt_lang,tgt_lang_text,eng_reln,gemma_3_12b
"On the day of his birth, his father and two uncles, Ajit Singh and Swaran Singh, were released from jail.
",mal_Mlym,"ഭഗത് സിംഗ് ജനിച്ച അന്നായിരുന്നു സ്വാതന്ത്ര്യപ്രക്ഷോഭത്തിന്റെ പേരിൽ തടവിലാക്കപ്പെട്ട അദ്ദേഹത്തിന്‍റെ പിതാവും രണ്ട് പിതൃസഹോദരന്മാരും ജയിലില്‍ നിന്ന് മോചിതരാവുന്നത്.
",uncle,B
"Groom's father, uncle killed in road mishap on wedding day
",mal_Mlym,"വിവാഹദിവസം വരനെ കാണാതായി, വധുവിന്റെ മുത്തച്ഛന്‍ നെഞ്ചുപൊട്ടി മരിച്ചു
",uncle,B
"After his grandfather’s death, his uncle, Abu Talib, took care of him.
",mal_Mlym,"മാതാവിന്റെ മരണശേഷം പിതാമഹനായ അബ്ദുല്‍ മുത്ത്വലിബ് അദ്ദേഹത്തിന്റെ സംരക്ഷണ മേറ്റെടുത്തു.
",uncle,B
"Two FIRs relating to money laundering have been filed against Nirav Modi and his uncle Mehul Choksi for probing this matter.
",mal_Mlym,"ബാങ്ക് തട്ടിപ്പുകേസില്‍ സിബിഐയും എന്‍ഫോഴ്‌സ്‌മെന്റ് ഡയറക്ടറേറ്റും രണ്ട് എഫ്‌ഐആറുകളാണ് നീരവ് മോദിക്കും ബന്ധുവായ മെഹുല്‍ ചോക്‌സിക്കും എതിരെ രജിസ്റ്റര്‍ ചെയ്തിട്ടുള്ളത്.
",uncle,B
"Police have arrested the girl’s father, mother and uncle.
",mal_Mlym,"യുവതിയെയും പ്രതിശ്രുത വരനെയും യുവതിയുടെ അമ്മയെയും പൊലീസ് അറസ്റ്റ് ചെയ്തു.
",uncle,B
"Ram Charan is the son of Telugu Superstar and politician Chiranjeevi and Pawan Kalyan is his uncle.
",mal_Mlym,"പ്രശസ്ത തെലുങ്ക് സൂപ്പര്‍താരവും രാഷ്ട്രീയ നേതാവുമായ ചിരഞ്ജീവിയുടെ മകനാണ് രാം ചരണ്‍.
",uncle,B
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
",mal_Mlym,"സംഭവത്തിൽ ഷാൻവാസ് കൊലപ്പെടുത്തിയ ഒരാളുടെ മകൻ ഉൾപ്പെടെ മൂന്നു പേരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
",uncle,B
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
",mal_Mlym,"കേസിൽ യുവതിയുടെ മുൻഭർത്താവിന്റെ സഹോദരൻ ഉൾപ്പെടെ മൂന്ന് പേരെ അറസ്റ്റ് ചെയ്തതായി പോലീസ് അറിയിച്ചു.
",uncle,B
"She calls him uncle.
",mal_Mlym,"അവള്‍ അയാളെ അങ്കിള്‍ എന്നാണ് വിളിക്കുന്നത്.
",uncle,B
"Nirav Modi and his maternal uncle Mehul Choksi, along with bank officials, fraudulently loaned more than Rs 14,000 crore to Punjab National Bank.
",mal_Mlym,"നീരവ് മോഡിയും ബന്ധുവായ മെഹുൽ ചോക്സിയും ചേർന്ന് 14,000 ത്തോളം കോടി രൂപയാണ് വായ്പ രൂപേണ ബാങ്കുകളില്‍ നിന്ന് തട്ടിയെടുത്തത്.
",uncle,X
"Nirav Modi along with his uncle Mehul Choksi had defrauded PNB to the tune of Rs 13,000 crore using fake LoUs.
",mal_Mlym,"വജ്രവ്യാപാരി നീരവ് മോദിയും വ്യാപാര പങ്കാളിയും അമ്മാവനുമായ മൊഹുല്‍ ചോക്‌സിയും പിഎന്‍ബിയില്‍ 13,000 കോടിയുടെ തട്ടിപ്പാണു നടത്തിയത്.
",uncle,X
"Also, superstar Rajinikanth is his uncle.
",mal_Mlym,"കൂടാതെ സൂപ്പർസ്റ്റാർ രജനികാന്തിന്റെ മരുമകനും.
",uncle,X
"Arrested Sunil is Prakashan Thampi’s uncle’s son.
",mal_Mlym,"സുനിലിന്റെ അമ്മാവന്റെ മകനാണ് പ്രകാശന്‍ തമ്ബി.
",uncle,B
"“The girl used to live with her four maternal uncles.
",mal_Mlym,"പെൺകുട്ടി തന്റെ നാല് അമ്മാവന്മാർക്കൊപ്പമായിരുന്നു താമസിച്ചിരുന്നത്.
",uncle,B
"We can also be certain that the Enforcement Directorate would not expedite its probe into the Rs 25,000 crore scandal in the Maharashtra State Cooperative Bank, in connection with which both uncle and nephew (Ajit Pawar and Sharad Pawar) were raided.
",mal_Mlym,"അജിത് പവാറും ശരദ് പവാറും പ്രതികളായ മഹാരാഷ്ട്ര സംസ്ഥാന കോ-ഓപ്പറേറ്റീവ് ബാങ്കിലെ 25,000 കോടിയുടെ അഴിമതിക്കേസ് അന്വേഷണം എൻഫോഴ്സ്‌മെന്റ് ഡയറക്ടറേറ്റ് മന്ദഗതിയിലാക്കുമെന്നതും ഉറപ്പിച്ചുപറയാം.
",uncle,B
"Abhinash and Ananta were brothers and Shyamlal was their uncle.
",mal_Mlym,"അനിഷ, അനീഷ് എന്നിവര്‍ അനിഷ്മയുടെ സഹോദരങ്ങളാണ്.
",uncle,B
"After his grandfather’s death his uncle Abu Talib took care of him.
",mal_Mlym,"മാതാവിന്റെ മരണശേഷം പിതാമഹനായ അബ്ദുല്‍ മുത്ത്വലിബ് അദ്ദേഹത്തിന്റെ സംരക്ഷണ മേറ്റെടുത്തു.
",uncle,X
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
",mal_Mlym,"കേസിലെ പ്രധാന പ്രതിയായ നീരവ് മോദിയുടെ അമ്മാവനാണ് മെഹുല്‍ ചോക്സി.
",uncle,B
"Hitu’s father and superstar Naresh Kanodia and his uncle and legendary Gujarati music composer Mahesh Kanodia passed away a few days before Diwali.
",mal_Mlym,"നരേഷ് കനോഡിയയുടെ സഹോദരനും സംഗീതജ്ഞനും ഗായകനുമായ മഹേഷ് കനോഡിയയും രണ്ട് ദിവസം മുമ്പ് അന്തരിച്ചിരുന്നു.
",uncle,B
"Police have arrested the girl’s father, mother and uncle.
",mal_Mlym,"കഴിഞ്ഞ ദിവസം രാത്രി ഡല്‍ഹിയില്‍ നടന്ന സംഭവത്തെ തുടര്‍ന്ന് പെണ്‍കുട്ടിയുടെ അമ്മ, അച്ഛന്‍, അമ്മാവന്‍ തുടങ്ങിയവരെ പൊലീസ് അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
",uncle,B
"I went to my uncles house.
",mal_Mlym,"ഞാൻ ചേച്ചിയുടെ വീട്ടിലേക് പോയി .
",uncle,F
"The girl's maternal uncle alleged that her father and stepmother tortured her.
",mal_Mlym,"യുവാവിന്റെ മാതാവും സഹോദരിയും ഭീഷണിപ്പെടുത്തിയിരുന്നെന്ന് പെണ്‍കുട്ടിയുടെ സഹോദരിയും പറഞ്ഞിരുന്നു.
",uncle,B
"An uncle was a lawyer.
",mal_Mlym,"വീണയുടെ മുത്തച്‌ഛന്‍ ഒരു വക്കീല്‍ ആയിരുന്നു.
",uncle,X
"Andy was a son, brother, husband, father, nephew, uncle and friend.
",mal_Mlym,"കുടുംബനാഥനായിരുന്നു, മകനായിരുന്നു, സഹോദരനായിരുന്നു, അച്ഛനായിരുന്നു, ഭർത്താവായിരുന്നു, പരോപകാരിയായ സുഹൃത്തായിരുന്നു.
",uncle,B
"Albert's father, Hermann Einstein, and uncle set up a small electro-chemical business.
",mal_Mlym,"ആൽബർട്ടിന്റെ പിതാവ് ഹെർമൻ ഐൻസ്റ്റൈൻ ഒരു ഇലക്ട്രിക്കൽ കട ഉടമയായിരുന്നു.
",uncle,B
"Ramesh and Ramya are staying in their uncle's house in the same neighbourhood.
",mal_Mlym,"രമേഷും രമ്യയും ചെള്ളത്തുങ്കാലിലെ തറവാട് വീട്ടിലാണ് കഴിയുന്നത്.
",uncle,B
"On the day of his birth, his father and two uncles, Ajit Singh and Swaran Singh, were released from jail.
",mal_Mlym,"ഭഗത് സിങ് ജനിച്ച അതേ ദിവസം തന്നെയാണ്, പിതാവിനേയും പിതാവിന്റെ രണ്ട് സഹോദരന്മാരേയും ബ്രിട്ടീഷുകാര്‍ ജയിലില്‍ നിന്നും വിട്ടയച്ചത്.
",uncle,B
"Her uncle, Nalapat Narayana Menon, was also a poet and translator.
",mal_Mlym,"മാധവിക്കുട്ടിയുടെ വല്യമ്മാവന്‍ ആയ നാലപ്പാട്ട് നാരായണ മേനോന്‍ കവിയും വിവര്‍ത്തകനും ആയിരുന്നു.
",uncle,F
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
",mal_Mlym,"മരണവുമായി ബന്ധപ്പെട്ട് യുവതിയുടെ സഹോദരൻ ഉൾപ്പെടെ മൂന്ന് പേരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
",uncle,B
"The passports of Modi and his uncle Mehul Choksi have been revoked.
",mal_Mlym,"നീരവ്‌ മോദിയുടെയും മെഹുല്‍ ചോക്‌സിയുടേയും പാസ്‌പോര്‍ട്ട്‌ റദ്ദാക്കി
",uncle,X
"The uncle was taken by police.
",mal_Mlym,"മദീഷിനെയാണ് പൊലീസ് കൊണ്ടുപോയത്.
",uncle,B
"BJP president Amit Shah demanded resignation of Cabinet minister and the chief ministers uncle Shivpal Yadav.
",mal_Mlym,"ഇദ്ദേഹത്തെ മന്ത്രിസഭയില്‍ നിന്നു പുറത്താക്കാന്‍ പാര്‍ട്ടി അധ്യക്ഷന്‍ ശിവ്പാല്‍ യാദവ് മുഖ്യമന്ത്രി അഖിലേഷിനോട് ആവശ്യപ്പെട്ടിട്ടുമുണ്ട്.
",uncle,X
"Police have arrested the girl’s father, mother and uncle.
",mal_Mlym,"മകന്റെ സുഹൃത്തായ കാമുകനെയും അമ്മയെയും പോലീസ് അറസ്റ്റ് ചെയ്തു.
",uncle,B
"""In Kakki movie, there was a wedding sequence and Venu uncle said that he will come and bless me at my real wedding too.
",mal_Mlym,"“കാക്കി സിനിമയിൽ എന്റെ വിവാഹ രംഗം ഉണ്ടായിരുന്നു, അന്ന് എന്നെ അനുഗ്രഹിച്ചുകൊണ്ട് അദ്ദേഹം പറഞ്ഞിരുന്നു നിന്റെ യഥാർഥ കല്യാണത്തിനും അനുഗ്രഹവുമായി ഞാൻ ഉണ്ടാകും.
",uncle,F
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
",mal_Mlym,"സ്വാതിയുടെ ഭര്‍ത്താവിന്റെ പിതാവ്, മാതാവ്, സഹോദരി എന്നിവര്‍ക്ക് എതിരെ പൊലീസ് കേസെടുത്തിട്ടുണ്ട്.
",uncle,X
"The woman is currently residing at her maternal uncle's house.
",mal_Mlym,"ഉഷ ഇപ്പോള്‍ താമസിക്കുന്നത് സഹോദരിയുടെ വീട്ടിലാണ്.
",uncle,X
"Our father and uncles worked as labourers.
",mal_Mlym,"അഛനും അമ്മയും നേഴ്‌സ് ആയി ജോലിചെയ്യുന്നു.
",uncle,X
"Nirav Modi and his uncle Mehul Choksi fled the country in the first week of January along with some family members, nearly a fortnight before PNB detected the Rs 13,000 crore fraud.
",mal_Mlym,"13,000 കോടിയുടെ പി. എന്‍. ബി തട്ടിപ്പുകേസ് പുറത്തുവരുന്നതിന് രണ്ടാഴ്‌ച മുന്‍പാണ്‌ നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും കുടുംബവും ഇന്ത്യയില്‍നിന്നും കടന്നകളഞ്ഞത്.
",uncle,X
"Akash Ambani's uncle Anil Ambani with wife Tina Ambani attended the glitzy celebration in honour of newly-weds Akash Ambani and Shloka Mehta.
",mal_Mlym,"സത്യപ്രതിജ്ഞാ ചടങ്ങ് കാണാന്‍ അമിതാഭ് ബച്ചന്‍, മകന്‍ അഭിഷേക് ബച്ചന്‍, അനില്‍ അംബാനിയുടെ ഭാര്യ ടിന അംബാനി എന്നിവര്‍ എത്തിയിരുന്നു.
",uncle,X
"Anil comes from a family of filmmakers. he is the son of producer Surinder Kapoor, the brother of producer Boney Kapoor and actor Sanjay Kapoor and uncle to actors Janhvi Kapoor and Arjun Kapoor.
",mal_Mlym,"നിർമാതാവ് ബോണി കപൂറിന്റേയും നടൻ അനിൽ കപൂറിന്റേയും സഹോദരനാണ് ഷനായ കപൂറിന്റെ പിതാവ് സഞ്ജയ് കപൂർ.
",uncle,X
"The woman is currently residing at her maternal uncle’s house.
",mal_Mlym,"പെണ്‍കുട്ടി ഇപ്പോള്‍ അമ്മാവന്റെ വീട്ടിലാണ് താമസം.
",uncle,X
"The incident took place when the girl was in her uncle's house.
",mal_Mlym,"പെണ്‍കുട്ടി മുത്തച്ഛന്റെ വീട്ടില്‍ പോയപ്പെഴാണ് സംഭവമുണ്ടായത്.
",uncle,X
"Bharti is the sister of Vinod Krishana is only son of Anuj’s uncle.
",mal_Mlym,"ആതിര ഏക മകളും വിഷ്ണു മരുമകനുമാണ്.
",uncle,X
"His uncle wanted him to become a footballer, and hence had named him after the famous footballer.
",mal_Mlym,"അവന്റെ ചാച്ച അവനെ ഫുട്‌ബോളറാക്കാനാഗ്രഹിച്ചതുകൊണ്ട് പ്രസിദ്ധനായ ഫുട്‌ബോള്‍ കളിക്കാരന്റെ പേരാണ് നല്കിയത്.
",uncle,X
"Bhopal: A 12-year-old girl was gang-raped by her three brothers and uncle.
",mal_Mlym,"ഭോപ്പാല്‍: മധ്യപ്രദേശില്‍ അമ്മാവനും സഹോദരന്മാരും ചേര്‍ന്ന് 12 വയസുകാരിയെ കൂട്ടബലാത്സംഗത്തിന് ശേഷം തലയറുത്തു കൊന്നു.
",uncle,B
"Rafael Nadal with his coach and uncle, Toni Nadal
",mal_Mlym,"റഫായേൽ നദാൽ അമ്മാവനും കോച്ചുമായ ടോണി നദാലിനൊപ്പം.
",uncle,B
"Minor girl sexually assaulted by uncle; police register case
",mal_Mlym,"പ്രായപൂര്‍ത്തിയാകാത്ത പെണ്‍കുട്ടിക്ക് നേരെ അതിക്രമം; പോലീസുകാരനെതിരെ പോക്സോ കേസ്
",uncle,X
"The CBI has booked Choksi, uncle of his alleged partner in crime Nirav Modi, in two cases related to the scam and filed charge sheet against him.
",mal_Mlym,"കേസിലെ മറ്റൊരു പ്രതിയുടെ നീരവ് മോദിയുടെ അമ്മാവനായ ചോക്‌സിയുടെ പേരില്‍ സിബിഐ രണ്ട് കേസുകള്‍ രജിസ്റ്റര്‍ ചെയ്യുകയും കുറ്റപത്രം സമര്‍പ്പിക്കുകയും ചെയ്തിട്ടുണ്ട്.
",uncle,B
"Ahead of today's Samajwadi Party meet in Lucknow, Akhilesh Yadav and uncle Shivpal Yadav's supporters clashed outside the headquarters.
",mal_Mlym,"യോഗം തുടങ്ങുന്നതിന് മുമ്പ് അഖിലേഷിന്‍റെയും ശിവ്പാല്‍ യാദവി\ന്‍റെയും അനുയായികള്‍ ലക്‌നൗവിലെ ഓഫീസിന് പുറത്ത് ഏറ്റുമുട്ടിയിരുന്നു.
",uncle,B
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
",mal_Mlym,"നീരവ്് മോഡിക്കു പുറമെ അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും കോടികള്‍ വെട്ടിച്ച കേസില്‍ പ്രതിയാണ്.
",uncle,B
"""You make the government, we will make a new party,"" Shivpal, the warring uncle of Akhilesh, said.
",mal_Mlym,"‘‘നിങ്ങള്‍ സര്‍ക്കാറുണ്ടാക്കിക്കോളൂ, ഞങ്ങള്‍ പുതിയ പാര്‍ട്ടിയുണ്ടാക്കുമെന്ന്’’ അനന്തരവനായ അഖിലേഷിനെ ഉദ്ദേശിച്ച് ശിവപാല്‍ പറഞ്ഞു.
",uncle,X
"A sister, two brothers and two uncles.
",mal_Mlym,"ഉമ്മയും രണ്ട് ഇളയ സഹോദരന്മാരും ഒരു സഹോദരിയുമാണ് ഉള്ളത്.
",uncle,B
"Raina's uncle- 58-year-old Ashok Kumar died after sustaining head injuries.
",mal_Mlym,"അജ്ഞാതരുടെ ആക്രമണത്തില്‍ റെയ്‌നയുടെ അമ്മാവനായ 58 കാരനായ അശോക് കുമാര്‍ കൊല്ലപ്പെട്ടതായാണ് വിവരം.
",uncle,B
"My uncle opposed it.
",mal_Mlym,"ഇതിനെ സഹോദരൻ എതിർത്തിരുന്നു.
",uncle,B
"But he's not my uncle.
",mal_Mlym,"എങ്കിലും അയാള്‍ എന്റെ സഹോദരി ഭര്‍ത്താവല്ലേ.
",uncle,X
"Three-year-old raped by maternal uncle
",mal_Mlym,"മുത്തശ്ശി ക്രൂരമര്‍ദനത്തിന് ഇരയാക്കിയ മൂന്നരവയസുകാരിയെ വേണ്ടെന്ന് വീട്ടുകാര്‍
",uncle,X
"The accused uncle was later arrested by the police.
",mal_Mlym,"തുടർന്ന് പൊലീസു നടത്തിയ അന്വേഷണത്തിവ്‍ പ്രതിയായ അമ്മാവനെ പൊലീസ് അറസ്റ്റു ചെയ്തു.
",uncle,X
"Chirag Paswan was removed recently as the party chief by a faction of the LJP headed by his uncle Pashupati Kumar Paras.
",mal_Mlym,"ലോക് ജനശക്തി പാർട്ടി (എൽജെപി) അധ്യക്ഷ സ്ഥാനത്തുനിന്നു ചിരാഗ് പാസ്വാനെ പിതൃസഹോദരൻ പശുപതി കുമാർ പാരസിന്റെ നേതൃത്വത്തിലുള്ള വിമതപക്ഷം നേരത്തെ പുറത്താക്കിയിരുന്നു.
",uncle,M
"The girl's uncle and brother have been arrested.
",mal_Mlym,"മകളും മരുമകനും അറസ്റ്റിലായി.
",uncle,X
"Nirav Modi and his maternal uncle Choksi fled the country allegedly after committing fraud in the public sector lender Punjab National Bank.
",mal_Mlym,"പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നിന്ന് കോടിയുടെ തട്ടിപ്പ് നടത്തിയാണ് നീരവ് മോദിയും മെഹുള്‍ ചോസ്‌കിയും രാജ്യം വിട്ടത്.
",uncle,X
"Along with Nirav Modi, his uncle Mehul Chowksi too is accused of defaulting on the bank loans.
",mal_Mlym,"നീരവ് മോദിയൊടൊപ്പം പഞ്ചാബ് നാഷണൽ ബാങ്ക് വായ്പ തട്ടിപ്പു കേസിൽ പ്രതിയാണ് മെഹുൽ ചോക്‌സി.
",uncle,X
"Nirav Modi and his maternal uncle Mehul Choksi are wanted by Indian authorities in connection with the Punjab National Bank (PNB) scam, in which the duo is is accused of defrauding the bank of over Rs 14,000 crore.
",mal_Mlym,"നീരവിന്റെ തട്ടിപ്പുകള്‍നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും ചേര്‍ന്ന് പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍നിന്ന് 14,000 കോടി രൂപയുടെ തട്ടിപ്പു നടത്തിയെന്നാണു കേസ്.
",uncle,X
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
",mal_Mlym,"കേസിലെ പ്രധാന പ്രതിയും ലണ്ടനിൽ പൊലീസ് കസ്റ്റഡിയിലുളളയാളുമായ നീരവ് മോദിയുടെ അമ്മാവനാണ് മെഹുൽ ചോക്സി.
",uncle,X
"But his uncle did not.
",mal_Mlym,"എന്നാൽ, സഹോദരൻ അതിന് വഴങ്ങിയില്ല.
",uncle,X
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
",mal_Mlym,"കേസില്‍ നീരവ് മോദിയുടെ അമ്മാവനായ മെഹുല്‍ ചോക്സിയും പ്രതിയാണ്.
",uncle,B
"Police have arrested the girl’s father, mother and uncle.
",mal_Mlym,"കുഞ്ഞി​െൻറ മാതാവ് അനുപമയേയും അമ്മ അനിതയേയും പൊലീസ് നേരത്തേ അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
",uncle,X
"The girl's father and uncle have been arrested.
",mal_Mlym,"പെണ്‍കുട്ടിയുടെ പിതാവും സഹോദരനുമാണ് അറസ്റ്റിലായത്.
",uncle,B
"Anil Kapoor will play the role of Arjun's onscreen uncle Kartar Singh.
",mal_Mlym,"ബോണീ കപൂറിന്റെ മകന്‍ അര്‍ജ്ജുന്‍ കപൂറാണ്‌ അനില്‍ കപൂര്‍ അഭിനയിച്ച വേഷത്തില്‍ എത്തുന്നത്.
",uncle,X
"She was on her way to her maternal uncle’s house.
",mal_Mlym,"തൊട്ടപ്പുറത്തെ അമ്മാവന്റെ വീട്ടിലേക്കു പോയതായിരുന്നു.
",uncle,B
"The police said the case was registered on the basis of a complaint given by the boy's uncle.
",mal_Mlym,"സുഹൈലിന്റെ അമ്മാവനായ ചിന്താരം നല്‍കിയ പരാതിയുടെ അടിസ്ഥാനത്തില്‍ കേസ് രജിസ്റ്റര്‍ ചെയ്തതായി പൊലീസ് ഉദ്യോഗസ്ഥര്‍ പറഞ്ഞു.
",uncle,B
"Two FIRs relating to money laundering have been filed against Nirav Modi and his uncle Mehul Choksi for probing this matter.
",mal_Mlym,"ബാങ്ക് തട്ടിപ്പുകേസില്‍ സിബിഐയും എന്‍ഫോഴ്സ്മെന്റ് ഡയറക്ടറേറ്റും രണ്ട് എഫ്ഐആറുകളാണ് നീരവ് മോഡിക്കും ബന്ധുവായ മെഹുല്‍ ചോക്സിക്കും എതിരെ രജിസ്റ്റര്‍ ചെയ്തിട്ടുള്ളത്.
",uncle,B
"Suresh Raina’s uncle killed in attack by robbers
",mal_Mlym,"സുരേഷ് റെയ്‌നയുടെ ബന്ധു മോഷ്ടാക്കളുടെ ആക്രമണത്തിൽ കൊല്ലപ്പെട്ടു
",uncle,X
"police have arrested the uncle and brother of the girl.
",mal_Mlym,"പെണ്‍കുട്ടിയുടെ സഹോദരനെയും പിതാവിനേയും പോലിസ് അറസ്റ്റ് ചെയ്തു.
",uncle,B
"Ishan is my uncle’s son.
",mal_Mlym,"അസ്അദ് എന്റെ അമ്മായിയുടെ മകനാണ്.
",uncle,X
"The mother, father, brother and uncle of the woman have been arrested.
",mal_Mlym,"പരാതിയുടെ അടിസ്ഥാനത്തില്‍ ഭര്‍ത്താവ്, ഭര്‍ത്താവിന്റെ അച്ഛന്‍, അമ്മ, സഹോദരന്‍ എന്നിവരെ അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
",uncle,B
"It was narrated that ‘Ali said: When Abu Talib died, I came to the Prophet (#) and said: Your paternal uncle, the misguided old man, has died.
",mal_Mlym,"അലി(റ) നിവേദനം ചെയ്യുന്നു: അബൂത്വാലിബ് മരണപ്പെട്ടപ്പോള്‍ ഞാന്‍ നബി(സ)യുടെ അടുത്തു ചെന്ന്, താങ്കളുടെ വയോധികനായ പിതൃവ്യന്‍ മരണപ്പെട്ടിരിക്കുന്നു എന്ന് പറഞ്ഞു.
",uncle,B
"The woman's father, mother and uncle have been arrested in connection with the killing.
",mal_Mlym,"സംഭവത്തിൽ യുവതിയുടെ ഭർത്താവും ഭർതൃമാതാവും ആൾദൈവവും അറസ്​റ്റിലായിട്ടുണ്ട്.
",uncle,B
"The incident took place when the girl was in her uncle's house.
",mal_Mlym,"കാട്ടാക്കട പന്നിയോടുള്ള സഹോദരിയുടെ വീട്ടിൽ വച്ചായിരുന്നു സംഭവം.
",uncle,B
"As soon as Jacob saw Rachel, the daughter of his mother's brother Laban, with Laban's sheep, he went up and rolled the stone away from the mouth of the well and watered his uncle's sheep.
",mal_Mlym,"തന്റെ അമ്മയുടെ സഹോദരനായ ലാബാന്റെ മകൾ റാഹേലിനെയും അമ്മയുടെ സഹോദരനായ ലാബാന്റെ ആടുകളെയും കണ്ടപ്പോൾ യാക്കോബ് അടുത്തു ചെന്നു കണറ്റിന്റെ വായ്ക്കൽനിന്നു കല്ലു ഉരുട്ടി, അമ്മയുടെ സഹോദരനായ ലാബാന്റെ ആടുകൾക്കു വെള്ളം കൊടുത്തു.
",uncle,B
"Police have arrested the girl’s father, mother and uncle.
",mal_Mlym,"സംഭവം പുറത്തായതോടെ പെൺകുട്ടിയുടെ മാതാപിതാക്കളെയും വരനെയും വരന്റെ മാതാപിതാക്കളെയും പൊലീസ് അറസ്റ്റ്‌ചെയ്തു.
",uncle,B
"Another uncle passed away last month.
",mal_Mlym,"കഴിഞ്ഞ മാസം ആര്യയുടെ സഹോദരനും മരണപ്പെട്ടിരുന്നു.
",uncle,X
"The police is interrogating the child’s uncle and grandfather.
",mal_Mlym,"കുട്ടിയുടെ അച്ഛനെയും അമ്മയെയും കുന്നിക്കോട് പോലീസ് ചോദ്യം ചെയ്തു വരികയാണ്.
",uncle,X
"The police arrested Aneesh’s father-in-law Prabhu Kumar and wife’s uncle Suresh in connection with the murder.
",mal_Mlym,"കൊലപാതകവുമായി ബന്ധപ്പെട്ട് അനീഷിന്റെ ഭാര്യയുടെ അമ്മാവന്‍ സുരേഷിനെ പൊലീസ് അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
",uncle,X
"The uncle then took the body to District Magistrate Divya Prakash Giri and complained about the behaviour of the doctors.
",mal_Mlym,"കുട്ടിയുടെ മൃതശരീരവുമായി യാദവ് ജില്ലാ മജിസ്ട്രേറ്റ് ദിവ്യാ പ്രകാശ് ഗിരിയെ കാണുകയും ഡോക്ടര്‍മാരുടെ പെരുമാറ്റത്തെക്കുറിച്ച് പരാതി നല്‍കുകയും ചെയ്തു.
",uncle,B
"Three-year-old raped by maternal uncle
",mal_Mlym,"മൂന്നര വയസുകാരിക്ക് പിതാവിന്റെ ക്രൂരമര്‍ദനം
",uncle,X
"Modi and his uncle Mehul Choksi fled in early 2018 India before the news of the scam broke out.
",mal_Mlym,"2018 ഫെബ്രുവരിയിലാണ് വായ്പാ തട്ടിപ്പ് നടത്തി നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും ഇന്ത്യയില്‍ നിന്ന് ഒളിച്ചോടുന്നത്.
",uncle,X
"Among the prominent ones is the over Rs 13,000-crore fraud in the Punjab National Bank (PNB) allegedly committed by diamantaire Nirav Modi and his uncle Mehul Choksi, the promoter of Gitanjali Gems.
",mal_Mlym,"പഞ്ചാബ് നാഷണൽ ബാങ്കിൽ നിന്ന് 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസിൽ മുഖ്യ പ്രതികളാണ് രത്നവ്യാപാരിയായ നീരവ് മോദിയും അമ്മാവന്‍ മെഹുൽ ചോക്സിയും.
",uncle,X
"Meanwhile, his uncle namely Ashok Kumar (58) has succumbed to his injuries.
",mal_Mlym,"ഗുരുതരമായി പരിക്കേറ്റ പിതാവിൻെറ സഹോദരീ ഭർത്താവ് അശോക് കുമാർ (58) ആക്രമണത്തിൽ കൊല്ലപ്പെട്ടു​.
",uncle,X
"He was the son of Asaf Khan, brother of the celebrated Nur Jahan and father-in-law of Shah Jahan and was thus maternal uncle of Aurangzeb.
",mal_Mlym,"ആസിഫ് ഖാൻ നൂർജഹാന്റെ സഹോദരനും മുഗൾ ചക്രവർത്തിയായിരുന്ന ജഹാംഗീറിന്റെ ഭാര്യാ സഹോദനുമായിരുന്നു.
",uncle,X
"She had come to her maternal uncle’s home.
",mal_Mlym,"മാതാവിന്റെ വീട്ടിലേക്ക് വിരുന്നെത്തിയതായിരുന്നു അവർ.
",uncle,X
"The statement from the NCP chief comes soon after Ajit Pawar said he is with the NCP and his uncle Sharad Pawar is still his leader.
",mal_Mlym,"താൻ ഇപ്പോഴും എൻസിപിയിൽ തന്നെയാണെന്നും എന്നും ശരദ് പവാർ തന്നെയാണ് തന്റെ നേതാവ് എന്നുമുള്ള അജിത് പവാറിന്റെ പ്രസ്താവനയ്ക്ക് പിന്നാലെയാണ് വിശദീകരണവുമായി ശരദ് പവാർ രംഗത്ത് എത്തിയത് .
",uncle,X
"My father and elder uncle had died earlier.
",mal_Mlym,"അച്ഛനും അമ്മയും നേരത്തേ മരിച്ചു.
",uncle,X
