eng_Latn,hin_Deva
"Actor Kunal Kapoor is dating Amitabh Bachchan's niece Naina Bachchan.
","रंग दे बसंती फेम एक्टर कुणाल कपूर, अमिताभ बच्चन के भाई अजिताभ बच्चन के दामाद हैं।
"
"She was his wife’s niece.
","वह उस मृतक की पत्नी थी।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड एक्ट्रेस सोहा अली खान ने हाल ही में अपने सोशल मीडिया अकाउंट पर एक बूमरैंग वीडियो शेयर किया है.
"
"Police arrested a man for allegedly raping 6-year-old niece.
","Highlights6 साल के लड़के के साथ दुराचार करने के आरोप में पुलिस ने नाबालिग लड़के को गिरफ्तार किया है।
"
"Meanwhile, the girl’s uncle told reporters that after the girl committed suicide, two boys from the locality had told him that his niece was sexually assaulted by some men.
","वहीं, पीड़िता के चाचा ने पत्रकारों को बताया कि आत्महत्या करने के बाद दो स्थानीय लड़कों ने उन्हें जानकारी दी कि युवती के साथ गैंग रेप हुआ है।
"
"Abhishek Yadav is the son of Mulayam's brother Abhay Ram Yadav while Sandhya is the party supremo's niece and sister of Badaun MP Dharmendra Yadav.
","संध्या यादव सांसद धर्मेंद्र यादव की बहन हैं, जबकि अंशुल यादव, मुलायम के भाई राजपाल यादव और प्रेमलता यादव के बेटे हैं.
"
"Besides her husband, the deceased is survived by two nieces and a nephew.
","मृतक अपने पीछे पत्नी के अलावा दो पुत्र और दो पुत्री छोड़ गया है।
"
"Some time back, Saba had shared an adorable picture with her nieces too.
","कुछ समय पहले सबा ने तैमूर के साथ अपनी क्यूट तस्वीर शेयर की थी.
"
"Ranbir Kapoor was seen in family pictures with mother Neetu Singh, sister Riddhima Kapoor Sahni and niece Samara Sahni.
","इस तस्वीर में उनके साथ मां नीतू सिंह, ऋषि कपूर और बेटी समारा साहनी भी दिखाई दे रही हैं।
"
"Simran, who brought her niece SomyaSapnani, who had lost her parents, said, ""They want to educate the girl child but due to poor financial condition they are not able to pay the fees.
","माता-पिता को खो चुकी बालिका सौम्या सपनानी को लेकर आई मौसी सिमरन ने कहा कि वे लोग बच्ची को पढ़ाना चाहते हैं लेकिन आर्थिक स्थिति अच्छी नहीं होने के कारण फीस नहीं चुका पा रहे हैं।
"
"BJP district president Pradeep Chauhan said, ""Mulayam Singh Yadav himself had praised PM Narendra Modi in Parliament, and if the former's niece is contesting as our party candidate, it means that she also supports the development agenda of the BJP.
",""" वहीं भाजपा के जिलाध्यक्ष प्रदीप चौहान ने कहा, ""मुलायम सिंह यादव ने खुद संसद में प्रधानमंत्री नरेंद्र मोदी की प्रशंसा की थी।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","हाल ही में उनकी बेटी सबा अली खान ( Saba Ali Khan ) ने सोशल मीडिया पर एक खास तस्वीर पोस्ट की है।
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","नई दिल्ली: ऑस्ट्रेलिया के तूफानी गेंदबाज मिचेल स्टार्क और ऑस्ट्रेलिया की महिला सलामी बल्लेबाज एलिसा हीली पति—पत्नी हैं।
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","मिशेल स्टार्क के भाई होने के साथ-साथ वो ऑस्ट्रेलियाई महिला क्रिकेटर एलिसा हीली के देवर भी हैं।
"
"Princess Mako is the eldest daughter of the Crown Prince Akishino and the niece of Emperor Naruhito.
","राजकुमारी माको जापान के राजा अकिहितो की सबसे बड़ी पोती हैं।
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","मृतकों में दूल्हे की चाची, एक चचेरी बहन, मामी, दो ममेरी बहन व रिश्ते के अन्य महिलाएं व बच्चे शामिल हैं.
"
"The deceased have been identified as Laljit Singh, his two sons Amit Shekhar alias Nemani Singh and Ram Chandra Singh, daughter Baby Devi, niece Anita Devi and the driver Preetam Kumar.
","मृतकों में लालजीत सिंह, पिता रामचंद्र सिंह, अमित शेखर उर्फ नेमानी सिंह पिता -पुत्र, बेबी देवी, अनिता देवी, सूमो चालक -प्रीतम कुमार शामिल हैं जबकि घायलों में प्रशांत कुमार, बाल्मीकि सिंह, नवडीहा, जमुई, बालमुकुंद सिंह, चौहानडीह, जमुई शामिल हैं.
"
"Actresses Karisma Kapoor and Kareena Kapoor are his nieces.
","अभिनेत्री करिश्मा और करीना उनके पहले चचेरे भाई हैं।
"
"Rihanna, Swedish climate activist Greta Thunberg, American actress Amanda Cerni, US Vice President Kamala Harris’ niece Meena Harris and several other prominent people took to Twitter to lend their voices to the months-long farmers’ protests against three newly enacted agri laws.
","अमेरिकी पॉप गायिका रिहाना, स्वीडन की जलवायु कार्यकर्ता ग्रेटा थनबर्ग, अमेरिकी अभिनेत्री अमांडा केरनी, अमेरिकी उप राष्ट्रपति कमला हैरिस की भ तीज ी मीना हैरिस सहित कई मशहूर हस्तियों ने भारत में किसानों के विरोध प्रदर्शन के बारे में ट्वीट किए ।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड अभिनेता सैफ अली खान की बेटी सारा अली खान ने हाल ही में अपना एक ग्लैमरस फोटोशूट कराया है।
"
"Apart from this, she also shares photos with her niece and nephews Taimur Ali Khan, Jahangir Ali Khan, Inaya Khemu, Sara Ali Khan and Ibrahim.
","इसके अलावा अपने घर के बच्चों तैमूर अली खान, जहांगीर अली खान, इनाया खेमू, सारा अली खान और इब्राहिम की फोटोज भी शेयर करती हैं.
"
"His niece also died.
","उसके ससुर का भी देहांत हो चुका है।
"
"Antara is the niece of Anil Ambani's wife Tina Ambani.
","अंतरा, अनिल अंबानी की पत्नी टीना अंबानी की बहन की बेटी हैं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","इससे पहले उन्होंने अपने इंस्टाग्राम पर सारा अली खान के बचपन का एक फोटो शेयर किया था।
"
"Police said his niece lived in the same locality with her mother.
","महिला ने पुलिस को बताया है कि उसका सौतेला बेटा उनके साथ ही घर में रहता था।
"
"Kareena Kapoor Khan shared an adorable click featuring her son Taimur Ali Khan and niece Inaaya Kemmu.
","करीना कपूर खान ने अपने बेटे लाडले तैमूर अली खान और इनाया खेमू की एक क्यूट वीडियो पोस्ट की है।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","हाल ही में बॉलीवुड की एक जानी-मानी एक्ट्रेस सारा अली खान (Sara Ali Khan) ने भी अपने फैंस के साथ अपने बचपन से जुड़ी एक याद शेयर की.
"
"During this time, Rashmi became friends with Jaywanti, Bal Thackeray's niece and Raj Thackeray’s elder sister.
","इसी दौरान वे राज ठाकरे की बहन जयजयावंति से मिलीं।
"
"Today (December 27) it's Salman Khan's niece Ayat Sharma's first birthday.
","सलमान खान के जन्मदिन(27 दिसंबर) पर उनकी बहन अर्पिता खान शर्मा ने एक बच्ची को जन्म दिया।
"
"All my nieces and nephews were there.
","मेरी सभी भाई-बहन वहीं थे.
"
"1815, Britain defeated Napoleon at the Battle of Waterloo. niece Victoria inheritad tethrone.
","1815- वाटरलू की जंग में नेपोलियन की सेना ने ब्रिटेन को हराया।
"
"A woman is a daughter, sister, niece, wife, mother, aunt, stepmother, and grandmother.
","स्त्री, बेटी, मां, बहन, प्रेयसी होती है।
"
"Sarala was Rabindranath Tagore’s niece.
","सरला रविन्द्र नाथ टैगोर की दूर की रिश्तेदार थी।
"
"This is my niece.
","यह म्हारी बहू है।
"
"Meanwhile, US Vice president Kamala Harris’ niece- Meena Harris has also tweeted about Farmers Protest.
","वहीं अमेरिका के उप-राष्ट्रपति माइक पेंस ने कमला हैरिस पर पलटवार किया है।
"
"She is a niece.
","वह पड़ौसी है।
"
"Bollywood actor Sanjay Kapoor features in the film ""The Zoya Factor"", starring niece Sonam Kapoor.
","बॉलीवुड एक्ट्रेस सोनम कपूर अपनी वाली फिल्म 'द ज़ोया फैक्टर' को लेकर चर्चा में बनी हुई है.
"
"I want to marry your niece.
","में तुम्हारी बेटी से शादी करना चाहता हूँ।
"
"A term 'relative' refers to a parent, child, step child, brother, sister, aunt, uncle, nephew, niece, grandparent and grandchild.
","नजदीकी रिश्तेदार का मतलब पिता, माता, भाई, बहन, दादा, दादी, पोता और पोती से है।
"
"Be it a brother, sister, parent, niece, nephew, aunt, uncle, neighbour or friend.
","चाहे वह आपके भाई, माता-पिता, रिश्तेदार, दोस्त, प्रेमी या प्रेमिका या जीवनसाथी और ससुराल वाले आदि हों।
"
"Where is my little niece?
","मेरे छोटे भेया ओर बहन कहाँ हैं ?
"
"Nikunj, niece of Congress MLA from Sojitra constituency Punam Parmar, lost from the Tarapur seat of the district panchayat.
","आनंद के सोजित्रा से कांग्रेस विधायक पूनमभाई परमार के बेटे विजय परमार को भी बीजेपी उम्मीदवार से तारापुर तालुका पंचायत के मोराज सीट से हार मिली है जबकि उनके भतीजे निकुंज परमार को भी हार का सामना करना पड़ा है.
"
"The first picture shows Anil posing with his niece Janhvi.
","पहली तस्वीर में अनिल अपनी वाइफ के साथ मुस्कराते हुए नजर आ रहे हैं।
"
"And he has a niece.
","और उसके एक पुत्री है।
"
"She is actress Tanvi Azmi’s niece.
","तन्वी आज़मी सिनेमा की एक अभिनेत्री हैं।
"
"This is my niece.
","यह मेरी भाभी हैं ।
"
"Adil Hussain played Sridevi’s husband and Priya Anand was cast as Sridevi’s niece.
","पाकिस्‍तानी एक्‍टर अदनान सिद्दीकी ने श्रीदेवी के पति का और एक्‍ट्रेस सजल अली ने श्रीदेवी की सौतेली बेटी आर्या का किरदार निभाया था।
"
"She is the niece of Boney and Anil Kapoor and cousin to Sonam Kapoor and Arjun Kapoor.
","वह बोनी कपूर के भांजे हैं और अर्जुन कपूर और सोनम कपूर के कजिन हैं.
"
"I have three nephews and two nieces.
","मेरी तीन ननद और दो देवर थे।
"
"Abhishek Yadav is the son of Mulayam's brother Abhay Ram Yadav while Sandhya is the party supremo's niece and sister of Badaun MP Dharmendra Yadav.
","अनुराग मुख्यमंत्री अखिलेश यादव के चचेरे भाई और बदायूं से सपा सांसद धर्मेंद्र यादव के सगे भाई है.
"
"""Asked about what is so special of working with his niece, Sanjay told IANS: """"As an actor for me it is important to be part of a good story and """"The Zoya Factor"""" is one such opportunity.""
","संजय ने आईएएनएस से कहा, “मेरे लिए एक अभिनेता के रूप में अच्छी कहानी का हिस्सा होना महत्वपूर्ण है और ‘द जोया फैक्टर’ ऐसा ही एक मौका है।
"
"Arti Singh is the sister of Krushna Abhishek and niece of Govinda.
","गोविंदा के भांजे कृष्णा अभिषेक और आरती सिंह भाई बहन हैं.
"
"Priyanka Chopra shared an oh-so-cute pic with her niece Sky Krishna on Instagram.
","प्रियंका चोपड़ा ने अपने इंस्टाग्राम पर कोबी और उनकी बेटी जियाना की एक बहुत ही प्यारी सी तस्वीर शेयरी की है.
"
"Woman asked her husband to murder her niece
","महिला ने पति से कराया अपनी ही बहन का रेप
"
"Same day, US Vice President Kamala Harris ’ niece, Meena Harris too tweeted: “We ALL should be outraged by India’s internet shutdowns and paramilitary violence against farmer protesters.
","मीना हैरिस : अमेरिका की उपराष्ट्रपति भारतवंशी कमला हैरिस की छोटी बहन माया की बेटी मीना हैरिस ने ट्वीट में लिखा : 'आंदोलनकारी किसानों के खिलाफ पैरामिलिट्री फोर्स का हिंसा करना और इंटरनेट शटडाउन किए जाने से हम सभी को आंदोलित होना चाहिए.
"
"Saba Ali Khan has shared a fresh batch of baby pictures of her niece, actor Sara Ali Khan .
","हाल ही में सबा (Saba Ali Khan) ने फिर से इंस्टा पर एक थ्रोबेक फोटो शेयर की है जिसमें सैफ अली ख़ान और एक न्यू बॉर्न बेबी नज़र आ रहा है.
"
"Bonney Kapoor's brother and niece, actors Anil and Sonam Kapoor, were spotted at Mumbai airport this evening.
","बोनी कपूर के भाई और फिल्म अभिनेता अनिल कपूर मुंबई एयरपोर्ट पहुंचे थे।
"
"Saba Ali Khan shared an old picture of her niece Sara Ali Khan and her mother Amrita Singh, asked fans if they look like sisters.
","सारा अली खान की इस फोटो को देख उनके फैंस उनके लुक की तुलना अमृता सिंह यानी की सारा अली खान की मां से कर रहे हैं.
"
"She is the niece of former prime minister Atal Bihari Vajpayee.
","यह भारत के पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी का पैतृक गाँव है।
"
"During their investigation to find out the woman's Facebook friend, police called two of her relatives, her sister-in-law Arya, and niece Greeshma, for questioning.
","महिला के फेसबुक मित्र की जांच के दौरान पुलिस ने महिला की ननद आर्या और भानजी ग्रीष्मा को पूछताछ के लिए बुलाया।
"
"Shraddha Kapoor is the daughter of Shakti Kapoor and niece of Padmini Kolhapure.
","राज कुंद्रा शमिता शेट्टी के जीजा हैं और शिल्‍पा शेट्टी की बहन हैं।
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","स्टार्क की पत्नी एलिसा हेली ऑस्ट्रेलिया महिला क्रिकेट टीम का हिस्सा हैं।
"
"She is his niece.
","यह उसकी सगी नातिन है।
"
"Her close aide Sasikala Natarajan , her niece Ilavarasi and her nephew and Jayalalithaa’s disowned foster son Sudhakaran are others listed as accused in the case.
","उनकी निकट सहयोगी शशिकला नटराजन, उनकी रिश्तेदार इलावरासी, उनके भतीजे और जयललिता द्वारा बेदखल किए जा चुके उनके गोद लिए गए बेटे सुधाकरन समेत अन्य को मामले में आरोपी बनाया गया है।
"
"Asked about what is so special of working with his niece, Sanjay told IANS: ""As an actor for me it is important to be part of a good story and ""The Zoya Factor"" is one such opportunity.
","संजय कपूर ने मीडिया से बातचीत करते हुए कहा, ""मेरे लिए एक अभिनेता के रूप में अच्छी कहानी का हिस्सा होना महत्वपूर्ण है और 'द जोया फैक्टर' ऐसा ही एक मौका है.
"
"Kunal Kapoor, who recently married Amitabh Bachchan's niece Naina Bachchan, was also there.
","बॉलिवुड अभिनेता कुणाल कपूर और अमिताभ बच्चन के भाई अजिताभ की बेटी नैना बच्चन की शादी हाल ही में हुई है।
"
"Sanjay Kapoor shared a funny edit of niece Sonam Kapoor’s picture.
","हिंदी न्यूज़ मनोरंजन संजय कपूर ने शेयर की सोनम की एडिटेड फोटो, सोशल मीडिया पर यूजर्स लेने लगे जमकर मजे
"
"She is the niece of Bollywood actor Govinda.
","गोविंदा बॉलीवुड के एक ऐसे सितारे हैं.
"
"She was very fond of him and treated him like an adoring niece.
","वह उससे बहुत नम्र व्यवहार करती थी और उसे अपनी सखी के समान प्यार करती थी।
"
"An unknown assailant kidnapped her niece.
","कोई अज्ञात उसके भतीजे का अपहरण कर ले गया।
"
"It is attachment to relatives-parents, brother and sister, wife and children, nephew and niece.
","संबंधियों में पत्नी और उनके भाई-बहन, बच्चे, पोता-पोती, दादा-दादी, माता-पिता और उनके भाई-बहन और उनके पति-पत्नी आते हैं।
"
"He married his wife's niece.
","पत्नी के ब्वॉयफ्रेंड से उसकी हाथापाई हुई।
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","मिचेल स्टार्क ने ऑस्ट्रेलियाई महिला क्रिकेट टीम की विकेटकीपर एलिसा हीली से शादी की है.
"
"And where is my niece?
","और मेरी प्यारी बहू जानकी कहाँ है?
"
"Abhishek Yadav is the son of Mulayam's brother Abhay Ram Yadav while Sandhya is the party supremo's niece and sister of Badaun MP Dharmendra Yadav.
","अभिषेक मुलायम के भाई अभयराम के बेटे हैं जबकि संध्‍या बदायूं से सांसद धर्मेन्‍द्र यादव की बहन है।
"
"Aamir Khan along with his wife Kiran Rao, son Azad Rao Khan and daughter Ira Khan attended his niece Zayn. . . . .
","उनके साथ पत्नी किरण राव, बेटी इरा खान और बेटे आजाद खान मौजूद थे।
"
"His niece also died.
","उनकी सग्री बहन भी मर चुकी थीं।
"
"Fatima, Benazir’s niece, believes that Asif Zardari ordered the murder of Murtaza Bhutto, Benazir’s brother, and her father.
","जरदारी पर फातिमा के पिता और बेनजीर के भाई मुर्तजा भुट्टो की हत्या की साजिश रचने का आरोप था।
"
"Abi Bakr al-Siddiq was the daughter of the first caliph’s eldest son, and niece of Muhammad's wife ‘A’ishah.
","बेग की सबसे बड़ी बेटी मिस्लिमेलेक खानम ने शहजादे अब्दुलकादिर से शादी की और उनकी पहली पत्नी थी।
"
"Sentences man to life imprisonment for raping six-year-old niece
","छह वर्षीय बालिका के साथ दुष्कर्म के दोषी को आजीवन कारावास की सजा
"
"Saba Ali Khan shared a picture of her niece Inaaya Naumi Kemmu, the daughter of actors Soha Ali Khan and Kunal Kemmu, on Instagram.
","बेटी इनाया खेमू (Inaaya Khemu) का एक वीडियो हाल ही में मां सोहा अली खान (Soha Ali Khan) ने अपने इंस्टाग्राम पर शेयर किया है, जिसमें सोहा-कुणाल की लाड़ली इधर-उधर फुदकते हुए सोलो डांस कर रही हैं.
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","हाल ही में प्रियंका चोपड़ा ने अपनी दो थ्रोबैक तस्वीरें सोशल मीडिया पर शेयर की है।
"
"She is his niece.
","वह उसकी कातिल है।
"
"Producer Marrisetti Raghavayya says he is proud to associate with actress Niharika, grand niece of megastar Chiranjeevi, in his next yet-untitled Telugu project, to be directed by debutant Ravidurga Prasad.
","निर्माता मरीसेट्टी राघवैय्या का कहना है कि उन्हें अपनी आगामी तेलुगू फिल्म में मेगास्टार चिरंजीवी की रिश्तेदार निहारिका के साथ काम करने पर गर्व है।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","सबा ने हाल ही में अपने इंस्टाग्राम हैंडल से भाभी करीना कपूर और बहन सोहा अली खान के साथ अपनी एक फोटो शेयर की है।
"
"Rishi's funeral was attended by his wife Neetu Kapoor, son Ranbir Kapoor and his girlfriend Alia Bhatt, brother Randhir Kapoor, niece Kareena Kapoor Khan and her husband Saif Ali Khan, Abhishek Bachchan and a few others.
","""समारोह में शशि कपूर के भतीजे ऋषि कपूर उनकी पत्नी नीतू कपूर, परपोते रणबीर कपूर, परपोती करिश्मा कपूर और कपूर खानदान के दूसरे सदस्यों के अलावा अभिनेता अमिताभ बच्चन और उनके बेटे अभिनेता अभिषेक बच्चन, अनुभवी अभिनेत्री वहीदा रहमान, आशा पारेख, नफीसा अली, सैफ अली खान और रेखा भी मौजूद थे।
"
"The SDOP, however, said the woman's two nieces who saw the incident stated that the accused caught hold of her and teased her, but did not confirm that she was raped.
","हालांकि, एसडीओपी ने बताया कि पीड़िता की दो भतीजियों ने कहा कि आरोपियों ने उसे पकड़ा और छेड़ा था, लेकिन इस बात की पुष्टि नहीं की कि उसके साथ सामूहिक दुष्कर्म हुआ है।
"
"Ranbir Kapoor and his family, including his mother Neetu Kapoor, sister Riddhima Kapoor Sahni and niece Samara Sahni.
","रणबीर कपूर, उनकी नीतू कपूर (Neetu Kapoor), बहन र‍िद्ध‍िमा साहनी (Riddhima Kapoor Sahani) और उनका परिवार भी साथ है.
"
"""Having found a new icon in Modi, the BJP is working hard to distance itself from the Vajpayee legacy,"" the party charged, while citing the example of Vajpayee's niece quitting the party and joining the Congress instead.
","पार्टी ने कहा कि मोदी में अपना नायक तलाश कर भाजपा खुद को वाजपेयी की विरासत से दूर करने की भरसक कोशिश कर रही है.
"
"Sushant Singh Rajput's sister and niece comment on Ankita Lokhande's post.
","अंकिता लोखंडे के पोस्ट पर सुशांत की बहन का कमेंट
"
"Actor Nawazuddin Siddiqui’s niece has filed a sexual harassment case against his brother.
","नवाजुद्दीन सिद्दिकी के भाई पर यौन उत्पीड़न का आरोप लगा है।
"
"Several Bollywood celebrities, including Lara Dutta, Bipasha Basu, Salman Khan's sister Alvira Khan and the superstar's niece Alizeh Agnihotri, graced the event.
","आलिया भट्ट, सलमान खान की बहन अर्पिता खान समेत कई सेलेब्स इसमें शामिल हुए.
"
"The same rule applies to a mother and son, father and daughter, brother and sister, niece, nephew, parental uncle and parental aunt.
","भाई-भाई के विषय में, बाप-बेटे के विषय में, सास-बहू के विषय में , गुरु-शिष्य के विषय में भी इसी प्रकार का नियम लागू होता है।
"
"She's Varun Dhawan's niece - the granddaughter of Varun Dhawan's uncle Anil Dhawan.
","अंजिनी वरुण धवन के अंकल अनिल धवन की पोती हैं।
"
"Based on the deceased woman’s niece Richa, police registered a case of murder under Section 302 of the Indian Penal Code (IPC).
","रिपोर्ट के आधार पर पुलिस ने भारतीय दंड संहिता की धारा 302 (हत्या) के तहत मामला दर्ज कर लिया।
"
"Alia went for a family dinner with Ranbir, niece Samara, his mom Neetu Kapoor, and his sister Riddhima, to St Regis Hotel, Mumbai.
","ऋषि कपूर अपने परिवार पत्नी नीतू कपूर, बेटे रणबीर और बेटी रिद्धिमा के साथ मुंबई के एक पॉश होटल में डिनर करने गए थे।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बता दें कि हाल ही में सैफ अली खान की बेटी सारा अली खान ने सोशल मीडिया पर अपनी एक तस्वीर सोशल मीडिया पर शेयर की है।
"
"Raveena Tandon takes an auto with daughter Rasha to attend niece's mehendi ceremony, shares video
","कार छोड़कर ऑटो से रवीना टंडन बेटी संग पहुंची मेहंदी सेरेमनी में, देखें ये शानदार pic
"
"Actor Saif Ali Khan's sister Saba Ali Khan, who regularly shares treasured family moments on Instagram, has shared an unseen picture of her niece, actor Sara Ali Khan and nephew Ibrahim Ali Khan.
","हिंदी न्यूज़ › मनोरंजन › सैफ अली खान की बहन सबा ने शेयर की फैमिली की अनसीन फोटो, इब्राहिम और सारा संग नजर आए एक्टर
"
"Recently, Kareena Kapoor Khan attended a Diwali party with sister Karisma Kapoor niece Samiera Kapoor and BFF Amrita Arora.
","बाद में करीना कपूर की क्रिस्मस पार्टी में करिश्मा सैफ और सलमान खान अमृता अरोड़ा के साथ चिल मारते हुए दिखाई दिए।
"
"She is his niece.
","वह इसकी सगी बहिन है।
"
"Sussanne is the niece of late actor Feroz Khan and director Akbar Khan (brothers of Sanjay Khan) and first cousin of Bollywood actor, Fardeen Khan.
","बॉलीवुड एक्टर फिरोज खान के छोटे भाई संजय खान (अभिनेता और फिल्म निर्माता) का असली नाम शाह अब्बास खान है ।
"
"Kareena Kapoor Khan enjoys family time with son Taimur Ali Khan and niece Inaaya Naumi Kemmu at Amrita Arora's house.
","करीना कपूर खान बेटे तैमूर अली खान के साथ अमृता अरोड़ा के घर पहुंचे।
"
"Sayesha Saigal, who is the grand niece of Dilip Kumar and Saira Banu will play the female lead in the film.
","अजय की इस फिल्म में दिलीप कुमार व सायरा बानो की नातिन सायेशा सहगल भी लीड रोल में नजर आएंगी।
"
"""""""Bought this for my niece.""
","""""""""""मैंने अपनी बहन के लिये यह खरीदा।""
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","हाल ही में प्रियंका ने अपनी बेटी के साथ तस्वीर साझा की है जो सोशल मीडिया पर वायरल हो रही है।
"
"Sushant's sister Shweta Singh Kirti and niece Mallika Singh commented on Ankita's post.
","अंकिता के इस पोस्ट पर सुशांत की बहन श्वेता सिंह कीर्ति ने भी कमेंट किया है.
"
"Wife of Bharatha, daughter of Kushadwaja, and niece of Janaka.
","जतक के भाई कुशध्वज की पुत्री और भरत की पत्नी।
"
"Also has sisters, brothers, nieces & nephews.
","इसके अलावा माता-पिता, बहन व छोटा भाई भी है।
"
"Gandhiji in his later days slept naked with his two nieces to experiment with celibacy.
","ब्रह्मचर्य से अपने प्रयोग के लिए गांधीजी बाद के दिनों में अपनी दो भतीजियों के साथ नंगे सोते थे।
"
"Nawazuddin Siddiqui's brother opens up on his niece's sexual harassment allegations
","भाई पर लगे यौन उत्पीड़न के आरोपों पर नवाजुद्दीन सिद्दीकी ने तोड़ी चुप्पी
"
"Saba Ali Khan has shared a fresh batch of baby pictures of her niece, actor Sara Ali Khan .
","सारा अली खान ने एक बार फिर अपनी बिकिनी वाली तस्वीरें (Sara Ali Khan Bikini Photos) शेयर की हैं।
"
"Arti Singh is the niece of actor Govinda, sister of Comedian Krushna Abhishek and cousin of television actress Ragini Khanna.
","टीवी रियलिटी शो 'द कपिल शर्मा शो' में सभी को अपनी कॉमेडी से गुदगुदाने वाले गोविंदा के भांजे और एक्टर कृष्णा अभिषेक की बहन आरती सिंह हैं।
"
"We are very happy but missing Aly since we know how close he is to his niece and nephews and we can’t wait for him to meet the baby.
","हम खुश है लेकिन अली को मिस कर रहे है क्यूंकि हम जानते है कि वह अपनी भांजे और भांजियों के कितना करीब है.
"
"Father Amitabh Bachchan and niece Navya Naveli Nanda shared adorable birthday wishes for the actor on social media.
","अमिताभ बच्‍चन और नव्‍या नवेली नंदा ने अपने-अपने आधिकारिक सोशल अकाउंट पर अनसीन फोटो शेयर कर उन्‍हें बर्थ डे विश किया किया।
"
"She played the role of Shah Rukh Khan's niece in the film 'Baadshah'.
","सना ने फिल्म 'कुछ कुछ होता है' में शाहरुख खान की बेटी का किरदार किया था.
"
"Also seen in the videos are - Salman's mother Salma Khan, niece Alizeh, sisters Alvira Khan, Arpita Khan, brothers Sohail Khan, Arbaaz Khan, Daisy Shah, Swara Bhasker among others.
","वीडियो में सलमान खान की मां सलमा, बहन अलवीरा, अर्पिता और आयुष, कैटरीना और उनकी बहन इजाबैल भगवान गणेश की आरती करते नजर आ रहे.
"
"Actor Kunal Kapoor is dating Amitabh Bachchan's niece Naina Bachchan.
","महानायक अमिताभ बच्‍चन के छोटे भाई अजिताभ बच्‍चन की बेटी नैना बच्‍चन की शादी बॉलीवुड एक्‍टर कुणाल कपूर से हुई है।
"
"She is his niece.
","वह उसका भतीजा है।
"
"Pandit’s niece and Jawaharlal Nehru’s daughter, Indira Gandhi, was the first woman Prime Minister of the country and her grand-nephew, Rajiv Gandhi, the sixth prime minister of India.
","इंदिरा गांधी के पुत्र और भारत के प्रथम प्रधानमंत्री जवाहरलाल नेहरू के नाती राजीव गांधी भारत के सातवें प्रधान मंत्री थे।
"
"She's Varun Dhawan's niece - the granddaughter of Varun Dhawan's uncle Anil Dhawan.
","अंजिनी वरुण के अंकल अनिल धवन की पोती है।
"
"Kareena Kapoor Khan is Rajiv Kapoor's niece, daughter of Randhir Kapoor.
","कंगना रनौत रणबीर कपूर की बहन करीना कपूर की फैन हैं।
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","प्रियंका चोपड़ा ने हाल ही में अपनी कुछ प्यारी सी तस्वीरें साझा की हैं।
"
"She is his niece.
","यह उसकी बहिन है।
"
"Pandit’s niece and Jawaharlal Nehru’s daughter, Indira Gandhi, was the first woman Prime Minister of the country and her grand-nephew, Rajiv Gandhi, the sixth prime minister of India.
","राजीव गांधी इन्दिरा गांधी के पुत्र, जवाहरलाल नेहरू के पौत्र और भारत के नौवें प्रधानमंत्री थे.
"
"35-year-old arrested for raping, murdering minor niece
","प्रेम प्रसंग चलते हुई 35 वर्षीय युवक की हत्या, युवती के परिजनों पर लगा हत्या का आरोप
"
"Recently, Kareena Kapoor Khan attended a Diwali party with sister Karisma Kapoor niece Samiera Kapoor and BFF Amrita Arora.
","हाल ही में मां बनीं बॉलीवुड अभिनेत्री करीना कपूर बीती रात पति सैफ अली खान और फ्रेंड अमृता अरोड़ा खान के साथ पार्टी करने पहुंची.
"
