eng_Latn,hin_Deva
"Her grandson, Tape Ram, alleged that when funeral procession reached the public crematorium of the village, some upper castes men forbade them to cremate his grandmother there.
","महिला के पोते टेप राम ने आरोप लगाया कि गांव के श्मशान गृह पर शव लेकर पहुंचने के बाद ऊंची जाति के कुछ लोगों ने वहां उन्हें प्रवेश नहीं करने दिया।
"
"The girl lived with her father and her grandmother.
","लड़की अपने भाई और माता-पिता के साथ रह रही थी।
"
"She plays a caring grandmother who loves her family and can go to any extent to protect her granddaughters.
","उन्होंने केयरिंग ग्रैंडमदर का किरदार निभाया है जो अपने परिवार को प्यार करती है और अपने पोते-पोतियों की रक्षा के लिए किसी भी हद तक जा सकती है.
"
"Beloved mother, grandmother and great -grandmother.
","गुडबाय मां, पापा और दीदी.
"
"The grandmother informed the girl’s mother.
","लड़की ने आपबीती मां को बतलाई।
"
"His grandmother, then prime minister Indira Gandhi, and his father, former prime minister Rajiv Gandhi, were both assassinated.
","गौरतलब है कि सोनिया गांधी के पति एवं पूर्व प्रधानमंत्री राजीव गांधी और उनकी सास एवं पूर्व प्रधानमंत्री इंदिरा गांधी दोनों की हत्या की गई थी।
"
"The victim’s grandmother had informed about the incident to the villagers.
","घटना की सूचना ग्रामीणों ने पीड़िता के मायकेवालों को दी।
"
"Bhageerathi Amma, a great grandmother, had always yearned to study and gain knowledge.
","भागीरथी अम्मा, हमेशा से अध्ययन करने और ज्ञान प्राप्त करने के लिए तरसती रहीं थीं।
"
"Police have arrested the boy's parents and grandmother on suspicion of murder and child abuse in the boy's death.
","पुलिस ने इस हत्या के आरोप में लडक़ी के माता-पिता और चाचा को गिरफ्तार कर कोर्ट में पेश किया।
"
"The child lived with his grandmother in the village.
","नाबालिग अपने दादा के साथ गांव में रहती थी।
"
"At my grandmother’s house.
","मेरी मामा के ससुराल में.
"
"The victim returned home and informed her grandmother.
","पीड़िता मायके पहुंची और स्वजन को जानकारी दी।
"
"Both mother and grandmother live with them.
","मां और भैया-भाभी साथ रहते हैं।
"
"The accused allegedly killed his parents, sister and grandmother, said the police.
","युवती ने बताया कि उसके जीजा, पिता और भाई को आरोपियों ने बेरहमी से पीटा.
"
"The deceased had been living with his grandmother.
","मृतक अपनी सौतेली मां के साथ रहते थे।
"
"Boney Kapoor, Sanjay Kapoor, Arjun Kapoor, Anil Kapoor, Shanaya Kapoor, Anshula Kapoor, Maheep Kapoor, Jahan Kapoor, Janhvi Kapoor, her grandmother and Sunita Kapoor posed for the adorable family photo.
","अर्जुन के द्वारा शेयर की गई फैमिली फोटो में अनिल कपूर, सुनीता कपूर, बोनी कपूर, महीप कपूर, संजय कपूर, जाह्नवी कपूर, खुशी कपूर, मोहित मारवाह, शनाया कपूर, जहान कपूर और अर्जुन कपूर नजर आ रहे हैं।
"
"New Delhi: Congress chief Rahul Gandhi paid tributes to his grandmother and the late PM Indira Gandhi on her death anniversary.
","पूर्व प्रधानमंत्री इंदिरा गांधी की जयंती आज: पीएम मोदी और राहुल गांधी सहित कई नेताओं ने श्रद्धांजलि दी
"
"My mother, father and my grandmother were with me.
","हमारे साथ मम्मी-पापा, भाभी-भैया भी रहे।
"
"Adored wife, mother and grandmother.
","प्यार करने वाले माता-पिता, पत्नी और बेटी।
"
"Congress leader Rahul Gandhi pays floral tribute to former Prime Minister and his grandmother Indira Gandhi at Shakti Sthala in Delhi, on her 103rd birth anniversary.
","कांग्रेस नेता राहुल गांधी ने गुरुवार को पूर्व प्रधानमंत्री इंदिरा गांधी को शक्ति स्थल पर उनकी 103वीं जयंती पर पुष्पांजलि अर्पित की
"
"Priyanka Gandhi bears an uncanny resemblance to her grandmother and former Prime Minister Indira Gandhi.
","प्रियंका के अंदाज भी पूर्व प्रधानमंत्री इंदिरा गांधी की तरह मिलता है.
"
"Recently, my friend’s grandmother passed away.
","पिछले दिनों एक मित्र की मां की मृत्यु हो गई।
"
"Rahul Gandhi said that his grandmother and his family were Shiva devotees.
","राहुल ने कहा कि मैं और मेरा परिवार शिवभक्त हैं।
"
"My family, mom, dad, grandmother all live there.
","मेरे पति , माता पिता, सास ससुर , दोस्त सब वहीं हैं.
"
"According to reports, Dharmendra and Jaya Bachchan will be seen as Alia’s grandparents and Shabana will be seen as Ranveer’s grandmother in the film.
","एक सूत्र ने बताया कि फिल्म में धर्मेंद्र और शबाना आजमी को आलिया भट्ट के ग्रैंडपैरंट्स का किरदार दिया गया है जबकि जया बच्चन रणवीर सिंह की ग्रैंडमदर की भूमिका में नजर आएंगी।
"
"Both my mom and grandmother are wonderful cooks.
","मेरी मां और मौसी बहुत अच्छा खाना बनाती हैं।
"
"Lata Mangeshkar was born in Indore at her maternal grandmother’s home.
","लता मंगेशकर का जन्म मध्यप्रदेश के इंदौर में हुआ था।
"
"He lived with his mother and grandmother.
","उसकी मां, चाचा के साथ रहती थी।
"
"Both my grandmother and grandfather were teachers.
","मेरे दादा जी व पिता जी शिक्षक रहे हैं।
"
"A wonderful wife, mother and grandmother.
","वह एक अद्भुत पत्नी और मां और सास हैं।
"
"The victim returned home and informed her grandmother.
","पीड़िता ने घर आकर पिता को जानकारी दी।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","इस घटना में पिता के साथ-साथ पुत्र और बहू भी घायल हो गए।
"
"This was her mother’s and grandmother’s home.
","यह उनकी मां का पुश्तैनी मकान है।
"
"Posting a picture with her mother and grandmother, she penned a heartfelt thank you note and wrote, “Thankyou to all of you for your immediate help , support, for wishing and praying speedy recovery of my mother.
","उन्होंने अपनी मां संग फोटो शेयर करते हुए कैप्शन में लिखा, 'आप सभी के सपोर्ट, तुरंत मदद देने और मेरी मां की सेहत के लिए प्रार्थना करने पर आप सभी का शुक्रिया।
"
"""Kareena's grandmother Mrs Krishna Raj Kapoor and my grandfather actor Premnath are siblings.
","""कोमेडीयन राजेन्द्र नाथ श्रीमती कृष्णा राज कपूर के सगे ,छोटे भाई हैँ और उनसे बडे भाई हैँ प्रेम नाथ जो बीना राय के पति देव हैँ
"
"The grandmother informed the girl’s mother.
","मां ने बच्चे के पिता को जानकारी दी।
"
"Apart from parents I have a younger sister and a grandmother, who lives with us.
","मम्मी पापा के अलावा मेरा एक छोटा भाई है और एक छोटी बहन है, हम सब साथ ही रहते हैं।
"
"His grandmother Vijaya Raje was among founder members of BJP.
","उनकी मां राजमाता विजयराजे सिंधिया बीजेपी के संस्थापकों में से एक थीं।
"
"After his parents' divorce, he moved to Los Angeles, California to live with his grandmother.
","माता पिता के तलाक के बाद वे अपने पिता के सा​थ लॉस एंजिल्स में रहने लगे।
"
"A loving wife, wonderful mother, and grandmother.
","वो एक मां, एक प्यार करने वाली पत्नी और एक अद्भुत दोस्त हैं।
"
"His grandmother was born in St Kitts.
","उनका जन्म सेंट किट्स में हुआ था।
"
"His mother and grandmother were wounded.
","मृतक की मां और पिता घायल हो गये।
"
"Her grandmother died from the disease.
","दैवयोग से उनकी वृद्धा माता बीमार पड़ गई।
"
"Are you a mom or a grandmother?
","तुम एक मां हो या नहीं?
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","हमले में लड़की के पिता, भाई और बहन घायल हो गए।
"
"The accused asked his grandmother to gift him a cellphone.
","उनकी भाभी ने आरोपित से अपना मोबाइल फोन दिलवाने की बात कही।
"
"Their parents had died and the sisters were being looked after by their grandmother.
","माँ बाप मर छुके थे और उनका पालन-पोषण उनकी चाचा-चाची की देख-रेख में हो रहा था।
"
"All he had known was his mom and grandmother.
","वो सिर्फ अपनी मामी और उनकी नौकरानी को जानते थे.
"
"There’s also a picture with her grandmother and her sister.
","तस्वीर में उनकी मां और उनकी बहन भी हैं।
"
"They killed my grandmother and my father.
","ने मेरे बाबा और चाचा दोनों को मारा था।
"
"As Mark Twain said truly, “India is the cradle of the human race, the birthplace of human speech, the mother of history, the grandmother of legend, and the great grandmother of tradition.
","मार्क ट्वेन ने कहा था- “भारतभूमि मानव जाति की उद्‌गम स्थली है, मनुष्य की वाणी की जन्मस्थली है, इतिहास की जननी है और गाथाओं की महाजननी है और परम्पराओं की अधिष्ठात्री है।
"
"After his mother’s death, his grandmother became his guardian.
","मां की मृत्यु के बाद इनकी मौसी ने इनका लालन-पालन किया।
"
"Survivors include two children, her father, three siblings, and her grandmother.
","मृतकों में पिता-पुत्र, तीन परिवार के दो-दो सगे भाई शामिल हैं।
"
"He said while party president Rahul Gandhi resembled his father Rajiv Gandhi, Priyanka resembled her grandmother Indira Gandhi.
","प्रियंका ने कहा कि राहुल अपने पिता राजीव गांधी की तरह है।
"
"""I love my grandmother a lot.
","उन्होंने कहा, “मैं अपने मामा-मामी से बहुत प्यार करता हूं।
"
"Their father and grandmother work in the plantation.
","उनके पापा और दादा फैक्टरी में काम करते थे।
"
"The youngest of all, Taimur Ali Khan was photographed visiting his grandmother, Babita with mommy Kareena Kapoor Khan.
","सबसे पहले इनाया को बधाई देने पहुंचे उनके कजिन तैमूर अली खान जो कि अपनी मम्मी करीना कपूर खान के साथ स्पॉट हुए.
"
"“Where's her grandmother? ” we asked.
","“कहां है बहू वह” मां ने दुलार से पूछा ।
"
"After his mother died, he went to live with his grandmother.
","माता-पिता का देहांत होने के बाद ये मामा के पास रहने चला गया था।
"
"And my grandmother also.
","और मेरी सास भी.
"
"""What are you, grandmother!
","“क्या बात है दाद भाई !
"
"“Being a grandmother is an awesome joy,” she said.
","' उन्होंने कहा, 'मां बनना बेहद शानदार अनुभव होता है।
"
"Also her grandmother had 14 kids, yet only 7 survived.
","उसके 14 बच्चों में से 7 ही जिंदा बचे थे।
"
"The child lived with his grandmother in the village.
","उनकी गोद ली बच्ची अपने मामू के साथ कठुआ में उस गांव में रह रही थी.
"
"Both my grandfather and grandmother are dead.
","ससुर और बहू दोनों की मौत हो गई है.
"
"While Sandeep had received grievous injuries, his mother, sister, grandmother and driver died on the spot and his father died of injuries in the hospital.
","घटना में संदीप को काफी चोटें आई थी, वहीं मां, बहन औ ड्राइवर की मौत घटना स्थल पर ही हो गई थी।
"
"He has a grandmother, wife and three children back home.
","मुमताज के घर में वृद्ध माता-पिता, पत्नी और तीन बच्चे हैं.
"
"The child then called her grandmother to inform her of the incident.
","तड़के बच्ची ने फोन कर अपने नाना को वारदात की जानकारी दी।
"
"But before this her father and grandmother were both dead.
","लेकिन इससे पहले ही प्रतीक और उसकी मां ने दम तोड़ दिया।
"
"His mother and grandmother were wounded.
","उसकी मां और भाई घायल हो गए।
"
"The distance from his grandmother’s house was just over a mile.
","दाई का घर कोई मील- भर दूर था।
"
"“After my parents died, I stayed with my grandmother and uncle.
","माता-पिता की मौत के बाद उनके बुआ और फूफा के साथ रह रहे थे।
"
"Ask your grandfather or grandmother.
","आप अम्मां या बुआजी से पूछ लें।
"
"I was eight when my grandmother died.
","मैं जब आठ-नौ बरस का था, मेरी मां का मृत्यु हो गई ।
"
"Like your mother and your grandmother.
","अपने नाना और मां की तरह ही।
"
"His grandmother is undergoing treatment at the hospital.
","उसके मामा का अस्पताल में उपचार किया जा रहा है।
"
"His parents died when he was small and his grandmother had raised him.
","बचपन में ही इनके माता-पिता का निधन हो गया था जिसके बाद चाचा-चाची ने इन्हें पाल-पोसकर बड़ा किया।
"
"He had come to the grandmother’s home.
","वह बुआ के घर चली गई।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","घटना को लेकर पुलिस मृतका के सास-ससुर, देवर व ननद को हिरासत में लेकर पूछताछ कर रही है।
"
"The victim lived with her uncle and grandmother.
","पीड़‍िता अपने माता-पिता और भाई के साथ रहती थी।
"
"This film is based on the life story of Prakashi Tomar and Chandro Tomar, grandmothers of Baghpat.
","फिल्म की बात करें तो इसकी कहानी यूपी के बागपत की चंद्रो तोमर और प्रकाशी तोमर के जीवन पर आधारित है।
"
"The children were under the care of their grandmother.
","सास ससुर की देखरेख में बच्चों का पालन पोषण हुआ।
"
"He had come to the grandmother’s home.
","वह अपनी बुआ के पास आया हुआ था।
"
"Her grandmother Sharmila Tagore is a famous veteran actress.
","उनकी मां शर्मिला टैगोर अपने जमाने की जानी-मानी अभिनेत्री रही हैं।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","इसके बाद पुलिस ने लड़की के बड़े भाई व सास को पूछताछ के लिए हिरासत में लिया है।
"
"Sonam Kapoor's maternal grandmother and Ranveer Singh's paternal grandfathers are siblings.
","क्या आप जानते है सोनम कपूर की माँ और रणवीर सिंह की माँ दोनों कजिन बहने है , जिस हिसाब से सोनम कपूर और रणवीर सिंह बहन भाई हुए ।
"
"Karan Johar recently on Instagram shared a childhood picture including his grandmother and mother, Hiroo Johar.
","हुआ ये कि करण जौहर ने कुछ समय पहले अपनी मां और दोनों जुड़वां बच्चों के साथ वाली एक तस्वीर इंस्टा पर पोस्ट की.
"
"He lived there with his mother, grandmother, aunt and two sisters.
","उसके घर में वो उसके मम्मी, पापा उसका भाई, भाभी और उनकी दो छोटी लड़कियां रहती थी।
"
"I am quite looking forward to being a grandmother again.
","मैं दोबारा नाना बनने के लिए बहुत खुश हूं।
"
"And your mother and grandmother said nothing?
","और माँ-बाबूजी भी कुछ नहीं कह रहे?
"
"When the maternal grandmother of the victim learned about the incident, she approached the police and filed a complaint.
","मां के आने पर जब किशोरी ने वारदात की जानकारी दी तो पीडि़ता को लेकर मां थाने पहुंची और शिकायत की।
"
"After her grandmother’s death, the home was sold.
","माता-पिता की मौत के बाद उसने अपना मकान बेच दिया।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","पुलिस ने इस मामले में बेटे और पिता को गिरफ्तार कर लिया है और उनसे पूछताछ जारी है।
"
"A loving daughter, sister, wife, mother, grandmother and friend.
","नारी यानी एक मां, बहन, पत्नी, बेटी और एक अच्छी दोस्त।
"
"The grandmother informed the girl’s mother.
","महिला ने बच्चे के पिताअजय को जानकारी दी।
"
"His grandmother is undergoing treatment at the hospital.
","भतीजे का अस्पताल में इलाज चल रहा है।
"
"The victim then informed her mother and grandmother, who informed the police.
","महिला ने अपने पिता और भाई को आपबीती सुनाई और फिर पुलिस को सूचना दी गई।
"
"Police have arrested the boy's parents and grandmother on suspicion of murder and child abuse in the boy's death.
","पुलिस ने बेटी और बेटे को कब्जे में लेकर नशेड़ी बाप को बच्चो की हत्या के प्रयास की धाराओं के तहत गिरफ्तार कर लिया है।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","इस हादसे में नकुल के पिता, मां और बहन भी जख्मी हो गए।
"
"Congress Vice President Rahul Gandhi paid floral tribute to his grandmother and former Indian Prime Minister Indira Gandhi on her Birth centenary.
","कांग्रेस के पूर्व अध्यक्ष राहुल गांधी ने पूर्व प्रधानमंत्री इंदिरा गांधी की पुण्यतिथि पर उन्हें श्रद्धांजलि अर्पित की।
"
"My mother, father and my grandmother were with me.
","मेरे साथ मैं, मेरी मां और मेरा भाई था।
"
"Arjun Kapoor shared on Instagram an adorable video with his grandmother Nirmal Kapoor.
","अर्जुन कपूर ने अपनी इंस्टाग्राम स्टोरी पर अनिल कपूर के साथ फोटो शेयर की।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","वहीं मृतका का भाई, मां और बेटा घायल हो गए।
"
"Congress president Rahul Gandhi said Prime Minister Narendra Modi insulted his father and grandmother during the ongoing election campaign but he will never speak ill of the latter’s parents.
","मध्य प्रदेश के नीमच, उज्जैन और खंडवा में चुनावी सभाओं को संबोधित करते हुए राहुल गांधी ने कहा कि मोदी ने चुनाव प्रचार के दौरान उनके परिवार का अपमान किया, लेकिन वह प्रधानमंत्री के माता-पिता के बारे में कभी गलत नहीं बोलेंगे.
"
"Congress president Rahul Gandhi said Prime Minister Narendra Modi insulted his father and grandmother during the ongoing election campaign but he will never speak ill of the latter’s parents.
","उज्‍जैन: कांग्रेस पार्टी के राष्ट्रीय अध्‍यक्ष राहुल गांधी ने चुनवाई रैली में कहा कि पीएम मोदी ने मेरे पिता का अनादर किया है, किन्तु मैं उनके माता-पिता का कभी तिरस्कार नहीं करूंगा.
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","पुलिस ने पूरा मामला जानकर लड़की के पिता और चाचा को हिरासत में ले लिया है।
"
"She is survived by two children and her mother and her grandmother.
","उसकी दो बेटियां हैं और वह अपने मामा व मौसी के पास रहती हैं।
"
"His grandmother and grandfather live there.
","उसी में उनकी मां और भाई रहते हैं।
"
"This film is based on the life story of Prakashi Tomar and Chandro Tomar, grandmothers of Baghpat.
","फिल्म 'सांड की आंख' की कहानी यूपी के बागपत की चंद्रो तोमर और प्रकाशी तोमर के जीवन पर आधारित है.
"
"“Like my grandmother!
","“जुम्मी भैया की तरह !
"
"When the maternal grandmother of the victim learned about the incident, she approached the police and filed a complaint.
","जब मासूम की मां को इस बात की जानकारी हुई तो उन्होंने थाने में जाकर मामला दर्ज कराया।
"
"His parents died when he was small and his grandmother had raised him.
","इनके माता पिता की मृत्यु इनके बचपन में ही हो गयी थी और इन्हे इनके चाचा ने पाला था।
"
"But I wouldn’t tell your grandmother about it.
","लेकिन ये बात मैंने आंटी को नहीं बताई।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","वहीं बच्ची की बुआ, फुफेरा व चचेरा भाई घायल हो गए।
"
"When the maternal grandmother of the victim learned about the incident, she approached the police and filed a complaint.
","मामले का पता चलते ही पीडि़ता को लेकर उसकी मां थाने पहुंची और मामले की शिकायत की।
"
"A grandmother, great Grandmother, Sister, aunt and friend.
","अंकल, बड़ा भाई, छोटी बहन, दोस्त और पड़ोसी भी.
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","इसके बाद बड़ी नाबालिग बेटी ने इस संबंध में थाना पुलिस को शिकायत दी।
"
"Actor Sara Ali Khan has said that in her opinion, her grandmother Sharmila Tagore is ‘the first star’.
","सारा अली खान ने आगे कहा है, 'मुझे लगता है कि वो पहली स्टार हैं।
"
"Among the dead were my grandmother’s father, two brothers, and two sisters.
","मृतकों में चाचा, भतीजा और दो चचेरे भाई शामिल हैं।
"
"His mother and grandmother were wounded.
","युवक और उसकी मां जख्मी हो गई।
"
"But I’m a grandmother.
","लेकिन मैं जाटव हूं।
"
"The mother and grandmother have been arrested.
","मां और भाई को हिरासत में लिया गया है।
"
"Recently, her grandmother also died.
","पिछले दिनों उनके बहनोईका भी देहान्त हो गया है।
"
"Her grandmother had accompanied her mother too.
","सौतेली मां ने भी पिता का साथ दिया।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","मामले को लेकर पहुंची पुलिस (Police) ने सगी मां और सौतेले पिता (step father) को हिरासत में ले लिया है।
"
"My mother, father and my grandmother were with me.
","मैं और मेरा बड़ा भाई और मां भी उन्हीं के साथ रहते थे.
"
"She had become a grandmother by then.
","इससे पहले वो मदर बन गईं थी.
"
"Both her mother and grandmother were photographers.
","उनके माँं बाप दोनो फोटोग्राफर है।
"
"The woman’s grandmother was present in the house at the time of the incident.
","वारदात के दौरान महिला का देवर घर में ही मौजूद था।
"
"But my parents and grandmother didn’t give up.
","लेकिन मेरे पापा और मां ने तानों को तवज्जो नहीं दी।
"
"As a mother and a grandmother, children’s health is a priority.
","माताओं और बच्चों का स्वास्थ्य हमारी सवोर्च्च प्राथमिकता है।
"
"A very happy birthday to your grandmother!
","आपको जन्मदिन की बहुत-बहुत शुभकामनाएं !
"
"The victim’s grandmother had informed about the incident to the villagers.
","पीडि़ता की मां ने सुबह गांव के लोगों को घटना की जानकारी दी।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","वहीं पुलिस ने इस सनसनीखेज घटना में लड़की के पिता ,चाचा और ममेरे भाई को गिरफ्तार कर लिया गया है और पूछताछ की जा रही है.
"
"""Pointing out to a lady, a girl said """" she is the daughter-in- law of the grandmother of my father's only son.""""""
","""एक महिला की ओर इशारा करते हुए, एक लड़की कहती है, """"उसकी बहू का विवाह मेरे पति की सास के एकमात्र बेटे से हुआ है.
"
"Both her sisters were artists, as were her mother and grandmother.
","इनकी मम्मी और चाची दोनों ही जूनियर आर्टिस्ट थीं।
"
"The girl lived with her father and her grandmother.
","युवती सौतेले पिता और मां के साथ रहती थी।
"
"Her son lived with his grandmother.
","उनका बचपन अपने मामा के साथ बीता।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","हमले में बीच बचाव करने पर युवक के पिता, भाई व बहन भी घायल हो गए हैं।
"
"She was a lovely wife, great mother and incredible grandmother.
","उसकी माता बड़ी चुद्धिमती, सुन्दरी, तथा सुशीला पत्नी थी।
"
"He is the sixth in the Gandhi-Nehru family to head the party after his great great grandfather Motilal Nehru, great grandfather Jawaharlal Nehru, grandmother Indira Gandhi and father Rajiv Gandhi.
","जवाहरलाल नेहरू, इंदिरा गाँधी और राजीव गाँधी के बाद वह विश्व के सबसे बड़े लोकतंत्र की नेता बनने वाली नेहरू-गाँधी परिवार की चौथी सदस्य होंगी.
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","इससे पहले उन्होंने कहा था कि उनकी मां मुस्लिम हैं, जबकि पिता हिन्दू हैं।
"
"According to the police, the grandmother has confessed to killing the baby.
","पुलिस के मुताबिक मां ने बेटे की हत्या की बात स्वीकार कर ली है।
"
"A couple of days later, her grandmother died.
","कुछ दिन बाद उसके ससुर की मौत हो गई।
"
"Both his mother and grandmother were teachers; his grandfather was a principal.
","इनके दादा और पिता दोनों ही शिक्षक थे, जबकि इनकी माता ग्रहणी रही हैं।
"
"And how is your grandmother?
","और भाभी कैसी है?
"
"The victim returned home and informed her grandmother.
","पीड़िता ने घर आकर अपने सास ससुर से आपबीती बताई।
"
"After a few days, my grandmother passed away.
","कुछ दिन बाद माता जी का देहावसान हो गया।
"
"The victim’s grandmother had informed about the incident to the villagers.
","पीड़िता ने गांव के बुजुर्गों को घटनाक्रम से अवगत कराया।
"
"When the maternal grandmother of the victim learned about the incident, she approached the police and filed a complaint.
","घटना का पता जब पीड़िता की मां को चला तो वह थाने पहुंची और मामले की शिकायत की।
"
"A son, daughter, brother, sister, mother or father, grandmother or grandfather dies.
","किसी के पिता की, किसी की माता की या भाई की या बहिन की या पुत्र-पुत्री की मृत्यु हो चुकी थी।
"
"At some point, Pakistani boys decided to visit their grandmothers in India.
","एक बार पाकिस्तानी लड़कों ने भारत पहुंचकर अपनी दादियों से मिलने का फैसला किया.
"
"The girl lived with her father and her grandmother.
","लड़की अपने माँ-बाप और एक भाई के साथ घर में रहती थी।
"
"The show will kick-off with a very special guest in its first episode - Kusum Kaneriya, who is an 85-year-old Chelsea FC supporting grandmother from Pune.
","शो के पहले एपिसोड में एक चेल्सी फैन पुणे की रहने वाली 85 वर्षीय महिला कुसुम कनेरिया शामिल होंगी।
"
"The accused also attacked the grandmother as she tried to save the girl.
","बेटी ने मां को बचाने का प्रयास किया तो आरोपित ने उस पर भी हमला कर दिया।
"
"His father, Rajiv Gandhi and grandmother, Indira Gandhi were prime ministers.
","राजीव गांधी के पिता का नाम फिरोज गांधी और माता का नाम इंदिरा गांधी था।
"
"And what is your grandmother doing?
","और तुम्हारे पिताजी क्या करते है ?
"
"Please relay my respects to your grandmother and my regards to your mother.
","कृपया अपनी माताजी को मेरा प्रणाम कहना और बहन को शुमकामनाएँ देना ।
"
"The girl arrived at a polling booth in Patna with her grandmother on a bicycle to cast her vote.
","पटना के एक बूथ पर एक लड़की साइकिल से अपने मतदान केंद्र पर पहुंची
"
"The victim’s grandmother had informed about the incident to the villagers.
","ग्रामीणों ने आनन-फानन में मृतक की मां को घटना की जानकारी दी।
"
"The child lives with his grandmother.
","बच्चा अपने दादा झगुरुराम के साथ रहता है।
"
"After the death of her grandmother, she came from maternal uncle\'s house.
","मां की मौत के बाद आया था मौसी के घर
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","हादसे में दादा, पोता व पोती घायल हो गए।
"
"He was being taken care of by his parents and grandmother.
","उनका लालन – पालन उनकी माँ और सौतेले पिता ने किया।
"
"My grandmother was holding my hands.
","मेरी नाती ने मेरा हाथ पकड़ रखा था।
"
"My grandmother died due to starvation.
","भूख से भतीजी की मौत हो गई।
"
"Her grandmother’s eyes filled with tears.
","सास की आँखें भ्रॉंसुओं से भरी थीं।
"
"The child lives with his grandmother.
","बच्ची अपने नाना के घर रहती है।
"
"His grandmother Vijaya Raje was among founder members of BJP.
","वसुंधरा राजे की मां विजयाराजे बीजेपी की संस्थापक सदस्यों में रही हैं.
"
"Calling Rahul Gandhi the ""next Prime Minister of India"", the Congress legislature party leader recalled his grandmother Indira Gandhi and mother Sonia Gandhi contesting the Lok Sabha polls from Karnataka in the past.
","सिद्दारमैया ने किया इंदिरा-सोनिया का जिक्रः सिद्दारमैया ने राहुल को देश का अगला प्रधानमंत्री बताते हुए इंदिरा गांधी और सोनिया गांधी के कर्नाटक से लोकसभा चुनाव लड़ने के दिनों को याद किया।
"
"There’s also a picture with her grandmother and her sister.
","इसमें उनके और उनकी बहन के अलावा उनके भाई की भी एक तस्वीर है.
"
"Both his mother and grandmother coached him.
","दोनों दीदी व मां ने ही उसे गाइडेंस दी।
"
"You are my mother, my father, my grandmother, my entire life.
","तू ही मेरी माता, पिता, पुत्र, रिश्तेदार सब कुछ तू ही है।
"
"Last week, her grandmother died.
","पिछले सप्ताह उनकी मां का निधन हो गया था।
"
"This was my grandmother.
","यह बहिन मेरी माता थी।
"
"His grandmother, then prime minister Indira Gandhi, and his father, former prime minister Rajiv Gandhi, were both assassinated.
","गौरतलब है कि सोनिया गांधी के पति एवं पूर्व प्रधानमंत्री राजीव गांधी और उनकी सास एवं पूर्व प्रधानमंत्री इंदिरा गांधी दोनों की हत्या की गयी थी।
"
"London: India-born author Jasbinder Bilan has bagged a coveted UK children's book award for her debut novel set in the Himalayan territory of her Indian roots and inspired by the special childhood bond with her grandmother.
","भारतीय मूल की लेखिका जसबिंदर बिलन को हिमालय की पृष्ठभूमि पर आधारित उनके पहले उपन्यास के लिए ब्रिटेन का प्रसिद्ध बाल साहित्य पुरस्कार प्रदान किया गया है.
"
"Betsy is a wife, mother of two grown daughters and a grandmother.
","भाटे के परिवार में पत्नी, बूढ़ी मां और दो बच्चे हैं।
"
"My maternal grandmother was a very religious person.
","इनकी माता बहुत ही धार्मिक महिला थीं।
"
"B> Mark Twain said: India is the cradle of the human race,the birthplace of human speech,the mother of history,the grandmother of legend, and the great grand mother of tradition.
","मार्क ट्वेन ने कहा था- “भारतभूमि मानव जाति की उद्‌गम स्थली है, मनुष्य की वाणी की जन्मस्थली है, इतिहास की जननी है और गाथाओं की महाजननी है और परम्पराओं की अधिष्ठात्री है।
"
"Karisma Kapoor shared a picture with her grandmother, Krishna Raj Kapoor, on her Instagram account.
","प्रियंका चोपड़ा ने इंस्टाग्राम अकाउंट पर कमला हैरिस की तस्वीर शेयर की है.
"
"The grandmother informed the girl’s mother.
","सहेली ने किशोरी की मां को इसकी जानकारी दी।
"
"The girl lives with her parents, grandmother and two younger siblings.
","युवती अपने दो भाई और बहन सहित मां के साथ घर पर रहती है।
"
"She was staying with her two children and grandmother.
","वह अपनी दो बेटियों के साथ बुजुर्ग ससुर के साथ ही रहीं.
"
"Blue was my other grandmother's favorite color.
","ब्लू मेरी मां का फेवरेट कलर था.
"
"The film, that stars Tapsee Pannu and Bhumi Pednekar, is based on the life of Chandro Tomar and Prakashi Tomar, grandmothers from Baghpat.
","आपकी जानकारी के लिए बता दे कि सांड की आंख फिल्म यूपी के बागपत की रहने वाली चंद्रू तोमर और प्रकाशी तोमर की जिंदगी पर बनी है जिसमें तापसी पन्नू और भूमि पेडनेकर उनकी भूमिका अदा कर रही है.
"
"At home, I live with my grandmother and aunt.
","घर पर मैं और मां भाई के साथ रहती हूं.
"
"The woman’s grandmother was present in the house at the time of the incident.
","घटना के वक्त मृतका की सास घर में ही थी।
"
