eng_Latn,hin_Deva
"At home, at the time, were his grandparents, uncle, his wife and children.
","उस समय उसका बेटा, बेटी, पति और सास घर पर थे।
"
"The police have arrested her mother, father and uncle, and are looking for her brother, who is a minor.
","पुलिस प्रेमिका, उसके पिता व भाई को हिरासत में लेकर पूछताछ कर रही है।
"
"The Police have arrested the woman’s brother and uncle on a charge of murder.
","पुलिस ने हत्या के आरोप में मृतक के भाई व भाभी को गिरफ्तार कर लिया है.
"
"Beloved father brother uncle and grandfather.
","लव यू मम्मी-पापा, भाई और दादा.
"
"A minor girl was raped by her uncle.
","नाबालिग लड़की से उसका ममेरा भाई ही करता रहा रेप।
"
"Chief Minister Akhilesh Yadav and his uncle and State party chief Shivpal Yadav were also present at the meeting.
","जनसभा में डिंपल के साथ मंच पर सपा के कई वरिष्ठ नेता और पति मुख्यमंत्री अखिलेश यादव भी मौजूद थे।
"
"Kishan Singh was Shaheed Bhagat Singh’s father and Ajit Singh was his uncle.
","इनके पिता के दो भाई सरदार अजित सिंह और सरदार स्वर्ण सिंह थे।
"
"Nirav Modi and his uncle Mehul Choksi are accused of taking huge loans from overseas financial institutions using forged Punjab National Bank (PNB) Letters of Undertaking (LoU).
","नीरव मोदी और मेहुल चोकसी ने विदेशों में ऋणदाताओं से ऋण लेने के लिए पंजाब नैशनल बैंक से अवैध रूप से लेटर ऑफ अंडरटेकिंग (एलओयू) हासिल किए थे और फिर उन पर भुगतान नहीं किया।
"
"Olympic-bound men's hockey team mid-fielder Hardik Singh had almost given up on his India dream and was planning to pursue a club career in the Dutch League before his former drag-flicker uncle Jugraj Singh stepped in to inspire him.
","ओलिंपिक में ब्रॉन्ज मेडल जीत चुकी भारतीय पुरुष हॉकी टीम के मिडफील्डर हार्दिक सिंह ने भारत के लिए खेलने का सपना लगभग छोड़ ही दिया था और डच लीग में क्लब करियर बनाने की योजना बना रहे थे लेकिन उनके रिश्तेदार पूर्व ड्रैग फ्लिकर जुगराज सिंह ने उन्हें प्रेरित किया.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने मृतक की भाभी, उसकी मां व भाई के खिलाफ केस दर्ज किया है।
"
"Their parents and uncle were also present with them.
","उनके साथ उनके भाई और पिता भी थे।
"
"Actor Neena Gupta's daughter Masaba Gupta wrote, “Anil uncle how do we beat your content.
","साथ ही नीना गुप्ता की बेटी मसाबा गुप्ता ने लिखा 'अनिल अंकल हम आपके कंटेट को कैसे हरा सकते हैं'।
"
"According to the complaint of the victim’s uncle, a case has been registered and the girl has been sent for medical examination, the SHO added.
","एसएचओ ने बताया कि पीड़िता के एक रिश्तेदार की शिकायत पर मामला दर्ज कर लिया गया है और लड़की को चिकित्सीय जांच के लिए भेजा गया है.
"
"Among them were Samajwadi Party chief Akhilesh Yadav, his uncles Shivpal and Ramgopal Yadav and Bhupesh Baghel.
","उनके साथ सपा के प्रमुख अखिलेश यादव, पार्टी के महासचिव रामगोपाल यादव और उनके बेटे अक्षय यादव भी थे.
"
"As Spiderman’s uncle famously said, “with great power comes great responsibility”.
","स्पाइडरमैन कहता हैं की, “महान शक्ति के साथ बड़ी जिम्मेदारी आती है।
"
"I went to my uncles house.
","मैं बुआ के घर चली गयी।
"
"Based on Rahul’s uncle’s statement, a case was registered under Sections 302 (Murder) and 34 (Acts done by several persons in furtherance of common intention) of the Indian Penal Code, she added.
","रिपोर्ट के अनुसार, भारतीय दंड संहिता (आईपीसी) की धारा 302 (हत्या) और 34 (सामान्य इरादे को आगे बढ़ाने में कई व्यक्तियों द्वारा किए गए कृत्य) के तहत मान की बहन ने लड़की के परिवार के खिलाफ शिकायत दर्ज कराई है।
"
"The PSPL is a new party formed by Shivpal Yadav, the disgruntled former Samajwadi Party leader and uncle of Akhilesh Yadav.
","पार्टी के संस्थापक सदस्य रहे शिवपाल यादव अपने भतीजे अखिलेश यादव से नाराज होकर सपा छोड़ नई पार्टी बना चुके हैं.
"
"Nirav Modi and his uncle, Mehul Choksi, are accused of cheating state-owned Punjab National Bank of Rs 11,400 crore.
","उल्लेखनीय है कि नीरव मोदी और उसके रिश्तेदार मेहुल चौकसी की कंपनियों पर पंजाब नेशनल बैंक के साथ 11,400 करोड़ रुपए की धोखाधड़ी करने का आरोप हैं।
"
"His father Tahir Hussain was a film producer while his uncle is the noted producer-director Nasir Hussain.
","इनके पिता जाने माने प्रोडूसर थे जिनका नाम था ताहिर हुसैन और इनकी मां का नाम था ज़ीनत हुसैन।
"
"The suspects have been identified as the victim's father Bahadur Singh, mother Surinder Kaur, uncles Harnek Singh and Jagtar Singh and cousin Gurdeep Singh.
","आरोपियों की पहचान गुरप्यार सिंह, उसकी मां शिंदरपाल कौर, पिता लाभ सिंह, भाई बलकार सिंह, गगन शर्मा, रामबिंदर सिंह उर्फ रूबी चहल व निर्मल सिंह के रूप में की गई।
"
"NCP leader Ajit Pawar approached him seeking to form the government saying his uncle and party chief Sharad Pawar was aware of the plan, former Maharashtra Chief Minister Devendra Fadnavis has said.
","शरद पवार ने कहा कि उन्हें पता था कि उनके अजित पवार भाजपा नेता और पूर्व मुख्यमंत्री देवेंद्र फडणवीस के संपर्क में हैं।
"
"A mother, a father, a brother or sister, grandparents, aunts, uncles, friends and neighbors.
","किसी का पिता, किसी का दादा, किसी का भाई, माँ, काकी या बहन।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने पति और सास, ससुर को नामजद आरोपी बनाया है.
"
"Earlier, he had met Samajwadi Party chief Akhilesh Yadav and is also in constant touch with the SP chief’s uncle and PSPL Chief Shivpal Singh Yadav.
","इससे पहले उन्होंने समाजवादी पार्टी के दफ्तर में सपा प्रमुख अखिलेश यादव से भी मुलाकात की।
"
"Mehul Choksi is one of the alleged masterminds of the multi-crore scam in the state-run Punjab National Bank fraud case and is an uncle of fugitive diamantaire Nirav Modi.
","चोकसी पंजाब नेशनल बैंक में दो अरब डॉलर के घोटाले के कथित मास्टरमाइंड में से एक है और वह भगोड़े हीरा कारोबारी नीरव मोदी का रिश्तेदार भी है.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पिता की तहरीर पर पुलिस ने दामाद व सास के खिलाफ मुकदमा दर्ज कर लिया है।
"
"He was accompanied by senior SP leaders Shivpal Singh Yadav, his uncle, and Azam Khan.
","उनसे छोटे भाई शिवपाल सिंह यादव, वरिष्ठ सपा नेता आजम खां और अंबिका चौधरी ने मुलाकात की।
"
""" The uncle questioned.
","” बड़े भाई ने पूछा ।
"
"He also alleged that Narendra Modi very well knew fugitive diamond merchant Nirav Modi and his uncle Mehul Choksey, who are linked with Punjab National Bank fruad case.
","मुश्रीफ ने कहा है कि पीएनबी बैंक घोटाला मामले के आरोपी नीरव मोदी और मेहुल चौकसी के पीएम मोदी के साथ अच्छे संबंध हैं।
"
"The paintings and other items were seized by ED from Nirav Modi's houses after the agency registered a money laundering case against him and his uncle Mehul Choksi for allegedly defrauding Punjab National Bank of Rs 13,600 crore.
","बता दें कि पंजाब नेशनल बैंक से 13,600 करोड़ रुपये की कथित धोखाधड़ी के बाद नीरव मोदी और मेहुल चौकसी के खिलाफ दर्ज धनशोधन मामले में ईडी ने पेंटिंग और अन्य सामान जब्त किये थे.
"
"During his tenure, Singh handled high-profile cases like the 2G scam, the coal scam, the National Herald case, the Vijay Mallya scam, the Hassan Ali scam, the Aircel-Maxis and INX Media case involving former UPA finance minister P Chidambaram and his son, Karti Chidambaram, the PNB scam involving diamantaires Nirav Modi and his uncle, Mehul Choksi, cases involving NCP leader Chaggan Bhujbal, cases involving meat exporter Moin Qureshi, the Sterling-Biotech fraud and the AgustaWestland VVIP chopper scam.
","आईपीएस कर्नल सिंह के कार्यकाल के दौरान विजय माल्या, वीवीआईपी हेलीकाप्टर केस, पूर्व गृहमंत्री पी चिदम्बरम और उनके पुत्र कार्ति, नीरव मोदी, 2 जी, कोयला घोटाला, हसन अली, एयरसेल मैक्सिस, सारधा एंड रोजवैली चिट फंड, सन्देसरा, पंजाब नेशनल बैंक फ्राड जैसे कई केस की जांच की गई.
"
"The accused is the boy’s uncle’s wife and she lives near his house.
","आरोपी लड़के के अंकल की पत्नी है और जो उसके घर के पास ही रहती है.
"
"Arjun, on the other hand, was seen alongside uncle Anil Kapoor in the hit film Mubarakaan.
","वहीं अर्जुन कपूर फिल्म 'मुबारकां' में अनिल कपूर के साथ आए थे.
"
"“Please write letters to Captain uncle and Khattar uncle and say, ‘Please think about our health’,” he told children.
","उन्होंने बच्चों से कहा,” कृपया कैप्टन अंकल और खट्टर अंकल को पत्र लिखें और कहें ‘कृपया हमारी सेहत का ध्यान रखे’.
"
"Police have arrested the woman's father, mother and uncle.
","पुलिस ने मृतक के पिता, मां और भाई को गिरफ्तार कर लिया है।
"
"“The land belonged to his paternal uncle.
","""बाप-दादों की ज़मीन थी.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","चचेरे भाई की तहरीर पर पुलिस ने मृतक की सौतेली मां, भाई और बहनोई के खिलाफ केस दर्ज किया है।
"
"After the incident, the woman went to her maternal uncle's house.
","इस घटना के बाद महिला अपने मायके चली गई थी।
"
"Police have taken into custody the woman's uncle and brother.
","पुलिस ने महिला व उसकी भाभी को गिरफ्तार कर जेल भेज दिया है, बड़ी बहन पुलिस गिरफ्त से बाहर
"
"Anil Kapoor will be playing the role of Arjun's onscreen uncle in the film.
","इस फिल्म में अनिल कपूर उनके ऑन स्क्रीन पिता का रोल प्ले करते नजर आएंगे।
"
"The uncle informed the family about the incident.
","जनतू ने घटना की जानकारी परिजन को दी।
"
"""Rishabh Sachdeva's father and uncle came to the NCB office and telephonic conversations happened between Wankhede and the BJP leaders in Mumbai and Delhi from the phone of Sachdeva's father,"" Malik claimed.
","मलिक ने दावा किया, ऋषभ के पिता और एक रिश्तेदार एनसीबी कार्यालय आए और सचदेवा के पिता के फोन से वानखेड़े और मुंबई और दिल्ली में भाजपा नेताओं के बीच बातचीत हुई।
"
"Nirav Modi is prime accused in multi-million rupee Punjab National Bank scam along with his uncle Mehul Choksey.
","उल्लेखनीय है कि मेहुल चोकसी अपने भांजा नीरव मोदी समेत देश सबसे बड़े पंजाब नेशनल बैंक घोटाले में आरोपी है।
"
"Earlier, National Conference General Secretary Ali Muhammad Sagar and senior PDP leader Sartaj Madani, uncle of Mehbooba Mufti, were booked under the PSA.
","उनके साथ -साथ नेशनल कॉन्फ्रेंस के महासचिव तथा पूर्व मंत्री अली मोहम्मद सागर और पीडीपी के वरिष्ठ नेता सरताज मदनी पर भी पीएसए लगाया गया था.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","इसके बाद पुलिस ने पति, सास और ससुर के खिलाफ हत्या का मामला दर्ज किया है।
"
"The police has registered a FIR against an unidentified man on the complaint of groom’s paternal uncle.
","पुलिस ने महिला के पति की शिकायत पर अज्ञात बदमाशों के खिलाफ एफआईआर दर्ज कर ली है।
"
"Both films were produced by his uncle Nassir Hussain and directed by his cousin Mansoor Khan.
","इस फिल्म का निर्देशन निर्देशन मंसूर खान ने किया है और निर्माण उनके पिता नासिर हुसैन ने किया है।
"
"The Lok Janshakti Party (LJP) Chirag Paswan-led faction has filed a petition in the Delhi High Court against the Lok Sabha Speaker's decision to recognise his uncle Pashupati Kumar Paras as the party leader.
","दिल्ली हाईकोर्ट ने पशुपति पारस को लोक जनशक्ति पार्टी (LJP) का नेता मानने के खिलाफ चिराग पासवान की याचिका खारिज कर दी है।
"
"Meanwhile, police have arrested the uncle and brother of the girl.
","वहीं, पुलिस ने उसकी बहन और पत्नी को गिरफ्तार कर लिया।
"
"Kareena and her family recently lost her uncle Rajiv Kapoor.
","करिश्मा कपूर ने हाल ही में अपनी दादी कृष्णा राज कपूर को खो दिया ।
"
"The mother, father, brother and maternal uncle of the girl have been arrested for murder.
","हत्या की वारदात को अंजाम बच्ची की सौतेली मां, पिता और बुआ ने मिलकर अंजाम दिया था।
"
"Sonam is Arjun's uncle Anil Kapoor's daughter.
","बता दें कि सोनम अर्जुन कपूर की चचेरी बहन हैं।
"
"Chief Minister Akhilesh Yadav and his uncle and State party chief Shivpal Yadav were also present.
","इस दौरान उनके साथ मुख्यमंत्री और सपा के प्रदेश अध्यक्ष अखिलेश यादव भी मौजूद थे।
"
"Bihar: Man who killed his uncle lynched by mob in Siwan
","बिहार: सीवान जिले में पान खाकर थूकने पर व्यक्ति की गोली मारकर हत्या
"
"Bhagat Singh’s father Sardar Kishan Singh and his paternal uncles Sardar Ajit Singh and Sardar Swaran Singh were totally committed to the cause of freedom.
","देश की गुलामी को दूर कर उसे स्वतन्त्र कराने के लिए अपने प्राणों की आहुति देने वाले शहीद भगत सिंह के पिता का नाम सरदार किशन सिंह और दादा का नाम सरदार अर्जुन सिंह था।
"
"The pictures featured Rakesh Roshan , Pinky Roshan, Sunaina, niece Suranika Roshan, uncle and his grandmother.
","ऋतिक ने पिता राकेश रोशन, पिंकी रोशन, सुनैना रोशन, भतीजी सुरैनिका रोशन, और अंकल और दादी के साथ फोटो शेयर की है.
"
"Former CM Devendra Fadnavis in his interview with a TV channel said that Ajit Pawar had approached him seeking to form a government with the BJP and that his uncle Sharad Pawar, other party MLAs were aware of his plans regarding the government formation with the saffron party, TOI reports.
","पूर्व सीएम देवेंद्र फडणवीस ने एक निजी चैनल से बात करते हुए खुलासा किया कि अजित पवार ने सरकार गठन के लिए उनसे संपर्क किया था।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","मृतका के पिता ने उसके दामाद, सास एवं देवर के खिलाफ दहेज हत्या का मुकदमा दर्ज कराया है।
"
"The trailer shows, Simba 's father Mufasa , uncle Scar, Rafiki , and not forget Timon and Pumba .
","ट्रेलर में सिंबा के पिता मुफ्सा, अंकल स्कार, रफीकी और टिमॉन व पुंबा दिखाए गए हैं।
"
"Samajwadi Party chief Akhilesh Yadav and his uncle Shivpal Yadav were also present during the meeting.
","बैठक में सपा के राष्ट्रीय अध्यक्ष अखिलेश यादव एवं वरिष्ठ नेता शिवपाल यादव में दूरियां दिखाई दी।
"
"I went to my uncles house.
","भैया के घर गया।
"
"The boy lived with his uncle.
","चाची अपने बेटे के साथ वही रहती थीं ।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","थाना शहर पुलिस ने पत्नी, बेटे और प्रेमी के खिलाफ हत्या का मुकदमा दर्ज कर लिया है।
"
"I went to my uncles house.
","मैं बुआ के घर रुक गया.
"
"""However, Shah Rukh Khan and his team made sure that my mother and I reach safely to my uncle's funeral.
","समीना ने बताया कि शाहरुख खान और उनकी टीम ने इस बात का पूरा ध्यान रखा कि मैं और मेरी मां सुरक्षित मेरे अंकल के शवयात्रा जनाजे पर पहुंच जाएं।
"
"But it doesn’t include grandparents, grandchildren, aunts, uncles, nieces, nephews, cousins, brothers-in-laws and sisters-in-law, fiancés and any other extended family members.
","इसके अनुसार, ग्रैंडपेरेंट्स, ग्रैंड चिल्ड्रेन, आंटी, अंकल, भतीजा-भतीजी, चचेरे भाई-बहन, साला-साली, मंगेतर और दूसरे पारिवारिक सदस्‍य को को करीबी रिश्तेदार में शामिल नहीं किया गया है।
"
"The uncle informed the family about the incident.
","छोटी बहन ने घटना की सूचना परिजनों को दी।
"
"She uploaded an old picture of herself as a child with her father and uncle Rishi Kapoor.
","अभिनेत्री ने अपने पिता और अंकल ऋषि कपूर के साथ की एक बचपन की पुरानी तस्वीर अपलोड की।
"
"Chief Minister Akhilesh Yadav inaugurated the expressway in the presence of his father and Samajwadi Party chief Mulayam Singh Yadav and his uncle Shivpal Yadav.
","उस समय तत्कालीन मुख्यमंत्री अखिलेश यादव और उनके पिता मुलायम सिंह यादव ने हरी झंडी दिखाकर इसका उद्घाटन किया था.
"
"The woman said that she is the daughter of Jeetendra’s maternal uncle.
","महिला का कहना है कि जितेंद्र उनकी आंटी के बेटे हैं।
"
"Madani is the maternal uncle of former chief minister Mehbooba Mufti.
","बीजबेहाड़ा पूर्व मुख्यमंत्री महबूबा मुफ्ती का पैतृक कस्बा है।
"
"He was the son of Asaf Khan, brother of the celebrated Nur Jahan and father-in-law of Shah Jahan and was thus maternal uncle of Aurangzeb.
","वह शाहजहा के प्रथम वजीर आसफ खा की पुत्री थी और जहागीर की बेगम नूरजहा की भत्तोजी थी ।
"
"Karisma Kapoor shared a family photo featuring her late uncle and actor Rishi Kapoor.
","ऋषि कपूर की भतीजी और ऐक्ट्रेस करिश्मा कपूर ने फिर से एक पुरानी तस्वीर शेयर की है।
"
"The victim has given a complaint against her uncle at the Chakeri police station.
","पीड़ित ने चकेरी थाने में तहरीर दी है।
"
"The move is part of money trail probe by the ED and CBI after cases were registered against Nirav Modi and his business partner and uncle Mehul Choksi, owner of Gitanjali Group, for defrauding PNB.
","पीएनबी के साथ धोखाधड़ी के लिए नीरव मोदी और उसके व्यापारिक साझेदार व रिश्तेदार मेहुल चोकसी के खिलाफ मामले दर्ज करने के बाद ईडी और सीबीआई द्वारा यह कार्रवाई जांच का हिस्सा है।
"
"Abner son of Ner was commander of Saul’s army (Ner was Saul’s uncle).
","(नेर का पुत्र अब्नेर शाऊल की सेना का सेनापति था।
"
"My mother and uncle lived there.
","वहां मेरी मम्मी और पापा रहते हैं।
"
"Akhilesh Yadav gained control over the Samajwadi Party following a bitter feud with his father Mulayam Singh and uncle Shivpal Yadav.
","समाजवादी पार्टी से नाता तोड़कर समाजवादी सेकुलर मोर्चा का गठन करने वाले शिवपाल यादव को बड़े भाई और सपा संरक्षक मुलायम सिंह यादव के अखिलेश यादव के साथ आने पर तगड़ा झटका लगा है।
"
"A family lost a husband, father, brother-in-law, uncle, brother and cousin.
","इस जवानों के घरवालों ने एक पति, एक बेटा, एक भाई, एक बाप खोया है।
"
"She has been so close to Yusuf uncle , we have seen it with our own eyes.
","वह युसूफ अंकल के इतने करीब रही हैं, हमने इसे अपनी आंखों से देखा है।
"
"He was accompanied by senior SP leaders Shivpal Singh Yadav, his uncle, and Azam Khan.
","उनके साथ उनके भाई शिवपाल यादव व वरिष्ठ नेता अमर सिंह भी थे।
"
"The slain woman’s mother and uncle were accused of planning her murder.
","मृतका की मां और बहन तथा भाई का आरोप है कि उसकी हत्या की गई है।
"
"Actor Sushant Singh Rajput’s niece, Mallika, has shared pictures of her uncle and thanked fans for their continued support.
","सुशांत सिंह राजपूत की भांजी मल्लिका अपने गुलशन मामू के साथ फोटो शेयर कर उनके फैन्स को धन्यवाद किया है।
"
"A case was registered against Singh based on the complaint made by his uncle Ajeet Singh.
","मुकदमा जय सिंह के भाई अजीत सिंह ने दर्ज कराया था।
"
"""Please write letters to Captain uncle and Khattar uncle and say, 'Please think about our health',"" Kejriwal told children.
","केजरीवाल ने बच्चों से कहा, ‘कृपया कैप्टन अंकल और खट्टर अंकल को पत्र लिखें और कहें कि हमारी सेहत का ध्यान रखे.
"
"According to Samajwadi Party leaders, Akhilesh Yadav's wife Dimple Yadav, his uncle Ram Gopal Yadav, cousin Tej Pratap Yadav, senior leader and former state minister Azam Khan and party's Secretary Rajendra Choudhary will also be among the star campaigners.
","इनमें प्रमुख लोगों में पार्टी के राष्ट्रीय अध्यक्ष अखिलेश यादव, पार्टी के राष्ट्रीय महासचिव रामगोपाल यादव, पूर्व मंत्री आज़म खान, सांसद जया बच्चन और कन्नौज से सांसद एवं अखिलेश की पत्नी डिंपल यादव प्रमुख हैं.
"
"A father, husband, son, cousin, uncle, and brother is missing.
","माता-पिता ने बेटा, बहन ने भाई व पत्नी ने पति व बेटों ने पिता खोया है।
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","पुलिस ने पीड़िता के सास-ससुर सहित तीन लोगों को गिरफ्तार कर लिया	. . . .
"
"Alia's father Mahesh Bhatt and uncle Mukesh Bhatt also attended the premiere of her film.
","मौके पर आलिया भट्ट के साथ उनके पिता महेश भट्ट भी मौजूद थे।
"
"My father and elder uncle had died earlier.
","मृतक के पिता व बड़े भाई की पहले ही मौत हो चुकी है।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने मृतका के दो देवर, सास व ननद के खिलाफ दहेज हत्या का मुकदमा दर्ज कर लिया।
"
"The rift between comedian-actor Krushna Abhishek and his uncle, actor Govinda is no secret.
","एक्टर गोविंदा और उनके भांजे कृष्णा अभिषेक के बीच का मनमुटाव जग जाहिर है।
"
"As soon as news broke, his family, including brother Vaisshnav Tej , uncle Pawan Kalyan , cousins Varun Tej , Niharika Konidela and friend Sundeep Kishan rushed to the hospital to find out more and meet him.
","जैसे ही यह खबर सामने आई उनके परिवार के सदस्य भाई वैष्णव तेज, अंकल पवन कल्याण, कजिन वरुण तेज, निहारिका कोनिडेला और दोस्त संदीप किशन अस्पताल उनसे मिलने पहुंचे।
"
"” Trump also said that Kim “tells me everything” and even gave the president a graphic account of how Kim had his own uncle killed.
","किताब के अनुसार, ट्रंप ने कहा कि किम ने ‘‘मुझे सब कुछ बताया'' और किम ने यह भी बताया कि उन्होंने अपने रिश्तेदार की किस प्रकार हत्या की थी.
"
"But Ranbir Kapoor’s uncle Randhir Kapoor has denied the allegations.
","हालांकि ऋषि कपूर के भाई रणधीर कपूर ने इन खबरों को खारिज किया है।
"
"Nirav Modi and his uncle Mehul Choksi are among the main accused in the scam pegged at about Rs 13,400 crore.
","मेहुल चोकसी पीएबी में लगभग 13 हजार 400 करोड़ रुपये के घोटाले में अपने भांजे नीरव मोदी के साथ मुख्य आरोपी है।
"
"""As Peter Parker's uncle said: """"""""With great power comes great responsibility.""""""""""
","पीटर पार्कर के अंकल ने कहा था कि बड़ी ताकत के साथ बड़ी जिम्मेदारी आती है.
"
"She was on her way to her maternal uncle’s house.
","वह अपने दादा जी के घर जा रहा था।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने मृतका के पति, देवर, सास व ननद के खिलाफ दहेज हत्या का मुकदमा दर्ज कर लिया है।
"
"His uncle, Anil Dalpat, too played for Pakistan as a wicketkeeper.
","मेरे रिश्तेदार अनिल दलपत ने भी पाकिस्तान के लिए क्रिकेट खेला.
"
"His uncle ‘Abbas was on his right and Fadl, the son of ‘Abbas, on his left.
","ऐबा का पुत्र बाई ओर था और असदुद्दीन दाहिनी ओर ।
"
"” This is not my uncle.
","“यह मुझसे नहीं होगा बिचित्तर भाई।
"
"After her dad is killed her aunt and uncle have taken her and her brother to live with them.
","पिता के गुजर जाने के बाद उसकी मां ने उसका और उसके भाई का पालन-पोषण किया।
"
"His father named him 'Ali, his mother named him 'Abd al-Qadir, and his uncle named him 'Abdullah.
","इनके पिता का नाम 'कर्नल जलनूर अली अहमद' और दादा का नाम 'खलीलुद्दीन अहमद' था।
"
"His paternal uncle works with the Delhi Police.
","उसकी मां दिल्ली पुलिस में काम करती हैं।
"
"Diamontaire Nirav Modi and his uncle Mehul Choksi are accused of siphoning around Rs 13 thousand crores of Punjab National Bank through fraudulent means.
","नीरव मोदी और मेहुल चोकसी पंजाब नेशनल बैंक के साथ करीब 13 हजार करोड़ रुपये की धोखाधड़ी के आरोपी हैं.
"
"When asked about an alliance with uncle Shivpal Yadav’s party, he said that SP will not field its candidate on Shivpal Yadav’s seat Jaswantnagar.
","शिवपाल के सपा से गठबंधन की इच्छा रखने के बारे में पूछे जाने पर राजभर ने दावा किया, ‘‘शिवपाल यादव सपा के साथ नहीं जायेंगे क्योंकि उन्हें सपा के लोग तवज्जो नहीं दे रहे हैं।
"
"A term 'relative' refers to a parent, child, step child, brother, sister, aunt, uncle, nephew, niece, grandparent and grandchild.
","नजदीकी रिश्तेदार का मतलब पिता, माता, भाई, बहन, दादा, दादी, पोता और पोती से है।
"
"Are they similar to your father's or uncle's?
","क्या ये आपके पिता या दादा के हैं?
"
"Be it a brother, sister, parent, niece, nephew, aunt, uncle, neighbour or friend.
","चाहे वह आपके भाई, माता-पिता, रिश्तेदार, दोस्त, प्रेमी या प्रेमिका या जीवनसाथी और ससुराल वाले आदि हों।
"
"Girl along with friends loots uncle’s house
","नौकरानी ने दोस्तों के साथ मिलकर मकान मालिक के घर डाला डाका, फरार
"
"Meanwhile, Chandrashekhar Azad of Bhim Army, Om Prakash Rajbhar, Akhilesh Yadav’s uncle Shivpal Yadav of PSPL, AIMIM chief Asaduddin Owaisi and leaders of Aam Aadmi Party have been quite active on the ground lately.
","पिछले दिनों AIMIM के चीफ असदुद्दीन ओवैसी, सुहेलदेव भारतीय समाज पार्टी (SBSP) के मुखिया ओम प्रकाश राजभर और भीम आर्मी के चीफ चंद्रशेखर की मुलाकात हुई थी।
"
"Great uncle had been injured.
","बड़े भाई का एक्सीडेंट हो गया था।
"
"On the complaint of the victim's uncle, an FIR has been lodged against unidentified persons.
","पीडित के प्रार्थनापत्र पर अज्ञात बदमाशों के खिलाफ मुकदमा दर्ज कर लिया।
"
"He will be sharing the screen space with his father Sunny Deol, uncle Bobby Deol and grandfather Dharmendra in the movie.
","इस फिल्म में उनके साथ पिता धर्मेंद्र और भाई सनी देओल भी नजर आएंगे।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने महिला, उसकी मां और सास के विरुद्ध हत्या का मामला दर्ज कर गिरफ्तार कर लिया है।
"
"As a child, I didn't understand thinking it was my uncle, but when I grew up I realized it was a different kind of touch.
","बच्‍ची थी तो यह समझ नहीं पा रही थी कि वह मेरे अंकल हैं लेकिन जब मैं बड़ी हुई तो मुझे एहसास हुआ कि यह अलग तरह का टच था।
"
"Aamir Khan belongs to a family whose many members are related to the Hindi film industry; for example, his paternal uncle Nazir Hussain was a producer-director.
","खान के बहुत से रिश्तेदार फिल्म जगत के सदस्य हैं, जिनमें उनके अंकल नासिर हुसैन का भी समावेश था।
"
"The police have registered an FIR against the boy following a complaint by the girl’s uncle.
","एक युवती की शिकायत पर पुलिस ने उसके ससुर के खिलाफ अश्लील छेड़छाड़ कर दुष्कर्म करने का केस दर्ज किया है।
"
"Son of late iconic actor-filmmaker Raj Kapoor, his uncles Shammi Kapoor and Shashi Kapoor were stars, too, as have been his brothers Randhir and Rajeev Kapoor in their time.
","राज कपूर के भाई शम्मी कपूर और शशि कपूर उनके जीवनकाल में ही अपने ढंग के निराले अभिनेता और फिल्मकार थे।
"
"Why not uncle?
",". . क्यों नहीं भाई.
"
"After the incident, the victim went to her maternal uncle’s house.
","घटना के बाद पीड़िता चली गई थी बुआ के घर
"
"His father Rakesh Roshan, uncle Rajesh Roshan, ex-wife Sussanne Khan and kids - Hrehaan and Hredaan were present at the do along with their other relatives.
","उनके साथ उनका पूरा परिवार यानी पापा राकेश रोशन, दोनों बेटे रिदान और रेहान, एक्स-वाइफ सुजैन सभी शामिल थे।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","मृतका की मां ने दामाद, उसके बड़े भाई व पिता पर हत्या की प्राथमिकी दर्ज कराई है।
"
"After his father passed on, his mother remarried and left him and his sister in the care of their paternal uncle.
","पिता के गुजर जाने के बाद उसकी मां ने उसका और उसके भाई का पालन-पोषण किया।
"
"“I have spoken to the victim’s uncle in this regard,” he said.
","उन्होंने कहा कि ‘मैंने पीड़ित के पिता से बातचीत की है.
"
"Ajit Pawar supporting BJP ""personal decision"", uncle Sharad Pawar said
","बीजेपी को समर्थन अजित पवार का निजी फैसला है.
"
"Apart from the SP, Abhishek also has the support of uncle Shivpal Yadav’s PSP Lohia.
","अभिषेक को सपा प्रमुख अखिलेश यादव का समर्थन तो मिल ही रहा है, वहीं प्रगतिशील समाजवादी पार्टी लोहिया के मुखिया शिवपाल यादव भी इनका समर्थन कर रहे हैं।
"
"Police has arrested victim’s uncle in this connection.
","इस मामले में पुलिस ने पीड़िता के ससुर को हिरासत में ले लिया है.
"
