eng_Latn,mal_Mlym
"She lives with her aunt.
","അവൾ അമ്മായിയുടെ കൂടെയാണ് താമസിക്കുന്നത്.
"
"She lives with his aunt.
","അവൾ അമ്മായിയുടെ കൂടെയാണ് താമസിക്കുന്നത്.
"
"She looked back at her aunt.
","ചുമ്മാ അമ്മായിയുടെ പിന്നിലേക്ക് നോക്കി.
"
"She looked earnestly into her aunt's eyes.
","അവൾ അമ്മായിയുടെ കണ്ണുകളിലേക്ക് നിറകണ്ണോടെ നോക്കി.
"
"She looked out the window of her aunt's home.
","ഗേറ്റിൽ നിന്നു് അവൾ ആന്റിയുടെ വീട്ടിലേക്ക് നോക്കി.
"
"She now lives with an aunt and uncle.
","ഇപ്പോൾ അവൾ അമ്മാവനും അമ്മായിക്കുമൊപ്പമാണ് താമസിക്കുന്നത്.
"
"She now lives with her aunt and uncle.
","ഇപ്പോൾ അവൾ അമ്മാവനും അമ്മായിക്കുമൊപ്പമാണ് താമസിക്കുന്നത്.
"
"She now resides with her aunt and uncle.
","ഇപ്പോൾ അവൾ അമ്മാവനും അമ്മായിക്കുമൊപ്പമാണ് താമസിക്കുന്നത്.
"
"She said she then left to her aunt's house.
","തുടർന്ന് അമ്മായിയുടെ വീട്ടിൽ പോകുകയാണെന്നു പറഞ്ഞാണ് വീട്ടിൽ നിന്നിറങ്ങിയത്.
"
"She saw the light go on in her aunt's bedroom.
","അച്ഛന്റെ മുറിയിൽ ലൈറ്റ് ഓണായത് അവൾ കണ്ടു.
"
"She then looked at her aunt.
","അതുകേട്ടതും അവൾ അമ്മായിയെ നോക്കി.
"
"She then went to her aunt.
","എന്നിട്ട് അമ്മായിയുടെ അടുത്തേക്ക് പോയി .
"
"She was a beloved wife, sister, sister-in-law, aunt, cousin and friend.
","സ്നേഹസമ്പന്നയായ ഭാര്യ,മകൾ, സഹോദരി,അന്തിരവൾ, കസിൻ, സുഹൃത്ത് എന്നിവയൊക്കെയായിരുന്നു അവൾ.
"
"She was a loving mother, daughter, sister, aunt, cousin, and friend.
","സ്നേഹസമ്പന്നയായ ഭാര്യ,മകൾ, സഹോദരി,അന്തിരവൾ, കസിൻ, സുഹൃത്ത് എന്നിവയൊക്കെയായിരുന്നു അവൾ.
"
"She was afraid of her aunt.
","അവൾ അമ്മായിയെ ആലോചിച്ച് പേടിച്ചരണ്ടു.
"
"She was his aunt - his father's sister.
","അവർ അവന് അമ്മായിയാണ്, അച്ഛന്റെ സഹോദരി.
"
"She was his aunt, his mother's sister.
","അവർ അവന് അമ്മായിയാണ്, അച്ഛന്റെ സഹോദരി.
"
"She was my great aunt, and my grandmother's very good friend.
","അദ്ദേഹം എന്റെ മുത്തച്ഛൻ ആയിരുന്നു, മാത്രമല്ല അവളുടെ അഹന ഒരു നല്ല സുഹൃത്ത്.
"
"She was raised by a family of Italian-American women - her mother, grandmother and two aunts.
","തുടർന്ന് തന്റെ അമ്മ, അമ്മൂമ്മ, രണ്ട് ആന്റിമാർ എന്നിവരടങ്ങുന്ന ഇറ്റാലിയൻഅമേരിക്കൻ സ്ത്രീകളുടെ കുടുംബമായിരുന്നു കോൺവേയെ വളർത്തി വലുതാക്കിയത്.
"
"She was raised by her mother, grandmother, and aunt.
","അമ്മയും അയാളുടെ സഹോദരനും അമ്മ, മുത്തശ്ശി, അമ്മായി എന്നിവ വളർത്തി.
"
"She was the aunt of Lieutenant General Sir Ralph Eastwood.
","ലെഫ്റ്റനന്റ് ജനറൽ സർ റാൽഫ് ഈസ്റ്റ്വുഡിന്റെ അമ്മായിയായിരുന്നു അവർ.
"
"She was the elder sister of John Philip Kemble, Charles Kemble, Stephen Kemble, Ann Hatton, and Elizabeth Whitlock, and the aunt of Fanny Kemble.
","ജോൺ ഫിലിപ്പ് കെംബ്ലെ, ചാൾസ് കെംബ്ലെ, സ്റ്റീഫൻ കെംബ്ലെ, ആൻ ഹട്ടൻ, എലിസബത്ത് വിറ്റ് ലോക്ക്, എന്നിവരുടെ മൂത്ത സഹോദരിയും ഫന്നി കെംബ്ലെയുടെ ആന്റിയും ആയിരുന്നു.
"
"She was the older sister of John Philip Kemble, Charles Kemble, Stephen Kemble, Ann Hatton and Elizabeth Whitlock, and the aunt of Fanny Kemble.
","ജോൺ ഫിലിപ്പ് കെംബ്ലെ, ചാൾസ് കെംബ്ലെ, സ്റ്റീഫൻ കെംബ്ലെ, ആൻ ഹട്ടൻ, എലിസബത്ത് വിറ്റ് ലോക്ക്, എന്നിവരുടെ മൂത്ത സഹോദരിയും ഫന്നി കെംബ്ലെയുടെ ആന്റിയും ആയിരുന്നു.
"
"She was there with her mom, aunt, and 10-year-old little sister.
","അവിടെ അവളുടെ അച്ഛനുണ്ട്, അമ്മയുണ്ട്, പത്തുവയസുകാരി അനിയത്തിയുണ്ട്.
"
"She's gonna be living with her aunt.
","അവൾ അമ്മായിയുടെ കൂടെയാണ് താമസിക്കുന്നത്.
"
"She's living with her aunt.
","അവൾ അമ്മായിയുടെ കൂടെയാണ് താമസിക്കുന്നത്.
"
"She's my aunt, my father's sister.
","അവർ അവന് അമ്മായിയാണ്, അച്ഛന്റെ സഹോദരി.
"
"She's my aunt?
","അതെന്റെ അമ്മായി ആരുന്നോ?
"
"She's now living with her aunt and uncle.
","ഇപ്പോൾ അവൾ അമ്മാവനും അമ്മായിക്കുമൊപ്പമാണ് താമസിക്കുന്നത്.
"
"Similarly not much is known of Skriniar's uncles, aunts and cousins.
","അതുപോലെ തന്നെ സ്ക്രീനിയാറിന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ് എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"Similarly, Alphonso's uncles, aunts, cousins, nephew and nieces are largely unknown at the time of writing this bio.
","അതുപോലെ, അൽഫോൺസോയുടെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമകൻ, മരുമക്കൾ എന്നിവർ ഈ ബയോ എഴുതുമ്പോൾ വലിയ അജ്ഞാതരാണ്.
"
"Similarly, his uncles, aunts, siblings and nephew are yet to exist in cyberspace.
","അതുപോലെ, അദ്ദേഹത്തിന്റെ അമ്മാവന്മാരും അമ്മായിമാരും സഹോദരങ്ങളും മരുമകനും സൈബർ സ്പേസിൽ ഇതുവരെ നിലവിലില്ല.
"
"Similarly, not much is known about Zouma's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, not much is known about his uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, nothing has been said about his uncle and aunts.
","അതുപോലെ തന്നെ, അവന്റെ അമ്മാവൻ, അമ്മാവൻ എന്നിവയെക്കുറിച്ച് ഒന്നും വെളിപ്പെടുത്താൻ ഇനിയും കഴിഞ്ഞിട്ടില്ല.
"
"Similarly, the soccer genius is yet to reveal his uncles, aunts, cousins, nephews and nieces.
","അതുപോലെ, സോക്കർ പ്രതിഭ തന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെ ഇതുവരെ വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, കാൻസലോയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews, and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, കാൻസലോയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Greenwood's aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, ഗ്രീൻവുഡിന്റെ അമ്മായിമാർ, അമ്മാവന്മാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻമാരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, ഗ്രീൻവുഡിന്റെ അമ്മായിമാർ, അമ്മാവന്മാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻമാരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of the playmaker's uncles, aunts and cousins while he has no nephews or nices at the time of writing.
","അതുപോലെ, പ്ലേമേക്കറുടെ അമ്മാവന്മാരുടെയും അമ്മായിയുടെയും കസിൻസിന്റെയും രേഖകളൊന്നുമില്ല, അതേസമയം എഴുതുമ്പോൾ അദ്ദേഹത്തിന് മരുമക്കളോ നൈസുകളോ ഇല്ല.
"
"Similarly, there has been no mention of Lawan's uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Since their mother was unable to support the family on her own, the Perkins were often in the presence of her father's aunts, namely Isabella Beecher Hooker, a suffragist, Harriet Beecher Stowe (author of Uncle Tom's Cabin) and Catharine Beecher.
","സ്വന്തമായി കുടുംബത്തെ പോറ്റാൻ അവരുടെ അമ്മയ്ക്ക് കഴിയാതിരുന്നതിനാൽ, പെർകിൻസ് പലപ്പോഴും ഇസബെല്ലാ ബീച്ചർ ഹുക്കർ, അങ്കിൾ ടോംസ് ക്യാബിൻ രചയിതാവ് ഹാരിയറ്റ് ബീച്ചർ സ്റ്റ, വിദ്യാഭ്യാസ വിദഗ്ധയായ കാതറിൻ ബീച്ചർ തുടങ്ങി പിതാവിന്റെ അമ്മായിമാരുടെ സാന്നിധ്യത്തിലായിരുന്നു.
"
"Since their mother was unable to support the family on her own, the Perkins were often in the presence of her father's aunts, namely Isabella Beecher Hooker, a suffragist, Harriet Beecher Stowe, author of Uncle Tom's Cabin, and Catharine Beecher, educationalist.
","സ്വന്തമായി കുടുംബത്തെ പോറ്റാൻ അവരുടെ അമ്മയ്ക്ക് കഴിയാതിരുന്നതിനാൽ, പെർകിൻസ് പലപ്പോഴും ഇസബെല്ലാ ബീച്ചർ ഹുക്കർ, അങ്കിൾ ടോംസ് ക്യാബിൻ രചയിതാവ് ഹാരിയറ്റ് ബീച്ചർ സ്റ്റ, വിദ്യാഭ്യാസ വിദഗ്ധയായ കാതറിൻ ബീച്ചർ തുടങ്ങി പിതാവിന്റെ അമ്മായിമാരുടെ സാന്നിധ്യത്തിലായിരുന്നു.
"
"Since their mother was unable to support the family on her own, the Perkins were often in the presence of her father's aunts, namely Isabella Beecher Hooker, a suffragist; Harriet Beecher Stowe, author of Uncle Tom's Cabin and Catharine Beecher, educationalist.
","സ്വന്തമായി കുടുംബത്തെ പോറ്റാൻ അവരുടെ അമ്മയ്ക്ക് കഴിയാതിരുന്നതിനാൽ, പെർകിൻസ് പലപ്പോഴും ഇസബെല്ലാ ബീച്ചർ ഹുക്കർ, അങ്കിൾ ടോംസ് ക്യാബിൻ രചയിതാവ് ഹാരിയറ്റ് ബീച്ചർ സ്റ്റ, വിദ്യാഭ്യാസ വിദഗ്ധയായ കാതറിൻ ബീച്ചർ തുടങ്ങി പിതാവിന്റെ അമ്മായിമാരുടെ സാന്നിധ്യത്തിലായിരുന്നു.
"
"Since their mother was unable to support the family on her own, the Perkinses were often in the presence of her father's aunts, namely Isabella Beecher Hooker, a suffragist; Harriet Beecher Stowe, author of Uncle Tom's Cabin; and Catharine Beecher, educationalist.
","സ്വന്തമായി കുടുംബത്തെ പോറ്റാൻ അവരുടെ അമ്മയ്ക്ക് കഴിയാതിരുന്നതിനാൽ, പെർകിൻസ് പലപ്പോഴും ഇസബെല്ലാ ബീച്ചർ ഹുക്കർ, അങ്കിൾ ടോംസ് ക്യാബിൻ രചയിതാവ് ഹാരിയറ്റ് ബീച്ചർ സ്റ്റ, വിദ്യാഭ്യാസ വിദഗ്ധയായ കാതറിൻ ബീച്ചർ തുടങ്ങി പിതാവിന്റെ അമ്മായിമാരുടെ സാന്നിധ്യത്തിലായിരുന്നു.
"
"So it was just me and my aunt.
","അതുകൊണ്ട് ഞാനും അമ്മായിയും മാത്രം.
"
"So, there were only me, my Dad and my aunt.
","അപ്പോൾ അവിടെ ഞാനും ആന്റിയും അച്ചാച്ചൻറെ അമ്മയും അതായത് എൻറെ അമ്മാമയും മാത്രം ഉണ്ടായിരുന്നുള്ളൂ.
"
"Suddenly my aunt's phone was ringing.
","പെട്ടെന്നത് അമ്മായിടെ ഫോൺ ബെല്ലടിച്ചു.
"
"Sujith's aunt said that when scolded, Sujith would sometimes threaten to stab the offender with a knife.
","ഭീഷണിപ്പെടുത്തുമ്പോൾ കുറ്റവാളിയെ കത്തികൊണ്ട് കുത്തുമെന്ന് സുജിത്ത് ചിലപ്പോൾ ഭീഷണിപ്പെടുത്തുമെന്ന് സുജിത്തിന്റെ അമ്മായി പറഞ്ഞു.
"
"Thank you, uncle and aunt.
","അങ്കിളിനും അപ്പുവിനും നന്ദി.
"
"That is not your aunt!
","അത് അമ്മായിയമ്മയല്ല നിന്റെ അമ്മതന്നെയാ!
"
"That one's for his aunt.
","അത് തന്നെയാണ് അമ്മായിയമ്മ വേണ്ടി അവൾ.
"
"That's my aunt:)
","അതാണ് അമ്മായിഅമ്മ:)
"
"That's not her mom that's her aunt!
","അത് അമ്മായിയമ്മയല്ല നിന്റെ അമ്മതന്നെയാ!
"
"That's not your aunt!
","അത് അമ്മായിയമ്മയല്ല നിന്റെ അമ്മതന്നെയാ!
"
"That's what my aunt said.
","അതാ അമ്മായി പറഞ്ഞത്.
"
"That's what the aunt said.
","അതാ അമ്മായി പറഞ്ഞത്.
"
"That's what your aunt said.
","അതാ അമ്മായി പറഞ്ഞത്.
"
"The Gundicha temple is supposed to be Lord Jagannath's aunt's residence.
","ജഗന്നാഥന്റെ അമ്മായിയുടെ വാസസ്ഥലമാണ് ഗുണ്ടിച്ച ക്ഷേത്രം.
"
"The Prime Minister of Bangladesh, Sheikh Hasina, is her aunt.
","നിലവിലെ ബംഗ്ലാദേശ് പ്രധാനമന്ത്രി ഷെയ്ഖ് ഹസീന പിതൃസഹോദരിയാണ്.
"
"The aunt and uncle don't die.
","അമ്മാമനും അമ്മായിയും ജീവിച്ചിരിപ്പില്ല.
"
"The aunt began to cry.
","അമ്മായി അതാ കരച്ചിൽ തുടങ്ങി.
"
"The aunt came out.
","അമ്മായി പുറത്തിറങ്ങി വന്നു.
"
"The aunt continued.
","അമ്മായി തുടർന്നു പറഞ്ഞു .
"
"The aunt did not see it.
","അമ്മായി അത് കണ്ടില്ല.
"
"The aunt didn't say anything.
","അമ്മായി ഒന്നും പറഞ്ഞില്ല.
"
"The aunt has no children of her own.
","അമ്മായിക്ക് സ്വന്തമായി മക്കളില്ല.
"
"The aunt has no children.
","അമ്മായിക്ക് സ്വന്തമായി മക്കളില്ല.
"
"The aunt is not married.
","അമ്മായി കല്യാണം കഴിച്ചിട്ടില്ല.
"
"The aunt said it was difficult.
",". മുത്തശ്ശി പറഞ്ഞു ആകെ ബുദ്ധിമുട്ടാണ് അവന് .
"
"The aunt said the boy's mother suffers from mental problems.
","പെൺകുട്ടിക്ക് മാനസിക പ്രശ്നങ്ങളുണ്ടെന്ന് കുട്ടിയുടെ അമ്മ ഇടയ്ക്ക് വെച്ച് പറയുകയുണ്ടായി.
"
"The aunt said to him.
","ആന്റി അവനോടു പറഞ്ഞു.
"
"The aunt slowly made her way to the table.
","മുത്തശ്ശി മെല്ലെ മെല്ലെ മേശയ്ക്ക് അടുത്തേക്ക് പോയി.
"
"The aunt's position
","അമ്മായിയുടെ സ്ഥാനം
"
"The aunt, not the mother.
","എന്റെ അമ്മായിഅമ്മ, അല്ല അമ്മ തന്നെ.
"
"The ceremony took place at Sonam's aunt's house in Bandra.
","സോനത്തിന്റെ അമ്മായിയുടെ ബാന്ദ്രയിലെ വീട്ടിൽ വച്ചായിരുന്നു വിവാഹ ചടങ്ങുകൾ നടന്നത്.
"
"The child had been staying with her aunt while her parents traveled to Saudi Arabia to perform the umrah pilgrimage.
","മാതാപിതാക്കൾ ഉംറ നിർവഹിക്കാനായി സൌദി അറേബ്യയിൽ പോയ സമയത്ത് സൈനാബ് മാതൃസഹോദരിക്കൊപ്പമായിരുന്നു താമസം.
"
"The children of my aunt and the children of my uncle are my cousins.
","സഖാവിൻറെ അമ്മാവൻറെ മക്കളാണ് എൻറെ അമ്മയും അമ്മാവന്മാരും.
"
"The court eventually ruled in favour of her aunt.
","അവസാനം കോടതി വിധി അമ്മയ്ക്ക് അനുകൂലമായി.
"
"The court gave the CBI seven days to complete investigation into a recent accident, in which two of the victim's aunts were killed and she and her lawyer critically injured.
","പീഡനത്തിനിരയായ പെൺകുട്ടിയും അവരുടെ അഭിഭാഷകനും ഗുരുതരമായി പരുക്കേൽക്കുകയും രണ്ടു ബന്ധുക്കൾ കൊല്ലപ്പെടുകയും ചെയ്ത അപകടത്തെ തുടർന്നുള്ള കേസിലാണ് സി. ബി. ഐക്ക് അന്വേഷണം പൂർത്തിയാക്കാൻ കോടതി രണ്ടാഴ്ചകൂടി അനുവദിച്ചിരിക്കുന്നത്.
"
"The death of an aunt
","അമ്മായിയുടെ മരണം
"
"The girl reached her aunt's house in the afternoon.
","പെൺകുട്ടി ചോഴവാരത്ത് അമ്മായിയുടെ വീട്ടിലെത്തിയതായിരുന്നു.
"
"The girl's aunt and three workers of the lodge have been arrested.
","പെൺകുട്ടിയുടെ അമ്മായിയേയും സിൽവർ പ്ലാസയിലെ ജോലിക്കാരായ മൂന്നു പേരെയുമാണ് അറസ്റ്റു ചെയ്തത്.
"
"The girl's paternal aunt argued that section 17 of the Guardians and Wards Act, 1890, requires the Court to take into consideration the religion of the child and that of the proposed guardian.
","1890ലെ ഗാർഡിയൻസ് ആന്റ് വാർഡ്സ് ആക്ടിലെ 17-ാം വകുപ്പു ചൂണ്ടിക്കാട്ടി കുട്ടിയുടെ മതം രക്ഷാകർത്താവിന്റെതാക്കി ശുപാർശ ചെയ്യണമെന്ന് അമ്മായി കോടതിയിൽ ആവശ്യപ്പെട്ടു.
"
"The girl, who had left the house in Erumeli Mukoottuthara in the morning and went to her aunt's house, did not return.
","രാവിലെ എരുമേലി മുക്കൂട്ടുതറയിലെ വീട്ടിൽ നിന്ന് പിതൃസഹോദരിയുടെ വീട്ടിലേക്കെന്ന് പറഞ്ഞുപോയ പെൺകുട്ടി പിന്നെ തിരിച്ചെത്തിയില്ല.
"
"The house of my aunt.
","എൻറെ അമ്മായിയുടെ വീട്.
"
"The main character in that story is my aunt.
","ഈ കഥയിലെ നായിക എന്റെ അമ്മായിയാണ്.
"
"The matter came to light after the girl told her aunt about the incident.
","പെൺകുട്ടി സംഭവത്തെ കുറിച്ച് അമ്മാവനോട് പറഞ്ഞതോടെയാണ് ആക്രമണം അരങ്ങേറിയത്.
"
"The minor was staying with her maternal aunt in Kasur as her parents had gone to Saudi Arabia to perform Umrah.
","മാതാപിതാക്കൾ ഉംറ നിർവഹിക്കാനായി സൌദി അറേബ്യയിൽ പോയ സമയത്ത് സൈനാബ് മാതൃസഹോദരിക്കൊപ്പമായിരുന്നു താമസം.
"
"The mother and aunt went home.
",". അങ്ങനെയിരിക്കെ അമ്മായിയും മോളും വീട്ടിൽ വന്നു .
"
"The mother and aunt were in the front seats.
","ഉമ്മയും അമ്മായിയും മുൻവശത്തു അവിടെയുള്ള കസേരകളിൽ ഇരിക്കുന്നു.
"
"The next day my father and mother arrived at our aunt's house.
","പിറ്റേന്ന് അമ്മയും ഞാനും കൂടി അമ്മായിയുടെ വീട്ടിലേക്ക് പോയി.
"
"The next day, they thanked their aunt and left for home.
","പിറ്റേ ദിവസം വീട്ടുടമസ്ഥനു നന്ദിപറഞ്ഞ് അവർ യാത്ര തുടർന്നു.
"
"The next morning, my cousins, uncles, aunt, and almost the entire extended family huddled together in front of the TV.
","പിറ്റേന്ന് അതിരാവിലെ, അമ്മാവന്മാരും അമ്മായിമാരും കസിൻസുമടങ്ങുന്ന മുഴുവൻ കുടുംബാഗങ്ങളും ടിവിക്കു മുമ്പിൽ നിലയുറപ്പിച്ചു.
"
"The princess was eight years old at the time of construction, so it has been suggested that the inscription may actually be in reference to her aunt, Jahanara Begum, who was a daughter of the Mughal Emperor Shah Jahan.
","ഇതു നിർമ്മിക്കപ്പെടുന്ന കാലത്ത് രാജകുമാരിയ്ക്ക് കേവലം എട്ടുവയസ്സുമാത്രമാണുണ്ടായിരുന്നതെന്നതിനാൽ ഈ ലിഖിതം യഥാർത്ഥത്തിൽ മുഗൾ ചക്രവർത്തി ഷാജഹാൻറെ മകളും സെബ്-ഉൻ-നിസയുടെ അമ്മായിയുമായിരുന്ന ജഹനാര ബീഗത്തെക്കുറച്ചായിരിക്കാം സൂചിപ്പിക്കുന്നതെന്നും അഭ്യൂഹമുണ്ട്.
"
"The three remaining sisters and their brother Patrick Branwell were thereafter educated at home by their father and aunt Elizabeth Branwell, their mother's sister.
","അതേത്തുടർന്ന് ബ്രോണ്ടി സഹോദരിമാരും സഹോദരനായ പാട്രിക്ക് ബ്രാൻവെല്ലും അവരുടെ അച്ഛന്റെയും അമ്മയുടെ സഹോദരിയായ എലിസബത്ത് ബ്രാൻവെല്ലിന്റെയും കീഴിൽ ആണ് പഠിച്ചത്.
"
"The trip to the post office reminds you that your favorite aunt's birthday is next Wednesday.
","പോസ്റ്റ് ഓഫീസിലെ യാത്ര നിങ്ങളുടെ പ്രിയപ്പെട്ട അമ്മായിയുടെ പിറന്നാൾ അടുത്ത ബുധനാഴ്ചയാണെന്ന് നിങ്ങളെ ഓർമിപ്പിക്കുന്നു.
"
"The trip to the post office reminds you that your favourite aunt's birthday is next Wednesday.
","പോസ്റ്റ് ഓഫീസിലെ യാത്ര നിങ്ങളുടെ പ്രിയപ്പെട്ട അമ്മായിയുടെ പിറന്നാൾ അടുത്ത ബുധനാഴ്ചയാണെന്ന് നിങ്ങളെ ഓർമിപ്പിക്കുന്നു.
"
"The truth is, Emerson's nickname 'Royal' originated from his aunt.
","സത്യം, എമേഴ്സന്റെ വിളിപ്പേര് 'റോയൽ' അദ്ദേഹത്തിന്റെ അമ്മായിയിൽ നിന്നാണ് ഉത്ഭവിച്ചത്.
"
"The war between my aunt and uncle
","അമ്മായിയമ്മയും മരുമകളും തമ്മിലുള്ള യുദ്ധം.
"
"The wedding was conducted at Sonam's aunt's residence in Bandra.
","സോനത്തിന്റെ അമ്മായിയുടെ ബാന്ദ്രയിലെ വീട്ടിൽ വച്ചായിരുന്നു വിവാഹ ചടങ്ങുകൾ നടന്നത്.
"
"The woman is a widow from Uttar Pradesh's Hapur in her late 20s and she was sold off by her father and aunt for Rs 10,000 to a man.
","ഉത്തർപ്രദേശിലെ ഹാപുരിൽ നിന്നുള്ള യുവതിയെ ഭർത്താവ് മരിച്ചതിനുശേഷം അച്ഛനും അച്ഛന്റെ സഹോദരിയും ചേർന്ന് പതിനായിരം രൂപക്ക് വിൽക്കുകയായിരുന്നു.
"
"The woman's father and aunt submitted that they needed the kid to be raised as a Roman Catholic.
","കുട്ടിയെ റോമൻ കത്തോലിക്കാ മതവിശ്വാസപ്രകാരം വളർത്താനായി തങ്ങൾക്കു നൽകണമെന്നാണ് അച്ഛനും അമ്മായിയും ആവശ്യപ്പെട്ടത്.
"
"Their aunt was Fidel Castro's first wife.
","ഫിദല് കാസ്ട്രോയുടെ ആദ്യ ഭാര്യയിലെ ആദ്യ മകനായിരുന്നു ഫിദലിറ്റോ.
"
"Then one day I was at my aunt's house.
","അങ്ങനെ ഒരു ദിവസം ഞാൻ അമ്മായിയുടെ വീട്ടിലേക്ക് പോയി.
"
"There are no existing records of the striker's aunts and cousins while his nephew is yet to be identified at the time of writing this biography.
","സ്ട്രൈക്കറുടെ അമ്മായിമാരുടെയും കസിൻസിന്റെയും രേഖകളൊന്നും നിലവിലില്ല, ഈ ജീവചരിത്രം എഴുതുമ്പോൾ അദ്ദേഹത്തിന്റെ അനന്തരവനെ ഇതുവരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"There was no one at home except for my great aunt.
","വീട്ടിൽ പ്രായമായ മുത്തശ്ശിയല്ലാതെ മറ്റാരും ഉണ്ടായിരുന്നില്ല.
"
"There was only her aunt.
","അവളുടെ അമ്മായി പത്മ മാത്രേ ഉണ്ടായിരുന്നുള്ളു അവിടെ. .
"
