eng_Latn,mal_Mlym
"Where is my mother, father and uncles?
","എന്റെ അച്ഛനും അമ്മയും ചേട്ടായിയും എവിടെ അങ്കിളേ. . . ?
"
"Where were you for so long, uncle?
","എവിടെയായിരു ന്നു ഇത്രയും കാലം അപ്പൂപ്പാ?
"
"Who's uncle John?
","ആരാണ് ഈ ആനന്ദ് ജോൺ.
"
"Who's uncle is he really?
","സത്യത്തിൽ ആരാണീ അങ്കിൾ സാം?
"
"Who's uncle sam?
","ആരാണീ അങ്കിൾ സാം.
"
"Why didn't my uncle touch me?
","വലിയമ്മാവൻ എന്തുകൊണ്ട് എന്നെ അടിച്ചില്ല?
"
"Wilder grew up alongside his parents, siblings and most importantly, his uncles who had a great influence on his upbringing.
","വൈൽഡർ മാതാപിതാക്കൾ, സഹോദരങ്ങൾ എന്നിവരോടൊപ്പം വളർന്നു, ഏറ്റവും പ്രധാനമായി, തന്റെ വളർത്തലിൽ വലിയ സ്വാധീനം ചെലുത്തിയ അമ്മാവന്മാരും.
"
"With help from his uncle, Roger went on to settle in Belgium - because Congo (his country) used to be a Belgian colony.
","അമ്മാവന്റെ സഹായത്തോടെ, റോജർ ബെൽജിയത്തിൽ സ്ഥിരതാമസമാക്കി - കാരണം കോംഗോ (അവന്റെ രാജ്യം) ഒരു ബെൽജിയൻ കോളനിയായിരുന്നു.
"
"With the death of Tiberius in 37 AD, Caligula succeeded his great uncle and adoptive grandfather.
","എഡി 37ൽ, തന്റെ വലിയമ്മാവനും ദത്തുമുത്തച്ഛനുമായ തെബെറിയൂസ് അന്തരിച്ചതോടെ അദ്ദേഹത്തിന്റെ അനന്തരാവകാശിയായി കലിഗുല ചക്രവർത്തിപദം ഏറ്റെടുത്തു.
"
"With the death of Tiberius in AD 37, Caligula succeeded his grand uncle and adoptive grandfather as emperor.
","എഡി 37ൽ, തന്റെ വലിയമ്മാവനും ദത്തുമുത്തച്ഛനുമായ തെബെറിയൂസ് അന്തരിച്ചതോടെ അദ്ദേഹത്തിന്റെ അനന്തരാവകാശിയായി കലിഗുല ചക്രവർത്തിപദം ഏറ്റെടുത്തു.
"
"With the death of Tiberius in AD 37, Caligula succeeded his great uncle and adoptive grandfather as Emperor.
","എഡി 37ൽ, തന്റെ വലിയമ്മാവനും ദത്തുമുത്തച്ഛനുമായ തെബെറിയൂസ് അന്തരിച്ചതോടെ അദ്ദേഹത്തിന്റെ അനന്തരാവകാശിയായി കലിഗുല ചക്രവർത്തിപദം ഏറ്റെടുത്തു.
"
"With the death of Tiberius in AD 37, Caligula succeeded his great uncle and adoptive grandfather as emperor.
","എഡി 37ൽ, തന്റെ വലിയമ്മാവനും ദത്തുമുത്തച്ഛനുമായ തെബെറിയൂസ് അന്തരിച്ചതോടെ അദ്ദേഹത്തിന്റെ അനന്തരാവകാശിയായി കലിഗുല ചക്രവർത്തിപദം ഏറ്റെടുത്തു.
"
"You are going to be an uncle.
",". . നീ ഒരു അമ്മാവനാകാൻ പോകുന്നു എന്ന്.
"
"You are the best uncle in the world. have a great Birthday.
","നിങ്ങൾ ലോകത്തിൽ ഏറ്റവും മഹത്തായ ഒരപൂര്ണ്ണത ആകുന്നു. ജന്മദിനാശംസകൾ.
"
"You can't call your uncle.
","അമ്മാവനെ വിളിച്ചിട്ട് കിട്ടുന്നില്ല.
"
"You killed my father, my uncle and my brother. . .
","അവർ എന്റെ അച്ഛനെയും അമ്മാവനെയും സഹോദരനെയും കൊലപ്പെടുത്തി, നിഷ്കരുണം'-
"
"You're a good uncle:)
","അങ്കിൾ ആളു കൊള്ളാമല്ലോ:)
"
"Your father and your uncle were killed in a war.
","അച്ഛനും അമ്മാവനും യുദ്ധത്തിൽ കൊല്ലപ്പെടുകയും ചെയ്തു.
"
"Your uncle and my dad work in the same office.
",". അങ്കിളും അച്ഛനും ജോലി ചെയ്യുന്നത് ഒരേ ഓഫീസിൽ .
"
"Your uncle brought me here.
","അമ്മാവനാണ് എന്നെ അങ്ങോട്ട് കൊണ്ടുപോയത്.
"
"Your uncle's death was sudden.
","പെട്ടെന്നായിരുന്നു അമ്മാവന്റെ മരണം.
"
"Your uncle, my father.
","എന്റെ അച്ഛന്റെ, നിന്റെ അമ്മാവന്റെ.
"
"[20] And if a man shall lie with his uncle's wife, he hath uncovered his uncle's nakedness they shall bear their sin; they shall die childless.
","20 ഒരു പുരുഷൻ ഇളയപ്പന്റെ ഭാര്യയോടുകൂടെ ശയിച്ചാൽ അവൻ ഇളയപ്പന്റെ നഗ്നതനഗ്നത അനാവൃതമാക്കി; അവർ തങ്ങളുടെ പാപം വഹിക്കും; അവർ സന്തതിയില്ലാത്തവരായി മരിക്കേണം.
"
"[asv] So Hanamel mine uncle's son came to me in the court of the guard according to the word of Jehovah, and said unto me, Buy my field, I pray thee, that is in Anathoth, which is in the land of Benjamin; for the right of inheritance is thine, and the redemption is thine; buy it for thyself.
","യഹോവ അരുളിച്ചെയ്തതുപോലെ എന്റെ ഇളയപ്പന്റെ മകൻ ഹനമെയേൽ കാവല്പുരമുറ്റത്തു എന്റെ അടുക്കൽ വന്നുഃ ബെന്യാമീൻ ദേശത്തു അനാഥോത്തിലെ എന്റെ നിലം മേടിക്കേണമേ; അവകാശം നിനക്കുള്ളതല്ലോ, വീണ്ടെടുപ്പും നിനക്കുള്ളതു; നീ അതു മേടിച്ചുകൊള്ളേണം എന്നു എന്നോടു പറഞ്ഞു അതു യഹോവയുടെ അരുളപ്പാടു എന്നു ഞാൻ ഗ്രഹിച്ചു.
"
"a I have three uncles.
","മൂന്ന് അമ്മാവന്മാരാണ് എനിക്ക്.
"
"after killing the child's body, the uncle was thrown in the sack
","അച്ഛനെ കൊലപ്പെടുത്തിയ ശേഷം, ശരീരം വെട്ടിനുറുക്കി ബക്കറ്റിൽ നിറച്ച് മകൻ
"
"all his uncles were aunts.
","ഇവന്റെ അമ്മായിയപ്പൻ ആടുകളെല്ലാം ആയിരുന്നു.
"
"and his uncle.
",". കൂടെ അവന്റെ അമ്മാവനും.
"
"asked his uncle.
","അമ്മാവനോട് ചോദിച്ചു.
"
"aunt and uncle dead.
","അമ്മായിയും അമ്മാവനും മരിച്ചു.
"
"cause that's my uncle.
","അതിനു കാരണം എന്റെ അങ്കിൾ ആണ്.
"
"death of my uncle.
","അമ്മാവന്റെ മരണം
"
"difficult to look my uncle in the face.
","അമ്മാവന്റെ മുഖത്തു നോക്കി ഇറങ്ങിപ്പോരാനാണ് ബുദ്ധിമുട്ട്.
"
"don't know, uncle.
","അറിയില്ല അങ്കിളേ.
"
"he has an uncle.
","അതിന് അമ്മാവനുണ്ട്.
"
"he was my uncle's friend.
","സുഹൃത്തിന്റെ അമ്മാവനായിരുന്നു അദ്ദേഹം.
"
"he was with his uncle.
","അമ്മാവന്റെ കൂടെയായിരുന്നു അത്.
"
"he'll not write a letter to his uncle
","ഞാൻ എന്റെ അമ്മായിക്കു ഒരു കത്ത് എഴുതുകയല്ല
"
"her uncles.
","അവളുടെ അമ്മാവന്മാർ
"
"his uncle's death
","അമ്മാവന്റെ മരണം
"
"his uncle's son,
","അവളുടെ അച്ഛന്റെ അമ്മാവന്റെ ഒരു മകൻ,
"
"house of my uncle.
","അമ്മാവന്റെ വീട്.
"
"i have an uncle.
","എനിക്ക് ഒരു അങ്കിൾ ഉണ്ട്.
"
"i'm staying in my uncle's house.
","ഞാൻ അമ്മാവന്റെ വീട്ടിലാ നിൽക്കുന്നത്.
"
"in my uncle's house..
","അമ്മാവന്റെ വീട്ടിലേക്ക്. . .
"
"is my uncle's daughter.
","അത് എന്റെ അങ്കിളിന്റെ മകൾ ആണ്.
"
"like my uncle's.
",". എന്റെ ചാച്ചയെ പോലെ തന്നെ.
"
"my mom and my uncle.
","എൻറെ അമ്മയും പിന്നെ എൻറെ uncleum.
"
"my uncle now.
","അമ്മുവിന് ഇപ്പോൾ.
"
"my uncle was his secretary.
","അതിന്റെ സെക്രട്ടറി എന്റെ അമ്മാവനായിരുന്നു.
"
"my uncle's daughter
","എന്റെ അമ്മാവന്റെ മകൾ
"
"my uncle's daughter.
","എന്റെ അമ്മാവന്റെ മകൾ
"
"my uncle's death
","അമ്മാവന്റെ മരണം
"
"my uncle's house.
","അമ്മാവന്റെ വീട്.
"
"my uncle's marriage
","അമ്മാവന്റെ കല്യാണം
"
"over my uncle.
","എന്റെ മട്ടുപ്പാവിന് മേലെ
"
"she finally called uncle.
","അമ്മ അവസാനം അമ്മാച്ചനെ വിളിച്ച് വരുത്തി.
"
"the death of her uncle
","അമ്മാവന്റെ മരണം
"
"the death of my uncle
","അമ്മാവന്റെ മരണം
"
"the uncle (1)
","അങ്കിൾ (1)
"
"the uncle's house
","അമ്മാവന്റെ വീട്
"
"this was your uncle's house.
","അത് അമ്മാവന്റെ വീടായിരുന്നു.
"
"uncle and brother.
","അമ്മാവനും സഹോദരനും
"
"uncle couldn't even say anything more.
","അമ്മായിക്ക് മറുത്തൊന്നും പറയാൻ കഴിഞ്ഞില്ല.
"
"uncle never saw it.
","അമ്മായി അത് കണ്ടില്ല.
"
"uncle of the family.
","കുടുംബത്തിലെ ആൺതരി.
"
"uncle's answered.
","അമ്മാവന്റെ മറുപടി കിട്ടി.
"
"uncle's death
","അമ്മാവന്റെ മരണം
"
"uncle's house
","അമ്മാവന്റെ വീട്
"
"uncle's house.
","അമ്മാവന്റെ വീട്.
"
"uncle's marriage.
","അമ്മാവന്റെ കല്യാണം
"
"uncles and brother.
","അമ്മാവനും സഹോദരനും
"
"uncles and parents.
","അച്ഛന്റെയും അമ്മയുടേയും ഏകമകൾ.
"
"was his uncle's house.
","അത് അമ്മാവന്റെ വീടായിരുന്നു.
"
"was your uncle's house.
","അത് അമ്മാവന്റെ വീടായിരുന്നു.
"
"who's the uncle?
","ആരാണ് മാമല്ലൻ?
"
"wife and his uncle died.
","അമ്മായി അമ്മയും ഭർത്താവും മരിച്ചു.
"
"利20:20 And if a man shall lie with his uncle's wife, he hath uncovered his uncle's nakedness: they shall bear their sin; they shall die childless.
","20: ഒരു പുരുഷൻ ഇളയപ്പന്റെ ഭാര്യയോടുകൂടെ ശയിച്ചാൽ അവൻ ഇളയപ്പന്റെ നഗ്നത അനാവൃതമാക്കി; അവർ തങ്ങളുടെ പാപം വഹിക്കും; അവർ സന്തതിയില്ലാത്തവരായി മരിക്കേണം.
"
"Alia's mother Soni Razdan, and her uncle Mukesh Bhatt reacted to the fiasco.
","പിതൃസഹോദരന്‍ മുകേഷ് ഭട്ടും ആലിയയുടെ അമ്മ സോനി റസ്‌ദാനും സംഭവത്തില്‍ പ്രതികരണവുമായി രംഗത്തെത്തിയിരുന്നു.
"
"The Police have arrested the woman’s brother and uncle on a charge of murder.
","യുവതിയെ ചൂഷണം ചെയ്​ത ക​ുറ്റത്തിന്​ കാമുകനെയും സഹോദരനെയും പൊലീസ്​ പിടികൂടി.
"
"His father and SP patriarch Mulayam Singh Yadav and uncle Shivpal Yadav did not attend the event.
","എസ് പി സ്ഥാപക നേതാവും അഖിലേഷിന്റെ പിതാവുമായ മുലായം സിംഗ് യാദവ്, സഹോദരന്‍ ശിവ്പാല്‍ യാദവ് എന്നിവര്‍ കണ്‍വെന്‍ഷനില്‍ സംബന്ധിച്ചില്ല.
"
"Following this, the child’s uncle filed a complaint with the police over the incident.
","സംഭവത്തെ തുടര്‍ന്ന് കുഞ്ഞുമോന്‍ പുന്നപ്ര പോലീസില്‍ പരാതി നല്‍കി.
"
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
","കേസില്‍ നീരവിന്‍റെ അമ്മാവനും ബിസിനസ് പങ്കാളിയുമായ മെഹുല്‍ ചോക്സിയും പ്രതിയാണ്.
"
"The girl reached the police station with her uncle to lodge the complaint.
","അമ്മാവന്റെ കൂടെയാണ് പെണ്‍കുട്ടി പരാതി പറയാനെത്തിയത്.
"
"The girl's father and uncle have been arrested.
","പെണ്‍കുട്ടിയുടെ മാതാപിതാക്കളും കൊലയാളിയും പിടിയിലായി.
"
"Police is searching for his uncle who is absconding.
","ഒളിവില്‍ പോയ അപ്പുണ്ണിക്കായി പൊലീസ് തിരച്ചില്‍ ഊര്‍ജിതമാക്കി.
"
"Amethi, which had voted Rahul Gandhi, his mother Sonia Gandhi, his father Rajiv Gandhi and his uncle Sanjay Gandhi, was lost.
","രാഹുൽ ഗാന്ധിയുടെ അച്ഛൻ രാജീവ് ഗാന്ധിയും അമ്മ സോണിയ ഗാന്ധിയും ആദ്യമായി മത്സരിച്ച മണ്ഡലം അമേഠിയാണ്.
"
"The 17-year-old girl is the daughter of the boy’s uncle.
","പെണ്‍കുട്ടിയുടെ ബന്ധുകൂടിയാണ് 17കാരന്‍.
"
"Police have taken into custody the woman's uncle and brother.
","സംഭവത്തില്‍ യുവതിയുടെ സഹോദരനേയും അമ്മാവനേയും പോലീസ് കസ്റ്റഡിയിലെടുത്തു.
"
"After the demise of his grandfather, he was placed in the care of his paternal uncle, Abu Talib.
","പിതാമഹന്റെ വിയോഗത്തിന്‌ ശേഷം പിതൃ സഹോദരന്‍ അബൂത്വാലിബിന്റെ സംരക്ഷണത്തിലായി.
"
"Three-year-old raped by maternal uncle
","മൂന്നു വയസുകാരിയെ പിതൃസഹോദരന്‍ പീഡനത്തിനിരയാക്കി
"
"Police have arrested the girl’s father, mother and uncle.
","സംഭവത്തിൽ വീട്ടുടമസ്ഥനേയും പെൺകുട്ടിയുടെ പിതാവിനെയും സഹോദരനെയും പോലീസ് പിടികൂടി.
"
"Praveen's uncle, Raju, received the body.
","പ്രവീണിന്റെ സഹോദരീഭര്‍ത്താവ് രാജേഷാണ് മൃതദേഹങ്ങള്‍ ഏറ്റുവാങ്ങിയത്. എം. വിന്‍സെന്റ് എം.
"
"Karnataka: Hindu man killed, body dumped in farm well, for loving a Muslim woman, girl's brother, uncle detained
","മുസ്ലീം യുവതിയെ പ്രണയിച്ചതിന് കര്‍ണാടകയില്‍ ഹിന്ദു യുവാവിനെ കൊന്ന് കിണറ്റിൽ തള്ളി
"
"Police said they have arrested Malina, Ajay, Sujata and her uncle Basu Mondal in connection with the killing.
","സുജാമണിയുടെ മരുമകള്‍ സുജാത, അമ്മ മലീന, പങ്കാളി രാജേഷ്, അമ്മാവന്‍ ബസു മൊണ്ടാല്‍ എന്നിവരെ സംഭവവുമായി ബന്ധപ്പെട്ട് പൊലീസ് അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
"
"The Rs 12,636-crore fraud was allegedly committed by billionaire Nirav Modi and his uncle Mehul Choksi.
","വജ്രവ്യാപാരികളായ നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും 12,636 കോടിരൂപയുടെ തട്ടിപ്പാണ് പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നടത്തിയിരിക്കുന്നത്.
"
"On the day of his birth, his father and two uncles, Ajit Singh and Swaran Singh, were released from jail.
","ഭഗത് സിംഗ് ജനിച്ച അന്നായിരുന്നു സ്വാതന്ത്ര്യപ്രക്ഷോഭത്തിന്റെ പേരിൽ തടവിലാക്കപ്പെട്ട അദ്ദേഹത്തിന്‍റെ പിതാവും രണ്ട് പിതൃസഹോദരന്മാരും ജയിലില്‍ നിന്ന് മോചിതരാവുന്നത്.
"
"One of the accused is the girl’s paternal uncle.
","പീഡിപ്പിച്ചവരിൽ ഒരാൾ പെൺകുട്ടിയുടെ അമ്മാവനാണ്.
"
"Groom's father, uncle killed in road mishap on wedding day
","വിവാഹദിവസം വരനെ കാണാതായി, വധുവിന്റെ മുത്തച്ഛന്‍ നെഞ്ചുപൊട്ടി മരിച്ചു
"
"After his grandfather’s death, his uncle, Abu Talib, took care of him.
","മാതാവിന്റെ മരണശേഷം പിതാമഹനായ അബ്ദുല്‍ മുത്ത്വലിബ് അദ്ദേഹത്തിന്റെ സംരക്ഷണ മേറ്റെടുത്തു.
"
"Two FIRs relating to money laundering have been filed against Nirav Modi and his uncle Mehul Choksi for probing this matter.
","ബാങ്ക് തട്ടിപ്പുകേസില്‍ സിബിഐയും എന്‍ഫോഴ്‌സ്‌മെന്റ് ഡയറക്ടറേറ്റും രണ്ട് എഫ്‌ഐആറുകളാണ് നീരവ് മോദിക്കും ബന്ധുവായ മെഹുല്‍ ചോക്‌സിക്കും എതിരെ രജിസ്റ്റര്‍ ചെയ്തിട്ടുള്ളത്.
"
"Police have arrested the girl’s father, mother and uncle.
","യുവതിയെയും പ്രതിശ്രുത വരനെയും യുവതിയുടെ അമ്മയെയും പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Ram Charan is the son of Telugu Superstar and politician Chiranjeevi and Pawan Kalyan is his uncle.
","പ്രശസ്ത തെലുങ്ക് സൂപ്പര്‍താരവും രാഷ്ട്രീയ നേതാവുമായ ചിരഞ്ജീവിയുടെ മകനാണ് രാം ചരണ്‍.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","സംഭവത്തിൽ ഷാൻവാസ് കൊലപ്പെടുത്തിയ ഒരാളുടെ മകൻ ഉൾപ്പെടെ മൂന്നു പേരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"My mother, three brothers, two sisters-in-law, a 10-year-old brother, and uncle were brutally assassinated, and I remember all those who attained martyrdom that night.
","അന്ന് എന്‍റെ അമ്മയും മൂന്ന് സഹോദരന്മാരുംഅമ്മാവനും രണ്ട് സഹോദരഭാര്യമാരും അവരുടെ 10 വയസ്സുകാരനായ സഹോദരനും അമ്മാവനും ക്രൂരമായി വധിക്കപ്പെട്ടു.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","കേസിൽ യുവതിയുടെ മുൻഭർത്താവിന്റെ സഹോദരൻ ഉൾപ്പെടെ മൂന്ന് പേരെ അറസ്റ്റ് ചെയ്തതായി പോലീസ് അറിയിച്ചു.
"
"She calls him uncle.
","അവള്‍ അയാളെ അങ്കിള്‍ എന്നാണ് വിളിക്കുന്നത്.
"
"Nirav Modi and his maternal uncle Mehul Choksi, along with bank officials, fraudulently loaned more than Rs 14,000 crore to Punjab National Bank.
","നീരവ് മോഡിയും ബന്ധുവായ മെഹുൽ ചോക്സിയും ചേർന്ന് 14,000 ത്തോളം കോടി രൂപയാണ് വായ്പ രൂപേണ ബാങ്കുകളില്‍ നിന്ന് തട്ടിയെടുത്തത്.
"
"Beloved son, brother, husband, father, grandfather, uncle and friend.
","ഒരു നിസഹായനായ, ഹൃദയം തകർന്ന പിതാവ്, ഭർത്താവ്, സഹോദരൻ, മകൻ, സുഹൃത്ത്.
"
"Nirav Modi along with his uncle Mehul Choksi had defrauded PNB to the tune of Rs 13,000 crore using fake LoUs.
","വജ്രവ്യാപാരി നീരവ് മോദിയും വ്യാപാര പങ്കാളിയും അമ്മാവനുമായ മൊഹുല്‍ ചോക്‌സിയും പിഎന്‍ബിയില്‍ 13,000 കോടിയുടെ തട്ടിപ്പാണു നടത്തിയത്.
"
"Also, superstar Rajinikanth is his uncle.
","കൂടാതെ സൂപ്പർസ്റ്റാർ രജനികാന്തിന്റെ മരുമകനും.
"
"Arrested Sunil is Prakashan Thampi’s uncle’s son.
","സുനിലിന്റെ അമ്മാവന്റെ മകനാണ് പ്രകാശന്‍ തമ്ബി.
"
"“The girl used to live with her four maternal uncles.
","പെൺകുട്ടി തന്റെ നാല് അമ്മാവന്മാർക്കൊപ്പമായിരുന്നു താമസിച്ചിരുന്നത്.
"
"Her aunt and uncle were at the house.
","പ്രതിശ്രുത വരനും മാതാവും വീട്ടിലുണ്ടായിരുന്നു.
"
"We can also be certain that the Enforcement Directorate would not expedite its probe into the Rs 25,000 crore scandal in the Maharashtra State Cooperative Bank, in connection with which both uncle and nephew (Ajit Pawar and Sharad Pawar) were raided.
","അജിത് പവാറും ശരദ് പവാറും പ്രതികളായ മഹാരാഷ്ട്ര സംസ്ഥാന കോ-ഓപ്പറേറ്റീവ് ബാങ്കിലെ 25,000 കോടിയുടെ അഴിമതിക്കേസ് അന്വേഷണം എൻഫോഴ്സ്‌മെന്റ് ഡയറക്ടറേറ്റ് മന്ദഗതിയിലാക്കുമെന്നതും ഉറപ്പിച്ചുപറയാം.
"
"Abhinash and Ananta were brothers and Shyamlal was their uncle.
","അനിഷ, അനീഷ് എന്നിവര്‍ അനിഷ്മയുടെ സഹോദരങ്ങളാണ്.
"
"After his grandfather’s death his uncle Abu Talib took care of him.
","മാതാവിന്റെ മരണശേഷം പിതാമഹനായ അബ്ദുല്‍ മുത്ത്വലിബ് അദ്ദേഹത്തിന്റെ സംരക്ഷണ മേറ്റെടുത്തു.
"
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
","കേസിലെ പ്രധാന പ്രതിയായ നീരവ് മോദിയുടെ അമ്മാവനാണ് മെഹുല്‍ ചോക്സി.
"
"Hitu’s father and superstar Naresh Kanodia and his uncle and legendary Gujarati music composer Mahesh Kanodia passed away a few days before Diwali.
","നരേഷ് കനോഡിയയുടെ സഹോദരനും സംഗീതജ്ഞനും ഗായകനുമായ മഹേഷ് കനോഡിയയും രണ്ട് ദിവസം മുമ്പ് അന്തരിച്ചിരുന്നു.
"
"Police have arrested the girl’s father, mother and uncle.
","കഴിഞ്ഞ ദിവസം രാത്രി ഡല്‍ഹിയില്‍ നടന്ന സംഭവത്തെ തുടര്‍ന്ന് പെണ്‍കുട്ടിയുടെ അമ്മ, അച്ഛന്‍, അമ്മാവന്‍ തുടങ്ങിയവരെ പൊലീസ് അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
"
"I went to my uncles house.
","ഞാൻ ചേച്ചിയുടെ വീട്ടിലേക് പോയി .
"
"The girl's maternal uncle alleged that her father and stepmother tortured her.
","യുവാവിന്റെ മാതാവും സഹോദരിയും ഭീഷണിപ്പെടുത്തിയിരുന്നെന്ന് പെണ്‍കുട്ടിയുടെ സഹോദരിയും പറഞ്ഞിരുന്നു.
"
"An uncle was a lawyer.
","വീണയുടെ മുത്തച്‌ഛന്‍ ഒരു വക്കീല്‍ ആയിരുന്നു.
"
"Andy was a son, brother, husband, father, nephew, uncle and friend.
","കുടുംബനാഥനായിരുന്നു, മകനായിരുന്നു, സഹോദരനായിരുന്നു, അച്ഛനായിരുന്നു, ഭർത്താവായിരുന്നു, പരോപകാരിയായ സുഹൃത്തായിരുന്നു.
"
"Albert's father, Hermann Einstein, and uncle set up a small electro-chemical business.
","ആൽബർട്ടിന്റെ പിതാവ് ഹെർമൻ ഐൻസ്റ്റൈൻ ഒരു ഇലക്ട്രിക്കൽ കട ഉടമയായിരുന്നു.
"
"I grew up with my parents, my grand-parents, my uncles and my aunts.
","ഞാന്‍ എന്റെ അച്ഛമ്മയുടെയും ചിറ്റപ്പന്റെയും അപ്പച്ചിയുടെയും ഒപ്പമാണ് വളര്‍ന്നത്.
"
"Ramesh and Ramya are staying in their uncle's house in the same neighbourhood.
","രമേഷും രമ്യയും ചെള്ളത്തുങ്കാലിലെ തറവാട് വീട്ടിലാണ് കഴിയുന്നത്.
"
"On the day of his birth, his father and two uncles, Ajit Singh and Swaran Singh, were released from jail.
","ഭഗത് സിങ് ജനിച്ച അതേ ദിവസം തന്നെയാണ്, പിതാവിനേയും പിതാവിന്റെ രണ്ട് സഹോദരന്മാരേയും ബ്രിട്ടീഷുകാര്‍ ജയിലില്‍ നിന്നും വിട്ടയച്ചത്.
"
"Her uncle, Nalapat Narayana Menon, was also a poet and translator.
","മാധവിക്കുട്ടിയുടെ വല്യമ്മാവന്‍ ആയ നാലപ്പാട്ട് നാരായണ മേനോന്‍ കവിയും വിവര്‍ത്തകനും ആയിരുന്നു.
"
"All the parents were there, husbands and wives, brothers, uncles, aunts, grandparents.
","അപ്പൂപ്പനും അമ്മൂമ്മയും അച്ഛനും അമ്മയും മക്കളും മരുമക്കളും കൊച്ചുമക്കളും സഹോദരങ്ങളും ഒക്കെയായി വീടു മുഴുവൻ ആളുകൾ.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","മരണവുമായി ബന്ധപ്പെട്ട് യുവതിയുടെ സഹോദരൻ ഉൾപ്പെടെ മൂന്ന് പേരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"And or uncle and my grandmother.
","ഒപ്പം എന്റെ വാപ്പയ്ക്കും ഉമ്മയ്ക്കും.
"
"Aunts, uncles, siblings, and cousins alike.
","സഹോദരന്മാർ, സഹോദരിമാർ, മുത്തശ്ശനും കൊച്ചുമക്കളും.
"
"The passports of Modi and his uncle Mehul Choksi have been revoked.
","നീരവ്‌ മോദിയുടെയും മെഹുല്‍ ചോക്‌സിയുടേയും പാസ്‌പോര്‍ട്ട്‌ റദ്ദാക്കി
"
"The uncle was taken by police.
","മദീഷിനെയാണ് പൊലീസ് കൊണ്ടുപോയത്.
"
"An incredible husband, father, son, brother, uncle and friend to many.
","ഒരു നിസഹായനായ, ഹൃദയം തകർന്ന പിതാവ്, ഭർത്താവ്, സഹോദരൻ, മകൻ, സുഹൃത്ത്.
"
"BJP president Amit Shah demanded resignation of Cabinet minister and the chief ministers uncle Shivpal Yadav.
","ഇദ്ദേഹത്തെ മന്ത്രിസഭയില്‍ നിന്നു പുറത്താക്കാന്‍ പാര്‍ട്ടി അധ്യക്ഷന്‍ ശിവ്പാല്‍ യാദവ് മുഖ്യമന്ത്രി അഖിലേഷിനോട് ആവശ്യപ്പെട്ടിട്ടുമുണ്ട്.
"
"Police have arrested the girl’s father, mother and uncle.
","മകന്റെ സുഹൃത്തായ കാമുകനെയും അമ്മയെയും പോലീസ് അറസ്റ്റ് ചെയ്തു.
"
"""In Kakki movie, there was a wedding sequence and Venu uncle said that he will come and bless me at my real wedding too.
","“കാക്കി സിനിമയിൽ എന്റെ വിവാഹ രംഗം ഉണ്ടായിരുന്നു, അന്ന് എന്നെ അനുഗ്രഹിച്ചുകൊണ്ട് അദ്ദേഹം പറഞ്ഞിരുന്നു നിന്റെ യഥാർഥ കല്യാണത്തിനും അനുഗ്രഹവുമായി ഞാൻ ഉണ്ടാകും.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","സ്വാതിയുടെ ഭര്‍ത്താവിന്റെ പിതാവ്, മാതാവ്, സഹോദരി എന്നിവര്‍ക്ക് എതിരെ പൊലീസ് കേസെടുത്തിട്ടുണ്ട്.
"
"After my father died, I went to live with my grandmother and my uncle.
","അച്ഛന്‍ ഉപേക്ഷിച്ച് പോയശേഷം, അമ്മയ്ക്കും അനിയനും ഒപ്പമാണ് താമസം.
"
"The woman is currently residing at her maternal uncle's house.
","ഉഷ ഇപ്പോള്‍ താമസിക്കുന്നത് സഹോദരിയുടെ വീട്ടിലാണ്.
"
"At the time of his birth his grandfather, mother and father, three aunts, an uncle and four siblings all lived in the house.
","കുട്ടിയുടെ മുത്തശ്ശന്‍, മുത്തശ്ശി, അമ്മ, മൂന്ന് സഹോദരങ്ങള്‍ എന്നിവരാണ് വീട്ടില്‍ ഉണ്ടായിരുന്നത്.
"
"Our father and uncles worked as labourers.
","അഛനും അമ്മയും നേഴ്‌സ് ആയി ജോലിചെയ്യുന്നു.
"
"Nirav Modi and his uncle Mehul Choksi fled the country in the first week of January along with some family members, nearly a fortnight before PNB detected the Rs 13,000 crore fraud.
","13,000 കോടിയുടെ പി. എന്‍. ബി തട്ടിപ്പുകേസ് പുറത്തുവരുന്നതിന് രണ്ടാഴ്‌ച മുന്‍പാണ്‌ നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും കുടുംബവും ഇന്ത്യയില്‍നിന്നും കടന്നകളഞ്ഞത്.
"
