eng_Latn,mal_Mlym
"My grandmother is 100 years old.
","നൂറ് വയസ്സാണ് മുത്തശ്ശിക്ക് ഉള്ളത്.
"
"My grandmother is 102 years old.
","മുത്തശ്ശിയുടെ സഹോദരിക്ക് 102 വയസുണ്ട്.
"
"My grandmother is 102-years-old.
","മുത്തശ്ശിയുടെ സഹോദരിക്ക് 102 വയസുണ്ട്.
"
"My grandmother is 103 years old.
","103 ആണ് ഈ മുത്തശ്ശിയുടെ പ്രായം.
"
"My grandmother is 103.
","103 ആണ് ഈ മുത്തശ്ശിയുടെ പ്രായം.
"
"My grandmother is 104 years old.
","104 വയസ്സാണ് ഈ മുത്തശ്ശിക്ക്.
"
"My grandmother is 104.
","104 വയസ്സാണ് ഈ മുത്തശ്ശിക്ക്.
"
"My grandmother is 93 years old now.
","ഇന്നവർ 93 വയസ്സുള്ള മുത്തശ്ശിയാണ്.
"
"My grandmother is 93 years old.
","'എന്റെ മുത്തശ്ശിക്ക് 93 വയസ്സാവുന്നു.
"
"My grandmother is British.
","ബ്രിട്ടൻകാരിയാണ് ഈ മുത്തശ്ശി.
"
"My grandmother is a very important to me.
","എന്നെ സംബന്ധിച്ച് അമ്മുമ്മ എനിക്ക് വളരെ പ്രധാനമാണ്.
"
"My grandmother is almost 102 years old.
","മുത്തശ്ശിയുടെ സഹോദരിക്ക് 102 വയസുണ്ട്.
"
"My grandmother is always correct.
","മുത്തശ്ശി എപ്പോഴും ശരിയാണ്.
"
"My grandmother is always with me.
",". മുത്തശ്ശി എപ്പോഴും എൻറെ കൂടെ ഉണ്ടവും.
"
"My grandmother is an inspiration to me.
","മുത്തശ്ശിയാണ് എന്റെ പ്രചോദനം.
"
"My grandmother is another...
","മുത്തശ്ശിയാണ്. . . ഇനി ഒരാളെ കൂടി
"
"My grandmother is back.
","മുത്തശ്ശിയും മടങ്ങി.
"
"My grandmother is coming to see us.
","അമ്മാമ്മ ഞങ്ങളെ കാണാൻ വരുന്നു.
"
"My grandmother is in my house.
","അമ്മുമ്മ എന്റെ വീട്ടിൽ ആണ് .
"
"My grandmother is ready.
","മുത്തശ്ശിയും തയ്യാർ.
"
"My grandmother is so important to me.
","എന്നെ സംബന്ധിച്ച് അമ്മുമ്മ എനിക്ക് വളരെ പ്രധാനമാണ്.
"
"My grandmother is very good at narrating stories.
","കഥകൾ പറയാൻ മുത്തശ്ശി ആണ് മിടുക്കി.
"
"My grandmother is very good at telling stories.
","കഥകൾ പറയാൻ മുത്തശ്ശി ആണ് മിടുക്കി.
"
"My grandmother is very important to me.
","എന്നെ സംബന്ധിച്ച് അമ്മുമ്മ എനിക്ക് വളരെ പ്രധാനമാണ്.
"
"My grandmother kept it a secret.
","അക്കാര്യം രഹസ്യമായി അമ്മ സൂക്ഷിച്ചു.
"
"My grandmother killed her husband to protect her children.
","മകനെ രക്ഷിക്കാൻ പേരക്കുട്ടിയെ മുത്തശ്ശി കൊന്നുകുഴിച്ചുമൂടി.
"
"My grandmother knew about it.
","എന്റെ വല്യമ്മച്ചിക്ക് ഇതു അറിയുമായിരുന്നു.
"
"My grandmother live there during the 60's and 70's.
","അതിപ്രകാരമാണ് എന്റെ ഉമ്മത്തിന്റെ ആയുസ്സ് 60നും 70നുമിടയിലാണ്.
"
"My grandmother lived alone in a dilapidated house.
","പൊളിഞ്ഞു വീഴാറായ ഈ വീട്ടിൽ ഒറ്റക്കാണ് നാടിച്ചി മുത്തശ്ശി താമസിക്കുന്നത്.
"
"My grandmother lived alone.
","കുഞ്ഞമ്മ ഒറ്റക്കായിരുന്നു താമസം.
"
"My grandmother lived there in 1858.
","എന്റെ മുത്തശ്ശി 1888-ൽ ജീവിച്ചിരുന്നു.
"
"My grandmother lived with us for a long time.
","വീട്ടിൽ കുറേക്കാലം മുത്തശ്ശി ഞങ്ങളുടെ കൂടെ താമസിച്ചിരുന്നു.
"
"My grandmother lived with us when we were small.
","കുട്ടികളായിരുന്നപ്പോൾ ഞങ്ങൾക്കൊപ്പം മതിലുചാടിയ മൂത്തമ്മ.
"
"My grandmother lives in a hut.
","ഒരു ചെറ്റപ്പുരയിലാണ് അമ്മയിപ്പോൾ താമസം.
"
"My grandmother lives in the Philippines.
","ഫിലിപ്പിൻസിലാണ് മുത്തശ്ശിയുടെ സ്വദേശം.
"
"My grandmother lives next door.
","അവളുടെ വലിയമ്മ ആണ് അടുത്തവീട്ടിൽ താമസിക്കുന്നത്.
"
"My grandmother looked after her.
","മുത്തശ്ശി അവളെ ഒന്നുനോക്കി.
"
"My grandmother looked at her.
","മുത്തശ്ശി അവളെ ഒന്നുനോക്കി.
"
"My grandmother looked up at her.
","മുത്തശ്ശി അവളെ ഒന്നുനോക്കി.
"
"My grandmother made a move on me?
","മുത്തശ്ശി വർത്താനം പറഞ്ഞ് എന്നെ പറ്റിച്ചോ?
"
"My grandmother moved away after being with us for nearly two years.
","എന്റെ സഹോദരി അവരുടെ വീട് ഉപേക്ഷിച്ചു ഏകദേശം രണ്ടുവർഷത്തോളം കാലം ഞങ്ങൾക്കൊപ്പം വന്നു താമസിച്ചു.
"
"My grandmother never had running water.
","എന്റെ അമ്മ അമ്മുക്കുട്ടിയമ്മ ജീവിതത്തിൽ ഒരിക്കലും വെള്ളം ചേർത്തിരുന്നില്ല.
"
"My grandmother never used it.
","വല്യമ്മ അതൊന്നും ഉപയോഗിച്ചില്ല.
"
"My grandmother noticed it.
","അത് മുത്തശ്ശി ശ്രദ്ധിച്ചു.
"
"My grandmother often asked me.
","അമ്മ എന്നോട് പലപ്പോഴും ചോദിച്ചിട്ടുണ്ട്.
"
"My grandmother often spoke of it.
","അതേക്കുറിച്ച് അമ്മ പലപ്പോഴും പറയുമായിരുന്നു.
"
"My grandmother opened the door and let in the cat.
","അമ്മ ജനൽ തുറന്നു, പൂച്ചയ്ക്കു് അകത്തു് കടക്കാൻ വേണ്ടി.
"
"My grandmother passed away at 88.
","88 വയസ്സിലാണ് മുത്തശ്ശി വിടപറഞ്ഞത്.
"
"My grandmother raised four children.
","കഷ്ട്ടപെട്ടാണ് ഉമ്മ നാല് മക്കളെ വളർത്തിയത് .
"
"My grandmother raised me when my mother died in childbirth.
","പ്രസവത്തോടെ അമ്മ മരിച്ച എന്നെ വളർത്തിയത് ചമാരുവാണ്.
"
"My grandmother said he ate it.
",". അമ്മുമ്മ കഴിച്ചു എന്ന് പറഞ്ഞു.
"
"My grandmother said it too.
","അതും മുത്തശ്ശി പറഞ്ഞ്.
"
"My grandmother said one day.
","ഒരു ദിവസം മുത്തശ്ശി പറഞ്ഞു.
"
"My grandmother says it like that.
",". . എന്റെ മുത്തശ്ശി അങ്ങനെ പറയാറുണ്ട്.
"
"My grandmother says she's seen people.
","പണ്ടൊള്ളൊരൊക്കെ കണ്ടണ്ട്ന്ന് അമ്മാമ്മ പറഞ്ഞണ്ട്.
"
"My grandmother shared her story.
","ഒരു മുത്തശ്ശിയാണ് തന്റെ ജീവിതകഥ പങ്കുവച്ചിരിക്കുന്നത്.
"
"My grandmother stared up at the sky.
","മുത്തശ്ശി ആകാശത്തേയ്ക്ക് വിസ്തരിച്ചൊന്നു നോക്കി.
"
"My grandmother stood beside my mother.
","അമ്മിണി വല്യമ്മച്ചിയുടെ അടുത്തുതന്നെ നിൽപ്പുണ്ടായിരുന്നു.
"
"My grandmother suddenly died.
","എന്റെ വന്ദ്യ മാതാവ് പെട്ടെന്ന് മരിച്ചുപോയി.
"
"My grandmother tells me a lot of stories.
","എൻറെ മുതുമുത്തശ്ശി എനിക്കു പല കഥകളും പറഞ്ഞു തരികയുണ്ടായി.
"
"My grandmother told a lot of stories.
","എൻറെ മുതുമുത്തശ്ശി എനിക്കു പല കഥകളും പറഞ്ഞു തരികയുണ്ടായി.
"
"My grandmother told her.
","ചേട്ടത്തിയമ്മ അവളോട് പറഞ്ഞു.
"
"My grandmother told many stories.
","എൻറെ മുതുമുത്തശ്ശി എനിക്കു പല കഥകളും പറഞ്ഞു തരികയുണ്ടായി.
"
"My grandmother told me many stories.
","എൻറെ മുതുമുത്തശ്ശി എനിക്കു പല കഥകളും പറഞ്ഞു തരികയുണ്ടായി.
"
"My grandmother told me many things that I never knew.
",". എനിക്ക് അറിഞ്ഞു കൂടാതിരുന്ന ഒത്തിരി കാര്യങ്ങൾ അനിയൻ പറഞ്ഞു തന്നു .
"
"My grandmother told me many things when I was a child.
","ഞാൻ കുഞ്ഞായിരിക്കുമ്പോൾ ധാരാളം കാര്യങ്ങൾ അമ്മ പറഞ്ഞു തന്നിട്ടുണ്ട്.
"
"My grandmother told me this many times.
",". എന്റെ അമ്മ ഒരുപാട് തവണ എന്നോട് പറഞ്ഞതാണിത്.
"
"My grandmother told me,
","മുത്തശ്ശി പറഞ്ഞു,
"
"My grandmother told me:
","മുത്തശ്ശി പറഞ്ഞു,
"
"My grandmother told no one.
","മുത്തച്ഛൻ ആരോടെന്നില്ലാതെ പറഞ്ഞു.
"
"My grandmother took the phone and began to speak.
",". അപ്പൊ അച്ഛന്റെ ഫോൺ കാൾ വന്നു അമ്മ അത് എടുത്ത് സംസാരിക്കാൻ തുടങ്ങി.
"
"My grandmother use to do this.
","എന്റെ അമ്മച്ചി grandmother ഇങ്ങനെ ഉണ്ടാക്കി തരുമാറുന്നു .
"
"My grandmother used to say this, too.
","എൻറെ മുതുമുത്തശ്ശിയും ഇതുവതെന്നായാണ് പറഞ്ഞത്.
"
"My grandmother wants me to go to the doctor.
","ഡോക്ടർ എന്റെ മുത്തശ്ശിക് ഡോക്ടറെ കാണണം എന്നു. .
"
"My grandmother was 104 years old.
","104 വയസ്സാണ് ഈ മുത്തശ്ശിക്ക്.
"
"My grandmother was 6 months pregnant with my father when he was killed.
","അപ്പൻ കൊല്ലപ്പെടുമ്പോൾ എന്റെ അമ്മ ആറ് മാസം ഗർഭിണിയായിരുന്നു.
"
"My grandmother was 93 years of age.
","ഇത് എന്റെ മുത്തശ്ശി 93 വർഷം പഴക്കമുള്ള ആ സമയത്ത് ആയിരുന്നു.
"
"My grandmother was 93 years old at that time.
","ഇത് എന്റെ മുത്തശ്ശി 93 വർഷം പഴക്കമുള്ള ആ സമയത്ത് ആയിരുന്നു.
"
"My grandmother was Spanish.
","അമ്മ സ്പാനിഷ് വംശജയായിരുന്നു.
"
"My grandmother was a Cancer.
","മുത്തശ്ശിക്ക് കാൻസർ ആയിരുന്നു.
"
"My grandmother was a Scottish lady.
","അമ്മ സ്കോട്ടിഷ് വനിതയായിരുന്നു.
"
"My grandmother was a huge part of my life.
","എന്റെ ജീവിതത്തിന്റെ വലിയൊരു ഭാഗമായിരുന്നു അമ്മ.
"
"My grandmother was a medium.
","മുത്തശ്ശി ഒരു മെയ്ഡായിരുന്നു.
"
"My grandmother was a music teacher.
","എന്റെ മുത്തശ്ശി ഒരു സംഗീത അദ്ധ്യാപികയായിരുന്നു.
"
"My grandmother was a nurse there.
","അമ്മ അവിടെ നഴ്സായിരുന്നു.
"
"My grandmother was a photographer.
","വല്യച്ഛൻ ഫോട്ടോഗ്രാഫർ ആയിരുന്നു.
"
"My grandmother was a strong character.
","മുത്തശ്ശിയും ശക്തയായ കഥാപാത്രമായിരുന്നു.
"
"My grandmother was a unique personality.
","അമ്മീമ അനന്യസാധാരണമായ ഒരു വ്യക്തിത്വത്തിനുടമയായിരുന്നു.
"
"My grandmother was a woman of faith.
","എന്റെ അമ്മ വിശ്വാസത്തിന്റെ വനിതയായിരുന്നു.
"
"My grandmother was a woman of her time.
","ആ പ്രായത്തിലും ഫയർ ഉള്ള ഒരു സ്ത്രീ ആയിരുന്നു എന്റെ ഉമ്മൂമ്മ.
"
"My grandmother was afraid.
","മുത്തശ്ശിക്ക് ഭയം വന്നു.
"
"My grandmother was already asleep.
","ഇതിനകം മുത്തശ്ശി ഉറക്കംവിട്ടെഴുന്നേറ്റു.
"
"My grandmother was an attorney.
","എന്റെ അമ്മ ഒരു വക്കീൽ ഗുമസ്തയായിരുന്നു.
"
"My grandmother was an immigrant from Ireland.
","മുത്തച്ഛൻ ഐർലാൻഡ് നിന്ന് ഒരു കുടിയേറ്റക്കാരനായ ആയിരുന്നു.
"
"My grandmother was born here in 1888.
","എന്റെ മുത്തശ്ശി 1888-ൽ ജീവിച്ചിരുന്നു.
"
"My grandmother was born in 1888.
","എന്റെ മുത്തശ്ശി 1888-ൽ ജീവിച്ചിരുന്നു.
"
"My grandmother was born in the United States before women were awarded the right to vote.
","അമേരിക്കയിൽ സ്ത്രീകൾക്ക് വോട്ടവകാശം ലഭിക്കുന്നതിനു മുമ്പായിരുന്നു എൻെറ ജനനം.
"
"My grandmother was disappointed.
","അമ്മിണിക്കുട്ടിയ്ക്ക് നിരാശ തോന്നി.
"
"My grandmother was five years old.
","അന്ന് മുത്തശ്ശിക്ക് അഞ്ച് വയസായിരുന്നു പ്രായം.
"
"My grandmother was from a lower caste.
","എന്റെ മുത്തശ്ശി താഴ്ന്ന ജാതിയിൽപ്പെട്ടതാണ്.
"
"My grandmother was illiterate.
","അക്ഷരമാറിയാത്തവരായിരുന്നു എന്റെ അമ്മ.
"
"My grandmother was in fact Italian.
","എന്നാൽ, എന്റെ മുത്തശ്ശി ഒരു യഥാർഥ ഇറ്റലിക്കാരിയായിരുന്നു.
"
"My grandmother was in the hospital for 79 days.
","77 ദിവസമാണ് അമ്മ ആശുപത്രിയിലുണ്ടായിരുന്നത്.
"
"My grandmother was killed.
","എൻറെ മുത്തശ്ശി കൊല്ലപ്പെട്ടു.
"
"My grandmother was large part of my life.
","എന്റെ ജീവിതത്തിന്റെ വലിയൊരു ഭാഗമായിരുന്നു അമ്മ.
"
"My grandmother was like my mother to me.
","അവളുടെ മുത്തശ്ശി എനിക്ക് എന്റെ സ്വന്തം മുത്തശ്ശിയെ പോലെ ആയിരുന്നു.
"
"My grandmother was like my mother.
","അവളുടെ മുത്തശ്ശി എനിക്ക് എന്റെ സ്വന്തം മുത്തശ്ശിയെ പോലെ ആയിരുന്നു.
"
"My grandmother was like my own mother.
","അവളുടെ മുത്തശ്ശി എനിക്ക് എന്റെ സ്വന്തം മുത്തശ്ശിയെ പോലെ ആയിരുന്നു.
"
"My grandmother was many things, but a bad speller with a poor command of the English language wasn't one of them.
","എൻറെ മുത്തശ്ശിക്ക് പല കാര്യങ്ങളുണ്ട്, എന്നാൽ ഇംഗ്ലീഷ് ഭാഷയിലെ ഒരു മോശമായ ആജ്ഞയോടെ മോശമായ ഒരു സ്പെഷറ്റർ അവരിൽ ഒരാളല്ല.
"
"My grandmother was murdered.
","ഞങ്ങളുടെ മുത്തശ്ശി വധിക്കപ്പെട്ടു.
"
"My grandmother was my grandfather's second wife.
","എൻറെ അപ്പൂപ്പൻറെ രണ്ടാം ഭാര്യ ആയിരുന്നു അമ്മു .
"
"My grandmother was my greatest friend and confidante.
","അമ്മയായിരുന്നു എന്റ്റെ ഏറ്റവും വലിയ സഹ്രിദയയും ആരാധികയും.
"
"My grandmother was not looking at me.
","മുത്തശ്ശി എന്നെ നോക്കുന്നില്ല.
"
"My grandmother was not there.
","അമ്മുമ്മ അവിടെ ഉണ്ടാരുന്നില്ല.
"
"My grandmother was nothing like that.
","എന്റെ അമ്മൂട്ടി ഇങ്ങനൊന്നുമല്ലായിരുന്നു.
"
"My grandmother was one hundred years old.
","നൂറ് വയസ്സാണ് മുത്തശ്ശിക്ക് ഉള്ളത്.
"
"My grandmother was pregnant at 18.
","എന്റെ അമ്മായിയമ്മ കൃത്യം പതിനെട്ടാം വയസിൽ പ്രസവിച്ചത് ആണ്.
"
"My grandmother was the first feminist I ever knew.
","എന്റെ ഉമ്മയാണ് ഞാൻ കണ്ട ആദ്യ ഫെമിനിസ്റ്റ്.
"
"My grandmother was the first generation of her family born in the United States.
","ഞങ്ങളുടെ കുടുംബത്തിൽ അമേരിക്കയിൽ ജനിച്ച ആദ്യ തലമുറക്കാരനായിരുന്നു മുത്തച്ഛൻ.
"
"My grandmother was the head of household.
","എന്റെ മുത്തശ്ശി കുടുംബത്തിന്റെ തലവനായിരുന്നു.
"
"My grandmother was the head of the family.
","എന്റെ മുത്തശ്ശി കുടുംബത്തിന്റെ തലവനായിരുന്നു.
"
"My grandmother was the oldest girl of seven children.
","ഏഴു മക്കളിൽ മൂത്ത മകളായിരുന്നു ബേണിയെന്ന എന്റെ അമ്മ.
"
"My grandmother was the youngest of the girls.
","പെൺകുട്ടികളിൽ മൂത്തയാളായിരുന്നു എൻറെ അമ്മ.
"
"My grandmother was then five years old.
","അന്ന് മുത്തശ്ശിക്ക് അഞ്ച് വയസായിരുന്നു പ്രായം.
"
"My grandmother was with us.
","ഞങ്ങളുടെ മുത്തശ്ശിമാർ നമ്മുക്കൊപ്പം കൂടെ ഉണ്ടായിരുന്നു.
"
"My grandmother wasn't a hoarder.
","അന്ന മുത്തശ്ശി ചില്ലറക്കാരിയല്ല.
"
"My grandmother wasn't there.
","അമ്മുമ്മ അവിടെ ഉണ്ടാരുന്നില്ല.
"
"My grandmother went that way.
","എന്റെ മുത്തച്ഛനും ആ വഴിക്കാണ് പോയത്.
"
"My grandmother when she was 20 years old.
","അവൾ അവൾ മുത്തശ്ശി കൂടെ, 20 വയസ്സായിരുന്നു.
"
"My grandmother will always be with me.
",". മുത്തശ്ശി എപ്പോഴും എൻറെ കൂടെ ഉണ്ടവും.
"
"My grandmother will be 80 next year.
","സിസ്റ്റർക്ക് അടുത്തവർഷം പ്രായം 80 ആകും.
"
"My grandmother will not look at me.
","മുത്തശ്ശി എന്നെ നോക്കുന്നില്ല.
"
"My grandmother worked as a school teacher for many years.
","ആ സ്കൂളിലെ പ്രധാന അദ്ധ്യാപകനായി എന്റെ ഭാര്യാ പിതാവ് പല വർഷം ജോലി ചെയ്തിട്ടുണ്ട്.
"
"My grandmother worked from then on.
","അന്ന് മുതൽ അമ്മ എവിടെ വേല ചെയ്തു വരുന്നു .
"
"My grandmother would like this as well.
","മുത്തശ്ശിയ്ക്കും അതായിരിക്കും ഇഷ്ടം .
"
"My grandmother's best friend
","മുത്തശ്ശി മൈ ബെസ്റ്റ് ഫ്രണ്ട്
"
"My grandmother's grave is there.
","മുത്തശ്ശിയുടെ ശയനം അവിടെയാണ്.
"
"My grandmother's hands were the softest.
","ഏറ്റവും മൃദുലമായ കരങ്ങളായിരുന്നു മുത്തശ്ശിയുടേത്.
"
"My grandmother's home (Maternal)
","മുത്തശ്ശിയുടെ വീട് (ബാലസാഹിത്യം)
"
"My grandmother's house had many animals.
","മൂപ്പന്റെ വീട്ടിൽ ധാരാളം വളർത്തുമൃഗങ്ങൾ ഉണ്ടായിരുന്നു.
"
"My grandmother's house is an example.
","അന്നമ്മച്ചിയുടെ വീട് ഒരുദാഹരണമെന്ന നിലയില് പറഞ്ഞതാണ്.
"
"My grandmother's journey
","അമ്മുവിന്റെ യാത്ര
"
"My grandmother's name is Anna.
","വല്യമ്മച്ചീടെ പേരും അന്നയെന്നാ.
"
"My grandmother's now back home.
","ഇപ്പോൾ മുത്തശ്ശി വീട്ടിലാണ്.
"
"My grandmother's sister lived with us in my childhood.
","എന്റെ ചെറുപ്പത്തിൽ അമ്മയുടെ സഹോദരൻ ഞങ്ങളുടെ കൂടെയായിരുന്നു താമസിച്ചിരുന്നത്.
"
"My grandmother's situation is terrible.
","മാതാവിന്റെ അവസ്ഥയാണ് വളരെ ഭീകരം.
"
"My grandmother's situation was worse.
","മുത്തശ്ശിയുടെ നില പിന്നെയും മോശമാകുകയായിരുന്നു.
"
"My grandmother's stuffing is another.
","അമ്മപ്പൂറിന്റെ സൂഖം ഒന്നു വേറെ തന്നെ.
"
"My grandmother's voice.
","മുത്തശ്ശിയുടെ ശബ്ദം.
"
"My grandmother's was nothing like that.
","എന്റെ അമ്മൂട്ടി ഇങ്ങനൊന്നുമല്ലായിരുന്നു.
"
"My grandmother, 1971
","മുത്തശ്ശി 1971 സർഗ്ഗം
"
"My grandmother, aged 90, learning to use the laptop to read the e-newspaper.
","90 കാരിയായ എന്റെ മുത്തശ്ശി പത്രം വായ്ക്കാനായി ലാപ്ടോപ് ഉപയോഗിക്കാൻ പഠിക്കുന്നു.
"
"My grandmother, mother and sister are the strongest women in my life.
","അമ്മ, അച്ഛൻ, സഹോദരി ഇവരാണ് എന്റെ ജീവിതത്തിൽ കരുത്ത്.
"
"My grandmothers house was on the river.
","അമ്മായിയുടെ വീട് പുഴക്കരയിലായിരുന്നു.
"
"My grandmothers learned to read and write.
","വായിക്കാനും എഴുതാനും മുത്തശ്ശി പഠിച്ചുകഴിഞ്ഞു.
"
"My great grandmother said that, too.
","എൻറെ മുതുമുത്തശ്ശിയും ഇതുവതെന്നായാണ് പറഞ്ഞത്.
"
"My husband's grandmother is in the hospital.
","എന്റെ ഭാര്യയുടെ ഉമ്മാ ഹോസ്പിറ്റലിൽ ആണ്.
"
"My maternal grandmother bore 10 children.
","മുത്തശ്ശിയെപ്പോലെ അമ്മയും 10 മക്കളെ പ്രസവിച്ചു.
"
"My maternal grandmother died when I was in 5th grade.
","അഞ്ചാം ക്ലാസ്സിൽ പഠിക്കുമ്പോൾ എൻറെ പ്രായത്തിലുള്ള,എൻറെ അമ്മായിന്റെ മോൾ മരണപ്പെട്ടു.
"
"My maternal grandmother had no formal schooling.
","അമ്മയ്ക്ക് വലിയ ഔപാചാരിക വി ദ്യാഭ്യാസമൊന്നും ഉണ്ടായിരുന്നില്ല.
"
"My maternal grandmother lived to age 97.
","വയലറ്റ് മുത്തശ്ശിയുടെ മാതാപിതാക്കൾ 97 വയസുവരെ ജീവിച്ചിരുന്നു.
"
"My mom and my grandmother loved her as well.
","എന്റെ ഉമ്മയ്ക്കും വീട്ടുകാർക്കും അവളെ വലിയ ഇഷ്ടമായിരുന്നു.
"
"My mom and my grandmothers were all good cooks.
","അമ്മയും അമ്മായിമാരുമെല്ലാം നല്ല പാചകക്കാരായിരുന്നു.
"
"My mom's grandmother is an example.
","അപ്പുവിന്റെ അമ്മ അതിനുദാഹരണമാണ്.
"
"My mother and grandmother are also in the video.
","അമ്മയും അനുജത്തിയും കൂടയുണ്ട് വിഡിയോയിൽ.
"
"My mother and grandmother are elderly.
","എന്റെ വല്യപ്പച്ചനും വല്യമ്മച്ചിയും വൃദ്ധരായിരുന്നു.
"
"My mother and grandmother are gone.
","അമ്മയും മുത്തശ്ശിയും പോയി.
"
"My mother and grandmother are good cooks.
","അമ്മച്ചിയും അമ്മയും നല്ല പാചകക്കാർ.
"
"My mother and grandmother did all the cooking.
","എൻറെ മുത്തശ്ശിക്കും അവരുടെ അമ്മയ്ക്കും എല്ലാം ചേലാകർമ്മം നടത്തിയിട്ടുണ്ട്.
"
"My mother and grandmother did that many years ago.
","എന്റെ അമ്മയും കുഞ്ഞമ്മയും കുറെ നേരം അങ്ങനെ ചെയ്തു.
"
"My mother and grandmother made this.
","അമ്മമ്മയോ,വല്യമ്മയോ ആയിരുന്നു ഇതെല്ലാം ചെയ്തിരുന്നത്.
"
"My mother and grandmother raise me.
","മുത്തച്ഛനും അമ്മയുമാണ് എന്നെ വളർത്തുന്നത്.
"
"My mother and grandmother raised me.
","മുത്തച്ഛനും അമ്മയുമാണ് എന്നെ വളർത്തുന്നത്.
"
"My mother and grandmother were crying.
","അമ്മയും മുത്തശ്ശിയും നിലവിളിയായി.
"
"My mother and grandmother were excellent cooks.
","""""""അമ്മാമ്മയും വല്യമ്മയുമൊക്കെ നല്ല പാചകക്കാരായിരുന്നു.""
"
"My mother and grandmother were great cooks.
","അമ്മയും അമ്മായിമാരുമെല്ലാം നല്ല പാചകക്കാരായിരുന്നു.
"
"My mother and grandmother were horrified.
","എന്റെ ഭാര്യയും അമ്മാവി അമ്മയും ഭയചകിതരായി.
"
"My mother and grandmother were in the kitchen cooking.
","പെൺകുട്ടിയുടെ അമ്മയും മുത്തശ്ശിയും കൂടി അടുക്കളയിൽ ഭക്ഷണം പാകം ചെയ്യുകയായിരുന്നു.
"
"My mother and grandmother were so pleased.
","ആ അമ്മയെയും മുത്തശ്ശിയേയും ഒരുപ്പാട് ഇഷ്ടം ആയി.
"
"My mother and grandmother were sobbing.
","അമ്മയും മുത്തശ്ശിയും മയക്കമായിരുന്നു.
"
"My mother and grandmother were teachers there.
","അച്ഛനും അമ്മയും അവിടെ teachers ആയിരുന്നു.
"
"My mother and grandmother were very good cooks.
","""""""അമ്മാമ്മയും വല്യമ്മയുമൊക്കെ നല്ല പാചകക്കാരായിരുന്നു.""
"
"My mother and grandmother were very religious.
","എന്റെ ഉമ്മയും ഉമ്മാമയുമൊക്കെ തന്നെ നല്ല മതവിശ്വാസികളായിരുന്നു.
"
"My mother and grandmother would croak.
","അമ്മയും മുത്തശ്ശിയും മയക്കമായിരുന്നു.
"
"My mother and grandmothers influenced me greatly.
","വീട്ടിൽ അമ്മുമ്മയും അമ്മയുമൊക്കെ എന്നെ ഒരുപാട് സ്വാധീനിച്ചിട്ടുണ്ട്.
"
"My mother and my grandmother are gone.
","അമ്മയും മുത്തശ്ശിയും പോയി.
"
"My mother and my grandmother looked at each other.
","അമ്മയും ഭവാനിവല്യമ്മയും മുത്തശ്ശിയും പരസ്പരം നോക്കി.
"
"My mother and my grandmother were in the kitchen making food.
","പെൺകുട്ടിയുടെ അമ്മയും മുത്തശ്ശിയും കൂടി അടുക്കളയിൽ ഭക്ഷണം പാകം ചെയ്യുകയായിരുന്നു.
"
"My mother did this for my grandmother.
","എന്റെ അമ്മയുടെ പാവകൾക്കായി എന്റെ മുത്തച്ഛൻ ഇത് ചെയ്തു.
"
"My mother said she never saw her grandmother again.
","തനിക്കൊരിക്കലും ഇനി പേരക്കുട്ടിയെ കാണാൻ കഴിയില്ലെന്ന് മുത്തശ്ശിയും പറയുന്നു.
"
"My mother was a grandmother at this age.
","ആ പ്രായത്തിലും ഫയർ ഉള്ള ഒരു സ്ത്രീ ആയിരുന്നു എന്റെ ഉമ്മൂമ്മ.
"
"My mother was talking to my grandmother on the telephone.
","ലോക്ഡൌൺ സമയത്ത് മുത്തശ്ശിയുമായി ഫോണിൽ സംസാരിച്ചിരുന്നു.
"
"My mother's second name is her grandmother's first.
","രണ്ടാമത്തെ കുട്ടി എന്റെ മുത്തച്ഛന്റെ അമ്മയുടെ പേരായി.
"
"My mother, my father, my grandmother, my world!
","അമ്മമാർ, അച്ഛൻമാർ, എൻറെ, എൻറെ മഹാ പ്രപഞ്ചം!
"
"My mother, then my grandmother.
","ആദ്യം മുത്തശ്ശി, പിന്നെ അമ്മ.
"
"My parents and grandmother also come with us.
","മുത്തച്ഛനും മുത്തശ്ശിയും ഞങ്ങളോടൊപ്പം കൂടി.
"
"My paternal grandmother was a great example to me.
","എനിക്ക് ഷീഫു മുത്തശ്ശി എന്തിനും ഒരു മാതൃകയായിരുന്നു.
"
"My second name was my grandmother's first name.
","രണ്ടാമത്തെ കുട്ടി എന്റെ മുത്തച്ഛന്റെ അമ്മയുടെ പേരായി.
"
"My two grandmothers died of cancer.
","അമ്മീമ്മയുടെ രണ്ട് അമ്മാവന്മാരും കാൻസർ ബാധിച്ചാണ് മരിച്ചത്.
"
"My two grandmothers.
","രണ്ട് എന്റെ മുത്തശ്ശി.
"
"My uncle burned my grandmother's house down.
","അപ്പനാത്ത് അമ്മുക്കുട്ടിയുടെ വീടാണ് കത്തിനശിച്ചത്.
"
"My wife's grandmother has been in the hospital.
","എന്റെ ഭാര്യയുടെ ഉമ്മാ ഹോസ്പിറ്റലിൽ ആണ്.
"
"My wife's grandmother's;
","ഭാര്യയുടെ അമ്മ - അമ്മായിയമ്മ;
"
