eng_Latn,mal_Mlym
"I think I'm your grandfather!
","ഞാനവന്റെ മുത്തച്ഛനാണെന്നാണ് വിചാരം!
"
"I think he's their grandfather!
","ഞാനവന്റെ മുത്തച്ഛനാണെന്നാണ് വിചാരം!
"
"I thought I was the grandfather here.
","ഞാനായിരിക്കും ഇവിടെ മൂത്താപ്പ എന്നു കരുതിയിരിക്കുകയായിരുന്നു.
"
"I told him whatever hatred you have for me...you can belittle me, you can say whatever you say about my father, mother, grandfather, grandmother.
","'ഞാൻ അദ്ദേഹത്തോട് പറഞ്ഞിട്ടുണ്ട്, എനിക്കെതിരെ എന്തെങ്കിലും വിദ്വേഷം ഉണ്ടെങ്കിൽ, എന്നെ എത്ര വേണമെങ്കിലും ഇകഴ്ത്തിക്കെട്ടാമെന്നും, എന്റെ പിതാവിനെക്കുറിച്ചോ, മാതാവിനെക്കുറിച്ചോ, മുത്തച്ഛനെക്കുറിച്ചോ, മുത്തശ്ശിയെക്കുറിച്ചോ നിങ്ങൾ പറയുന്നതെന്തും പറയാമെന്ന്.
"
"I want to see grandfather's face.
","മുത്തപ്പന്റെ മുഖമൊന്നു കാണണം.
"
"I want to see grandfather.
","മുത്തച്ചനെ എനിക്കും കാണണമെന്നുണ്ട്. . .
"
"I wanted him to be my grandfather.
","അവന് മുത്തച്ഛൻ വേണമെന്ന് ഞാൻ ആഗ്രഹിച്ചു.
"
"I was 14 when my grandfather died.
","മുത്തശ്ശി മരിക്കുമ്പോൾ എനിക്ക് 14 വയസാണ് ഉണ്ടായിരുന്നത്.
"
"I was 16 years old and living with my parents at the institute my grandfather had founded 18miles outside of Durban, South Africa, in the middle of the sugar plantations.
","എനിക്ക് 16 വയസുള്ളപ്പോൾ സൌത്ത് ആഫ്രിക്കയിൽ ടർബൻ എന്ന സംസ്ഥാനത്തില നിന്ന് 18 മയിലുകൾ ദുരെ ഒരു കരിമ്പിൻ തോട്ടത്തിന്റെ നടുവിൽ മുത്തച്ഛൻ സ്ഥാപിച്ച ഒരു സ്ഥാപനത്തിൽ അച്ഛനമ്മമാരുടെ കൂടെ താമസിക്കുകയായിരുന്നു .
"
"I was afraid of my grandfather.
","അപ്പൂപ്പനെ എനിക്ക് ഭയമായിരുന്നു,
"
"I was not afraid of my grandfather.
","അപ്പൂപ്പനെ പേടിച്ച് ഉന്നം പിടിച്ചില്ല.
"
"I was told it belonged to my grandfather.
","മുത്തച്ഛന്റെ ആണെന്നാണ് പറഞ്ഞു കേട്ടിട്ടുള്ളത്.
"
"I was with my parents and grandfather when they died.
","അച്ഛനും അമ്മയും അമ്മൂമ്മയും മരിക്കുമ്പോൾ ഞാൻ കൂടെയുണ്ടായിരുന്നു.
"
"I will be a grandfather.
","അതോടെ ഞാൻ അപ്പൂപ്പനാകും.
"
"I will give back to you all of the land of your grandfather Saul.
","നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാൻ നിനക്കു മടക്കിത്തരും.
"
"I will give back to you all the land that belonged to your grandfather Saul.
","നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാൻ നിനക്കു മടക്കിത്തരും.
"
"I will give you back all the land that belonged to your grandfather Saul.
","നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാൻ നിനക്കു മടക്കിത്തരും.
"
"I wish my grandfather had been alive to see that.
","ഇതൊക്കെ കാണാൻ മുത്തച്ഛൻ ജീവിച്ചിരുന്നുവെങ്കിൽ എന്ന് ഞാൻ വല്ലാതെ ആശിച്ചുപോകുന്നു.
"
"I wish my grandfather were alive to see this.
","ഇതൊക്കെ കാണാൻ മുത്തച്ഛൻ ജീവിച്ചിരുന്നുവെങ്കിൽ എന്ന് ഞാൻ വല്ലാതെ ആശിച്ചുപോകുന്നു.
"
"I wish my grandfather were still alive to see this.
","ഇതൊക്കെ കാണാൻ മുത്തച്ഛൻ ജീവിച്ചിരുന്നുവെങ്കിൽ എന്ന് ഞാൻ വല്ലാതെ ആശിച്ചുപോകുന്നു.
"
"I would stay with my grandfather.
","അപ്പൊ ഞാൻ മുത്തശ്ശന്റെ കൂടെയാ ഇരിക്കാ .
"
"I'd stay with my grandfather.
","അപ്പൊ ഞാൻ മുത്തശ്ശന്റെ കൂടെയാ ഇരിക്കാ .
"
"I'll give back to you all of the land that belonged to your grandfather Saul.
","നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാൻ നിനക്കു മടക്കിത്തരും.
"
"I'll give back to you all the land that belonged to your grandfather Saul.
","നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാൻ നിനക്കു മടക്കിത്തരും.
"
"I'll stay with my grandfather.
","അപ്പൊ ഞാൻ മുത്തശ്ശന്റെ കൂടെയാ ഇരിക്കാ .
"
"I'm a grandfather as well.
","ഞാനും മുത്തശ്ശനായി.
"
"I'm a grandfather too.
","ഞാനും മുത്തശ്ശനായി.
"
"I'm a great grandfather now.
",". ഞാനും ഇപ്പോൾ വലിയൊരു ഫാനായിരിക്കുകയാണ്.
"
"I'm going to give you back the land that belonged to your grandfather Saul.
","നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാൻ നിനക്കു മടക്കിത്തരും.
"
"I'm happy to be a grandfather.
","മുത്തച്ഛനാവുന്നതിൽ അതിയായ സന്തോഷമുണ്ട്.
"
"I'm sitting with my grandfather.
","അപ്പൊ ഞാൻ മുത്തശ്ശന്റെ കൂടെയാ ഇരിക്കാ .
"
"I'm so sorry about the death of your grandfather.
","നിങ്ങളുടെ മുത്തച്ഛന്റെ മരണത്തിൽ ഞാൻ അതീവ ദുഖിതനാണ്
"
"I'm the grandfather!
","ഞാനതിലെ മുത്തായേനെ!
"
"I'm the grandfather.)
","ഞാൻ മുത്തശ്ശനായി)
"
"I'm waiting to hear about grandfather.
","എനിക്ക് മുത്തശ്ശനെ കുറിച്ച് കേൾക്കാൻ കൊതിയാണ്.
"
"I'm with the grandfather.
","ഞാൻഃ അയ്യോ ഉപ്പൂപ്പന്റെ കൂടെയോ.
"
"I've heard from grandfather.
","മുത്തച്ഛൻ പറഞ്ഞു കേട്ടിട്ടുണ്ട്.
"
"I've heard many stories of this grandfather.
","ഈ മുത്തച്ഛനെക്കുറിച്ചു് ഞാൻ എത്രയോ കേട്ടിരിക്കുന്നു.
"
"I've heard this to my grandfather.
","ഈ സംഭവം ഞാൻ എന്റെ മുത്തച്ചൻ പറഞ്ഞ് കേട്ടിട്ടുണ്ട്.
"
"I've spoken about my grandfather before.
","ഞാൻ മുമ്പ് എന്റെ വലിയച്ഛനേക്കുറിച്ചുപറഞ്ഞിട്ടുണ്ട്.
"
"I've told the story of my grandfather many times.
","എന്റെ മുത്തശ്ശിയെപ്പറ്റി പലതവണ ഞാൻ പറഞ്ഞിട്ടുണ്ടല്ലോ.
"
"I've written about my grandfather before.
","ഞാൻ മുമ്പ് എന്റെ വലിയച്ഛനേക്കുറിച്ചുപറഞ്ഞിട്ടുണ്ട്.
"
"If you took turns to dream a few deaths (for example, father, mother, grandfather, grandmother), then it is about the external interference of your envious persons.
","നിങ്ങൾ മരണത്തിന്റേയും ചില വളവുകൾ (ഉദാ, പിതാവ്, അമ്മ, മുത്തച്ഛൻ, മുത്തശ്ശി) സ്വപ്നം എങ്കിൽ, ഞങ്ങൾ നിങ്ങളുടെ അസൂയ ബാഹ്യ ഇടപെടൽ സംസാരിക്കുന്നത്.
"
"In 1752 Robert Orme, in a letter to Clive, noted that the company would have to remove Siraj's grandfather,
","1752-ൽ ക്ലൈവിനു എഴുതിയ കത്തിൽ റോബർട്ട് ഓർമ് കമ്പനിയ്ക്ക് വളരാൻ സിറാജിന്റെ മുത്തച്ഛനായ അലിവർദി ഖാനെ നീക്കം ചെയ്യേണ്ടി വരും എന്ന് എഴുതിയിരുന്നു.
"
"In 1752, Robert Orme, in a letter to Clive, noted that the company would have to remove Siraj's grandfather, Alivardi Khan, in order to prosper [6].
","1752-ൽ ക്ലൈവിനു എഴുതിയ കത്തിൽ റോബർട്ട് ഓർമ് കമ്പനിയ്ക്ക് വളരാൻ സിറാജിന്റെ മുത്തച്ഛനായ അലിവർദി ഖാനെ നീക്കം ചെയ്യേണ്ടി വരും എന്ന് എഴുതിയിരുന്നു.
"
"In 1752, Robert Orme, in a letter to Clive, noted that the company would have to remove Siraj's grandfather, Alivardi Khan, in order to prosper.
","1752-ൽ ക്ലൈവിനു എഴുതിയ കത്തിൽ റോബർട്ട് ഓർമ് കമ്പനിയ്ക്ക് വളരാൻ സിറാജിന്റെ മുത്തച്ഛനായ അലിവർദി ഖാനെ നീക്കം ചെയ്യേണ്ടി വരും എന്ന് എഴുതിയിരുന്നു.
"
"In 1752, Robert Orme, in a letter to Clive, noted that the company would have to remove Siraj's grandfather, Alivardi Khan, in order to prosper.[2]
","1752-ൽ ക്ലൈവിനു എഴുതിയ കത്തിൽ റോബർട്ട് ഓർമ് കമ്പനിയ്ക്ക് വളരാൻ സിറാജിന്റെ മുത്തച്ഛനായ അലിവർദി ഖാനെ നീക്കം ചെയ്യേണ്ടി വരും എന്ന് എഴുതിയിരുന്നു.
"
"In 1752, Robert Orme, in a letter to Clive, noted that the company would have to remove Siraj's grandfather, Alivardi Khan, in order to prosper.[4].
","1752-ൽ ക്ലൈവിനു എഴുതിയ കത്തിൽ റോബർട്ട് ഓർമ് കമ്പനിയ്ക്ക് വളരാൻ സിറാജിന്റെ മുത്തച്ഛനായ അലിവർദി ഖാനെ നീക്കം ചെയ്യേണ്ടി വരും എന്ന് എഴുതിയിരുന്നു.
"
"In 1752, Robert Orme, in a letter to Clive, noted that the company would have to remove Siraj's grandfather, Alivardi Khan, in order to prosper.[6]
","1752-ൽ ക്ലൈവിനു എഴുതിയ കത്തിൽ റോബർട്ട് ഓർമ് കമ്പനിയ്ക്ക് വളരാൻ സിറാജിന്റെ മുത്തച്ഛനായ അലിവർദി ഖാനെ നീക്കം ചെയ്യേണ്ടി വരും എന്ന് എഴുതിയിരുന്നു.
"
"In 1962, listening to the broadcast of Wimbledon's grandfather radio, Mark Kuhn decided to fulfill his dream of building his own court.
","1962-ൽ, വിംബിൾഡൺ മുത്തച്ഛൻ റേഡിയോ പ്രക്ഷേപണം കേൾക്കുമ്പോൾ, മാർക്ക് കുഹ്ന് സ്വന്തം കോടതികൾ പണിതു സ്വപ്നം നിറവേറ്റാൻ തീരുമാനിച്ചു.
"
"In 1971, Joe Jackson became a grandfather at the age of 42.
","ഇവരുടെ മൂത്ത മകൾ റെബി 1971ൽ അമ്മയായതോടെ ജോയ് ജാക്ക്സൺ തന്റെ 42ാമത്തെ വയസിൽ മുത്തച്ഛനായി.
"
"In a number of cases, the husband's bedridden grandfathers and grandmothers, as well as their sisters who have been living abroad for decades, have been arrested.
","ചില കേസുകളിൽ കിടപ്പിലായ അപ്പൂപ്പന്മാരെയും അമ്മൂമ്മമാരെയും വർഷങ്ങളായി വിദേശത്ത് കഴിയുന്ന, ഭർത്താവിന്റെ സഹോദരിമാരെയും വരെ അറസ്റ്റ് ചെയ്യിപ്പിച്ചിട്ടുണ്ട്.
"
"In addition to this, he is also a grandfather of 5 grandchildren.
","കൂടാതെ അഞ്ചു കുട്ടികളുടെ മുത്തച്ഛൻ കൂടിയാണിദ്ദേഹം.
"
"In addition, Frenkie's grandfather was an amateur footballer while his younger brother, Youri plays for the A1 of ASV.
","കൂടാതെ, ഫ്രെങ്കിയുടെ മുത്തച്ഛൻ ഒരു അമേച്വർ ഫുട്ബോളർ ആയിരുന്നു, അയാളുടെ ഇളയ സഹോദരൻ യൂറി എ. ഒ. വി. യുടെ എക്സും എഎൽവിക്ക് വേണ്ടി കളിക്കുന്നു.
"
"In addition, he is the paternal grandfather of both the Turkish diplomat Selim Kuneralp, and the British politician Stanley Johnson.
","കൂടാതെ, തുർക്കി നയതന്ത്രജ്ഞൻ സെലിം കുനെറാൽപിന്റെയും ബ്രിട്ടീഷ് രാഷ്ട്രീയക്കാരനായ സ്റ്റാൻലി ജോൺസന്റെയും പിതാമഹനാണ്.
"
"In addition, his maternal grandfather, J. W. Maxwell, was the President of a national bank.
","അമ്മയുടെ പിതാവ് ജെ. ഡബ്ല്യു മാക്സ്വെൽ ഒരു നാഷനൽ ബാങ്കിന്റെ പ്രസിഡൻഡുമായിരുന്നു.
"
"In ancient times it was customary to know their ancestors, honor their memory and remember the names of grandfather and grandmother of his grandfather and grandmother.
","പുരാതനകാലത്ത് അത് അവരുടെ മെമ്മറി ആദരിക്കുകയും അവിടുത്തെ മുത്തച്ഛനും മുത്തശ്ശി എന്റെ മുത്തച്ഛൻ പേരും മുത്തശ്ശി ഓർക്കാൻ, അവരുടെ പൂർവ്വികർ അറിയുന്നു തീരുമാനിച്ചു.
"
"In brief statements before their meeting, both men said they were looking to strengthen ties that date back to the Soviet Union's support for the founder of North Korea, Kim's grandfather Kim Il Sung.
","കിമ്മിന്റെ മുത്തച്ഛൻ കിം ഇൽ സുങ്ങിന്റെ കാലത്ത് സോവിയറ്റ് യൂണിയൻ നൽകിയ പിന്തുണ ശക്തിപ്പെടുത്താനാണ് ലക്ഷ്യമിടുന്നതെന്ന് ചർച്ചകൾക്കു മുൻപ് ഇരുനേതാക്കൻമാരും പ്രസ്താവന നടത്തിയിരുന്നു.
"
"In brief statements before their meeting, both men said they were looking to strengthen ties that date back to the Soviet Union's support for the founder of North Korea, Kim's grandfather Kim Il-sung.
","കിമ്മിന്റെ മുത്തച്ഛൻ കിം ഇൽ സുങ്ങിന്റെ കാലത്ത് സോവിയറ്റ് യൂണിയൻ നൽകിയ പിന്തുണ ശക്തിപ്പെടുത്താനാണ് ലക്ഷ്യമിടുന്നതെന്ന് ചർച്ചകൾക്കു മുൻപ് ഇരുനേതാക്കൻമാരും പ്രസ്താവന നടത്തിയിരുന്നു.
"
"In doing so emulated his grandfather Tomas Balcazar, who scored against France in the 1954 World Cup.
","അദ്ദേഹത്തിന്റെ മുത്തച്ഛൻ തോമസ് ബൽകാസർ 1954 ലോകകപ്പിൽ ഫ്രാൻസിനെതിരെ ഗോൾ നേടിയിരുന്നു എന്ന പശ്ചാത്തലവും ഇതിനെ ശ്രദ്ധേയമാക്കി.
"
"In fact, Iniesta is the third generation from his family to take a role in the wine business, which was established by his grandfather Jose Antonio.
","അദ്ദേഹത്തിന്റെ മുത്തച്ഛനായ ജോസ് ആന്റോണിയോ നിർമിച്ച വീഞ്ഞ് വ്യാപാരത്തിൽ, കുടുംബത്തിൽ നിന്നുള്ള മൂന്നാമത്തെ തലമുറയാണ് ഇനിയസ്റ്റ.
"
"In late 1945 my grandfather, Wilhelm Hamelmann, then 43, was living with his family in the remote neighbourhood of Blockland.
","1945 -ൻ്റെ അവസാനത്തിൽ 43 വയസ്സുള്ള എൻ്റെ മുത്തച്ഛൻ വിൽഹെം ഹാമെൽമാൻ കുടുംബത്തോടൊപ്പം വിദൂര പ്രദേശമായ ബ്ലോക്ക്ലാൻഡിൽ താമസിക്കുകയായിരുന്നു.
"
"In late 1945 my grandfather, Wilhelm Hamelmann, then 43, was residing with his spouse and children in the remote neighbourhood of Blockland.
","1945 -ൻ്റെ അവസാനത്തിൽ 43 വയസ്സുള്ള എൻ്റെ മുത്തച്ഛൻ വിൽഹെം ഹാമെൽമാൻ കുടുംബത്തോടൊപ്പം വിദൂര പ്രദേശമായ ബ്ലോക്ക്ലാൻഡിൽ താമസിക്കുകയായിരുന്നു.
"
"In particular, at the time of the birth of the boy, his grandfather - Gustav Wallenberg - was the ambassador of his country in Japan.
","പ്രത്യേകിച്ചും, ഒരു കുട്ടിയുടെ ജനന സമയത്ത് തന്റെ മുത്തച്ഛൻ - ഗുസ്താവ് വല്ലെന്ബെര്ഗ് - തന്റെ രാജ്യത്തിന്റെ അംബാസഡർ ജപ്പാൻ ആയിരുന്നു.
"
"In the house there is only my mother and grandfather.
","എന്റെ വീട്ടിൽ ഒരു കുഞ്ഞനിയനും അമ്മൂമ്മയും മാത്രമാണുള്ളത്.
"
"In the same year (1925), he also demolished the tombs of holy personagesat Jannat al-Mualla in Makkah where the Holy Prophet's (SAWS) mother, wife, grandfather and other ancestors are buried.
","അതേ വർഷം അദ്ദേഹം Jannat അൽ-മൊഹല്ല (മക്ക) യിൽ പ്രവാചകൻ മുഹമ്മദ് നബി (സ) യുടെ ഉമ്മ ആമിന ബീവി (റ), ഭാര്യ ഖദീജ (റ), ഉപ്പാപ്പ മറ്റ് പൂർവ്വികരെയും അടക്കം ചെയ്ത മഖ്ബറകൾ നശിപ്പിച്ചിരുന്നു.
"
"In the same year (1925), he also demolished the tombs of holy personalities at Jannat al-Mualla (Makkah) where the Holy Prophet (sawaw) 's mother, wife, grandfather and other ancestors are buried.
","അതേ വർഷം അദ്ദേഹം Jannat അൽ-മൊഹല്ല (മക്ക) യിൽ പ്രവാചകൻ മുഹമ്മദ് നബി (സ) യുടെ ഉമ്മ ആമിന ബീവി (റ), ഭാര്യ ഖദീജ (റ), ഉപ്പാപ്പ മറ്റ് പൂർവ്വികരെയും അടക്കം ചെയ്ത മഖ്ബറകൾ നശിപ്പിച്ചിരുന്നു.
"
"In the same year (1925), he also demolished the tombs of holy personalities at Jannat al-Mualla (Makkah) where the Holy Prophet Muhammad's (saw) mother, wife, grandfather and other ancestors are buried.
","അതേ വർഷം അദ്ദേഹം Jannat അൽ-മൊഹല്ല (മക്ക) യിൽ പ്രവാചകൻ മുഹമ്മദ് നബി (സ) യുടെ ഉമ്മ ആമിന ബീവി (റ), ഭാര്യ ഖദീജ (റ), ഉപ്പാപ്പ മറ്റ് പൂർവ്വികരെയും അടക്കം ചെയ്ത മഖ്ബറകൾ നശിപ്പിച്ചിരുന്നു.
"
"In the same year, he also demolished the tombs of holy personalities at Jannat al-Mualla (Makkah) where Muhammad's mother, wife, grandfather and other ancestors are buried.
","അതേ വർഷം അദ്ദേഹം Jannat അൽ-മൊഹല്ല (മക്ക) യിൽ പ്രവാചകൻ മുഹമ്മദ് നബി (സ) യുടെ ഉമ്മ ആമിന ബീവി (റ), ഭാര്യ ഖദീജ (റ), ഉപ്പാപ്പ മറ്റ് പൂർവ്വികരെയും അടക്കം ചെയ്ത മഖ്ബറകൾ നശിപ്പിച്ചിരുന്നു.
"
"In thinking about my grandfather there are three things that come to the front of my mind.
","മുത്തശ്ശിമാരെ കുറിച്ചോർക്കുമ്പോൾ ആദ്യം ഓർമ്മയിൽ വരുന്നത് മൂന്ന് കാര്യങ്ങളാണ്.
"
"Initially, her grandfather, Edward C Johnson II was the founder of the Fidelity Management and Research (FMR) firm in 1946.
","1946-ൽ ഫിഡിലിറ്റി മാനേജ്മെന്റ് ആൻഡ് റിസർച്ച് (എഫ്എംആർ) സ്ഥാപനം ആരംഭിച്ച എഡ്വേർഡ് സി. ജോൺസൺ രണ്ടാമന്റെ ചെറുമകളാണ് അവർ.
"
"It can be either father or grandfather.
","അത് മുത്തച്ഛനോ മുത്തശ്ശിയോ ആയമാരോ ആരുവേണമെങ്കിലുമാവാം.
"
"It is my grandfather's plate.
","അതു മുത്തച്ഛന്റെ പ്ലേറ്റാ.
"
"It is not so long ago, it was the time of our grandfathers.
","വളരെ പണ്ടൊന്നുമല്ല, നമ്മുടെയാക്കെ മാതാപിതാക്കളുടെ കാലത്തുതന്നെ.
"
"It is pertinent to note that Kevin's grandfather's house in Ealing is just 10 miles from Stamford Bridge.
","സ്റ്റാംഫോർഡ് ബ്രിഡ്ജിൽ നിന്ന് 10 മൈൽ അകലെയാണ് ഈലിംഗിലുള്ള കെവിന്റെ മുത്തച്ഛന്റെ വീട് എന്നത് ശ്രദ്ധിക്കേണ്ടതാണ്.
"
"It revealed Ali Kemal, Mr Johnson's great grandfather, was born in Constantinople, now Istanbul, in 1867.
","തന്റെ മുതുമുത്തശ്ശനായ അലി കെമൽ, ഇന്നത്തെ ഇസ്താംബുളായ കോൺസ്റ്റാന്റോനോപ്പിളിലാണ് 1867-ൽ ജനിച്ചതെന്ന് ബോറിസ് പറഞ്ഞു.
"
"It was Noah's grandfather.
","അദ്ദേഹം നോഹയുടെ മുതുമുത്തച്ഛൻ ആയിരുന്നു.
"
"It was a photo of his grandfather.
","മുത്തച്ഛന്റെ ഒരു ചിത്രമായിരുന്നു അത്.
"
"It was a picture of her grandfather.
","മുത്തച്ഛന്റെ ഒരു ചിത്രമായിരുന്നു അത്.
"
"It was actually my grandfather's.
","ശരിക്കും അത് മുത്തച്ഛന്റേതായിരുന്നു.
"
"It was also my grandfather's favorite song.
","കൂടാതെ എന്റെ അമ്മൂമ്മയ്ക്ക് ഏറെ പ്രിയപ്പെട്ട ഗാനവും ഇതായിരുന്നു.
"
"It was built by the actor's grandfather Dewan Basheshwanath Kapoor from 1918 to 1922.
","1918നും 1922 നും ഇടയിൽ നടൻെറ മുത്തച്ഛനായ ദിവാൻ ബഷേശ്വർനാഥ് കപൂർ ആണ് ഇത് പണികഴിപ്പിച്ചത്.
"
"It was built by the actor's grandfather Dewan Basheswarnath Kapoor between 1918 and 1922.
","1918നും 1922നും ഇടയ്ക്ക് നടന്റെ മുത്തച്ഛനായ ദിവാൻ ബഷേശ്വർനാഥ് കപൂറാണ് അത് നിർമിച്ചത്.
"
"It was established by emperor Anaji Chauhan, who is the grandfather of Prithvi Raj Chauhan.
","പൃഥ്വി രാജ് ചൌഹാന്റെ മുത്തച്ഛനായിരുന്ന അനാജി ചൌഹാനാണേ്രത ഇത് പണികഴിപ്പിച്ചത്.
"
"It was inspired by stories my grandfather told me.
","മുത്തശ്ശി പറഞ്ഞു തന്ന കഥകളിൽ നിന്ന് പ്രചോദനമുൾക്കൊണ്ടാണത് പറഞ്ഞത്.
"
"It was my grandfather who had the money.
","എനിക്ക് ലഭിച്ച നിധിയായിരുന്നു എന്റെ മുത്തച്ഛൻ.
"
"It was my grandfather's picture.
","മുത്തച്ഛന്റെ ഒരു ചിത്രമായിരുന്നു അത്.
"
"It was named after Maharaja Umaid Singh, grandfather of the present owner of the palace, Gaj Singh.
","നിലവിലെ ഉടമസ്ഥനായ ഗജ് സിംഗിന്റെ മുത്തച്ഛനായ മഹാരാജ ഉമൈദ് സിംഗിന്റെ പേരാണ് കൊട്ടാരത്തിന് നൽകിയിരിക്കുന്നത്.
"
"It was one of my grandfathers.
","അങ്ങനൊരാളായിരുന്നു എന്റെ മുത്തശ്ശൻ.
"
"It was one of the books I found in my grandfather bookshelves.
","മുത്തച്ഛന്റെ അലമാരയിൽ സൂക്ഷിച്ചിരിക്കുന്ന കനമുള്ള പുസ്തകങ്ങളിൽ എന്റെ ശ്രദ്ധയാകർഷിച്ച ഒരു പേരായിരുന്നു അത്.
"
"It was so in my grandfather's time.
","എൻറെ മുത്തശ്ശൻറെ കാലഘട്ടത്തിലും ഇങ്ങനെ തന്നെയായിരുന്നു.
"
"It was that way in my grandfather's time.
","എൻറെ മുത്തശ്ശൻറെ കാലഘട്ടത്തിലും ഇങ്ങനെ തന്നെയായിരുന്നു.
"
"It wasn't anything my grandfather said.
","ഇത് മുത്തച്ഛൻ പറഞ്ഞു തന്ന കഥയല്ല.
"
"It's a grandfather story.
",". ഒരു അപ്പൂപ്പന്റെ കഥയാണ്.
"
"Jack Grealish also has Irish roots through his maternal grandfather who hails from Dublin.
","ജാക്ക് ഗ്രീലിഷിന് ഡബ്ലിൻ സ്വദേശിയായ തന്റെ മുത്തച്ഛനിലൂടെ ഐറിഷ് വേരുകളുണ്ട്.
"
"Jacob's paternal grandfather was named Pavel Sokolov.
","പാവെൽ മാക്സിമോവിച്ച് സോകോലോവ് എന്നായിരുന്നു ഇദ്ദേഹത്തിന്റെ മുത്തച്ഛന്റെ പേര്.
"
"James, like his grandfather, has great plasticity.
","ജെയിംസ്, മുത്തച്ഛൻ പോലെ, നല്ല പ്ലസ്തിചിത്യ് ഉണ്ട്.
"
"Janardanan as Ravi Shankar's grandfather
","ജനാർദ്ദനൻ as രവി ശങ്കറിന്റെ മുത്തച്ഛൻ
"
"Jimmie's grandfather was the first black man in San Francisco according to local lore.
","ഫിൽമോറിലെ പ്രാദേശിക ചരിത്രത്തിൽ ജിമ്മിയുടെ മുത്തച്ഛൻ ആയിരുന്നത്രേ First Black Man in San Francisco.
"
"John Russell, 1st Earl Russell, his grandfather, died in 1878, and was remembered by Russell as a kindly old man in a wheelchair.
","1878-ൽ മരിച്ച മുത്തച്ഛൻ ജോൺ റസ്സലിനെ ബെർട്രാൻഡ് അനുസ്മരിക്കുന്നത്, ചക്രക്കസേരയിൽ ഇരിന്നിരുന്ന ദയാവാനായ ഒരു വൃദ്ധനായാണ്.
"
"John's great grandfather, J.W. Maxwell, was a national bank president.
","അമ്മയുടെ പിതാവ് ജെ. ഡബ്ല്യു മാക്സ്വെൽ ഒരു നാഷനൽ ബാങ്കിന്റെ പ്രസിഡൻഡുമായിരുന്നു.
"
"Just as at grandfather's time.
","മുത്തച്ഛൻറ കാലത്ത് എത്തിയതുപോലെ.
"
"Just my grandfather.
","മുത്തച്ചൻ മാത്രം.
"
"Kamala's grandfather, P.V. Gopalan was part of a movement to help gain India's independence.
","കമലയുടെ മുത്തശ്ശൻ പി. വി. ഗോപാലൻ സ്വാതന്ത്ര്യ സമര പോരാത്തെ പിന്തുണച്ച വ്യക്തിയായിരുന്നു.
"
"Kary states that before anyone had notified him of his grandfather's death, the spirit of his grandfather appeared in his home.
","തന്റെ മുത്തച്ഛന്റെ മരണത്തെക്കുറിച്ച് ആരെങ്കിലും അറിയിക്കുന്നതിന് മുമ്പ്, മുത്തച്ഛന്റെ ആത്മാവ് അദ്ദേഹത്തിന്റെ വീട്ടിൽ പ്രത്യക്ഷപ്പെട്ടുവെന്ന് കാരി പറയുന്നു.
"
"Kim Il-Sung was the grandfather of the current Great Leader, Kim Jong-Un.
","നിലവിലെ ഭരണാധികാരി കിം ജോങ് ഉന്നിന്റെ മുത്തച്ഛനാണ് ഇൽസങ്.
"
"Kim Il-sung's (Kim Jong Un's grandfather) North Korean army, backed by the Soviet Union, invaded South Korea in 1950; war broke out.
","പുനരേരീകരണത്തിനെന്നപേരിൽ ഉത്തര കൊറിയൻ ഭരണാധിപൻ കിം ഇൽ സുങ് (കിം ജോങ് ഉന്നിന്റെ പിതാമഹൻ) 1950ൽ ദക്ഷിണ കൊറിയയെ ആക്രമിച്ചു.
"
"Kim Jong Un did not attend her grandfather's birthday celebration on April 15.
","പിന്നീട് ഏപ്രിൽ 15ന് മുത്തച്ഛന്റെ പിറന്നാളാഘോഷത്തിൽ നിന്ന് കിം ജോങ് ഉന്നിനെ കണ്ടിരുന്നില്ല.
"
"Kim didn't attend his grandfather's event on April 15.
","ഏപ്രിൽ 15 ന് നടന്ന മുത്തച്ഛന്റെ ജന്മവാർഷിക ദിനാഘോഷത്തിൽ കിമ്മിന്റെ സാന്നിദ്ധ്യമുണ്ടായിരുന്നില്ല.
"
"Kim recently missed the celebration of his grandfather's birthday on April 15.
","ഏപ്രിൽ 15ന് മുത്തച്ഛന്റെ പിറന്നാളാഘോഷങ്ങളിൽ നിന്ന് കിം വിട്ടുനിന്നിരുന്നു.
"
"Kim was notably absent from a celebration of his grandfather's birthday on April 15.
","ഏപ്രിൽ 15ന് മുത്തച്ഛന്റെ പിറന്നാളാഘോഷങ്ങളിൽ നിന്ന് കിം വിട്ടുനിന്നിരുന്നു.
"
