eng_Latn,kan_Knda
"Rahat, the nephew of legendary singer Nusrat Fateh Ali Khan, is famous both in India and Pakistan.
","ಖ್ಯಾತ ಗಾಯಕರಾದ ನಸ್ರತ್ ಫತೆ ಅಲಿ ಖಾನ್ ಅವರ ಸೋದರ ಸಂಬಂಧಿಯಾದ ರಾಹತ್ ಅವರು ಭಾರತ ಮತ್ತು ಪಾಕಿಸ್ತಾನಗಳಲ್ಲಿ ಬಹಳ ಖ್ಯಾತಿ ಗಳಿಸಿರುವ ಗಾಯಕ.
"
"Rahat, the nephew of legendary singer Nusrat Fateh Ali Khan, is popular both in India and Pakistan.
","ಖ್ಯಾತ ಗಾಯಕರಾದ ನಸ್ರತ್ ಫತೆ ಅಲಿ ಖಾನ್ ಅವರ ಸೋದರ ಸಂಬಂಧಿಯಾದ ರಾಹತ್ ಅವರು ಭಾರತ ಮತ್ತು ಪಾಕಿಸ್ತಾನಗಳಲ್ಲಿ ಬಹಳ ಖ್ಯಾತಿ ಗಳಿಸಿರುವ ಗಾಯಕ.
"
"Rajesh is the nephew of my husband.
","ರಾಕೇಶ್ ನನ್ನ ಪತಿಯ ಸಹೋದರನ ಮಗ.
"
"Ram Rao and his nephew T. Harish Rao also won their respective constituencies.
","ರಾಮರಾವ್ ಮತ್ತು ಸೋದರ ಪುತ್ರ ಟಿ. ಹರೀಶ ರಾವ್ ಅವರೂ ಗೆಲುವು ಸಾಧಿಸಿದ್ದಾರೆ.
"
"Regarding Buendia's larger family tree, his paternal and maternal grandparents are one of football's unravelled mysteries while there are no available records of his uncles, aunts, nieces and nephews.
","ಎಮಿ ಬುವೆಂಡಿಯಾ ಅವರ ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ಬುವೆಂಡಿಯಾ ಅವರ ದೊಡ್ಡ ಕುಟುಂಬ ವೃಕ್ಷಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ, ಅವರ ತಂದೆ ಮತ್ತು ತಾಯಿಯ ಅಜ್ಜಿಯರು ಫುಟ್ಬಾಲ್ನ ಬಿಚ್ಚಿಡದ ರಹಸ್ಯಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ, ಆದರೆ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೊಸೆಯಂದಿರು ಮತ್ತು ಸೋದರಳಿಯರ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ.
"
"Robin Perry, the nephew of Richie, decides to enlist and fight the war in Iraq.
","ರಿಚೀ ಸೋದರಳಿಯ ರಾಬಿನ್ ಪೆರ್ರಿ, ಇರಾಕಿನಲ್ಲಿ ಯುದ್ಧವನ್ನು ಸೇರಲು ಮತ್ತು ಹೋರಾಡಲು ನಿರ್ಧರಿಸುತ್ತಾನೆ.
"
"Sanjhi Ram claims he found out about the sexual assault only on January 13 when the nephew confessed to him, according to the investigators.
","ಬಾಲಕಿಯ ಮೇಲೆ ಲೈಂಗಿಕ ದೌರ್ಜನ್ಯ ನಡೆದಿರುವ ಬಗ್ಗೆ ತನಗೆ ಜನವರಿ 13ರಂದು ತನ್ನ ಸೋದರಳಿಯ ತಿಳಿಸಿದಾಗಲೇ ಗೊತ್ತಾಗಿತ್ತೆಂದು ಸಂಜಿ ರಾಮ್ ತನಿಖೆಯ ವೇಳೆ ತಿಳಿಸಿದ್ದಾನೆ ಎನ್ನಲಾಗಿದೆ.
"
"Set in Rome in the mid 19th century, Gaetano Donizetti's opera in three acts tells the story of the titular old bachelor who is scheming to prevent his nephew Ernesto from inheriting his fortune.
","19 ನೇ ಶತಮಾನದ ಮಧ್ಯಭಾಗದಲ್ಲಿ ರೋಮ್ನಲ್ಲಿ ಹೊಂದಿಸಿ, ಮೂರು ಕಾರ್ಯಗಳಲ್ಲಿ ಗೈಟಾನೊ ಡೊನಿಝೆಟಿಯ ಒಪೆರಾವು ತನ್ನ ಸೋದರಳಿಯ ಎರ್ನೆಸ್ಟೋನನ್ನು ತನ್ನ ಸಂಪತ್ತನ್ನು ಆನುವಂಶಿಕವಾಗಿ ಪಡೆಯುವುದನ್ನು ತಡೆಗಟ್ಟಲು ಯೋಜಿಸುತ್ತಿದ್ದ ನಾಮಮಾತ್ರದ ಹಳೆಯ ಸ್ನಾತಕೋತ್ತರ ಕಥೆಯನ್ನು ಹೇಳುತ್ತದೆ.
"
"Set in revolutionary Italy in the mid-1800s, the film stars Burt Lancaster as a Sicilian prince who seeks to preserve his family's aristocratic way of life by marrying off his nephew Tancredi (Alain Delon) to the daughter (Claudia Cardinale) of a wealthy, boorish merchant.
","1800 ರ ದಶಕದ ಮಧ್ಯಭಾಗದಲ್ಲಿ ಕ್ರಾಂತಿಕಾರಿ ಇಟಲಿಯಲ್ಲಿ ಸ್ಥಾಪನೆಗೊಂಡ ಈ ಚಿತ್ರ, ಸಿಸಿಲಿಯನ್ ರಾಜನ ಪಾತ್ರವಾಗಿ ಬರ್ಟ್ ಲಂಕಸ್ಟೆರ್ರನ್ನು ತನ್ನ ಕುಟುಂಬದ ಶ್ರೀಮಂತ ಜೀವನ ಶೈಲಿಯನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳಲು ಪ್ರಯತ್ನಿಸುತ್ತಾ, ತನ್ನ ಸೋದರಳಿಯ ಟ್ಯಾನ್ಕ್ರೆಡಿ (ಅಲೈನ್ ಡೆಲೊನ್) ಅನ್ನು ಶ್ರೀಮಂತ ಮಗಳು (ಕ್ಲೌಡಿಯಾ ಕಾರ್ಡಿನಾಲ್) ಬೂರಿಸ್ ವ್ಯಾಪಾರಿ.
"
"Sharad Pawar's nephew
","ಶರದ್ ಪವಾರ್ ಅವರ ಸೋದರ ಮೊಮ್ಮಗ
"
"She died of in October 1842, after a brief agony, comforted by her beloved nephew Branwell.
","ಅಕ್ಟೋಬರ್ ೧೮೪೨ ರಂದು ಕರುಳಿನ ಅಡಚಣೆಯಿಂದ ಅವಳು ಅಸುನೀಗಿದಳು, ಸಂಕ್ಷಿಪ್ತ ಸಂಕಟದ ನಂತರ, ತನ್ನ ಅಚ್ಚುಮೆಚ್ಚಿನ ಸೋದರಳಿಯ ಬ್ರಾನ್ವೆಲ್ ಅವರು ಆರಾಮದಾಯಕರಾಗಿದ್ದರು.
"
"She is an unmarried 42-year-old woman and she also lives with her brother, sister-in-law, niece, and nephews.
","ಅವಳು ಅವಿವಾಹಿತ 42 ವರ್ಷದ ಮಹಿಳೆಯಾಗಿದ್ದು, ಅವಳು ತನ್ನ ಸಹೋದರ, ಸೋದರಿ, ಸೋದರ ಸೊಸೆ ಮತ್ತು ಸೋದರಳಿಯರೊಂದಿಗೆ ವಾಸಿಸುತ್ತಾಳೆ.
"
"She is speaking from experience - over the last decade, Salah, along with her nephew's wife Shama Parveen, have become the unofficially designated family planning and menstrual hygiene advisors for the women of Hasanpur village in Bihar's Madhubani district.
","ಕಳೆದ ಒಂದು ದಶಕದಿಂದ, ಸಲ್ಹಾ, ತನ್ನ ಸೋದರಳಿಯನ ಪತ್ನಿ ಶಮಾ ಪರ್ವೀನ್ ಜೊತೆಗೂಡಿ, ಬಿಹಾರದ ಮಧುಬನಿ ಜಿಲ್ಲೆಯ ಹಸನ್ ಪುರ ಗ್ರಾಮದಲ್ಲಿ ಅನೌಪಚಾರಿಕವಾಗಿ ನಿಯೋಜಿಸಲ್ಪಟ್ಟ ಕುಟುಂಬ ಯೋಜನೆ ಮತ್ತು ಮುಟ್ಟಿನ ನೈರ್ಮಲ್ಯ ಸಲಹೆಗಾರರಾಗಿದ್ದಾರೆ.
"
"She moved to Portland, Oregon, to live with her nephew James DePreist, the music director of the Oregon Symphony.
","ಅವರು ಓರೆಗಾನ್ ನ ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ಗೆ ತೆರಳಿದರು, ಒರೆಗಾನ್ ಸಿಂಫನಿ ಸಂಗೀತ ನಿರ್ದೇಶಕರಾಗಿದ್ದ ಅವರ ಸೋದರಳಿಯ, ಜೇಮ್ಸ್ ಡೆ ಪ್ರೆಸ್ಟ್ ಜೊತೆ ವಾಸಿಸಲು.
"
"She moved to Portland, Oregon, to live with her nephew, James De Preist, who was the music director of the Oregon Symphony.
","ಅವರು ಓರೆಗಾನ್ ನ ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ಗೆ ತೆರಳಿದರು, ಒರೆಗಾನ್ ಸಿಂಫನಿ ಸಂಗೀತ ನಿರ್ದೇಶಕರಾಗಿದ್ದ ಅವರ ಸೋದರಳಿಯ, ಜೇಮ್ಸ್ ಡೆ ಪ್ರೆಸ್ಟ್ ಜೊತೆ ವಾಸಿಸಲು.
"
"She stayed with her husband in England until his armies were destroyed, then she took refuge in Paris, where her nephew, Louis XIV, was king; her son, Charles, soon joined her.
","ತನ್ನ ಸೈನ್ಯವನ್ನು ನಾಶವಾಗುವ ತನಕ ಅವರು ತಮ್ಮ ಗಂಡನೊಂದಿಗೆ ಉಳಿದರು, ನಂತರ ಪ್ಯಾರಿಸ್ನಲ್ಲಿ ಆಕೆಯ ಸೋದರಳಿಯ, ಲೂಯಿಸ್ XIV ರಾಜನಾಗಿದ್ದಳು, ಆಕೆ ಆಶ್ರಯ ಪಡೆದರು; ಅವಳ ಮಗ, ಚಾರ್ಲ್ಸ್, ಶೀಘ್ರದಲ್ಲೇ ಅವಳನ್ನು ಸೇರಿಕೊಂಡಳು.
"
"She then began a legal battle with his heir and nephew, John Windsor, claiming that her property should be willed to her daughters' families.
","ನಂತರ ಆಕೆಯ ಉತ್ತರಾಧಿಕಾರಿಯಾದ ಜಾನ್ ವಿಂಡ್ಸರ್ರೊಂದಿಗೆ ಕಾನೂನುಬದ್ಧ ಯುದ್ಧವನ್ನು ಪ್ರಾರಂಭಿಸಿದಳು, ತನ್ನ ಆಸ್ತಿಯನ್ನು ತನ್ನ ಹೆಣ್ಣುಮಕ್ಕಳ ಕುಟುಂಬಗಳಿಗೆ ಇಚ್ಛಿಸಬೇಕೆಂದು ಹೇಳಿಕೊಂಡಳು.
"
"She wants to be the fourth nephew.
","ನಾಲ್ಕನೆಯ ಮಗು ಗಂಡಾಗಬೇಕು ಅನ್ನುವ ಆಸೆ ಅವನದು.
"
"She was then married to Justinian's nephew or cousin, Germanus, and was made a Patrician Ordinary.
","ಆಕೆಯು ಜಸ್ಟಿನಿಯನ್ ಅವರ ಸೋದರಳಿಯ ಅಥವಾ ಸೋದರಸಂಬಂಧಿಯಾದ ಜರ್ಮನ್ನರನ್ನು ವಿವಾಹವಾದರು ಮತ್ತು ಪ್ಯಾಟ್ರಿಸಿಯನ್ ಆರ್ಡಿನರಿ ಆಗಿ ನೇಮಕಗೊಂಡರು.
"
"Shivappa deposed his nephew to gain the throne of Keladi.
","ಶಿವಪ್ಪ ಅವರು ತಮ್ಮ ಸೋದರಳಿಯನ್ನು ಕೆಲಾಡಿ ಸಿಂಹಾಸನದಿಂದ ಪದಚ್ಯುತಗೊಳಿಸಿ ವಶಪಡಿಸಿಕೊಂಡರು.
"
"Similarly Giovani's uncles, aunts and cousins are largely unknown while his nephews and nieces are yet to be identified at the time of writing this biography.
","ಅದೇ ರೀತಿ ಜಿಯೋವಾನಿಯ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳು ಹೆಚ್ಚಾಗಿ ತಿಳಿದಿಲ್ಲ, ಆದರೆ ಈ ಜೀವನಚರಿತ್ರೆಯನ್ನು ಬರೆಯುವ ಸಮಯದಲ್ಲಿ ಅವರ ಸೋದರಳಿಯರು ಮತ್ತು ಸೊಸೆಯಂದಿರು ಇನ್ನೂ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ.
"
"Similarly, Alphonso's uncles, aunts, cousins, nephew and nieces are largely unknown at the time of writing this bio.
","ಅಂತೆಯೇ, ಅಲ್ಫೊನ್ಸೊ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಸಂಬಂಧಿ, ಸೋದರಳಿಯ ಮತ್ತು ಸೊಸೆಯಂದಿರು ಈ ಬಯೋ ಬರೆಯುವ ಸಮಯದಲ್ಲಿ ಹೆಚ್ಚಾಗಿ ತಿಳಿದಿಲ್ಲ.
"
"Similarly, not much is known about Zouma's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","ಅಂತೆಯೇ, ಜೌಮಾ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಳಿಯ ಮತ್ತು ಸೊಸೆಯಂದಿರ ಬಗ್ಗೆ ಹೆಚ್ಚು ತಿಳಿದಿಲ್ಲ, ಆದರೆ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಇಲ್ಲಿಯವರೆಗೆ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"Similarly, not much is known about his uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","ಅಂತೆಯೇ, ಜೌಮಾ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಳಿಯ ಮತ್ತು ಸೊಸೆಯಂದಿರ ಬಗ್ಗೆ ಹೆಚ್ಚು ತಿಳಿದಿಲ್ಲ, ಆದರೆ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಇಲ್ಲಿಯವರೆಗೆ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life till date.
","ಅಂತೆಯೇ, ರಕ್ಷಕನು ಚಿಕ್ಕಪ್ಪ, ಅತ್ತೆ, ಸೋದರ ಸಂಬಂಧಿ ಸಹೋದರರು ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಹೊಂದಿದ್ದು, ತನ್ನ ಬಾಲ್ಯದ ಕಥೆಯಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ ಮತ್ತು ಇಂದಿನವರೆಗೂ ಅವನ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life to date.
","ಅಂತೆಯೇ, ರಕ್ಷಕನು ಚಿಕ್ಕಪ್ಪ, ಅತ್ತೆ, ಸೋದರ ಸಂಬಂಧಿ ಸಹೋದರರು ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಹೊಂದಿದ್ದು, ತನ್ನ ಬಾಲ್ಯದ ಕಥೆಯಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ ಮತ್ತು ಇಂದಿನವರೆಗೂ ಅವನ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","ಅಂತೆಯೇ, ಕ್ಯಾನ್ಸಲೋ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಳಿಯ ಮತ್ತು ಸೊಸೆಯಂದಿರ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ, ಆದರೆ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಇಲ್ಲಿಯವರೆಗೆ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews, and nieces while his cousins have not been identified in notable events of his early life to date.
","ಅಂತೆಯೇ, ಕ್ಯಾನ್ಸಲೋ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಳಿಯ ಮತ್ತು ಸೊಸೆಯಂದಿರ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ, ಆದರೆ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಇಲ್ಲಿಯವರೆಗೆ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"Similarly, there are no records of Eze's aunts, uncles and cousins while his nephews and nieces are yet unknown.
","ಅದೇ ರೀತಿ, ಈಜ್ ಅವರ ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ, ಆದರೆ ಅವರ ಸೋದರಳಿಯರು ಮತ್ತು ಸೊಸೆಯಂದಿರು ಇನ್ನೂ ತಿಳಿದಿಲ್ಲ.
"
"Similarly, there are no records of Greenwood's aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","ಅಂತೆಯೇ, ಗ್ರೀನ್ವುಡ್ನ ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ, ಸೊಸೆಯಂದಿರು ಮತ್ತು ಸೋದರಳಿಯರ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ ಆದರೆ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಇಲ್ಲಿಯವರೆಗೆ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","ಅದೇ ರೀತಿ, ಟೈಲಿಯನ್ನರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮರು, ಸೋದರ ಸೊಸೆಯರು ಮತ್ತು ಸೋದರಳಿಯರ ಯಾವುದೇ ದಾಖಲೆಗಳು ಇರುವುದಿಲ್ಲವಾದರೂ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳು ಇಲ್ಲಿಯವರೆಗೆ ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life to date.
","ಅದೇ ರೀತಿ, ಟೈಲಿಯನ್ನರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮರು, ಸೋದರ ಸೊಸೆಯರು ಮತ್ತು ಸೋದರಳಿಯರ ಯಾವುದೇ ದಾಖಲೆಗಳು ಇರುವುದಿಲ್ಲವಾದರೂ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳು ಇಲ್ಲಿಯವರೆಗೆ ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","ಅದೇ ರೀತಿ, ಟೈಲಿಯನ್ನರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮರು, ಸೋದರ ಸೊಸೆಯರು ಮತ್ತು ಸೋದರಳಿಯರ ಯಾವುದೇ ದಾಖಲೆಗಳು ಇರುವುದಿಲ್ಲವಾದರೂ ಅವರ ಸೋದರಸಂಬಂಧಿಗಳು ಇಲ್ಲಿಯವರೆಗೆ ಅವರ ಆರಂಭಿಕ ಜೀವನದ ಗಮನಾರ್ಹ ಘಟನೆಗಳಲ್ಲಿ ಗುರುತಿಸಲ್ಪಟ್ಟಿಲ್ಲ.
"
"Similarly, there are no records of his uncle, aunts and cousins while his nephews and nieces are yet unknown.
","ಅದೇ ರೀತಿ, ಈಜ್ ಅವರ ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ, ಆದರೆ ಅವರ ಸೋದರಳಿಯರು ಮತ್ತು ಸೊಸೆಯಂದಿರು ಇನ್ನೂ ತಿಳಿದಿಲ್ಲ.
"
"Since he had never married, Henry Philip Hope left his estate to his three nephews when he died in 1839.
","ಅವರು ಎಂದಿಗೂ ಮದುವೆಯಾಗದೆ ಇರುವುದರಿಂದ, ಹೆನ್ರಿ ಫಿಲಿಪ್ ಹೋಪ್ ಅವರು 1839 ರಲ್ಲಿ ನಿಧನರಾದಾಗ ತಮ್ಮ ಎಸ್ಟೇಟ್ಗೆ ತಮ್ಮ ಎಸ್ಟೇಟ್ ಬಿಟ್ಟು ಹೋದರು.
"
"Six court officials formed a plan to restore Danjong to power in 1456; Sejo discovered the scheme, executed the officials, and ordered his 16-year-old nephew burned to death so that he could not serve as a figurehead for future challenges to Sejo's title.
","1456 ರಲ್ಲಿ ಡ್ಯಾನ್ಜಾಗನ್ನು ಪುನಃಸ್ಥಾಪಿಸಲು ಆರು ನ್ಯಾಯಾಲಯ ಅಧಿಕಾರಿಗಳು ಯೋಜನೆಯನ್ನು ರೂಪಿಸಿದರು; ಸೆಜೊ ಯೋಜನೆಯು ಕಂಡುಹಿಡಿದನು, ಅಧಿಕಾರಿಗಳನ್ನು ಕಾರ್ಯಗತಗೊಳಿಸಿದನು, ಮತ್ತು ಅವನ 16 ವರ್ಷದ ಸೋದರಳಿಯನು ಸಾವನ್ನಪ್ಪುವಂತೆ ಆದೇಶಿಸಿದನು, ಆದ್ದರಿಂದ ಅವನು ಸೆಜೊನ ಶೀರ್ಷಿಕೆಗೆ ಭವಿಷ್ಯದ ಸವಾಲುಗಳಿಗೆ ನಾಮಾಂಕಿತನಾಗಲಿಲ್ಲ.
"
"Snead's nephew, J.C. Snead, finished tied for seventh in the 1979 Westchester Classic.
","ಸ್ನೀಡ್ ಅವರ ಸೋದರಳಿಯ ಜೆ. ಸಿ. ಸ್ನೀಡ್ ಅವರು 1979 ವೆಸ್ಟ್ಚೆಸ್ಟರ್ ಕ್ಲಾಸಿಕ್ನಲ್ಲಿ ಏಳನೇ ಸ್ಥಾನದಲ್ಲಿದ್ದರು.
"
"Sophie's nephew published some of her works after her death.
","ತೋರು ಅವರ ಸೋದರಿಯಾಗಿದ್ದ ಸೋಫಿಯಾ ಅವನ ಸಾವಿನ ನಂತರ ಪ್ರಕಟವಾದ ಕೆಲವು ಕೃತಿಗಳನ್ನು ಹೊಂದಲು ವ್ಯವಸ್ಥೆಮಾಡಿದರು.
"
"Speaking to reporters in Karad town of Satara district, NCP chief Sharad Pawar reiterated that the decision of aligning with the BJP was that of his nephew Ajit Pawar and not of the NCP.
","ಸತಾರ ಜಿಲ್ಲೆಯ ಕರಾದ್ ಪಟ್ಟದಲ್ಲಿ ಸುದ್ದಿಗಾರರೊಂದಿಗೆ ಮಾತನಾಡಿದ ಅವರು, ಬಿಜೆಪಿ ಜತೆಗೆ ಮೈತ್ರಿ ಮಾಡಿಕೊಂಡ ನಿರ್ಧಾರವು ಅಜಿತ್ ಪವಾರ್ ಅವರ ವೈಯಕ್ತಿಕವಾದುದ್ದೇ ಹೊರತು ಎನ್ಸಿಪಿಯದ್ದಲ್ಲ ಎಂದು ಪುನರುಚ್ಚರಿಸಿದರು.
"
"Special CBI Judge K M Dave also imposed a fine of Rs 15 lakh each on Bogha Solanki and his nephew, also an accused in the case.
","ಪ್ರಕರಣದ ವಿಚಾರಣೆ ನಡೆಸಿದ ಸಿಬಿಐ ವಿಶೇಷ ನ್ಯಾಯಾಧೀಶ ಕೆ. ಎಂ. ದವೆ, ಸೋಳಂಕಿ ಹಾಗೂ ಅವರ ಸೋದರ ಶಿವ ಸೋಳಂಕಿ ಸೇರಿ ಎಲ್ಲ ಅಪರಾಧಿಗಳಿಗೂ ಜೀವಾವಧಿ ಶಿಕ್ಷೆಯ ಜತೆಗೆ ತಲಾ 15 ಲಕ್ಷ ರೂ.
"
"Special CBI Judge KM Dave also imposed a fine of Rs 15 lakh each on Solanki and his nephew, also an accused in the case.
","ಪ್ರಕರಣದ ವಿಚಾರಣೆ ನಡೆಸಿದ ಸಿಬಿಐ ವಿಶೇಷ ನ್ಯಾಯಾಧೀಶ ಕೆ. ಎಂ. ದವೆ, ಸೋಳಂಕಿ ಹಾಗೂ ಅವರ ಸೋದರ ಶಿವ ಸೋಳಂಕಿ ಸೇರಿ ಎಲ್ಲ ಅಪರಾಧಿಗಳಿಗೂ ಜೀವಾವಧಿ ಶಿಕ್ಷೆಯ ಜತೆಗೆ ತಲಾ 15 ಲಕ್ಷ ರೂ.
"
"Still working as an actress, or as a wool-spinner, she came to the attention of Justinian, nephew and heir of the emperor Justin.
","ಇನ್ನೂ ನಟಿಯಾಗಿ ಅಥವಾ ಉಣ್ಣೆ-ಸ್ಪಿನ್ನರ್ ಆಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾಗ, ಅವರು ಚಕ್ರವರ್ತಿ ಜಸ್ಟಿನ್ನ ಜಸ್ಟಿನಿಯನ್, ಸೋದರಳಿಯ ಮತ್ತು ಉತ್ತರಾಧಿಕಾರಿಯ ಗಮನಕ್ಕೆ ಬಂದರು.
"
"The 54-year-old actress went to her nephew's wedding in Dubai, where she died from Cardiac Arrest.
","54 ವರ್ಷ ವಯಸ್ಸಿನ ನಟಿ ದುಬೈನಲ್ಲಿ ತನ್ನ ಸೋದರಳಿಯ ವಿವಾಹಕ್ಕೆ ತೆರಳಿದ್ದರು, ಅಲ್ಲಿ ಅವರು ಕಾರ್ಡಿಯಾಕ್ ಅಟ್ಯಾಕ್ ನಿಂದಾಗಿ ಮೃತಪಟ್ಟರು.
"
"The Borgias are the most infamous family of Renaissance Italy, and their history normally hinges around four key individuals: Pope Calixtus III, his nephew Pope Alexander IV, his son Cesare and daughter Lucrezia.
","ಬೊರ್ಗಿಯಾಸ್ ನವೋದಯ ಇಟಲಿಯ ಅತ್ಯಂತ ಕುಖ್ಯಾತ ಕುಟುಂಬವಾಗಿದೆ, ಮತ್ತು ಅವರ ಇತಿಹಾಸ ಸಾಮಾನ್ಯವಾಗಿ ನಾಲ್ಕು ಪ್ರಮುಖ ವ್ಯಕ್ತಿಗಳ ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿದೆಃ ಪೋಪ್ ಕ್ಯಾಲಿಕ್ಸ್ಟಸ್ III, ಅವನ ಸೋದರಳಿಯ ಪೋಪ್ ಅಲೆಕ್ಸಾಂಡರ್ IV, ಅವನ ಮಗ ಸಿಸೇರ್ ಮತ್ತು ಮಗಳು ಲುಕ್ರಿಜಿಯ .
"
