eng_Latn,kan_Knda
"My uncle was assassinated.
","ನನ್ನ ಅಂಕಲ್ವನ್ನು ಕೊಲೆ ಮಾಡಲಾಗಿದೆ.
"
"My uncle was killed.
","ನನ್ನ ಅಂಕಲ್ವನ್ನು ಕೊಲೆ ಮಾಡಲಾಗಿದೆ.
"
"My uncle was murdered.
","ನನ್ನ ಅಂಕಲ್ವನ್ನು ಕೊಲೆ ಮಾಡಲಾಗಿದೆ.
"
"My uncle was not out.
","ನನ್ನಜ್ಜಿ ಹೊರಬಿಟ್ಟೇ ಇಲ್ಲ.
"
"My uncle was sitting.
","ಕುಳಿತಿದ್ದ ನನ್ನ ಅಬ್ಬ.
"
"My uncle worked in the forest department.
","ಅಪ್ಪ ಅರಣ್ಯ ಇಲಾಖೆಯಲ್ಲಿ ಕೆಲಸಕ್ಕಿದ್ದರು.
"
"My uncles are doctors.
","ನನ್ನ ಪೋಷಕರು ವೈದ್ಯರು.
"
"New Delhi: Danish Kaneria was the second Hindu player on the Pakistan cricket team after his maternal uncle Anil Dalpat, who took 261 wickets in 61 Tests at an average of 34.79.
","ಅನಿಲ್ ದಳಪತ್ ಅವರ ಬಳಿಕ ಪಾಕಿಸ್ತಾನ ತಂಡವನ್ನು ಪ್ರತಿನಿಧಿಸಿದ ಎರಡನೇ ಹಿಂದೂ ಆಟಗಾರ ಎಂಬ ಕೀರ್ತಿ ಪಡೆದಿರುವ ದಾನಿಶ್ ಕನೇರಿಯಾ, ಪಾಕ್ ಪರ 61 ಟೆಸ್ಟ್ ಪಂದ್ಯಗಳನ್ನು ಆಡಿದ್ದು 34.79ರ ಸರಾಸರಿಯಲ್ಲಿ 261 ವಿಕೆಟ್ಗಳನ್ನು ಉರುಳಿಸಿದ್ದಾರೆ.
"
"Nirav Modi and his uncle Mehul Choksi are under probe by both the Central Bureau of Investigation (CBI) and Enforcement Directorate (ED).
","ನೀರವ್ ಮೋದಿ ಮತ್ತು ಆತನ ಸಹಚರ ಸಂಬಂಧಿಕ ಮೆಹುಲ್ ಚೊಕ್ಸಿ ವಿರುದ್ಧ ಜಾರಿ ನಿರ್ದೇಶನಾಲಯ ಮತ್ತು ಸಿಬಿಐ ತನಿಖೆ ನಡೆಸುತ್ತಿದೆ.
"
"Once Garrow dies, Eragon is left with no reason to stay in Carvahall, so he goes after the Ra'zac, seeking vengeance for the destruction of his home and his uncle's death.
","ಗ್ಯಾರೊ ಸತ್ತ ನಂತರ ಎರಹಾನ್ಗೆ ಕರ್ವಾಹಾಲ್ನಲ್ಲಿ ಉಳಿಯಲು ಯಾವುದೇ ಕಾರಣವಿರಲಿಲ್ಲ,ಅವನು ರಜಾಕ್ ಹೋದ ನಂತರ ಹೋದನು ಅವನ ಸರ್ವನಾಶವಾದ ಮನೆ ಮತ್ತು ಅಂಕಲ್ ಸಾವಿನ ಪ್ರತೀಕಾರಕ್ಕಾಗಿ ಹುಡುಕಿದ.
"
"Our children referred to him as uncle.
","ನಮ್ಮ ಮಕ್ಕಳು ಆತನನ್ನು ಅಂಕಲ್ ಎಂದು ಕರೆಯುತ್ತಿದ್ದರು.
"
"Pip also covers him as his uncle in order that no one recognizes him as a convict sent to Australia years before.
","ಈತನನ್ನು ಕೆಲವು ವರ್ಷಗಳ ಹಿಂದೆ ಆಸ್ಟ್ರೇಲಿಯಾಕ್ಕೆ ಕಳುಹಿಸಲಾದ ಕೈದಿಯೆಂಬುದನ್ನು ಯಾರೂ ಗುರುತಿಸಬಾರದೆಂದು ಪಿಪ್ ತನ್ನ ಅಂಕಲ್ ಎಂದೂ ಪರಿಚಯಿಸುತ್ತಾನೆ.
"
"Preliminary investigation has revealed that she left the hostel on February 27 after informing the warden that she would be visiting her uncle's place and shall return after two days.
","ಪ್ರಾಥಮಿಕ ತನಿಖೆಯ ಪ್ರಕಾರ ಅಂಕಲ್ ಮನೆಗೆ ಹೋಗಿ ಎರಡು ದಿನಗಳ ಬಳಿಕ ಹಿಂದಿರುಗುತ್ತೇನೆಂದು ವಾರ್ಡನ್ ಗೆ ಹೇಳಿ ಫೆಬ್ರವರಿ 27ರಂದು ಯುವತಿ ಹಾಸ್ಟೆಲ್ ನಿಂದ ಹೊರಟ್ಟಿದ್ದಾಳೆ.
"
"Punjab National Bank, India's second-largest state-run bank, in 2018 said that two jewellery groups headed by Modi and his uncle Mehul Choksi had defrauded it of about $2.2 billion by raising credit from other Indian...
","ದೇಶದ ಎರಡನೇ ಅತಿದೊಡ್ಡ ಸರ್ಕಾರಿ ಸ್ವಾಮ್ಯದ ಬ್ಯಾಂಕ್ ಆಗಿರುವ ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್, 2018ರ ಆರಂಭದಲ್ಲಿ ಹೇಳಿಕೆ ನೀಡಿ, ಮೋದಿ ಹಾಗೂ ಮೆಹುಲ್ ಚೋಕ್ಸಿ ನೇತೃತ್ವದ ಎರಡು ಆಭರಣ ಸಂಸ್ಥೆಗಳು, ನಕಲಿ ಗ್ಯಾರೆಂಟಿಗಳನ್ನು ಬಳಸಿ 220 ಕೋಟಿ ಡಾಲರ್ ಸಾಲ ಪಡೆದು ವಂಚಿಸಿದ್ದಾರೆ ಎಂದು ಹೇಳಿತ್ತು.
"
"Recently, my uncle died unexpectedly.
","ಇತ್ತೀಚೆಗೆ ನನ್ನ ಅಕ್ಕನ ಗಂಡ ಅನಿರೀಕ್ಷಿತವಾಗಿ ನಿಧನ ಹೊಂದಿದರು.
"
"Rutherford B. Hayes was raised by his mother, Sophia Birchard Hayes and his uncle Sardis Birchard.
","ರುದರ್ಫೋರ್ಡ್ ಬಿ. ಹೇಯ್ಸ್ ತಾಯಿ, ಸೋಫಿಯಾ ಬಿರ್ಚಾರ್ಡ್ ಹೇಯ್ಸ್, ತನ್ನ ಮಗ ಮತ್ತು ಅವರ ಸಹೋದರಿ ಫ್ಯಾನ್ನಿಯನ್ನು ಅವಳ ಮೇಲೆ ಬೆಳೆದ.
"
"Sato, Abe's great uncle, was prime minister from 1964 to 1972.
","ಇದಕ್ಕೆ ಮೊದಲು ಅಬೆಯವರ ಅಜ್ಜ ಐಸಾಕೊ ಸಾಟೋರವರು 1964 ರಿಂದ 1972 ರವರೆಗೆ ದೀರ್ಘಕಾಲದ ಪ್ರಧಾನಿಯಾಗಿ ದಾಖಲೆ ಹೊಂದಿದ್ದರು.
"
"She was reported to police as missing by her uncle on July 6.
","ಆ. 6 ರಂದು ಮನೆಗೆ ಬಾರದೇ ಆಕೆ ಕಾಣೆಯಾಗಿದ ಕುರಿತು ಪೊಲೀಸ್ ಠಾಣೆಗೆ ಮಾಹಿತಿ ನೀಡಿದ್ದಾರೆ.
"
"Sheldon started his business career at the age of 12, when he borrowed two hundred dollars from his uncle and purchased a license to sell newspapers in Boston.
","12ನೇ ವಯಸ್ಸಿನಲ್ಲಿ ತನ್ನ ಅಂಕಲ್ ಬಳಿ 200 ಡಾಲರ್ ಸಾಲ ಪಡೆದು ಒಂದು ನ್ಯೂಸ್ ಪೇಪರ್ ಸ್ಟಾಲ್ ಅನ್ನು ಶೆಲ್ಡನ್ ಆರಂಭಿಸಿದ್ದರು.
"
"Sigmund Freud (1856-1939) was his uncle.
","ಸಿಗ್ಮಂಡ್ ಫ್ರಾಯ್ಡ್ (1856-1939) ವಿವಾದಾಸ್ಪದ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರು.
"
"Sri Krishna had previously killed Kansa (an oppressive king who ruled the city, and his maternal uncle) and made Ugrasen (Kansa's father and his maternal grandfather) the king of Mathura.
","ಶ್ರೀ ಕೃಷ್ಣನು ಈ ಹಿಂದೆ ಕಂಸನನ್ನು ಕೊಂದಿದ್ದನು (ಈತನು ಒಬ್ಬ ಆಕ್ರಮಣಕಾರಿ ರಾಜನಾಗಿದ್ದ, ಹಾಗೂ ಆತನ ತಾಯಿಯ ಕಡೆಯ ಸಂಬಂಧಿ) ಹಾಗೂಉಗ್ರಸೇನನನ್ನು ಮಥುರಾದ ರಾಜನನ್ನಾಗಿ ಮಾಡಿದ್ದನು (ಕಂಸನ ತಂದೆ ಹಾಗೂ ಆತನ ಅಜ್ಜ).
"
"Sukhdip Singh, his brother Gurdeep Singh and uncle Mukhtiar Singh were targeted by the group.
","ಸುಖ್ ದೀಪ್ ಸಿಂಗ್, ಗುರುದೀಪ್ ಸಿಂಗ್ ಮತ್ತು ಇವರ ಅಂಕಲ್ ಮುಕ್ತೇರ್ ಸಿಂಗ್ ಹಲ್ಲೆಗೊಳಗಾದ ಭಾರತೀಯರು.
"
"The Belgian Rooms themselves were decorated in their present style and named after King Leopold I of Belgium, uncle of Queen Victoria and Prince Albert.
","ಬೆಲ್ಜಿಯನ್ ಕೊಠಡಿಗಳನ್ನು ಅವುಗಳ ಈಗಿರುವ ಶೈಲಿಯಲ್ಲೇ ಅಲಂಕರಿಸಲಾಗಿತ್ತು ಮತ್ತು ಅವುಗಳಿಗೆ ರಾಜ ಆಲ್ಬರ್ಟ್ರ ಅಂಕಲ್ ಮತ್ತು ಬೆಲ್ಜಿಯನ್ನರ ಮೊದಲ ರಾಜ ಲಿಯೊಪೋಲ್ಡ್ Iರ ಹೆಸರನ್ನು ಇಡಲಾಗಿತ್ತು.
"
"The Belgian Rooms themselves were decorated in their present style and named after Prince Albert's uncle Léopold I, first King of the Belgians.
","[೪೭] ಬೆಲ್ಜಿಯನ್ ಕೊಠಡಿಗಳನ್ನು ಅವುಗಳ ಈಗಿರುವ ಶೈಲಿಯಲ್ಲೇ ಅಲಂಕರಿಸಲಾಗಿತ್ತು ಮತ್ತು ಅವುಗಳಿಗೆ ರಾಜ ಆಲ್ಬರ್ಟ್ರ ಅಂಕಲ್ ಮತ್ತು ಬೆಲ್ಜಿಯನ್ನರ ಮೊದಲ ರಾಜ ಲಿಯೊಪೋಲ್ಡ್ Iರ ಹೆಸರನ್ನು ಇಡಲಾಗಿತ್ತು.
"
"The Belgian rooms themselves were decorated in their present style and named after Prince Albert's uncle Léopold I, first King of the Belgians.
","[೪೭] ಬೆಲ್ಜಿಯನ್ ಕೊಠಡಿಗಳನ್ನು ಅವುಗಳ ಈಗಿರುವ ಶೈಲಿಯಲ್ಲೇ ಅಲಂಕರಿಸಲಾಗಿತ್ತು ಮತ್ತು ಅವುಗಳಿಗೆ ರಾಜ ಆಲ್ಬರ್ಟ್ರ ಅಂಕಲ್ ಮತ್ತು ಬೆಲ್ಜಿಯನ್ನರ ಮೊದಲ ರಾಜ ಲಿಯೊಪೋಲ್ಡ್ Iರ ಹೆಸರನ್ನು ಇಡಲಾಗಿತ್ತು.
"
"The Belgian rooms themselves, were decorated in their present style, and named after, Prince Albert's uncle Léopold I, first King of the Belgians.
","ಬೆಲ್ಜಿಯನ್ ಕೊಠಡಿಗಳನ್ನು ಅವುಗಳ ಈಗಿರುವ ಶೈಲಿಯಲ್ಲೇ ಅಲಂಕರಿಸಲಾಗಿತ್ತು ಮತ್ತು ಅವುಗಳಿಗೆ ರಾಜ ಆಲ್ಬರ್ಟ್ರ ಅಂಕಲ್ ಮತ್ತು ಬೆಲ್ಜಿಯನ್ನರ ಮೊದಲ ರಾಜ ಲಿಯೊಪೋಲ್ಡ್ Iರ ಹೆಸರನ್ನು ಇಡಲಾಗಿತ್ತು.
"
"The Delhi Police has arrested the girl and her uncle.
","ಗಳನ್ನು ವಂಚಿಸಿದ್ದ ತಂದೆ ಮತ್ತು ಮಗನನ್ನು ದೆಹಲಿ ಪೊಲೀಸರು ಬಂಧಿಸಿದ್ದಾರೆ.
"
"The actor is Sonam Kapoor's uncle.
","ನಟಿ ಸೋನಂ ಕಪೂರ್ ಅವರ ಸಹೋದರ.
"
"The boy picked up the toy and showed it to his uncle.
","ಹುಡುಗ ಕೂತುಹಲದಿಂದ ಅದನ್ನು ಒಯ್ದು ಅಪ್ಪನಿಗೆ ತೋರಿಸಿದ.
"
"The diamond merchant, who hails from Dudhala village in Amreli district in Saurashtra region, established and nurtured his business using a loan from his uncle.
","ಸೌರಾಷ್ಟ್ರದ ಪ್ರದೇಶದ ಅಮ್ರೆಲಿ ಜಿಲ್ಲೆಯ ದೂಧಲಾ ಹಳ್ಳಿಯಿಂದ ಬಂದ ವಜ್ರದ ವ್ಯಾಪಾರಿ, ತನ್ನ ಸಂಬಂಧಿಯೊಬ್ಬರಿಂದ ಎರವಲು ಬಳಸಿಕೊಂಡು ತನ್ನ ವ್ಯವಹಾರವನ್ನು ಸ್ಥಾಪಿಸಿ ಉನ್ನತ ಮಟ್ಟಕ್ಕೆ ಬೆಳೆಸಿದ್ದಾರೆ.
"
"The great sitar player Ustad Vilayat Khan was his uncle.
","ಬಹುಖ್ಯಾತಿ ಪಡೆದ ಸಿತಾರ್ವಾದಕ ಉಸ್ತಾದ್ ವಿಲಾಯತ್ ಖಾನ್ಗೆ ಅಜ್ಜನಾಗಿದ್ದರು.
"
"The hit lists had been issued in October-November and one of my uncles, who was a doctor, was on it.
","ಅಕ್ಟೋಬರ್-ನವಂಬರ್ ಸಮಯ ದಲ್ಲಿ ಹಿಟ್ ಲಿಸ್ಟ್ ಸಿದ್ಧಪಡಿಸಲಾಗಿತ್ತು ಮತ್ತು ವೈದ್ಯರಾಗಿದ್ದ ನನ್ನ ಅಂಕಲ್ ಒಬ್ಬರು ಅದರಲ್ಲಿದ್ದರು.
"
"The house of my uncle is very big.
","ಅಣ್ಣನ ಮನೆ ದೊಡ್ಡದು.
"
"The last time I saw my uncle was the day my mom died.
","ನಾನು ಅವರನ್ನು ಕೊನೆಯದಾಗಿ ಭೇಟಿ ಮಾಡಿದ್ದು ನನ್ನ ಅಮ್ಮ ತೀರಿಹೋದ ದಿನ.
"
"The story begins when Jane is an orphan at just ten years old, living with her cousins the Reed Family at the request of her deceased uncle.
","ಜೇನ್ ಕೇವಲ ಹತ್ತು ವರ್ಷ ವಯಸ್ಸಿನಲ್ಲಿ ಅನಾಥರಾಗಿದ್ದಾಗ ಕಥೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ, ಅವಳ ಸೋದರ ಸಂಬಂಧಿ ರೀಡ್ ಕುಟುಂಬದೊಂದಿಗೆ ಅವರ ಮೃತ ಪುತ್ರನ ಕೋರಿಕೆಯ ಮೇರೆಗೆ ವಾಸಿಸುತ್ತಿದ್ದಾರೆ.
"
"The uncle looked at her.
","ಮೊಮ್ಮಗ ಅವಳತ್ತಲೇ ನೋಡುತ್ತಿದ್ದ.
"
"The woman was on her way to meet her uncle Mahesh Singh, who is lodged in Rae Bareli jail.
","ಆ ಮಹಿಳೆಯು ತನ್ನ ಸಂಬಂಧಿ, ರಾಯ್ ಬರೇಲಿ ಜೈಲಿನಲ್ಲಿ ಇರುವ ಮಹೇಶ್ ಸಿಂಗ್ ರನ್ನು ನೋಡಲು ತೆರಳುತ್ತಿದ್ದರು.
"
"Therefore they are my uncles.
","ಹೀಗಾಗಿ ಅವುಗಳು ನನ್ನ ಗುಲಾಮರಾಗಿವೆ.
"
"This proved successful and his received a lieutenant's commission in his uncle's regiment, the 1st US Dragoons.
","ಇದು ಯಶಸ್ವಿಯಾಗಿ ಸಾಬೀತಾಯಿತು ಮತ್ತು ಅವನ ಅಜ್ಜಿಯ ರೆಜಿಮೆಂಟ್ನಲ್ಲಿ 1 ನೇ ಯುಎಸ್ ಡ್ರಾಗೋನ್ಸ್ನಲ್ಲಿ ಲೆಫ್ಟಿನೆಂಟ್ ಕಮಿಷನ್ ಪಡೆದರು.
"
"This year in February, my uncle's family came to Kolkata to attend some marriage functions.
","ಫೆಬ್ರವರಿಯಲ್ಲಿ ಈ ವರ್ಷ ನನ್ನ ಅಂಕಲ್ ಕುಟುಂಬವು ಕೆಲವು ಮದುವೆ ಕಾರ್ಯಗಳಿಗೆ ಹಾಜರಾಗಲು ಕೋಲ್ಕತಾಕ್ಕೆ ಬಂದಿತು.
"
"Three years ago we lost my uncle and grandparents.
","ನಾವು ಮೂವರು ಅಣ್ಣಾ-ತಂಗಿಯರು, ನಮ್ಮ ತಂದೆ-ತಾಯಿಯನ್ನು ಬಹಳ ಹಿಂದೆಯೇ ಕಳೆದುಕೊಂಡವರು.
"
"Well, maybe it's her uncle.
","ಬಹುಶಃ ತನ್ನ ಅಕ್ಕನಿಗೆ ಇರಬಹುದು.
"
"What do you say uncle?
","ಏನ್ ಹೇಳ್ತೀರಿ ಅಂಕಲ್?
"
"When asked once why he stopped writing, Rulfo told an interviewer that most of his stories came from a favorite uncle.
","ಯಾಕೆ ಬರೆಯುವುದನ್ನು ನಿಲ್ಲಿಸಿದೆ ಎಂದು ಒಮ್ಮೆ ಸಂದರ್ಶಕನೊಬ್ಬ ಕೇಳಿದ ಪ್ರಶ್ನೆಗೆ ರುಲ್ಫೋ ಹೇಳುತ್ತಾನೆ, ತಾನು ಬರೆದ ಹೆಚ್ಚಿನೆಲ್ಲಾ ಕತೆಗಳನ್ನು ತಾನು ತನ್ನೊಬ್ಬ ಅಚ್ಚುಮೆಚ್ಚಿನ ಅಂಕಲ್ ಬಾಯಲ್ಲಿ ಕೇಳಿದ್ದು.
"
"While its not widely remembered today, stowe published a closely related book, the key to uncle toms cabin, in 1853, a year after the novels publication, to showcase some of the factual background behind her fictional narrative.
","ಇದು ಇಂದು ವ್ಯಾಪಕವಾಗಿ ನೆನಪಿಸಲ್ಪಟ್ಟಿಲ್ಲವಾದರೂ, ಸ್ಟೊವ್ 1853 ರಲ್ಲಿ ದಿ ಕೀಯ ಟು ಅಂಕಲ್ ಟಾಮ್ಸ್ ಕ್ಯಾಬಿನ್ ಎಂಬ ಕಾದಂಬರಿಯ ಪ್ರಕಟಣೆಯಾದ ಒಂದು ವರ್ಷದ ನಂತರ, ತನ್ನ ಕಾಲ್ಪನಿಕ ನಿರೂಪಣೆಯ ಹಿಂದಿನ ಕೆಲವು ವಾಸ್ತವಿಕ ಹಿನ್ನೆಲೆಗಳನ್ನು ಪ್ರದರ್ಶಿಸಲು ನಿಕಟವಾದ ಪುಸ್ತಕವನ್ನು ಪ್ರಕಟಿಸಿದರು.
"
"Who's the uncle?
","ಯಾರು ಆ ಅಂಕಲ್?
"
"Who's uncle sam?
","ಯಾರು ಅಂಕಲ್ ಸ್ಯಾಮ್ ಆಗಿದೆ?
"
"my uncle was killed.
","ನನ್ನ ಅಂಕಲ್ವನ್ನು ಕೊಲೆ ಮಾಡಲಾಗಿದೆ.
"
"the little boy's uncle
","aunty ಸಣ್ಣ ಹುಡುಗ
"
"uncle's sister
","aunty ಅಣ್ಣನ ಹೆಂಡತಿ
"
"who's the uncle?
","ಯಾರು ಆ ಅಂಕಲ್?
"
"The central probe agency has filed two money laundering FIRs against Nirav Modi and his uncle and Gitanjali Gems promoter Mehul Choksi to probe the alleged over Rs 1,200 crore fraud in the Punjab National Bank (PNB).
","ಪಂಜಾಬ್ ನ್ಯಾಶನಲ್ ಬ್ಯಾಂಕ್‌ಗೆ 1,200 ಕೋ. ರೂ. ವಂಚಿಸಿದ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿ ನೀರವ್ ಮೋದಿ ಹಾಗೂ ಗೀತಾಂಜಲಿ ಜೆಮ್ಸ್ ಪ್ರವರ್ತಕ ಮೆಹುಲ್ ಚೋಕ್ಸಿ ವಿರುದ್ಧ ಸಿಬಿಐ ಹಣ ವಂಚನೆಗೆ ಸಂಬಂಧಿಸಿದ ಎರಡು ಎಫ್‌ಐಆರ್‌ಗಳನ್ನು ದಾಖಲಿಸಿದೆ.
"
"Rhea's cousins Arjun Kapoor, Anshula Kapoor, Khushi Kapoor, Shanaya Kapoor, uncles Sanjay Kapoor and Boney Kapoor, aunt Maheep Kapoor were all part of the wedding.
","ಜಾಹ್ನವಿ ಕಪೂರ್ ಸಹೋದರಿ ಖುಷಿ ಕಪೂರ್, ಸೋನಂ ಕಪೂರ್, ಬೋನಿ ಕಪೂರ್ ಮೊದಲ ಪತ್ನಿಯ ಮಗಳು ಅನ್ಷುಲಾ ಕಪೂರ್, ಶನಾಯಾ ಕಪೂರ್, ಜಹಾನ ಕಪೂರ್, ರಿಯಾ ಕಪೂರ್ ಎಲ್ಲರೂ ಸೇರಿ ಜನುಮದಿನ ಕೊಂಡಾಡಿದ್ದಾರೆ.
"
"Appu is my uncle’s son.
","ಉಪ್ಪಿ ಅವರ ಅಣ್ಣನ ಮಗ.
"
"In the image, we can see Hrithik, his former wife Sussanne Khan, sons Hridhaan and Hrehaan, his mother Pinkie Roshan, sister Sunaina Roshan, and uncle Rajesh Roshan among others, posing with Rakesh Roshan.
","ಫೋಟೋಗಳಲ್ಲಿ ಹೃತಿಕ್ ಪೋಷಕರಾದ ರಾಕೇಶ್ ರೋಷನ್ ಮತ್ತು ಪಿಂಕಿ ರೋಶನ್, ಸಹೋದರಿ ಸುನೈನಾ ರೋಶನ್, ಮಾಜಿ ಪತ್ನಿ ಸುಸ್ಸೇನ್ ಖಾನ್ ಮತ್ತು ಪುತ್ರರಾದ ಹ್ರೆಹಾನ್ ರೋಶನ್ ಮತ್ತು ಹೃದಯಾನ್ ರೋಶನ್ ಇದ್ದಾರೆ.
"
"The police have took into custody three people including the parents of the girl and her maternal uncle, and questioned them.
","ಭದ್ರತಾ ಸಿಬ್ಬಂದಿಯು ತಾಯಿ-ಮಗ ಸೇರಿದಂತೆ ಮೂವರನ್ನು ವಶಕ್ಕೆ ಪಡೆದಿದ್ದು, ತನಿಖೆಗೆ ಒಳಪಡಿಸಿದ್ದಾರೆ.
"
"A family member is defined as a mother, father, sister, brother, son, daughter, grandmother, grandfather, aunt, uncle and first cousin.
","ಕುಟುಂಬ ಸದಸ್ಯರು ಅಂದರೆ ಅಜ್ಜಿ, ತಾತ, ತಂದೆ, ತಾಯಿ, ಸಂಗಾತಿ, ಸಹೋದರ, ಸಹೋದರಿ, ಮಗ, ಮಗಳು ಇವರುಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
"
"Are they our fathers, brothers or uncles?
","ತಂದೆ, ಅಣ್ಣ, ತಮ್ಮ ಎಂದರೆ ನಮ್ಮ ಪ್ರಾಣವೇ ಅಲ್ಲವೇ?
"
"She stays in her uncle’s house.
","ಅವಳ ಅಣ್ಣನ ಮನೆ ಯಲ್ಲಿ ಇರಲಿ.
"
"Rawla police have arrested the girl’s grandfather Surmukh Singh, father Nanak Singh and her uncle Shrawan Singh in the case.
","ಇನ್ನು ಪ್ರಕರಣದಲ್ಲಿ ಸೂರಜ್​ ತಾಯಿ ರೇಣುಕಾ ಹಾಗೂ ಸಹೋದರಿ ಸೂರ್ಯಳನ್ನು ಪೊಲೀಸರು ವಿಚಾರಣೆ ನಡೆಸಿದ್ದಾರೆ.
"
"A father, grandfather, uncle or brother.
","ಅಪ್ಪ, ಅಮ್ಮಾ, ಬಂಧು ಅಥವಾ ಗೆಳೆಯಾ.
"
"Arjun Kapoor is sharing screen space with uncle Anil Kapoor for the first time in Mubarakan
","ಮೊದಲ ಬಾರಿಗೆ ಚಿತ್ರದಲ್ಲಿ ನಟಿಸಲಿದ್ದಾರೆ ಅನಿಲ್ ಕಪೂರ್ -ಅರ್ಜುನ್ ಕಪೂರ್
"
"He lost his father at a young age and was raised by an uncle.
","ಬಾಲ್ಯದಲ್ಲಿಯೇ ತಂದೆಯನ್ನು ಕಳೆದುಕೊಂಡು, ತುಯಿಯ ಪೋಷಣೆಯಲ್ಲಿ ಬೆಳೆದನು.
"
"His uncle
","ಅವರ ಅಜ್ಜ I.
"
"Nirav Modi is in London jail while his uncle Mehul Choksi is hiding in Antigua.
","ನೀರವ್​ ಮೋದಿ ಲಂಡನ್ ಜೈಲಿನಲ್ಲಿದ್ದರೆ, ಮೆಹುಲ್​ ಚೋಕ್ಸಿ ಆಂಟಿಗುವಾಕ್ಕೆ ತೆರಳಿ ಅಲ್ಲಿನ ಪೌರತ್ವ ಪಡೆದಿದ್ದರು.
"
"Father, mother - uncle, aunt
","ಅಮ್ಮ,ಅಜ್ಜಿ, ಅತ್ತೆ ಹಬ್ಬಹರಿದಿನ ಗೌರಿಪೂಜೆ
"
"She was accompanied by her daughter Aaradhya and mother Vrinda Rai to Prajwal's wedding, who is the son of Aishwarya's uncle Uday Kumar Shetty.
","ಐಶ್ವರ್ಯ ರೈ ಅವರ ತಾಯಿ ಬೃಂದಾ ರೈ ಅವರ ಸೋದರ ಸೋಂತಾಡಿ ಉದಯಕುಮಾರ್ ಶೆಟ್ಟಿ ಅವರ ಸುಪುತ್ರ ಉಜ್ವಲ್ ಅವರ ಮದುವೆ ಸಮಾರಂಭದ ಔತನ ಕೂಟದಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಲು ಮಂಗಳೂರಿಗೆ ಕುಟುಂಬ ಸಮೇತ ಆಗಮಿಸಿದ್ದರು.
"
"As per the investigating agency, Nirav Modi and his uncle Mehul Choksi, in connivance with certain bank officials, cheated PNB to the tune of ₹ 14,000 crore by obtaining Letters of Undertaking (LoUs) fradulently.
","ಇಡಿಯ ಪ್ರಕಾರ ನೀರವ್ ಮೋದಿ ಮತ್ತು ಮೆಹುಲ್ ಚೋಕ್ಸಿ ಅವರೊಂದಿಗೆ 14,000 ಕೋಟಿ ರುಪಾಯಿಗಳ ವಂಚನೆ ಹಗರಣದಲ್ಲಿ ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕಿನ ಅಧಿಕಾರಿಗಳ ಸಹಭಾಗಿತ್ವ ಕೂಡಾ ಇತ್ತು ಎಂದು ವಂಚನೆ ಪತ್ರಗಳಲ್ಲಿ ಆರೋಪಿಸಲಾಗಿದೆ.
"
"Varun Dhawan's uncle Anil opens up on the actor's wedding with Natasha Dalal
","ಬಾಲ್ಯದ ಗೆಳತಿ ನತಾಶಾ ದಲಾಲ್ ಜೊತೆ ದಾಂಪತ್ಯ ಜೀವನಕ್ಕೆ ಕಾಲಿಟ್ಟ ನಟ ವರುಣ್ ಧವನ್
"
"Even private hospitals such as Apollo, Fortis, Manipal and many others were not willing to treat his uncle allegedly due to a shortage of beds and ICUs.
","ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆಗಳು ಮಾತ್ರವಲ್ಲ ದೊಡ್ಡ ಖಾಸಗಿ ಆಸ್ಪತ್ರೆಗಳಾದ ಅಪೊಲೋ, ಫೋರ್ಟಿಸ್, ಮಣಿಪಾಲ್ ಮತ್ತು ಇನ್ನೂ ಹಲವು ಆಸ್ಪತ್ರೆಗಳು ಹಾಸಿಗೆಗಳು ಮತ್ತು ಐಸಿಯುಗಳ ಕೊರತೆಯಿಂದಾಗಿ ರೋಗಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಲು ನಿರಾಕರಿಸಿದ್ದಾರೆ ಎಂದು ರೋಗಿಯ ಸಂಬಂಧಿ ಹೇಳಿದ್ದಾರೆ.
"
"He also attacked his mother and his uncle.
","ಅಲ್ಲದೇ, ಆತನ ತಾಯಿ–ತಂಗಿ ಮೇಲೂ ಹಲ್ಲೆ ನಡೆಸಿದ್ದರು.
"
"The agency has ""successfully imported"" from Hong Kong around 108 packages of jewellery and gems belonging to firms controlled by Nirav Modi and his uncle Mehul Choksi.
","ಮೋದಿ ಮತ್ತು ಚೋಕ್ಸಿ ನಿಯಂತ್ರಿತ ಕಂಪನಿಗಳಿಗೆ ಸೇರಿದ ವಜ್ರ,ಮುತ್ತು,ಚಿನ್ನಾಭರಣಗಳ ಸುಮಾರು 108 ಪ್ಯಾಕೇಜ್‌ಗಳನ್ನುಈ. ಡಿ. ಹಾಂಗ್‌ಕಾಂಗ್‌ನಿಂದ ‘ಯಶಸ್ವಿಯಾಗಿ ಆಮದು’ ಮಾಡಿಕೊಂಡಿದೆ.
"
