eng_Latn,guj_Gujr
"You want to start a business with your spouse...or your best friend from college...or your brother-in-law.
","તમે તમારા જીવનસાથી સાથે બિઝનેસ શરૂ કરવા માગો છો . . . અથવા કૉલેજમાંથી તમારા શ્રેષ્ઠ મિત્ર .
"
"Young 18 year old takes a rough fucking with her older brother-in-law
","તેના પિતરાઇ ભાઈ દ્વારા fucked નાના स्तन સાથે 18 વર્ષ જૂનું slut
"
"Yours, or your brother-in-law's?
","મારો કે તારા કનકનો?
"
"and once he was my brother-in-law,
","અને એક વાર તે મારા સાસુ હતા,
"
"brother-in-law (husband of older sister)
","ભાઇ-ઇન-લો (જૂની બહેનના પતિ)
"
"power went to Fedor's brother-in-law, the boyar Boris Godunov.
","ફિઓડરની પત્નીનો ભાઈ સત્તામાં આવ્યો- બૉઅર બોરિસ ગોડોનોવ.
"
"previous post: brother-in-law
","પહેલાના Previous post: લઠ્ઠા-ગીત
"
"● PM Modi said that freedom, equality and brother-in-law are not the only values of France but it also includes the constitution of India.
","પીએમ મોદીએ કહ્યું કે સ્વતંત્રતા, સમાનતા અને ભાઇચારાની વાત ખાલી ફ્રાંસના જ બંધારણમાં નહીં ભારતના બંધારણમાં પણ સામેલ છે.
"
"Vadra is Congress President Rahul Gandhi’s brother-in-law and the husband of party general secretary Priyanka Gandhi.
","કોંગ્રેસના રાષ્ટ્રીય મહાસચિવ અને પાર્ટી અધ્યક્ષ રાહુલ ગાંધીના નાના બહેન પ્રિયંકા ગાંધી વાડ્રાએ વડાપ્રધાન મોદીની સરખામણી દુર્યોધન સાથે કરી છે.
"
"Actors Arbaaz Khan and Sohail Khan also arrived with his mother Salma Khan, sister Alvira and brother-in-law Atul Agnihotri.
","સલમાનની બહેનો અર્પિતા ખાન શર્મા પતિ આયુષ શર્મા અને દીકરા આહિલ સાથે તેમ જ અલ્વિરા અગ્નિહોત્રી પતિ અતુલ અગ્નિહોત્રી સાથે.
"
"His mother Sonia Gandhi , sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra were with him in the Collectorate when he filed his papers.
","નોમિનેશન વખતે તેમની માતા સોનિયા ગાંધી, બહેન પ્રિયંકા ગાંધી અને રોબર્ટ વાડ્રા પણ હાજર હતા
"
"Besides family members including father Salim Khan, mother Sushila Charak, sister Arpita and Alvira, brother-in-law Atul Agnihotri, brother Arbaaz and Sohail, actors Aamir Khan, Anil Kapoor, Suniel Shetty, Sonakshi Sinha, and Varun Dhawan were present.
","પિતા સલીમ ખાન, મમ્મી સાલમાં ખાન અને હેલેન, બહેન અલવીરા, જીજાજી અતુલ અગ્નિહોત્રી, નાની બહેન અર્પિતા-પતિ આયુષ શર્મા ના સિવાય બંને ભાઈ સોહેલ અને અરબાઝ આ પાર્ટી માં શામિલ થયા છે.
"
"Drugs case: Bengaluru police raids Vivek Oberoi’s residence in search of his brother-in-law
","બૅંગ્લોર ડ્રગ્સ કેસ મામલે મુંબઇમાં વિવેક ઑબરૉયના ઘરે પોલીસના દરોડા
"
"She was the wife of his brother-in-law.
","તે ભાઈની દીકરીનાં લગ્ન હતાં.
"
"BJP leader Mukul Roy’s brother-in-law Srijan joins Trinamool Congress
","તૃણમૂલ નેતા મુકુલ રોય ભાજપમાં જોડાયા
"
"Sridevi's family including her husband Boney Kapoor, children Janhvi and Khushi and brother-in-law Anil Kapoor attended the puja.
","અસ્થિ વિસર્જનમાં બોની કપૂર ઉપરાંત તેની બંને દીકરીઓ, પુત્ર અર્જૂન કપૂર, અનિલ કપૂર અને સંજય કપૂરનો પરિવાર તથા શ્રીદેવીના પિયર પક્ષના લોકો હાજર રહ્યાં હતા.
"
"Aditya Alva is the son of former Karnataka minister Jeevraj Alva and brother-in-law of Bollywood actor Vivek Oberoi.
","ત્યારે હવે કર્ણાટકના પૂર્વ મંત્રી જીવરાજ અલ્વાના પુત્ર અને બોલિવૂડ એક્ટર વિવેક ઓબેરોયના સાળા આદિત્ય અલ્વાનું નામ સામે આવ્યું છે.
"
"Tina Ambani posted a message on Instagram to wish brother-in-law Mukesh Ambani on his birthday.
","મુકેશ અંબાણીના બર્થ ડે પર ટીના અંબાણીએ તેમને સોશિયલ મીડિયા પર શુભેચ્છા આપી છે.
"
"Mira Kapoor also wished her brother-in-law on her Instagram stories.
","મિરા કપૂરે તેની લાડલીને ઈન્સ્ટાગ્રામ પર શુભેચ્છાઓ પાઠવી હતી.
"
"He is her brother-in-law.
","તે તેના મોટાભાઈ છે.
"
"Salman is staying with his mother Salma Khan as well as his sister Arpita, brother-in-law Aayush Sharma and their kids – Ahil and Ayat.
","સલમાન તેની માતા સલમા ખાન તેમજ તેની બહેન અર્પિતા, સાળા આયુષ શર્મા અને તેમના બાળકો – આહિલ અને આયત સાથે રોકાઈ રહ્યો છે.
"
"He is the son-in-law of Sonia Gandhi and brother-in-law of Rahul Gandhi.
","સાથે સોનિયા ગાંધીના પુત્રી અને રાહુલ ગાંધીના બહેન છે.
"
"Salman’s brother-in-law Atul Agnihotri (husband of Alvira Agnihotri) shared a video of the Ganesh aarti on Instagram and it shows each member of their family performing the aarti.
","સલમાનના ભાભી અતુલ અગ્નિહોત્રીએ ગણેશ આરતીનો એક વીડિયો ઇન્સ્ટાગ્રામ પર શેર કર્યો છે અને જેમાં તેના પરિવારનો દરેક સભ્ય આરતી કરતી જોવા મળી શકે છે.
"
"Recommended Read: Sandalwood drugs case: Lookout notice against Vivek Oberoi's brother-in-law Aditya Alva
","આ પણ વાંચોઃ સેંડલવુડ ડ્રગ્સ કેસ: વિવેક ઓબેરોયના સાળા આદિત્ય અલ્વાની ધરપકડ
"
"Pascal wrote to his brother-in-law, Florin Perier, who lived near the Puy-de-Déme volcano in south-central France, requesting he perform an experiment.
","તેથી પાસ્કલે Puy de Dome નામના પર્વત નજીક રહેતા પોતાના સાળા ફ્લોરીન પીયરને અગત્યનો પ્રયોગ કરવા માટે પૂછવા લખ્યું.
"
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","આ પાર્ટીમાં દીકરો કરિના અને કરિશ્મા તેમજ જમાઈ સૈફ અલી ખાન હાજર રહ્યા હતા.
"
"The judge also ordered a six-month jail term to Saeed's brother-in-law Hafiz Abdul Rehman Makki in the same case.
","ન્યાયાધીશે આ મામલામાં હાફિઝ સઈદના જીજાજી હાફિઝ અબ્દુલ રહમાન મક્કીને છ મહિનાની કેદની સજા સંભળાવી છે.
"
"Boney was accompanied by his brother Anil Kapoor, brother-in-law Sandeep Marwah and friend Manish Malhotra.
","બોની કપૂની સાથે ભાઈ અનિલ કપૂર, ફ્રેન્ડ મનિષ મલ્હોત્રા તથા અમરસિંહ અસ્થિ વિસર્જન માટે આવ્યા હતાં.
"
"Against the Shivraj Singh Chouhan government, Congress has field Sanjay Singh Masani, the brother-in-law of Chief Minister Shivraj Singh Chouhan from the Waraseoni constituency.
","રાજ્યના મુખ્યમંત્રી શિવરાજ સિંહ સામે કોંગ્રેસે તેમના સાળા સંજય સિંહને વારાસવની સીટ પરથી મેદાનમાં ઉતાર્યા છે
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","અનેક ભારતીયોના જીવ લેનાર હાફિઝ સઈદની પાકિસ્તાનમાં થઇ ધરપકડ, જાણો વિગતે
"
"Mr Majithia is the brother of former Union Minister and SAD's Bathinda MP Harsimrat Kaur Badal, and brother-in-law of Sukhbir Singh Badal.
","મજીઠિયા પૂર્વ કેન્દ્રીય મંત્રી અને ભટિંડાના સાંસદ હરસિમરત કૌર બાદલના ભાઈ છે.
"
"He is the brother-in-law of Jaish-e-Mohammed supremo Masood Azhar.
","તે જૈશ-એ-મોહમ્મદૃના માસ્ટર મસુદૃ અઝહરનો ભત્રીજો હતો.
"
"The Bengaluru Central Crime Branch police has nabbed Aditya Alva, brother-in-law of Bollywood actor Vivek Oberoi, in the Sandalwood drug case.
","બેંગલુરુ પોલીસ સેન્ડલવુડ ડ્રગ રેકેટ કેસમાં વિવેકના સાળા આદિત્ય અલવાને શોધે છે.
"
"In the image, Ranbir can be seen sharing smiles with Neetu, sister Riddhima Kapoor Sahni, brother-in-law Bharat Sahni, and girlfriend Alia Bhatt.
","તસવીરમાં આલિયા મમ્મી સોની રાઝદાન, રણબીર કપૂરની મમ્મી નીતૂ કપૂર, તેની બહેન શાહીન ભટ્ટ તેમજ અન્ય કેટલાક સાથે પોઝ આપતી જાેવા મળી રહી છે.
"
"Sanjay Singh, brother-in-law of MP CM Shivraj Singh Chouhan, joins Congress
","મુખ્યમંત્રી શિવરાજસિંહ ચૌહાણના સાળા સંજયસિંહ કોંગ્રેસમાં સામેલ થઈ ગયા છે.
"
"Sushant brother-in-law OP Singh is also Addl Director General of Police and Special Officer to CM, Haryana.
","નીતૂના લગ્ન ઓપી સિંહ સાથે થયા છે જે હરિયાણાના એડિશનલ ડિરેક્ટર જનરલ ઓફ પોલીસ અને સીએમના વિશેષ અધિકારી છે.
"
"The police have arrested the two boys and the father and brother-in-law.
","જેમાં પોલીસે પિતા અને બે પુત્રોની ધરપકડ કરી વધુ તપાસ હાથ ધરી છે.
"
"It said the company belongs to Kundra’s brother-in-law Pradeep Bakshi.
","આ કંપની રાજ કુંદ્રાની બહેનના પતિ પ્રદીપ બક્ષીની માલિકીની હોવાનું કહેવાય છે.
"
"A senior Mumbai police official has claimed that Sushant Singh Rajput’s brother-in-law, an IPS officer, had asked him to pressurise the actor’s girlfriend Rhea Chakraborty to end their relationship.
","અભિનેતા સુશાંતસિંહ રાજપૂત સાથેના સંબંધોનો અંત લાવવા માટે રિયા ચક્રવર્તી પર દબાણ લાવવાનું રાજપૂતના સંબંધી એવા આઈપીએસ અધિકારીએ મને કહ્યું હતું, એવો દાવો મુંબઈના વરિષ્ઠ પોલીસ
"
"After launching yesteryear actor Aditya Pancholi’s son Sooraj Pancholi in Hero and his brother-in-law Aayush Sharma in LoveYatri, he is all set to launch Mahesh Manjrekar’s daughter Ashwami in Bollywood.
","તેણે આદિત્ય પંચોલીના પુત્ર સૂરજ પંચોલીને તેની પ્રોડક્શન ફિલ્મ ‘હીરો’ થી લોન્ચ કર્યો છે, જ્યારે તેના ભાભી આયુષ શર્માએ ગયા વર્ષની ફિલ્મ ‘લવયાત્રી’ થી હિન્દી સિનેમામાં અભિનેતા તરીકેની કારકિર્દીની શરૂઆત કરી હતી.
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","આ બનાવની પોલીસને જાણ મરનારના ભાઇએ કરી છે.
"
"UPA chairperson Sonia Gandhi, Congress General Secretary Priyanka Gandhi Vadra and his brother-in-law Robert Vadra accompanied Gandhi.
","કોંગ્રેસ અધ્યક્ષ સોનિયા ગાંધીએ પાર્ટી મહાસચિવ અવિનાશ પાંડેય અને રણદીપ સુરજેવાલાને પટના રવાના કર્યા છે.
"
"Sanjay Singh, brother-in-law of MP CM Shivraj Singh Chouhan, joins Congress
","શિવરાજ સિંહના સાળા સંજય સિંહે મધ્યપ્રદેશ એમપી કૉંગ્રેસ અધ્યક્ષ કમલનાથની હાજરીમાં કૉંગ્રેસમાં જોડાઈ ગયા છે.
"
"Mr India, directed by Shekhar Kapur, starred Sridevi opposite her brother-in-law Anil Kapoor.
","શેખરે અનિલ કપૂર અને શ્રીદેવીને ચમકાવતી સુપરહિટ ફિલ્મ મિસ્ટર ઇન્ડિયાનું ડાયરેક્શન કર્યું હતું.
"
"Salman Khan's brother-in-law Aayush Sharma made his Bollywood debut with Loveyatri.
","સલમાન ખાનના જીજાજી આયુષ શર્માએ બોલીવૂડમાં લવરાત્રી ફિલ્મથી એન્ટ્રી કરી હતી.
"
"His brother-in-law was also killed in the accident.
","અકસ્માત થતાં તેમની સાથે ભત્રીજો ધ્રુવનું પણ મૃત્યું થયું હતું.
"
"Salman Khan is having a good time as he is busy promoting his production's upcoming film Loveyatri along with his brother-in-law Aayush Sharma and debutant Warina Hussain.
","હાલમાં સલમાન ખાન આયુષ અને એક્ટ્રેસ વરીના હુસૈન સાથે પોતાની આગામી ફિલ્મ ‘લવરાત્રી’ના પ્રમોશનમાં વ્યસ્ત છે.
"
"Among those targeted in the strike was Yusuf Azhar alias Mohammad Salim alias Ustaad Ghouri – the brother-in-law of JeM chief Masood Azhar.
","ઠાર કરાયેલા આતંકીઓમાં એક જૈશ-એ-મોહમ્મદના ચીફ મૌલાના મસૂદ અજહરના ભત્રીજા ઉસ્માન હૈદરને પણ મારવામાં આવ્યો હતો.
"
"Mumbai: Actor Aayush Sharma, who is making his Hindi film debut with ‘Loveratri’, says that his brother-in-law Salman Khan has conceptualized entire ‘Rangtaari’ song of his debut film.
","""મુંબઈ :બોલીવુડ અભિનેતા સલમાન ખાનની બહેન અર્પિતાનો પતિ આયુષ શર્મા ફિલ્મ 'લવરાત્રિ'થી બોલીવુડમાં ડેબ્યુ કર્યું છે ફિલ્મનું પ્રથમ સોન્ગ રિલીઝ કર્યું છે સલમાન ખાને ટ્વીટ કરી ગીતને રિલીઝ કર્યું હતું.
"
"Bhandari is believed to be a close associate of Robert Vadra, the brother-in-law of Congress president Rahul Gandhi.
","પિત્રોડાએ કોંગ્રેસ અધ્યક્ષ રાહુલ ગાઁધીનાં નજીકનાં વ્યક્તિ માનવામાં આવે છે.
"
"Present with her were her parents, sister and brother-in-law.
","નવાઝની સાથે તેની માતા, ભાઈ તથા ભાભી પણ હતાં.
"
"""""""An FIR has been lodged in the land purchase case against Congress President Rahul Gandhi's brother-in-law Robert Vadra.""
","કોંગ્રેસ અધ્યક્ષ રાહુલ ગાંધીના જીજાજી રોબર્ટ વાડ્રા રોબર્ટ વાડ્રા સામે ગુરૂગ્રામના ખેડકીદૌલામાં જમીન ખરીદવાની બાબતમાં વધુ એક FRI નોંધાવવામાં આવી છે.
"
"Aayush Sharma on working with brother-in-law Salman Khan in Antim: 'I was very scared'
","ફિલ્મ ""અંતિમ""માં સલમાન ખાન સાથે કામ કરતાં ખૂબ ડરી રહ્યો હતો આયુષ શર્મા
"
"Apart from her mother and sister, they were also accompanied by his mother Neetu Kapoor, sister Riddhima Kapoor Sahni, brother-in-law Bharat Sahni and niece Samara.
","રણવીર સાથે તેના પિતા ઋષિ કપૂર, મોમ નીતૂ કપૂર, બહેન રિદ્ધિમા કપૂર અને ભાણેજ સમારા કપૂર પણ હાજર રહી.
"
"Ahmedabad: Chandkheda man assaults his sister and brother-in-law
","અમદાવાદ: ચાંદખેડામાં પતિનો પત્નિ પર હુમલો, જાહેરમાં માર્યા અસ્ત્રાના ઘા
"
"Present with her were her parents, sister and brother-in-law.
","માતા પિતા, ભાઈ અને દાદા-દાદી પણ સાથે હાજર છે.
"
"Drugs case: Bengaluru police raids Vivek Oberoi’s residence in search of his brother-in-law
","બેંગલુરૂના ડ્રગ્સ કેસને લઈને મુંબઈમાં વિવેક ઓબેરૉયના ઘર પર પોલીસના દરોડા
"
"Also seen was Malaika’s brother-in-law and husband of actor Amrita Arora, Shakeel Ladak.
","મલાઈકા અરોરા ની બહેન અને બોલીવુંડ એક્ટ્રેસ અમૃતા એ શકીલ લડક સાથે લગ્ન કરેલા છે.
"
"The 26-year-old Sukhdip Singh, his brother-in-law Gurdeep Singh and Uncle Mukhtair Singh were attacked by a group of people when they were playing pool in the eastern Melbourne suburb of Epping.
","એપ્પિંગના પૂર્વી ઉપનગરમાં 26 વર્ષીય સુખદીપ સિંહ, તેના ભાઈ ગુરદીપ સિંહ અને તેના કાકા મુખતૈર સિંહ જ્યારે પૂલ રમી રહ્યાં હતાં ત્યારે તેના પર હુમલો કરવામાં આવ્યો.
"
"Salman Khan recently released the poster of Antim which stars him alongside his brother-in-law Ayush Sharma.
","હાલમાં જ સલમાન ખાને ઈન્સ્ટાગ્રામ પર તેની આગામી ફિલ્મ 'અંતિમ'નું લેટેસ્ટ પોસ્ટર શેર કર્યું છે, જેમાં સલમાનની સાથે અભિનેતા આયુષ શર્મા પણ જોવા મળી રહ્યો છે.
"
"Bharat is the Hindi adaptation of south Korean film Ode To My Father and Salman's brother-in-law Atul Agnihotri produced it.
","સલમાન ખાન સ્ટારર ફિલ્મ 'ભારત' સાઉથ કોરિયન ફિલ્મ 'ઓડ ટૂ માઇ ફાધર'નું હિન્દી રીમેક છે.
"
"Also, a 'lookout' notice has been issued against his brother-in-law Pradeep Bakshi.
","આ સાથે તેના જીજાજી પ્રદીપ બક્ષી સામે લુકઆઉટ નોટિસ પણ આપવામાં આવી હતી.
"
"Raju’s brother-in-law, Shivam Kumar, had filed a police complaint in the case.
","જે બાબતે વિક્રમસિંહ રાજે ભાભી સુમનબેન વિરૃધ્ધ પોલીસ ફરિયાદ નોંધાવી હતી.
"
"Tina Ambani, the wife of Mukesh Ambani's younger brother Anil Ambani , took to Instagram and posted a birthday message to wish her brother-in-law Mukesh Ambani on his birthday.
","શ્રીમતી કોકિલાબેન અંબાણીની નાની વધુ ટીના અંબાણીએ પોતાના ઇન્સ્ટાગ્રામ પર એક તસ્વીર શેર કરીને પોતાની સાસુમાને જન્મદિવસની વધામણી આપી હતી.
"
"Kelly Ripa, Lupita Nyong'o and Priyanka's future brother-in-law Kevin Jonas, his wife, Danielle Jonas and their daughter Alena were part of the celebration.
","આ પાર્ટીમાં કેલી રિપા, લુપિતા ન્યોનગો અને પ્રિયંકાની થનાર ભાભી ડેનિયલ જોનસ પોતાની દીકરી સાથે સામેલ થઈ હતી.
"
"After this the womans husband, brother-in-law and father-in-law were called to the police station.
","બાદમાં યુવતીના પતિ, તેના માતાપિતા અને ભાભીએ માર મારતા સમગ્ર મામલો પોલીસ સ્ટેશન પહોંચ્યો હતો.
"
"Mumbai: Bollywood superstar Salman Khan is currently shooting for his upcoming gangster drama Antim: The Final Truth along with his brother-in-law Aayush Sharma.
","બોલીવુડના સુપરસ્ટાર સલમાન ખાન (Salman Khan) હાલમાં તેના જીજા અને અભિનેતા આયુષ શર્મા (Aayush Sharma) સ્ટારર ફિલ્મ 'અંતિમ- ધ ફાઇનલ ટ્રુથ'નું શૂટિંગ કરી રહ્યા છે.
"
"The police have recorded the statement of Siddhartha's mother, sister and brother-in-law.
","પોલીસે સિદ્રાર્થની માતા બહેન અને જીજીનું નિવેદન લીધું છે.
"
"Teen shoots dead brother-in-law, tries to kill sister in Delhi
","દિલ્હીના યુગલે બળાત્કારના પ્રયાસ પર ઢાંકપીછોડો કરવા માટે સગીર ભત્રીજીની હત્યા કરી નાખી
"
"Sushant’s family members including his sister Shweta Singh Kirti, brother-in-law and his former girlfriend Ankita Lokhande have been speaking about the late actor and demanding justice for him.
","સુશાંતની બહેન શ્વેતા સિંહ કીર્તિ, એક્સ-ગર્લફ્રેન્ડ અંકિતા લોખંડે સહિત દિવંગત એક્ટરના મિત્રો અને ફેન્સ સોશિયલ મીડિયા પર ન્યાયની માગ કરી રહ્યા છે.
"
"Ashok Kapur had co-founded YES Bank with his brother-in-law Rana Kapoor, the bank's managing director and chief executive.
","પોતાના સંબંધિ અશોક કપુરની સાથે મળીને રાણા કપુરે આ બેંકની શરૂઆત કરી હતી.
"
"Karisma Kapoor recently thanked brother-in-law Saif Ali Khan for a lovely gift of a framed picture of her with sister Kareena Kapoor Khan .
","તાજેતરમાં જ સૈફ અલી ખાને કરિશ્મા કપૂરને એક ગિફ્ટ કરી હતી.
"
"Superstar Salman Khan is launching his brother-in-law Aayush Sharma in his home production ""Loveratri"".
","સુપરસ્ટાર સલમાન ખાન પોતાના હોમ પ્રોડક્શનની આ ફિલ્મ દ્વારા પોતાના જીજાજી આયુષ શર્માને લોન્ચ કરી રહ્યા છે.
"
"If the folk version of the instrument, which was widespread in the villages for a long time, did not change, then the city's brother-in-law underwent considerable changes in order to familiarize performers with professional and academic art.
","જો સાધનની લોક સંસ્કરણ, જે ગામોમાં લાંબા સમય સુધી ફેલાયેલી હતી, તે બદલાતું ન હતું, તો પછી વ્યાવસાયિક અને શૈક્ષણિક કલા સાથે રજૂઆત કરનારાઓનું પરિચય કરાવવા માટે શહેરના ભાભીને નોંધપાત્ર ફેરફારો કર્યા.
"
"The wife of Prince William agreed and did not come herself, but brought with her husband and brother-in-law.
","પ્રિન્સ વિલિયમની પત્નીએ સંમત થયા અને પોતે આવ્યા નહોતા, પરંતુ તેના પતિ અને ભાભી સાથે લાવ્યા.
"
"Present with her were her parents, sister and brother-in-law.
","એક્ટરની સાથે તેની માતા, ભાઈ તથા ભાભી પણ હતાં.
"
"Among the six dead were his two sisters-in-law and a brother-in-law.
","મૃતક છ ભાઇ અને બે બહેનમાં બીજો અને કુંવારો હતો.
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","હાફિઝ સઈદના સાળાની પાકિસ્તાનમાં ધરપકડ
"
"Police arrested the dead woman’s husband, brother-in-law , father-in-law, and mother-in-law for her murder.
","આ હત્યા તેની પત્ની, સાસુ અને સાળાએ કરી હોવાનું સામે આવતા પોલીસે ત્રણેયને ઝડપી લીધા છે.
"
"The 10-year-old daughter of his brother-in-law, Jashanpreet Kaur, was also injured in the incident.
","10 વર્ષની પુત્રી જસપ્રીત કૌર ઈજાગ્રસ્ત થઇ છે.
"
"His daughter Aishwarya and brother-in-law Ravichandran are with him at the hospital.
","તેમની સાથે હોસ્પિટલમાં તેમની પુત્રી ઐશ્વર્યા અને જમાઈ રવિચંદ્રન હાજર હતા.
"
"Actor Salman Khan will soon be seen working with his brother-in-law Aayush Sharma in not one but two films.
","સલમાન ખાન આ ફિલ્મમાં એક અભિનેત્રીની સાથે નહી પરંતુ સલમાન બે-બે અભિનેત્રીઓ સાથે રોમાન્સ કરતો જોવા મળશે.
"
"The police have arrested the two boys and the father and brother-in-law.
","પોલીસે બન્ને સગીરો ડ્રાઇવરના પુત્ર અને પોલીસ પુત્રની અટકાયત કરી છે.
"
"Bharat is the Hindi adaptation of south Korean film Ode To My Father and Salman's brother-in-law Atul Agnihotri produced it.
","સલમાન ખાનની ફિલ્મ ‘ભારત’ સાઉથ કોરિયન ફિલ્મ ‘ઓડ ટુ માઈ ફાધર’ની હિંદી રીમેક છે.
"
"A senior Mumbai police official has claimed that the IPS brother-in-law of Sushant Singh Rajput had asked him to call the actor's girlfriend Rhea Chakraborty to police station and pressurise her.
","અભિનેતા સુશાંતસિંહ રાજપૂત સાથેના સંબંધોનો અંત લાવવા માટે રિયા ચક્રવર્તી પર દબાણ લાવવાનું રાજપૂતના સંબંધી એવા આઈપીએસ અધિકારીએ મને કહ્યું હતું, એવો દાવો મુંબઈના વરિષ્ઠ પોલીસ
"
"Salman Khan is launching his brother-in-law Aayush Sharma with the movie.
","સલમાન ખાન આ ફિલ્મ મારફતે પોતાના સંબંધી આયુષ શર્મા અને વરીનાને એન્ટ્રી આપી રહ્યો છે.
"
"The judge also ordered a six-month jail term to Saeed's brother-in-law Hafiz Abdul Rehman Makki in the same case.
","આ કેસમાં હાફિઝ સઈદના ભાભી હાફિઝ અબ્દુલ્લા રહેમાન મક્કીને પણ છ મહિનાની કેદની સજા ફટકારી છે.
"
"Besides Salman, his father Salim Khan, sisters Alvira and Arpita, and brother-in-law Atul Agnihotri also attended Shekhar’s wedding.
","અર્પિતા ઉપરાંત સલમાનની મોટી બહેન અલ્વીરા અગ્નહોત્રી અને તેની મમ્મી સલમા ખાન પણ કેટરિનાના લગ્નમાં સામેલ થશે.
"
"Sridevi's brother-in-law Sanjay Kapoor confirmed the news.
","શ્રીદેવીના મૃત્યુની પુષ્ટિ બોની કપૂરના નાના ભાઈ સંજય કપૂરે કરી હતી.
"
"The Bengaluru Central Crime Branch (CCB) Police has arrested absconding accused Aditya Alva, the brother-in-law Vivek Oberoi, in connection with the sandalwood drugs case.
","મુંબઈ : સેન્ડલવુડ ડ્રગ્સ કેસ બેંગ્લોર સેન્ટ્રલ ક્રાઈમ બ્રાંચ (સીસીબી) એ વિવેક ઓબેરોયના સાળા આદિત્ય અલ્વાની ધરપકડ કરી હતી.
"
"Rana Kapoor and his brother-in-law Ashok Kapur co-founded Yes Bank.
","પોતાના સંબંધિ અશોક કપુરની સાથે મળીને રાણા કપુરે આ બેંકની શરૂઆત કરી હતી.
"
"However, shortly after the award show, Sushant Singh Rajput's brother-in-law Vishal Kirti shared a screenshot of the Oscars website gallery on his Twitter account, where Sushant was recalled.
","જોકે, એવોર્ડ શો પછી તરત જ સુશાંત સિંહ રાજપૂતના ભાઈ ઇન લો વિશાલ કીર્તિએ તેના ટ્વિટર એકાઉન્ટ પર ઓસ્કાર વેબસાઇટ ગેલેરીનો સ્ક્રીનશોટ શેર કર્યો હતો.
"
"Police have also taken his brother-in-law, Dinesh Tiwari, into custody for questioning.
","પોલીસે વિકાસ દુબેના સાળા દિનેશ તિવારીની પણ પૂછપરછ માટે ધરપકડ કરી હતી.
"
"His sister Priyanka Gandhi and brother-in-law Robert Vadra were also present on the occasion.
","આ રોડ શોમાં બહેન અને કોંગ્રેસના મહાસચિવ પ્રિયંકા ગાંધી વાડ્રા, જીજાજી રોબર્ટ વાડ્રા તો હાજર રહ્યાં હતાં.
"
"The Bengaluru Central Crime Branch (CCB) Police has arrested absconding accused Aditya Alva, the brother-in-law Vivek Oberoi, in connection with the sandalwood drugs case.
","સેન્ડલવુડ ડ્રગ્સ કેસમાં બેંગલુરુ સેન્ટ્રલ ક્રાઈમ બ્રાન્ચ (CCB)એ વિવેક ઓબેરોયના સાળા આદિત્ય અલ્વાની ધરપકડ કરી છે.
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","આ બનાવ અંગે મૃતકના ભાઇએ પોલીસમાં નિવેદન નોંધાવ્યું હતું.
"
"Varun Dhawan's wife, designer Natasha Dalal, recently went on a brunch date with brother-in-law Rohit Dhawan and sister-in-law Jaanvi .
","તાજેતરમાં, વરુણ ધવન તેની ગર્લફ્રેન્ડ નતાશા દલાલ, ભાઈ રોહિત ધવન અને ભાભી સાથે ડિનર કરવામાં માટે ગયા હતા.
"
"The CBI had questioned Ms. Kochhar brother-in-law, Rajiv Kochhar in connection with the case.
","આ મામલે કેસની તપાસ કરી રહેલ CBI દ્વારા ચંદા કોચરના દેવર રાજીવ કોચરની પણ પૂછપરછ કરવામાં આવી હતી.
"
"Salman Khan is currently busy shooting Antim: The Final Truth that features his brother-in-law Aayush Sharma in the lead.
","હાલમાં સલમાન ખાન ‘ અંતિમ: ધ ફાઈનલ ટ્રુથ’નું શૂટિંગ કરી રહ્યો છે જેમાં આયુષ શર્મા મુખ્ય ભૂમિકામાં છે.
"
"Actress Katrina Kaif’s sister Isabelle will be making her Bollywood debut opposite Salman Khans brother-in-law Aayush Sharma with “Kwatha”.
","અભિનેતા પુલકિત સમ્રાટની ઓપોઝીટ કેટરિના કૈફની બહેન ઇસાબેલ કૈફ તેની પહેલી ફિલ્મ ‘સુસ્વગતમ ખુશામદિદ’માં હિરોઇન તરીકે જોવા મળશે.
"
"In the film, Salman will be seen fighting his own brother-in-law Aayush Sharma.
","આ ફિલ્મમાં સલમાન તેના સાળા આયુષ શર્મા સાથે બે હાથ કરતો જોવા મળશે.
"
"Aishwarya blamed her sister-in-law Misa Bharti and mother-in-law Rabri Devi and exonerated her estranged husband Tej Pratap and her brother-in-law Tejashwi.
","ઐશ્વર્યાએ તેજપ્રતાપની બહેન તથા પોતાની નણંદ મીસા ભારતી અને પોતાની સાસુ રાબડી દેવી પર પોતાની સાથે દુર્વ્યવહાર કરવાનો આરોપ લગાવ્યો.
"
"The body was found by the father-in-law and brother-in-law of the deceased.
","કાકા અને કાકીની હત્યા નિપજાવી દેવામાં આવેલ લાશ મળો આવી હતી.
"
"Valikar is the brother-in-law of present ADC Janardan Rao, while Kishan Dhankar is another close relative of the governor, she added.
","વાલીકર એ ધનખરના હાલના એડીસી જનાર્દન રાવનો ભાભો છે અને કિશન ધનખર પોતે જ જગદીપ ધનખરના નજીકનો સંબંધી છે.
"
