eng_Latn,guj_Gujr
"As a child Mary heard family stories about her grandfather.
","ત્યારે મેરીએ બાળપણમાં તેમનાં માતા અંગે સાંભળેલી વાતો જણાવી હતી.
"
"I have learnt a lot from my grandfather.
","હું મારા ભાઇ પાસેથી ઘણુ શીખ્યો છું.
"
"But he’s my grandfather.
","પરંતુ તે મારી મામીની બહેન છે.
"
"Abraham was the father of Isaac, and grandfather of Jacob.
","ઈસાઉ એટલે આઇઝેકના પુત્ર અને જેકબના ભાઈ.
"
"Sonam Kapoor's maternal grandmother and Ranveer Singh's paternal grandfathers are siblings.
","સોનમની માતા સુનિતા કપૂર અને રણવીરના પિતા જગજિતસિંહ ભવનાની બંને કઝીન ભાઇબહેન છે.
"
"His father was Enayat Khan, recognised as a leading sitar and surbahar player of his time, as had been his grandfather, Imdad Khan before him.
","તેમના પિતા ઈનાયત ખાન તેમના સમયના અગ્રણી સિતારવાદક અને જાણીતા સંગીતકાર હતા.
"
"I know your grandfather well.
","હું તમારા બાવાજીને બરાબર ઓળખું છુ.
"
"After that, I went to my grandfather’s house.
","એ પછી હું મારા ભાઇના ઘરે જતો રહ્યો હતો.
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","તેમના પિતાનું નામ ઠાકુરદાસ અને માતાનું નામ ભગવતીદેવી હતું.
"
"Meanwhile, Sonam Kapoor and Ranvir Singh are also relatives as Anil Kapoor’s mother-in-law and Ranvir’s grandfather are siblings.
","આ હિસાબે રણવીર સિંહ અને સોનમ કપૂરમાં પણ ભાઈ-બહેનનો સંબંધ છે.
"
"Members range from a four-month-old baby to a bedridden grandfather of 90.
","પરિવારના સભ્યોમાં 90 વર્ષીય વૃદ્ધથી લઈને ચાર મહિનાનું બાળક પણ સામેલ છે.
"
"My daughter’s grandfather.
","મારી મોટી બહેનનો દીકરો.
"
"“Yes,” his grandfather replied.
","’ મોટાભાઇએ ઉત્તર આપ્યો, ‘હા, એ જ’
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","તેમના પિતાશ્રીતુ નામ દીરાચ દ અતે માતાજતુ નામ છખલ હતું.
"
""" For example, the Italian Santa Claus name is Babbe Natal - Christmas grandfather.
","ઉદાહરણ તરીકે, સાન્તાક્લોઝ સાંતા નાતાલે ─ ફાધર ક્રિસમસ ઇટાલિયન નામ.
"
"A loving and kind son, father and grandfather.
","એક એધિકારી, એક લવિંગ પિતા તથા સારા વ્યક્તિ.
"
"A beloved son, husband, father, grandfather, brother, uncle and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"North Korea's first leader was Kim Il-sung, a communist who presided over a one-party state, and the grandfather of current leader Kim Jong-un.
","એક ઉત્તર કોરિયાના સંસ્થાપક કિમ ઇલ-સૂંગ અને બીજા તેમના વારસ અને અત્યારના મુખ્ય નેતા કિમ જોંગ ઇલની.
"
"They lived as a joint family in their grandfather's house.
","તેઓ પોતાના પિતાના ઘરે સંયુક્ત કુટુંબમાં રહેતા હતા.
"
"My father and grandfather died by the banks of the Ganga and did not need a grave.
","મારા પિતા અને દેદાનું મૃત્યુ ગંગા કિનારે થયું હતું અને તેમને કબરની પણ જરૂર પડી ન હતી.
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","હુતો અનેતેમના પિતાતું નામ ધન અને સાતાત્તું નામ ધનીદેવી હતુ.
"
"After her dear grandfather died, life changed drastically.
","તેના પિતાના મૃત્યુ પછી તેની જીંદગી જાણે બદલાઇ ગઇ હતી.
"
"A few days ago, my grandfather passed away.
","હજુ થોડાક દિવસ અગાઉ જ મારા સસરાજીને વાઘે ફાડી નાંખ્યા હતા.
"
"""His grandfather gave it.
","“પિતાએ સોગન આપ્યા છે.
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","ગોવર્ધનરામના પિતાજીનુ નામ માધવરામ અને માતાનુ નામ શિવાકાશી હતું.
"
"Your maternal uncle or grandfather might help you financially.
","કદાચ તમારા મામા અથવા મામા તમને આર્થિક મદદ કરી શકે.
"
"The CBI took statements of Abhijit Sarkar’s mother and grandfather.
","સીબીઆઈએ અભિજીત સરકાર કી માં અને ભાઈના નિવેદન લીધા હતા.
"
"“He is a grandfather.
","""શાક છે કાકા.
"
"My grandfather was a farmer.
","મારા પપાના વડવાએ તે સધળા ખેડુત હતા.
"
"Her mother’s brother, S. Chandrasekhar, and her maternal grandfather’s brother, C. V. Raman, were both Nobel Laureates in physics.
","ચંદ્રશેખર તેમના મામા અને પ્રખ્યાત વૈજ્ઞાનિક હતા અને નોબેલ વિજેતા સી. વી. રમણ તેમના મામાના ભાઈ હતા.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","એમના પિતાનું નામ લટ્ટમીદાસ મકનદાસ, માતાતું નામ ગુલાબ.
"
"Nick shared a picture of his father posing with Priyanka's grandfather.
","પ્રિયંકાએ પોતાના પિતા સાથે એક ફોટો શેર કર્યો.
"
"His grandfather owned a bookshop.
","એના પિતાની પુસ્તકે વેચવાની દુકાન હતી.
"
"And then my grandfather died.
","તે પછી મારી દાદી મૃત્યુ પામ્યો હતો.
"
"Shah Rukh Khan’s son AbRam is convinced Amitabh Bachchan is his grandfather.
","શાહરૂખ ખાનના 'પપ્પા' છે અમિતાભ બચ્ચન!
"
"“Do you remember your great grandfather’s name?
","“તુને તારા માબાપ યાદ છે?
"
"His grandfather was a successful criminal lawyer.
","તેના ખાપ એક સારી કમાઇ ધરાવનાર વકીલ હતા.
"
"Both his father and grandfather were soldiers in the British Army.
","તેમના પિતાશ્રી બ્રિટીશ લશ્કરમાં સુબેદાર હતાં.
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","હતો. તેમના પિતાનુ' નામ ધર્મદેવ અતે માતાનું' નામ ભરંકિતદેવી હતુ.
"
"I know your grandfather well.
","હું તારાં સરે પોગળ જાણું છું.
"
"Both her father, Mansoor Ali Khan Pataudi, the current Nawab, and paternal grandfather, Iftikhar Ali Khan Pataudi, are former captains of the Indian cricket team.
","તેઓના પિતા મન્સુર અલી ખાન પટૌડી, જે પટૌડી ના આઠમાં નવાબ અને ભારતીય ક્રિકેટ ટીમના ભૂતપૂર્વ કેપ્ટન હતા.
"
"That’s my grandfather.
","તે મારા કાકા થાય છે.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","લાધાભાઇ્તતા પિતાનું નામ માલસિહુ અને માતાનુ” નામ ગ'માબાળ હતું.
"
"Shah Jalal’s father was named Muham- mad; his grandfather Muhammad Ibrahim.
","એમના પિતાનું નામ મોહનલાલ હિમચ'દભાઈ, જેએ વીલ છે; અને માતાનું નામ ખાઇ જમનાખાઈ છે.
"
"Both men are grandfathers.
","બંને વ્યક્તિ પિતરાઈ ભાઈ છે.
"
"I know your grandfather well.
","ત્મારા સસરાને હું સારી રીતે એળખું છું.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","એમના પિતાનુ નામ મણારામ અને માતાનૃ નામ તચ્છાબાડ હતુ.
"
"Both grandfathers were farmers.
","બંનેના પિતા ખેડૂત છે.
"
"“Yes,” his grandfather replied.
","” પપ્પાને “હા”માં જવાબ આપી.
"
"Beloved husband, father, grandfather, and brother.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","તેના પિતાનું નામ કૃષ્‍ણદામોદર અને માતાનું નામ શ્રી દયાકુંવરી હતું.
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","હતો. તેમના પિતાનુ' નામ મ'છારામ અને માતાનુ' નામ નાનીગવરી હતું.
"
"A great man, father, grandfather, friend, and spouse.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
