eng_Latn,ben_Beng
"My grandmother will live on in our hearts.
","উৎপল দাদা বেঁচে থাকবেন আমাদের হৃদয়ে।
"
"My grandmother woke up early in the morning.
","আমার শাশুড়ি খুব সকালে ঘুম থেকে উঠতেন।
"
"My grandmother would always say.
","নানী বলে যে সব সময়।
"
"My grandmother would often say.
","আমার শাশুড়ি প্রায়ই বলতেন।
"
"My grandmother yelled from the kitchen.
","বড়মা রান্নাঘর থেকে চেঁচিয়ে উঠলো।
"
"My grandmother's a tough woman.
","আমার শাশুড়ী ভীষণ কড়া মহিলা।
"
"My grandmother's advice:
","আমার নানী এর বিজ্ঞ পরামর্শঃ
"
"My grandmother's blog
","দাদু ভাই-এর ব্লগ
"
"My grandmother's brother was one
","আমার দাদার বাঁশ ছিলো এক
"
"My grandmother's car.
","আমার শ্বশুরের গাড়ি।
"
"My grandmother's eyes were blind.
","আমার দাদির চোখ ছানি পড়ে অন্ধ হয়ে গেছে।
"
"My grandmother's friend.
","আমার নাতনির বন্ধু।
"
"My grandmother's happy.
","নাতনী আনন্দিত।
"
"My grandmother's house is an interesting place.
","মামা বাড়ীটা অনেক অনেক মজার জায়গা।
"
"My grandmother's house is big.
","মামার বাড়িটা বেশ বড়।
"
"My grandmother's house is large.
","মামার বাড়িটা বেশ বড়।
"
"My grandmother's house,
","আমার নানীর বাড়ি,
"
"My grandmother's influence
","নানী'র প্রভাব
"
"My grandmother's radio
","দাদুর রেডিও
"
"My grandmother's still dancing.
","এখনো ঘ্যামা নাচেন দাদায়।
"
"My grandmother's voice
","আমার দাদী কণ্ঠ
"
"My grandmother, My mother, me and my daughter.
","নানু, আম্মু, আমি আর আমার মেয়ে।
"
"My grandmother, my daughter.
","আমার দিদি, মামার মেয়ে।
"
"My grandmother, my mother, me and my daughter.
","নানু, আম্মু, আমি আর আমার মেয়ে।
"
"My grandmother, was a jewellery designer, my brother is a photographer.
","একজন aপন্যাসিক, আমার ভাই চিত্রশিল্পী, আমার বোন একজন পোশাক ডিজাইনার ছিলেন।
"
"My grandmother, yes.
","দাদী, নাতনী, হ্যাঁ.
"
"My grandmother. . .
","আমার নাতিটা. . .
"
"My grandmothers didn't allow me in the kitchen.
","দিদিমা আমাকে রান্নাঘরে ঢুকতে দেয় না।
"
"My grandmothers house is there.
","নানার বাড়ি ঐখানে।
"
"My great grandmother died this year.
","সেই দাদি এই বছরেই মারা গিয়েছেন।
"
"My great grandmother got married at 9 years of age.
","৭। আমার দাদীর বিয়ে হয় ৭ বছর বয়সে।
"
"My great grandmother got married when she was 13.
","আমার বড় বোনকে বিয়ে দেয়া হয়েছিলো তেরো বছর বয়সে।
"
"My great grandmother was married at the age of 13.
","আমার বড় বোনকে বিয়ে দেয়া হয়েছিলো তেরো বছর বয়সে।
"
"My husband's grandmother also isn't well.
","বড় বোনটার স্বামীও তেমন একটা ভালো নাই।
"
"My loving grandmother.
","আমার প্রিয় দাদি।
"
"My maternal grandmother was a Registered Nurse.
","আমার নানী ছিলেন রেজিস্টার্ড নার্স।
"
"My mom and grandmother are in the background.
","আপু আর মা'ই একদম পিছনে।
"
"My mom and grandmother came the night before.
","কাল রাত্তিরে আমার দাদা আর বৌদি এসেছে।
"
"My mom and grandmother were overweight, so even if I wanted to lose weight, I doubt that I could.
","আমার মা এবং নানী ওজন বেশি ছিলেন, তাই আমি ওজন হ্রাস করতে চাইলেও আমি সন্দেহ করতে পারি যে আমি পারতাম।
"
"My mom is now a grandmother.
","আমার আম্মু এখন নানু হয়ে গেছে ।
"
"My mom, two brothers, their families, my grandmother, my aunt and my uncle are all in a like a 25-square foot house with no power and a tree on top of it,
","আমার মা, দুই ভাই, তাদের পরিবার, আমার নানী, আমার খালা এবং মামা সকলেই এমন একটি 25 বর্গফুট ফুট বাড়ির মতো যার বিদ্যুত এবং তার উপরে গাছ নেই, - ব্রেট ফ্যাভ্রে
"
"My mother and grandmother agreed.
","আপু আর আম্মু মেনে নিয়েছে।
"
"My mother and grandmother are busy.
","আমার মা এবং দাদী ব্যস্ত।
"
"My mother and grandmother are coming to stay with us.
","মা আর দাদী ও আসে আমাদের সাথে. . .
"
"My mother and grandmother did all the cooking.
","মা আর বড় আপু রান্না পুরো দমে শুরু করে দিয়েছে।
"
"My mother and grandmother understood that.
","মা আর মীর দা বুঝতে পারছিল সেটা।
"
"My mother and grandmother we're both
","দাদী এবং দাদা, আমরা দুজনেই
"
"My mother and grandmother were at home.
","মা আর দিদিমা আছে ঘরে।
"
"My mother and grandmother were sick.
","দাদা ও মা অসুস্থ।
"
"My mother and my grandmother are at home.
","মা আর দিদিমা আছে ঘরে।
"
"My mother is a grandmother already.
","আমার আম্মু এখন নানু হয়ে গেছে ।
"
"My mother is your grandmother.
","দাদুমনি তোমার মা হয়।
"
"My mother, grandmother and mother-in-law did this, too.
","মা, দাদি, নানিরাও এই কাজ করতেন
"
"My mother, grandmother, aunt, and grandfather were all educators.
","আমার আব্বু, আম্মু, দাদু (দাদা), নানু (নানী) সবাই শিক্ষকতা করেছেন।
"
"My mother, my grandmother,
","আমার মা, দাদিমা,
"
"My parents left me with my grandmother and moved to France when I was three.
","আমার বাবা-মা ফ্রেঞ্চ এবং আমি তিন বছর বয়সে ফ্রান্সে ফিরে যাই।
"
"My paternal grandfather and maternal grandmother passed away before I was born.
","গ্র্যান্ড মা আর গ্র্যান্ডপা মারা গিয়েছিলেন আমার জন্মের আগেই।
"
"My son was a grandmother...
","আমার নাতনিই একটা শিশু,...
"
"My two grandmothers...
","আমার নানা-নানু দুজন...
"
"My wife's older sister is the grandmother.
","বয়স্ক মহিলাটি আমার নানুর বোন।
"
"NATALYA STEPANOVNA: I can't make head or tail of all this about aunts and grandfathers and grandmothers!
","নাতালিয়া স্টিপানোভনাঃ পিসিমা এবং দাদু এবং ঠাকুমা এইসবের মাথামুণ্ডু আমি কিছুই বুঝতে পারছিনা!
"
"Near my grandmother's house.
","আমার নানুর বাড়ির ঠিক পাশেই।
"
"Neville had never been on a broomstick in his life, because his grandmother had never let him near one.
","নেভিল কখনও ঝাড়ুর ওপর সওয়ার হয়নি কারণ ওর নানী কখনো ওকে ওটার ধারে কাছে যেতে দেয়নি।
"
"No it's a memory of my grandmother.
","না, না, ওটা তোমার কাছে দাদুর স্মৃতি।
"
"No mother or grandmother is safe.
","কোনো মা-বোন নিরাপদ নয়।
"
"No one knows but the grandmother.
","বড়মা ছাড়া আর কেউ জানে না।
"
"No one sleeps with my grandmother!
","দাদী নাতনির সঙ্গে ঘুমবে না!
"
"No, No she is a great great grandmother but she's my grandmother
","না না, সে পাড়াতুতো বৌদি নয়, আমা'রই বৌদি, মা'নে আমা'র মা'স্তুতো
"
"No, my grandmother died two years ago.
",":না, দাদু তো মারা গেছেন দু-বছর আগে।
"
"No, she's not a grandmother.
","না না, সে হয় না দাদা।
"
"Nobody knows apart from her grandmother.
","বড়মা ছাড়া আর কেউ জানে না।
"
"Nor is her grandmother.
","তার দাদীও নয়।
"
"Not a grandmother or even a mother.
","শাশুড়ি কে না, এমনকি আপন মাকেও না।
"
"Not being able to see my grandmother before she died.
","মারা যাওয়ার আগে আর নাতি-নাতনির মুখ দেখে যেতে পারলেন না'
"
"Not even a grandmother.
","এমনকি দাদীও না।
"
"Not even her grandmother.
","এমনকি তার দাদাÑদাদিকেও নয়।
"
"Not even her own grandmother.
","এমনকি নিজের নাতনি হলেও নয়।
"
"Not even his grandmother's.
","এমনকি তার দাদাÑদাদিকেও নয়।
"
"Not even his grandmother.
","এমনকি তার দাদাÑদাদিকেও নয়।
"
"Not even my grandmother.
","এমনকি দাদীও না।
"
"Not even the grandmother.
","এমনকি দাদীও না।
"
"Not me, my grandmother.
","আমাকে না দাদাকে.
"
"Not my mother, father, grandmother, NO ONE.
","মা, বাপ, গুরু, কেউ নাই।
"
"Not too far from my grandmother's house either.
","বেশি দূরে নয় দাদুর বাড়ি।
"
"Nothing compares to a grandmother's love and affection.
","মায়ের অকৃত্রিম ভালোবাসা ও স্নেহের সঙ্গে তুলনা হয়না কোন কিছুরই।
"
"Now Katy has taken to social media to mourn the death of her beloved grandmother, who passed away on March 8.
","ক্যাটি তার প্রিয় দাদীর মৃত্যুর জন্য শোক করতে সোশ্যাল মিডিয়ায় গিয়েছিলেন, যিনি ৮ ই মার্চ মারা গেছেন।
"
"Now he is living with his grandmother.
","এখন সে নানির সঙ্গে বসবাস করে।
"
"Now he lives with his grandmother.
","এখন সে নানির সঙ্গে বসবাস করে।
"
"Now she lives with her grandmother.
","এখন সে নানির সঙ্গে বসবাস করে।
"
"Now they are with the grandmother.
","বর্তমানে তারা নানীর সাথেই আছেন।
"
"Now they're grandmothers.
","তারাই এখন দাদা।
"
"Now, I am a grandmother and a great-grandmother!
","এখন আমি একজন নানী এবং সুন্দরী একজন নববধূ!
"
"Of course, for 49 years, the figure and body of a secular lioness, who has twice her grandmother, is perfectly preserved, she can be envied by 30-year-old women.
","অবশ্যই, 49 বছর ধরে, একটি ধর্মনিরপেক্ষ সিংহের মূর্তি এবং শরীর, যিনি দুবার তার দাদী, পুরোপুরি সংরক্ষিত, সে 30 বছর বয়েসী নারীদের প্রতি ঈর্ষান্বিত হতে পারে।
"
"Officers arrested the Indian youth while his grandmother's body was sent for a post-mortem.
","কর্মকর্তারা ভারতীয় যুবককে গ্রেপ্তার করেছিলেন, যখন তার নানীর মরদেহ ময়না তদন্তের জন্য পাঠানো হয়েছিল।
"
"Officers entered the property and found six people dead from gunshot wounds, including the two brothers, their sister, their parents and their grandmother.
","অফিসাররা সম্পত্তিতে প্রবেশ করে এবং ছয়জনকে মৃত অবস্থায় পেয়েছিল কামানের পাল্লা দুই ভাই, তাদের বোন, তাদের বাবা-মা এবং তাদের দাদি সহ আহত।
"
"Ohio grandmother charged with murder of 5-year-old boy
","ওহিও দাদী তার 5 বছর বয়সী নাতিকে মারতে মারতে অভিযুক্ত
"
"Old photographs of my grandmother.
","দাদুর পুরানো ছবি।
"
"On Thursday, July 30, 2020, police arrested a 55-year-old grandmother for allegedly beating her grandson.
","30, 2020 জুলাই বৃহস্পতিবার, পুলিশ একটি 55 বছর বয়সী নানিকে তার নাতিকে মারধরের অভিযোগে গ্রেপ্তার করেছিল।
"
"One a grandmother, the other a father.
","একজন আমার বাবা, অন্যজন দাদু।
"
"One day I went to my grandmother.
","আমি একদিন দাদু বাড়ি যাচ্ছিলাম।
"
"One day her grandmother...
","আমার দাদা একদিন...
"
"One day my grandmother told her father.
","বোন একদিন বাবাকে বলল।
"
"One day one of my grandmothers' friends died.
","একদিন আমা'দের এক দুর আ'ত্মীয়ের কেউ মা'রা যায়।
"
"One day when my grandmother...
","আমার দাদা একদিন...
"
"One day, a grandmother...
","একদিন মা আর বড়...
"
"One day, your grandmother...
","আমার দাদা একদিন...
"
"One is when a grandmother, mother and a daughter stood in line at a bookstore and said we've all read this book and we've all played hooky from whatever we should have been doing at the time.
","একটা হলো, নানি, মা আর মেয়ে বইয়ের দোকানে লাইনে দাঁড়িয়ে যখন বলেছিল, 'আমরা সবাই এ বইটি পড়েছি এবং আমরা সবাই ওই সময় যে কাজই করে থাকি না কেন, বাদ দিয়েছিলাম।
"
"One of my grandmothers was born in Italy.
","আমার এক নাতি ইতালিতে জন্মগ্রহণ করেছে।
"
"One of my grandmothers,
","এক নারী আমার দাদী,
"
"One was my grandfather's, the other my grandmother's.
","একজন আমার বাবা, অন্যজন দাদু।
"
"One was my grandmother's, the other my grandfather's.
","একজন আমার বাবা, অন্যজন দাদু।
"
"One year later, my grandmother died.
","এর এক বছর পর বড় আপা মারা গেল মা হতে যেয়ে।
"
"Only child, raised by her mother and grandmother, who began acting while a girl in Catholic school, Helmond began her professional career in theatre and returned to it often, earning a Tony Award nomination in 1973 for her Broadway role in Eugene O Great God Brown.
","ক্যাথলিক স্কুলে একটি মেয়ে যখন অভিনয় শুরু করেছিলেন, তখন তার মা এবং দাদী দ্বারা উত্থাপিত একমাত্র সন্তান হেলমন্ড থিয়েটারে তার পেশাগত কর্মজীবন শুরু করেছিলেন এবং 1973 সালে ইউজিন ও'নিলে তার ব্রডওয়ে ভূমিকার জন্য টনি অ্যাওয়ার্ড মনোনয়ন লাভ করেছিলেন।
"
"Or it could be your grandmother.
","অথবা হয়ত ওগুলো তোর দাদার হতে পারে।
"
"Or maybe it is your grandmother.
","অথবা হয়ত ওগুলো তোর দাদার হতে পারে।
"
"Others were of her mother and grandmother.
","অন্যরা তার মেয়ে ও নাতি নাতনি।
"
"Our grandmothers used this method.
","এই পদ্ধতি আমাদের grandmothers ব্যবহার।
"
"Our great grandmother...
","আমাদের দাদি ...
"
"Parents, daughter, and grandmother.
","বাবা, মা ছেলে মেয়ে আর তাদের দাদী।
"
"Perhaps my grandmother's father.
",". হয়তো দাদাভাইয়ের শালিরা.
"
"Playing with my grandmother.
","দাদির সাথে খেলছি।
"
"Pointing to a lady a man says that she is the only daughter of my son's maternal grandmother how is lady related to man?
","একটি ছেলেকে দেখিয়ে এক ভদ্রমহিলা বললেন তার মা হলেন আমার মায়ের একমাত্র কন্যার কন্যা ছেলেটি ভদ্রমহিলার সাথে কিভাবে সম্পর্কিত?
"
"Pointing to a photo, Ramesh said, she is the only granddaughter of my grandmother's only son.
","রমেশ একটি ছবি দেখিয়ে বললেন, উনি আমার বাবার একমাত্র মেয়ের একমাত্র ছেলে।
"
"Police believe the grandmother, 71, suffered a fall in 2016.
","পুলিশ ধারণা করছে, ২০১৬ সালে পড়ে গিয়ে আহত হন ৭১ বছরের বৃদ্ধা।
"
"Police said the child is now in the custody of his grandmother.
","পুলিশ বলছে, শিশুটি এখন তার দাদীর হেফাজতে আছে।
"
"Police said the child is now safe with his grandmother.
","পুলিশ বলছে, শিশুটি এখন তার দাদীর হেফাজতে আছে।
"
"Police said the children were found at their grandmother's home Tuesday.
","আজ মঙ্গলবার দুপুরে ভাষানটেকে নানীর বাসা থেকে শিশুটিকে পাওয়া যায় বলে জানিয়েছে পুলিশ।
"
"Police say, two members of the family, two university-educated brothers, committed suicide after killing their father, mother, sister, and grandmother.
","পুলিশ জানিয়েছে, পরিবারটির দুজন সদস্য, যারা বিশ্ববিদ্যালয় পড়ুয়া দুই ভাই, তারা তাদের বাবা, মা, বোন ও নানীকে হত্যার পর নিজেরা আত্মহত্যা করেছেন।
"
"Police sources said the child was accompanied by her grandfather and grandmother.
","শিশুটির পরিবার ও পুলিশ সূত্রে জানা গেছে, শিশুটি তার আরও এক বোনসহ দাদা-দাদির সঙ্গে থাকে।
"
"Police suspect that two brothers committed suicide after killing their mother, father, sister and maternal grandmother.
","পুলিশ বলছে, বিশ্ববিদ্যালয় পড়ুয়া দুই ভাই তাদের বাবা, মা, বোন ও দাদিকে হত্যার পর নিজেরা আত্মহত্যা করেছে।
"
"Prince William made the two-day visit to New Zealand on behalf of his 93-year-old grandmother Queen Elizabeth.
","৯৩ বছর বয়সী দাদী রানি এলিজাবেথের পক্ষে দুইদিনের নিউজিল্যান্ড সফরে যান প্রিন্স উইলিয়াম।
"
"Q. Tell me more about your mother and grandmother.
","প্রঃ আপনার দিদিমা আর মায়ের কথা কিছু বলুন।
"
"Q9.how is my grandmother's only child's husband's mother related to me?
","Q4. আমার বাবার শ্বশুরের ছেলের একমাত্র বোন আমার সাথে কিভাবে সম্পর্কিত?
"
"Queen Victoria was known as the grandmother of Europe.
","রানী ভিক্টোরিয়া একাধারে গ্র্যান্ডমাদার অব ইউরোপ হিসেবেও বিখ্যাত
"
"Question: Can the owner or the main tenant be the applicant for registration not his child in his own apartment (for example, grandmother, aunt, uncle, etc.).
","প্রশ্নঃ মালিক বা প্রধান ভাড়াটে নিবন্ধনের জন্য আবেদনকারী হতে পারেন তার সন্তান তার নিজের অ্যাপার্টমেন্টে (উদাহরণস্বরূপ, দাদী, মাসিমা, চাচা ইত্যাদি) ।
"
"Question: Is it allowed for a girl to marry her maternal grandmother's sister's son?
","প্রশ্নঃ মায়ের আপন মামাতো বোনকে কি বিয়ে করা যাবে?
"
"Question: My grandmother is 75 years old.
","প্রশ্নঃ আমার মায়ের বয়স 75 বছর।
"
"Rachel House as Tala, Tui's mother and Moana's paternal grandmother.
","রেচেল হাউস - তালা, টুই'র মা এবং মোয়ানার দাদি।
"
"Rahul Gandhi's father and grandmother, former Prime Ministers Rajiv Gandhi and Indira Gandhi, were assassinated.
","রাহুল গান্ধীর বাবা এবং দাদি, সাবেক প্রধানমন্ত্রী রাজিব গান্ধী ও ইন্দিরা গান্ধীকে হত্যা করা হয়েছিল।
"
"Rahul Gandhi's father, grandmother and excellent grandfather have all been prime ministers of India.
","রাহুল গান্ধীর পিতা, দাদী এবং দাদীর পিতা - সকলেই ভারতের প্রধানমন্ত্রী হিসাবে দায়িত্ব পালন করেছেন।
"
"Rahul's father Rajiv, grandmother and great-grandfather have served as India's prime ministers.
","রাহুল গান্ধীর বাবা, দাদি ও দাদির বাবা- সবাই ভারতের প্রধানমন্ত্রী হিসেবে দায়িত্ব পালন করেছেন।
"
"Remedy:- Receive blessings from mother, grandmother or other older women, to enjoy a healthy life.
","প্রতিকার:- স্বাস্থ্যকর জীবনের জন্য মা, ঠাকুমা বা অন্য বয়স্ক মহিলাদের কাছ থেকে আশীর্বাদ নেবেন।
"
"Remedy:- Receive blessings from mother, grandmother, or other older women, to enjoy a healthy life.
","প্রতিকার:- স্বাস্থ্যকর জীবনের জন্য মা, ঠাকুমা বা অন্য বয়স্ক মহিলাদের কাছ থেকে আশীর্বাদ নেবেন।
"
"Said her grandmother.
","বলল দাদিমা।
"
"Sara Ali Khan opens up on her grandmother Sharmila Tagore: I'm very lucky to have her in my life
","সারা আলি খান তার নানী শর্মিলা ঠাকুরের মুখোমুখিঃ আমার জীবনে তাকে পেয়ে আমি খুব ভাগ্যবান - টাইমস অফ ইন্ডিয়া
"
"Sara Ali Khan opens up on her grandmother Sharmila Tagore: I'm very lucky to have her in my life - Times of India
","সারা আলি খান তার নানী শর্মিলা ঠাকুরের মুখোমুখিঃ আমার জীবনে তাকে পেয়ে আমি খুব ভাগ্যবান - টাইমস অফ ইন্ডিয়া
"
"Sara Ali Khan took to social media to share an old photo of her mother Amrita Singh and her grandmother.
","সারা আলি খান তাঁর প্রাক্তন অভিনেত্রী মা অমৃতা সিংয়ের সঙ্গে একটি দারুণ ছবি সোশ্যাল মিডিয়ায় শেয়ার করেছেন।
"
"Say hello to my grandmother.
","দাদীমাকে আমার সালাম জানাবেন।
"
"Scholars originally posited that the mummy belonged to Queen Tiye, mother of Akhenaten and grandmother of Tutankhamun.
","আলেমরা মূলত পোস্ট করেছিলেন যে মমিটি অন্তর্ভুক্ত রানী তিয়ে , আখেনটেনের মা এবং তুতানখামুনের দাদি।
"
"She also shared a close relationship with her on-screen grandmother - played by Agnes Moorehead.
","তিনি তার অন-স্ক্রিনের নানীর সাথে নিবিড় সম্পর্কও ভাগ করে নিয়েছিলেন - অভিনয় করেছেন অগ্নিস মুরহেড।
"
"She became a grandmother at 42.
","৪২ বছর বয়সে তিনি মা হয়েছেন।
"
"She called to her grandmother.
","সে তার বড় মামাকে ফোন দিলো।
"
"She couldn't understand what her grandmother was telling her father.
","চাচী বুঝে উঠতে পারলেন না দাদু কি বলছে ।
"
"She described herself as a mother and grandmother on Facebook.
","ফেসবুকে নিজের পরিচয় দেন গৃহিনী ও মা হিসেবে।
"
"She described herself as a person who grew up being close to not just her mother, but also her grandmother and aunts.
","তিনি নিজেকে এমন এক ব্যক্তি হিসাবে বর্ণনা করেছেন যিনি বেড়ে উঠেছেন কেবল তার মায়ের কাছেই নয়, তার নানী এবং খালাও।
"
"She doesn't have any other relatives besides her mother and her grandmother.
","বাড়িতে তার মা ও দাদা ছাড়া আর কেউ থাকে না।
"
"She doesn't know anyone other than my grandmother, though.
","মামা মামী ছাড়া আর কাউকে ও চেনে না।
"
"She grew up under the care of her parents and her grandmother.
","মা এবং নানার তত্ত্বাবধানে তিনি বড় হন।
"
"She had been living with her grandmother since she was 2 years old.
","সে তার দাদির সাথেই থাকতেন শিশু কাল (দুই বছর বয়স) থেকে।
"
"She had no one but her grandmother.
","দাদী ছাড়া আর কেউ নেই ওর।
"
"She had no one except her grandmother.
","এক নাতী ছাড়া তার আর কেউ নেই।
"
"She has recently become a grandmother for the first time.
","সম্প্রতি তিনি প্রথমবারের মতো মা হয়েছেন।
"
"She is a grandmother of four girls and one boy.
","দাদীর চার মেয়ে, এক ছেলে।
"
"She is at her grandmother's house now.
","এখন সে তার দাদির বাড়িতে থাকে।
"
"She is married with one daughter and became a grandmother last year.
","মাঝে বিয়ে ও এক বছর আগে কন্যাসন্তানের মা হয়েছেন তিনি।
"
"She is mother to five children and grandmother to five grandchildren.
","চন্দ্র তোমার পাঁচ সন্তানরে মা এবং ১৫ জন নাতি-নাতনির দাদি।
"
"She is now in her grandmother's place.
","এখন সে তার দাদির বাড়িতে থাকে।
"
"She is now living with the grandmother.
","এখন ও নানীর সঙ্গে থাকে।
"
"She is now with her grandmother.
","সে এখন তার নানীর সঙ্গে রয়েছে।
"
"She is the mother of five children and grandmother of fifteen grandchildren.
","চন্দ্র তোমার পাঁচ সন্তানরে মা এবং ১৫ জন নাতি-নাতনির দাদি।
"
"She is with her grandmother now.
","সে এখন তার নানীর সঙ্গে রয়েছে।
"
"She love spend time with her grandmother.
","নাতনির সঙ্গে সময় কাটাতে পছন্দ করেন।
"
"She now is living with her grandmother.
","এখন সে নানির সঙ্গে বসবাস করে।
"
"She now lives with her grandmother.
","এখন সে নানির সঙ্গে বসবাস করে।
"
"She recently became a grandmother for the first time.
","সম্প্রতি তিনি প্রথমবারের মতো মা হয়েছেন।
"
"She represents mother, mother's family, grandmother, old women, horse, navigation, agricultural land, Lord Shiva, love, kindness, mental peace, heart, services rendered for other's welfare and the 4th house.
","তিনি মায়ের, মায়ের পরিবারের, দাদী, বৃদ্ধ নারী, ঘোড়া, নেভিগেশান, কৃষি জমি, ভগবান শিব, ভালবাসা, দয়া, মানসিক শান্তি, হৃদয়, অন্যান্য কল্যাণ ও চতুর্থ বাড়ির জন্য পরিবেশিত পরিষেবা উপস্থাপন করেন।
"
"She s now being cared for by her grandmother.
","এখন তার দেখাশোনা করছেন তার নাতি।
"
"She said in a recent chat with her grandmother, MJ, that if it wasn't for surrogates, she would not be able to expand her family.
","তিনি তার দাদী, এমজে এর সাথে সাম্প্রতিক আড্ডায় বলেছিলেন যে এটি যদি সারোগেটদের না হয় তবে তিনি তার পরিবারকে বাড়িয়ে দিতে পারবেন না।
"
"She then played the grandmother, Ummi in The Kumars at No.42 (2001-2014).
","তিনি তখন দাদির চরিত্রে অভিনয় করেছিলেন, উম্মি in ৪৪ নম্বরে কুমাররা (2001-2014) ।
"
"She was a German grandmother.
","তার দাদী ছিলেন একজন জার্মান ভদ্রমহিলা।
"
"She was living with her grandmother.
","উনি ওনার দিদির সঙ্গে থাকতেন।
"
"She was much closer to him than my grandmother.
","মায়ের চেয়ে ও ওর নানুমণির কাছেই বেশি থাকত।
"
"She was related to my grandmother.
","আমার নাতনির সঙ্গে ওর সম্পর্ক হয়।
"
"She was with her grandmother now.
","সে এখন তার নানীর সঙ্গে রয়েছে।
"
"She's a 58-year-old grandmother and empty nester, but Katherine Kelly Lang is busier and fitter than ever.
","তিনি একজন 58-বছরের বৃদ্ধা এবং খালি নেস্টার, কিন্তু ক্যাথরিন কেলি ল্যাং আগের চেয়ে ব্যস্ত এবং ফিটার।
"
"She's currently in the custody of her grandmother.
","বর্তমানে সে দাদীর হেফাজতে আছে।
"
"She's never had a grandmother.
","কখনো করেনি দাদী।
"
"She's the grandmother of the house.
","সেই বাড়িওলার নাতনি সে।
"
"Short-haired not grandmother and her best friend 07:59
","সংক্ষিপ্ত কেশিক নানী না এবং তার শ্রেষ্ঠ 07:59
"
"Signals from a grandmother.
","নানী থেকে সংকেত.
"
"Since then she has appeared in over fifty films, usually playing grandmother roles.
","তার পর থেকে তিনি প্রায় ৫০ টিরও বেশি ছবিতে অভিনয় করেছেন সাধারণত দাদির ভূমিকা পালন করেন।
"
"Singh went on to say that the grandmother took Nayan for a walk in a park they had not visited before.
","সিংহ আরও বলেছিলেন যে দাদী নয়নকে এমন একটি পার্কে বেড়াতে নিয়ে গিয়েছিল যে তারা আগে দেখেনি।
"
"So always try to keep mother, mother-in-law, sister, grandmother with you as a family member.
","তাই সব সময় পরিবারের সদস্য হিসেবে মা, শাশুড়ি, বোন, দাদীকে নিজের কাছে রাখার চেষ্টা করুন।
"
"So, where is your grandmother's house?
","আচ্ছা আকাশ তোমার নানার বাড়ি কোথায়?
"
"Someone's mother or grandmother?
","মায়ের দাতা, কারো মেয়ে ?
"
"Soon after the incident, on October 3, 2013, the child's grandmother Majeda Begum filed a case with the Bhunapur Police Station.
","এ ঘটনায় ২০১৩ সালের তেসরা অক্টোবর শিশুটির নানী মাজেদা বেগম বাদি হয়ে ভূঞাপুর থানায় একটি মামলা দায়ের করেন।
"
"Suddenly I thought of my grandmother.
","হঠাৎ করে নাতিটার কথা মনে পড়ে গেলো।
"
"Suddenly my door opened and my grandmother came into my room.
","হঠাৎ আমার দরজা একটু খুলে গেল এবং আম্মা রুমে ঢুকল।
"
"THAT woman could have been my mother or grandmother!
","ছবির মেয়েগুলা আমারই মা, বোন কিংবা স্ত্রী হতে পারত!
"
"Tabu her grandfather Mohammed Ahsan was a professor of Mathematics and she her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Take your grandmother.
","ধর তোর বড়মা।
"
"Talk to the grandmothers...
","নানাজনের সঙ্গে কথা বলে ...
"
"Tell it to my grandmother.
","বড়মাকে বল।
"
"Tell your grandmother to wash up.
","মাকে বলিস ধুয়ে দিতে.
"
"Thank you for honoring my grandmother.
","আমার দাদীমার প্রতি শ্রদ্ধা প্রকাশের জন্য অসংখ্য ধন্যবাদ।
"
"Thank you for writing about my grandmother.
","ধন্যবাদ দাদা মাকে নিয়ে লেখার জন্য।
"
"That is my grandmother's story.
","এই হলো আমার দাদাজির গল্প।
"
"That is nearly impossible for his grandmother.
","এভাবে ওর আম্মার পক্ষে আসা অসম্ভব প্রায়।
"
"That's for grandmothers.
","নাতি-নাতনিদের জন্য এটিই।
"
"That's my grandmother's!
","এ তো আমার নাতির বয়সি!
"
"That's why my grandmother
","এজন্য আমার দাদা
"
"The 2nd daughter is named after the child's maternal grandmother.
","দ্বিতীয় প্রাচীনতম কন্যা মায়ের নাতি (মায়ের মা) এর পরে নামকরণ করা হয়।
"
"The 82-year-old is popularly known as Shaheen Bagh's grandmother.
","শাহীন বাগের দাদি হিসেবে পরিচিত ৮২ বছরের এই বৃদ্ধা।
"
"The Congress is led by Rahul Gandhi, whose father, grandmother and great-grandfather all served as prime minister of India.
","রাহুল গান্ধীর পিতা, দাদী এবং দাদীর পিতা - সকলেই ভারতের প্রধানমন্ত্রী হিসাবে দায়িত্ব পালন করেছেন।
"
"The Duchess of York recently became a grandmother after her daughter Princess Eugenie gave birth to a baby boy earlier this month.
","এই মাসের শুরুর দিকে মেয়ে কন্যা প্রিন্সেস ইউজেনি একটি সন্তানের জন্ম দেওয়ার পরে সম্প্রতি ইয়র্ক-এর ডাচেস এক নানী হয়েছিলেন।
"
"The EMF performer maintains the video wasn't about sex, but his grandmother's cooking.
","ইএমএফ পারফর্মার বজায় রাখেন ভিডিওটি সেক্স সম্পর্কিত নয়, তবে তার দাদির রান্না।
"
"The Oldest daughter was named after the Mother's mother (maternal grandmother)
","প্রাচীনতম কন্যা মা মা নামকরণ হয়েছিল (তার নানী মাতৃ) ।
"
