eng_Latn,ben_Beng
"The maternal aunt of Abu-I Aas was Khadijah bint Khuwaylid, the wife of Muhammad ibn Abdullah.
","দুবাইয়ের আমির মুহাম্মদ বিন রশিদ আল-মাখতুমের স্ত্রী হায়া বিনতে হুসাইন আবদুল্লাহর বোন।
"
"Cousins, uncles, aunts, grandparents, parents and other family all lived in one house.
","আমার মা বাবা ভাই বোন নানা নানী খালা মামা সবাই এক সাথে নানা বাড়ীতেই থাকতেন।
"
"My father, mother, uncle, aunt, my elder sister.
","মা,খালা,ভাবী,বোন,ভাই,ভাগ্নে আরো পিচ্চি কাচ্চারা।
"
"A custody case has been filed by the child’s aunt in the family court.
","এর মধ্যে শিশুটির মা পারিবারিক আদালতে একটি মামলা করেন।
"
"We were staying at my aunt’s house.
","আমরা বোনের বাড়িতেই রাত কাটাই।
"
"I’m not yourbrother, your guardian, your parent, or your maiden aunt.
","আমি আপনার গার্লফ্রেন্ডও না, বউও না, বোনও না।
"
"Ja‘far said, ‘She’s the daughter of my uncle too, and her aunt is my wife.’
","হযরত জাফর বললেন, এ আমার চাচার মেয়ে, তাছাড়া ওর খালা আমার স্ত্রী।
"
"Cooper's maternal uncle, Jack Leonard, was a screenwriter, and his maternal aunt, Julie Leonard, was an actress married to director Norman Taurog.
","তার খালা জুলি লিওনার্ড ছিলেন একজন অভিনেত্রী, তিনি পরিচালক নরমান তরগকে বিয়ে করেন।
"
"But I did that with my aunt.
","কিন্তু সেটা দিদির জন্য করেছি।
"
"He seated himself next to his aunt.
","অবনীবাবুর পাশে বসে পড়ে সে।
"
"My aunt agreed.
","আমার জ্বামী রাজী হলেন।
"
"“I heard this story from my aunt.
","** এই কাহিনিটা আমার মায়ের মুখ থেকে শোনা।
"
"But it doesn’t include grandparents, grandchildren, aunts, uncles, nieces, nephews, cousins, brothers-in-laws and sisters-in-law, fiancés and any other extended family members.
","দাদা-দাদি, নানা-নানি, নাতি-নাতনি, খালা-ফুপু, মামা-চাচা, ভাগ্নে-ভাগ্নি, ভাতিজা-ভাতিজি অর্থাৎ বৃহৎ অর্থে পরিবারের অন্যান্য স্বজনরা এর আওতায় পড়বেন না।
"
"After the rights of the parents, come the rights of the relatives - brothers, sisters, maternal and paternal uncles and aunts, cousins, and such like.
","পিতামাতার হকের পর আসে ভাইবোন, চাচা-ফুফু, মামা-খালা, ছেলে-মেয়েসহ অন্যান্য আত্মীয়-স্বজনের হক।
"
"I talked to his aunt.
","তাকে মাধবমামার কথা বললাম।
"
"The aunt had no answer.
","দিদিমার কথার কোন উত্তর দিলেন না।
"
"I grew up with my parents, my grand-parents, my uncles and my aunts.
","দাদা, দাদি, চাচা, চাচির আদর পেয়ে বড় হয়েছি।
"
"And not just immediate family, but aunts, uncles and grandmas too!
","শুধু পিতামাতা নন, পরিবারের দাদা-দাদি, নানা-নানিরাও আছেন!
"
"All my cousins, sister, parents, uncles and aunts are normally there.
","আমার মাজি, পিতাজি, বড়ে ভাইয়া, সবাই ওখানে ডালপালা হয়ে আছে।
"
"Dad first, then aunt, uncle, and lastly mom.
","প্রথমে জ্যাঠা, তারপর মা, তারপর বাবা, এরপর আর এক দিদি।
"
"The girl has been sent to her aunt’s house.
","কন্যাকে শ্বশ্তরবাড়ী পাঠাইয়া দেন ।
"
"An aunt, an uncle and three nephews.
","মা, তিন ভাই আর আমার যমজ বোন।
"
"My aunt helped me.
","দাদুই আমাকে সাহায্য করলেন।
"
"""The Mother said to my aunt, """"Are they all your children?""""""
","মা খুড়ীমাকে বাঁলিলেন, “এই সব ছেলেমেয়েই কি তোমার ?
"
"And my aunt was like a sister to me.
","দিতি আমার কাছে বোনের মত ছিলো।
"
"Be a better husband, wife, friend, brother, sister, son, daughter, uncle, aunt and person …
","পুত্র, কন্যা , স্ত্রী ,স্বামী , মা , বাপ , ভাই ,বোন মানুষের সবচেয়ে বেশী নিকট আত্মীয় ।
"
"Angelina Jolie’s aunt dies of breast cancer
","ক্যানসারের আশঙ্কা স্তন অপসারণ করলেন অ্যাঞ্জেলিনা জোলি
"
"At the end of the Puja, the Mother bathed and went to the Mandap, taking the aunts with her for the flower offering.
","পূজা শেষ হইলে পূষ্পাঞ্চাল দিবার জন্য মা স্নান করিয়া মামখদের লইয়া মণ্ডপে গেলেন ।
"
"The aunt had no answer.
","বৌদি কোনো উত্তরই দিল না।
"
"And my mom, sister, an aunt and 2 of my cousins were there.
","সেখানে আমার মা ও ছোট ২ ভাই ও এক ভাইয়ের বউ থাকে।
"
"My grandfather Azizullah, grandmother Haseena, and aunts Gudiya, Nadira came.
","আমার দাদা আজিজুল্লাহ, দাদিমা হাসিনা, খালা গুড়িয়া ও নাদিয়া আসে।
"
"The maternal aunt of Abu-I Aas was Khadijah bint Khuwaylid, the wife of Muhammad ibn Abdullah.
","তার মা ওয়াদাহ বিনতে মুহাম্মদ বিন আকাব ছিলেন আবদুল আজিজের দ্বিতীয় স্ত্রী এবং কাহতান গোত্রীয়।
"
"Mr Trump Jr's aunt, Judge Maryanne Trump Barry, officiated at the ceremony.
","ট্রাম্প জুনিয়র এর চাচী, বিচারক মেরিয়ান ট্রাম্প ব্যারি এই বিয়েতে পৌরহিত্য করেছিলেন।
"
"His mother and aunt were injured in the incident.
","এ ঘটনায় তাদের মা-ও অসুস্থ হয়ে পড়েছেন।
"
"The aunt then shouted.
","বুড়ী তখনি শ্বীকার করিল ।
"
"My aunt helped me.
","নিপুণকা আমার সাহায্য করিল।
"
"Brothers, sisters, aunts, uncles and grandparents.
","চাচাতো, মামাতো, খালাতো, ফুপাতো ভাইবোনরা মিলে বেড়ে উঠবে।
"
"Also, this is the second marriage of the aunt.
","বিশাগনেরও এটি দ্বিতীয় বিয়ে।
"
"The aunt had no answer.
","অবনী কোনো জবাব দিল না।
"
"My aunt was lucky.
","আমার ঠাকুরদা সন্তামী হয়েছিলেন ।
"
"Are you his aunt or something?
","আপনি কি সেই, নাকি তার ছুডুভাই?
"
"She was the daughter of Abu Ruhm bin Al-Muttalib bin ‘Abd Manaf, and her mother was the daughter of Sakhr bin ‘Amir, the maternal aunt of Abu Bakr As-Siddiq.
","সে ছিল আবূ রুহম ইবনু মুত্তালিব ইবনু ‘আব্দ মান্নাফ-এর কন্যা এবং তার মা ছিল আবূ বকর সিদ্দীক (রাঃ)-এর খালা সাখ্র ইবুন ‘আমির-এর মেয়ে।
"
"The aunt then shouted.
","এরপর শাশুরি তখন চিৎকার করে।
"
"I am going to take you to my aunt’s house.
","তোমাকে খালা মার কাছে নিয়ে যাবো।
"
"And I told you she was my aunt.
","আর তোমাকে আমার বোন বলেছি।
"
"His uncle and aunt were his mother’s older siblings.
","তার নানা ভাই এবং দাদা ভাই ছিলেন বেস্ট ফ্রেন্ড।
"
"My brothers, my uncles and my aunt.
","আমার ভাই, আমার ভাগ্নে, আমার বোন।
"
"My father, mother, uncle, aunt, my elder sister.
","আমার মায়ের, বাবার, ঠাকুমা, ঠাকুরদার।
"
"His mother is Canadian, his aunt Chinese.
","বাবা কানাডীয়, মা চায়নিজ।
"
"Is she my aunt?
","ওরা কি আমার মাবোনের জাত?
"
"Aunik Arnold Dhali’s sister Monica Dhali and aunt Sinthia D Rosario have confirmed that he was safe and in Manali.
","অনিকের বোন মনিকা ঢালি এবং খালা সিনথিয়া ডি রোজারিও বিষয়টি নিশ্চিত করেছেন।
"
"Her aunt died in childbirth.
","তাহার দিদি যক্ায় মারা গিয়াছে ।
"
"She's not my aunt.
","মাখুরণ আমার নিজের বোন নয়।
"
"Grandparents, grandchildren, aunts, uncles, nieces, nephews, cousins, brothers-laws and sisters-in-law, fiancees or other extended family members are not considered to be close relationships.
","দাদা-দাদি অথবা নানা-নানি, খালা-চাচি-মামি-ফুপু, চাচা-খালা-মামা-ফুপা, ভাতিজা এবং ভাগনেকে ঘনিষ্ঠ স্বজন হিসেবে বিবেচনা করা হবে না।
"
"After her parents passed away, she was sent to her aunt’s house.
","মা-বাবার মৃত্যুর পর তাঁর ঠাই হয় দাদার বাড়িতে।
"
"He later informed his aunt.
","এর পর সে তার বেয়াইকে খবর দেয়।
"
"Along with my mom and dad, my aunt, uncle, and grandmother came along.
","আমার বড় মামা এসেছে, সাথে মামাতো ভাই বোন গুলোও, দাদী এসেছে মেজো চাচার সাথে।
"
"The aunt had no answer.
","অবনী কোনো উত্তর দেয় নি।
"
"And also he is grandson of Rajesh Khanna, Dimple Kapadia & Actress Rinke Khanna & Alka Bhatia is his aunt.
","তিনি অভিনেত্রী ডিম্পল কাপাডিয়া ও অভিনেতা রাজেশ খান্নার ছোট মেয়ে, অভিনেত্রী টুইঙ্কল খান্নার বোন ও অভিনেতা অক্ষয় কুমারের ছোট শ্যালিকা হন।
"
"When the child’s parents returned home, the aunt told them about the incident.
","শিশুটির বাবা-মা বাড়ি ফিরে এলে তাঁদের গোটা ঘটনা জানায় দাদা-দিদি।
"
"Besides her two children and husband, she visits with her parents, three brothers, aunts, and uncles.
","নিজের স্ত্রী এবং ছেলেমেয়ে ছাড়াও তিনটি বড়ো বড়ো বোন, দুটি ভাই, বাবা এবং মা।
"
"Al-Ibousi, leading the revolutionary assault group at the palace, ordered the King, Crown Prince ‘Abd al-Ilah, Princess Hiyam (‘Abd al-Ilah's wife), Princess Nafeesa (‘Abd al-Ilah's mother), Princess Abadiya (Faisal's aunt) and several servants to gather in the palace courtyard.
","বাদশাহ, যুবরাজ আবদুল্লাহ বিন আলি, প্রিন্সেস হায়াম (আবদুল্লাহর স্ত্রী), প্রিন্সেস নাফিসা (আবদুল্লাহর মা), প্রিন্সেস আবাদিয়া (আবদুল্লাহর আত্মীয়) ও কয়েকজন চাকরকে প্রাসাদের চত্বরে জড়ো হওয়ার আদেশ দেন।
"
"All my aunts and uncles were there.
","আমার সব মামি ও মামারা সেখানে ছিলেন।
"
"He lives with his aunt’s family.
","তিনি তার ভাইয়ের ঘরে পরিবার নিয়ে বাস করেন।
"
"The aunt had no answer.
","ছোটকাকী কোন উত্তর দিল না।
"
"My mother and aunt too smiled a bit.
","ৰ মা-মহামায়াও একটু হাসলেন ।
"
"Also, many aunts, uncles, nieces, nephews and cousins.
","বোন, ভাতিজি, ভাগ্নে ও ভাগ্নি জামাইসহ অনেকে আছেন।
"
"Angelina Jolie's aunt dies from breast cancer
","ক্যানসারের আশঙ্কা স্তন অপসারণ করলেন অ্যাঞ্জেলিনা জোলি
"
"The aunt had no answer.
","কণিকা কোনো উত্তর দিলে না।
"
"The aunt had no answer.
","দিদিমার কথার কোনও উত্তর করিল না।
"
"Two aunts have been killed.
","হত্যাকাণ্ডের শিকার দুই বোন।
"
"I have five aunts and two uncles.
","আমার দাদিরা পাঁচ বোন এবং দুই ভাই।
"
"I am your aunt.
","আমি তোমার রাধুঁনী।
"
"My father, mother, uncle, aunt, my elder sister.
","আব্বু, আম্মু, ভাইয়া, আমি আর আমার পিচ্ছি বোন।
"
"However, the girl's father, the occultist and the girl's aunt have been arrested by the police.
","অবশ্য খুনী পুত্র ও পুত্রের মামা শ্বশুরকে আটক করে পুলিশে সোপর্দ করেছে জনতা।
"
"An aunt and cousin and niece.
","ঘৰত মাক-দেউতাক আৰু ভাতৃ-ভগ্নী।
"
"The aunt had no answer.
","পটলদার মা হা না কিছুই উত্তর দিলেন না।
"
"Big family, lots of cousins, brothers, sisters, aunts and uncles.
","অসংখ্য ভাই বোন, দাদা-দাদি, চাচা-চাচি, ফুপু সব নিয়ে আমাদের বিরাট পরিবার।
"
"My father, mother, uncle, aunt, my elder sister.
","বাবা, মা, কাকা, ঠাকুরদা, ঠাকুরমা আর নেই।
"
"She was staying at her paternal aunt’s house at the time.
","তিনি তখন তাহার পিতৃদেবের শুশ্রাযার্থে পিতৃগৃহে বাস করিতেছিলেন।
"
"A couple weeks ago my aunt died.
","সপ্তাহ খানেক আগে বোনের শাশুড়ি মারা যায়।
"
"My aunt died.
","বুড়ী মতাই মারা গেল।
"
"His mother and aunt were injured in the incident.
","এ ঘটনায় আহত হয়েছেন নিহতের মা ও খালাও।
"
"I am your aunt.
","আমি তোমার মাসি হই।
"
"But Ajay's eyes were on the pleasurable sight of his aunt's nipples.
","কিন্তু অজয়ের চোখ তখন তার চাচির মাইয়ের বোটার সুধা পান করতে ব্যস্ত।
"
"Almost my entire family are teachers, including my dad, brother, grandma, three aunts, and two uncles.
","সাথে আছে আমার পুরো পরিবার মানে বাবা, মা, তিনটা বোন,আর বড় আপুর দুই পুচকু।
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","থানা পুলিশ সূত্রে জানা গেছে, এ ঘটনায় মেয়েটির ভাই এবং মামাকে গ্রেপ্তার করা হয়েছে।
"
"Also many aunts, uncles, nephews, nieces and cousins.
","বোন, ভাতিজি, ভাগ্নে ও ভাগ্নি জামাইসহ অনেকে আছেন।
"
"The aunt had no answer.
","উমেশকে উত্তর দিতে হইল না ।
"
"And then, my aunt died too.
","এরপর আমার দাদিও মারা যান।
"
"I am your aunt.
","আমি তো তোমাদেরই নাতি ।
"
"Similarly, a man cannot be married to a woman and her niece or aunt at the same time.
","অনুরূপভাবে কোন নারী ও তার খালা এবং কোন খালা ও তার ভাগ্নীকে একত্রে বিয়ে করা যাবে না।
"
"The aunt had no answer.
","মাধবীলতা কোন উত্তর দিল না।
"
"“Your aunt?
","_ ""দিদি তুই?
"
"Since then, we are at my aunt's home.
","সেই থেকে মামার বাড়ীতেই আমরা মান্ষ।
"
"She's not my aunt.
","ও আমার কন নয়।
"
"She was staying at her paternal aunt’s house at the time.
","তখন সে ঝিগাতলায় খালার বাসায় ছিল।
"
"As well as numerous uncles, aunts, nieces, nephews and cousins.
","বোন, ভাতিজি, ভাগ্নে ও ভাগ্নি জামাইসহ অনেকে আছেন।
"
"Cousins, aunts, grandparents - they were all family.
","মা, বাবা, কাকা— সবাইকে নিয়ে একটা পরিবার।
"
"Ali (AS) had with him his mother Fatima binte Asad, His aunt, the wife of Hamza, and Fatima, the daughter of Muhammad (SAW) and many other ladies.
","আলীর সাথে তার মা ফাতেমা বিনতে আসাদ, তার খালা, হামজার স্ত্রী এবং মুহাম্মাদের এর কন্যা ফাতেমা এবং আরও অনেক মহিলা ছিলেন।
"
"When I reached (inside), (I saw) Yahyaa and ‘Eesa, and they are the sons of aunts (i.e., the mother of each one of them is the aunt of other; hence their mothers are sisters).
","ভিতরে প্রবেশ করিয়া তথায় ইয়াহইয়া (আঃ) ও ঈসা (আঃ)-এর সাক্ষাত পাইলাম; তাঁহাদের উভয়ের নানী পরস্পর ভগ্নী ছিলেন।
"
"The aunt had no answer.
","পন্মাবতী কিছু উত্তর করিল না।
"
"The family includes many relatives, such as grandparents, un- cles, aunts, cousins, nephews, and nieces.
","একটি পরিবারকে ঘিরে থাকে বাবা, মা, ভাই, বোন, ভাতিজা সহ অনেকেই।
"
"Dads, moms, aunts, uncles, sisters, brothers, sons daughters
","মা বাবা, ভাই বোন ছেলে মেয়ে বুড়ো
"
"Brothers, sisters, uncles and aunts.
","লগে যাইতেছে চাচাতো ভাই, বোন আর ভাগ্না।
"
"He seated himself next to his aunt.
","লইয়া শচীর পাশে সে বসিল।
"
"The aunt had no answer.
","স্থলতা কোন উত্তর দিল না।
"
"An aunt and uncle died on the train.
","ট্রেনের ধাক্কায় মৃত্যু দাদু-নাতনির।
"
"These include brothers, sisters, nephews, uncles, aunts.
","আর ভাইদের মধ্যে আপন ভাই, বৈমাত্রেয় ভাই, আপন ভাইয়ের ছেলেরা, বৈমান্রেয় ভাইয়ের ছেলেরা ও তদনিমবর্তীরা অন্তর্ভুক্ত
"
